"the_geom","miles","stateab","cntyfips","stcntyfips","rrowner1","rrowner2","rrowner3","trkrghts1","trkrghts2","trkrghts3","trkrghts4","trkrghts5","trkrghts6","trkrghts7","trkrghts8","trkrghts9","stracnet","subdiv","net","passngr","shape_leng","shape_stlength","frfranode","tofranode","fraregion","fraarcid","country","objectid","stfips","yardname","tracks"
"MULTILINESTRING ((-118.652012313318 34.264074534812, -118.65140204237 34.26468808109, -118.651237999734 34.264852999666, -118.651094106408 34.264971869356, -118.650916000173 34.265118999342, -118.650774192375 34.265214149414, -118.650494008592 34.265402142795, -118.650450999414 34.265431000241, -118.650137457977 34.265596885588, -118.6499349999 34.26570399934, -118.649905958993 34.26571823291, -118.649790611947 34.265774763395, -118.649581999809 34.265877000124, -118.649352464944 34.265951379453, -118.649344348563 34.26595400907, -118.649289074431 34.265971920868, -118.649111629198 34.266029419922, -118.648857128254 34.266074331165, -118.648626220124 34.266115080347, -118.648514583681 34.266126405509, -118.648411430543 34.26613687092, -118.648279473019 34.266150258228, -118.647969488401 34.266181704822, -118.647947660056 34.266181704822, -118.647597132202 34.266181704822, -118.647458456742 34.266181705721, -118.647436489902 34.266181704822, -118.64731207769 34.266172656743, -118.646935940741 34.266145301165, -118.646913009828 34.266143632922, -118.64643711558 34.266086525972, -118.644733921933 34.265887488017, -118.640853842831 34.265433963507, -118.638212692262 34.265125176786, -118.636745303553 34.264953594233, -118.632729114757 34.264483883724, -118.632700098131 34.264480488784))","1.15799491","CA","111","06111","SCAX",,,"AMTK","UP",,,,,,,,"C","VENTURA","M","B","1863.61588539","0.020067711117689992","320043","320068","7","326546","US","220","06",,"1"
"MULTILINESTRING ((-121.9028828011 37.329924714654, -121.902808541381 37.328998862607, -121.902803750692 37.328866869111, -121.90285405607 37.328138036941))","0.12461674","CA","085","06085","JPBX",,,"AMTK","UP",,,,,,,,"C","PENINSULA","M","B","200.55160282","0.0017914719431141165","311359","311361","7","333709","US","423","06","SAN JOSE YARD","3"
"MULTILINESTRING ((-76.840336356638 39.103121097361, -76.840330947215 39.103124551657, -76.840330090162 39.103125099344, -76.839957158396 39.103363201151, -76.839868972675 39.103419505906, -76.839682223955 39.10353874072))","0.045374","MD","027","24027","CSXT",,,"MARC","NS",,,,,,,,"S","CAPITAL","M","C","73.02251806","0.00077608990568707871","477248","477255","2","413626","US","2566","24",,"2"
"MULTILINESTRING ((-122.385764055667 47.656042652946, -122.386781134941 47.656806071243, -122.386829000458 47.656842000058, -122.386883825828 47.65688713883))","0.07827884","WA","033","53033","BNSF",,,"AMTK","SDRX",,,,,,,,"S","SCENIC","M","B","125.97783527","0.001402580604455051","306363","306339","8","312400","US","61","53","BALMER YARD","1"
"MULTILINESTRING ((-122.7752223916 45.315392140035, -122.775222011187 45.315126052226))","0.0183846","OR","005","41005","PNWR",,,"WES",,,,,,,,,,,"M","C","29.58721009","0.00026608808160691799","303436","303437","8","316931","US","113","41",,"1"
"MULTILINESTRING ((-87.621565817508 41.674433668579, -87.620390000698 41.674450000267, -87.617510000086 41.674450000267, -87.616900000734 41.674509999437, -87.616390000598 41.674610000451, -87.615880000462 41.674820000243, -87.615369999426 41.675080000542, -87.614969999866 41.67540000001, -87.614649999498 41.675749999963, -87.614191204061 41.676308915124))","0.43391117","IL","031","17031","NIRC",,,"CN",,,,,,,,,,,"M","C","698.31373957","0.0080221705972184625","414896","414974","4","491655","US","3014","17",,"1"
"MULTILINESTRING ((-75.19583260619 40.291812622954, -75.188789999958 40.294290000683, -75.180079999392 40.297360000164, -75.179710338461 40.297468724602))","0.93160013","PA","017","42017","SEPA",,,,,,,,,,,,,,"M","C","1499.26807427","0.017086157862404073","484481","484574","2","420950","US","2622","42",,"1"
"MULTILINESTRING ((-121.274289430713 37.912117847361, -121.27422163532 37.911061367888, -121.27421984477 37.909621572178, -121.274219695483 37.909501146661, -121.274219671201 37.909481492877, -121.274207821734 37.909169336396, -121.274203769388 37.909062620144, -121.274180655013 37.908868456514, -121.274156180863 37.908662869696, -121.274134125889 37.908566533419, -121.274058000077 37.9082339992, -121.274027809836 37.90814615702, -121.273935813687 37.907878482806, -121.273892000515 37.907750999409, -121.273727947986 37.907343632603))","0.3357214","CA","077","06077","UP",,,"ACEX",,,,,,,,,,"OAKLAND","M","C","540.29229853","0.0048501303572863266","313746","313763","7","324920","US","167","06","STOCKTON YARD","1"
"MULTILINESTRING ((-70.905452174378 42.521683763095, -70.905143700621 42.52181132833, -70.904760000374 42.521970000215, -70.904127697835 42.522208870943, -70.903860000239 42.522309999707, -70.903546110764 42.522436429098, -70.903140000311 42.52259999959, -70.902618404316 42.52279940267, -70.899530000209 42.523980000277, -70.89879999982 42.524239999676, -70.89867000012 42.524290000183, -70.898448200324 42.524369899551, -70.89808710004 42.52449990015))","0.42183292","MA","009","25009","MBTA",,,"ST",,,,,,,,,,,"M","C","678.87564233","0.0078858344102631442","495246","495253","1","375341","US","1048","25",,"1"
"MULTILINESTRING ((-106.24457479639 35.504379181454, -106.244488523527 35.504335435732, -106.244100633337 35.504138751302, -106.242411000567 35.503281999565, -106.242268971536 35.503214350762, -106.241820610033 35.503000794151, -106.241717721296 35.502951787395, -106.241380024968 35.502790940949, -106.241165999811 35.502689000097, -106.240704620622 35.502496945378, -106.239727000001 35.502089999454, -106.239109124387 35.501870635022, -106.238509680377 35.501657814956, -106.238451064365 35.501637004644, -106.238384825699 35.501613488272, -106.238374999706 35.501609999802, -106.237844977963 35.501449653379, -106.237108999781 35.501227000126, -106.23691060484 35.501177076961, -106.236306103943 35.501024962032, -106.235734000224 35.500881000358, -106.235604839592 35.500854831885, -106.234875689961 35.500707104749, -106.234360334362 35.50060269346, -106.232746800424 35.500275787198, -106.232387736205 35.500203040138, -106.231170840162 35.499956494597, -106.230415381764 35.499803437179, -106.230336628133 35.499787482306, -106.230128894633 35.499745394035, -106.229792582362 35.4996772569, -106.229752415042 35.499669118935, -106.229600217376 35.49963828388, -106.229431000041 35.499604000824, -106.229392641257 35.499595138005, -106.227007000673 35.499044000181, -106.225499999525 35.498643000574, -106.225339464245 35.498595952541, -106.22504710544 35.498510271432, -106.224692770755 35.498406425816, -106.22442313512 35.498327405086, -106.224230896039 35.498271066157, -106.224042999785 35.498215999769, -106.223792652809 35.498135651639, -106.223001362723 35.497881691187, -106.222563000782 35.497740999448, -106.222180335654 35.497607754095, -106.221814242333 35.497480276993, -106.221307999564 35.49730399998, -106.220433364808 35.496974103472, -106.219818000101 35.496742000143, -106.21966301004 35.496678392894, -106.218356740271 35.496142312418, -106.218104999346 35.4960390001, -106.217668697752 35.495843581017, -106.217665104961 35.495841972129, -106.217167056814 35.495618897994, -106.216464000113 35.49530399948, -106.215558336948 35.494864007968, -106.214876999774 35.494532999898, -106.213904445034 35.494020542814, -106.210053882581 35.491991611124, -106.208557373824 35.491203073863, -106.208301048155 35.49106801098, -106.208118598195 35.490971875252, -106.20547481531 35.489578818208, -106.203081999934 35.488318000176, -106.202705940327 35.488107244953))","2.62013581","NM","049","35049","BNSF",,,"AMTK","NMRX",,,,,,,,,"GLORIETA","M","B","4216.70827735","0.045188754850673279","339338","339361","5","449969","US","2814","35",,"1"
"MULTILINESTRING ((-71.085953433104 42.379440581518, -71.085689045013 42.37928329279))","0.0173231","MA","017","25017","MBTA",,,"ST","AMTK",,,,,,,,,,"M","B","27.87888498","0.0003076374596450013","494845","494848","1","375452","US","1056","25",,"2"
"MULTILINESTRING ((-122.229584023684 47.257585471293, -122.229583330306 47.257573052554, -122.229274690175 47.252047503689, -122.229198123694 47.25067675253, -122.229162919733 47.250046486057, -122.228984730761 47.246856383915, -122.22874504165 47.242565250786, -122.228502135665 47.238216529569, -122.228490935508 47.23801603831, -122.228345661723 47.235415214241, -122.227768682778 47.225085604817, -122.227648295932 47.222930330071, -122.22753500024 47.220902000027, -122.22748154094 47.219746228206, -122.227464000563 47.219367000287, -122.227468410838 47.219131467843, -122.227472835503 47.218895195257, -122.227474000125 47.218832999943, -122.227510852544 47.218510378052, -122.227531000056 47.218333999415, -122.227571565775 47.218139053375, -122.227634000309 47.21783899997, -122.227691945427 47.217651507511, -122.227790999455 47.217330999926, -122.227827687298 47.217243750399, -122.22785308775 47.217183348333, -122.227853693893 47.217181904921, -122.228028999639 47.216764999905, -122.228101317722 47.216629339872, -122.228303000583 47.216250999584, -122.228529079354 47.215904680557, -122.228617000674 47.215770000785, -122.228903524678 47.215403019834, -122.228965999681 47.215322999957, -122.229139201013 47.215130084586, -122.229334999611 47.214911999889, -122.229559084584 47.214689727949, -122.229706000531 47.214544000006, -122.229790582669 47.214469040614, -122.230294340611 47.214022600063, -122.230519097378 47.21382341372, -122.230740609392 47.213627105207, -122.231165000364 47.213250999734, -122.23169915719 47.212784871225, -122.234754781008 47.210118397546, -122.237408192034 47.207802914873, -122.237423842037 47.207789258667, -122.237445876326 47.207770031162, -122.237455733795 47.207761428247, -122.238223318651 47.207091598798, -122.2384026003 47.206935150037))","3.64749404","WA","053","53053","BNSF",,,"AMTK","SDRX",,,,,,,,"S","SEATTLE (BNSF)","M","B","5870.08438704","0.055319209509041692","309279","309105","8","306942","US","31","53",,"2"
"MULTILINESTRING ((-71.677221385359 42.544965664034, -71.677471471531 42.544906900533, -71.68008835929 42.544292006171, -71.68243414462 42.543740812589, -71.686865214958 42.542699634181, -71.689044691359 42.54218751794, -71.689541382429 42.54207080932))","0.65642979","MA","027","25027","MBTA",,,"PAS",,,,,,,,,,"(MBTA) FITCHBURG","M","C","1056.42345226","0.012655532846323887","493634","493619","1","379135","US","1277","25",,"2"
"MULTILINESTRING ((-87.857529718322 41.632452125665, -87.854590000028 41.635040000396, -87.853970000215 41.635580000117, -87.853626492469 41.635882916064))","0.31167442","IL","031","17031","NIRC",,,,,,,,,,,,,"SOUTHWEST","M","C","501.59236872","0.0051966912996249635","412696","412742","4","505178","US","3254","17",,"2"
"MULTILINESTRING ((-79.090016000138 43.829150000472, -79.089946999654 43.82918199925, -79.089937000092 43.829186000334, -79.089316000233 43.829479000356, -79.089069000534 43.829591000125, -79.088307999614 43.829938999985, -79.088228000422 43.829975999893, -79.087314999687 43.830395000329, -79.087294000518 43.830404999891, -79.086921000404 43.830578999821, -79.086845999643 43.830614000536, -79.086409000175 43.830813000719, -79.086156000199 43.830928999774, -79.085613999486 43.831180999703, -79.085536000386 43.831217000464, -79.084304000229 43.831787999816, -79.083525999425 43.832155000553, -79.082289999084 43.832752999351, -79.082167000607 43.832811000228, -79.082002000192 43.832892000366, -79.081395000079 43.833191999811, -79.081046000173 43.833366999787, -79.079536999833 43.834128999854, -79.077978999931 43.834869000704, -79.077186999381 43.835214000426, -79.074974999896 43.836132999638, -79.074632000267 43.836273999845, -79.073347000364 43.836808999336, -79.072826999766 43.83702600035, -79.070174999776 43.838222999792, -79.070093000492 43.838260999745, -79.069914000331 43.838346000068, -79.069629999825 43.838478999906, -79.069591999871 43.838497000736, -79.068382999875 43.839084999973, -79.065924000692 43.840338000199, -79.063528999963 43.841505000056, -79.062228000222 43.842104000699, -79.061752999901 43.84232199996, -79.061063000457 43.842640000236, -79.058911000143 43.843630000025, -79.057657999917 43.844207000553, -79.056950000542 43.844532999398, -79.056140999208 43.844872999789, -79.055313999741 43.845180999603, -79.054480999998 43.845459999879, -79.053822999332 43.845659000063, -79.05349099931 43.845748999717, -79.053034999865 43.845873000039, -79.052500000375 43.846001999693, -79.05230399943 43.846050000107, -79.052163000122 43.846083999877, -79.052123000076 43.846093999439, -79.052054999638 43.846106999139, -79.051846999939 43.84614800013, -79.051617000124 43.846192999507, -79.051598000148 43.846196999692, -79.051428999549 43.846230000314, -79.05140799948 43.846234000499, -79.051147999181 43.846285000153, -79.050751999805 43.846362999253, -79.050365999991 43.84643900006, -79.047238000533 43.847053000496, -79.04568300077 43.847392999987, -79.043448000225 43.847895000654, -79.041646999909 43.848301000491, -79.041602999679 43.848311000053, -79.041597847463 43.848312202446))","2.7718928","ON",,,"GO",,,,,,,,,,,,,"LAKESHORE EAST","M","C","4460.93796056","0.052315883985195932","637829","637991","99","762698","CA","3687",,,"2"
"MULTILINESTRING ((-88.414681490358 42.295802500785, -88.408390000598 42.292500000475, -88.404649999898 42.290469999491, -88.400790000858 42.288389999799, -88.388350000052 42.281859999939, -88.378709999767 42.276780000397, -88.377849999678 42.276319999868, -88.375080000542 42.274869999551, -88.372219999953 42.273320000018, -88.369380000287 42.271840000116, -88.361979998978 42.2680000002))","3.30629241","IL","111","17111","UP",,,"NIRC",,,,,,,,,,"HARVARD","M","C","5320.9724945","0.059586435710447548","408199","408558","4","512319","US","3376","17",,"2"
"MULTILINESTRING ((-76.644077882089 39.264832726149, -76.641289413576 39.267026794951, -76.641280726125 39.267033630698, -76.641267435943 39.267044088014, -76.641258762882 39.26705091207, -76.641128876496 39.267153111927, -76.641119941732 39.267160141028, -76.639019876366 39.268812551758, -76.638930271515 39.268883055009, -76.638644248433 39.269108109452, -76.638537433256 39.269192156493))","0.42282846","MD","510","24510","CSXT",,,"MARC","NS",,,,,,,,"S","BALTIMORE TERMINAL","M","C","680.47780328","0.0070499082395828376","478402","478432","2","390974","US","2140","24",,"2"
"MULTILINESTRING ((-88.044726933301 41.976991568306, -88.041260000049 41.976289999984, -88.036449999468 41.975340000241, -88.033389999549 41.974819999643, -88.031991198535 41.974588113051))","0.67245721","IL","043","17043","NIRC",,,"CPRS",,,,,,,,,,"ELGIN","M","C","1082.21713927","0.012961883585830301","410801","410931","4","513263","US","3400","17",,"2"
"MULTILINESTRING ((-117.408388192561 33.237330862929, -117.408021000269 33.237008000019, -117.406989094771 33.236076409399, -117.406864658277 33.235964068787, -117.406814802561 33.235919062215, -117.405973813241 33.235159833859, -117.40524413301 33.23450108136, -117.405215288155 33.234475042389, -117.40498315245 33.234265489561, -117.403597291782 33.233014430072, -117.40202137019 33.231591733172, -117.401640576551 33.231247952031, -117.400283285545 33.230022562791, -117.399197355973 33.229042126393, -117.398952314098 33.228820913854))","0.80202591","CA","073","06073","SDNR","BNSF",,"AMTK","PSRR","SCAX",,,,,,,"S","SAN DIEGO (SDNR)","M","B","1290.73817363","0.012706536185886286","324757","324774","7","330924","US","344","06",,"1"
"MULTILINESTRING ((-86.98544528797 41.673140197962, -86.971073031695 41.679538054138, -86.962114435133 41.683382869924, -86.957851958001 41.685245174325, -86.955509618874 41.686268863617, -86.953201981886 41.687344602971, -86.949882221787 41.68892351301, -86.941623309468 41.692763791716, -86.940200555012 41.693428901523, -86.938812502695 41.694088225991, -86.937673142601 41.694707066578, -86.936406544626 41.695522547528, -86.935666250597 41.696060417654, -86.935232483292 41.696395863878, -86.934347598962 41.697170860047, -86.933896481937 41.697604626452, -86.932560968014 41.698977808479, -86.93255446052 41.698984500334))","3.27419262","IN","127","18127","NICD",,,"CSS",,,,,,,,,,,"M","C","5269.31278976","0.059119402695882048","419641","420011","4","494768","US","3151","18",,"1"
