"race","precinct","legislative_district","county_council_district","congressional_district","party","candidate","sumofcount"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0210","41","6","8","NP","REJECTED","162.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0210","41","6","8","NP","Times Blank Voted","25.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0210","41","6","8","NP","Times Counted","322.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0210","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0211","41","6","8","NP","APPROVED","121.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0211","41","6","8","NP","Registered Voters","392.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0211","41","6","8","NP","REJECTED","172.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0211","41","6","8","NP","Times Blank Voted","22.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0211","41","6","8","NP","Times Counted","315.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0211","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0219","41","6","8","NP","APPROVED","156.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0219","41","6","8","NP","Registered Voters","648.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0219","41","6","8","NP","REJECTED","207.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0219","41","6","8","NP","Times Blank Voted","54.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0219","41","6","8","NP","Times Counted","417.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0219","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0220","41","6","8","NP","APPROVED","119.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0220","41","6","8","NP","Registered Voters","422.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0220","41","6","8","NP","REJECTED","181.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0220","41","6","8","NP","Times Blank Voted","34.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0220","41","6","8","NP","Times Counted","334.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0220","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0305","41","9","8","NP","APPROVED","112.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0305","41","9","8","NP","Registered Voters","416.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0305","41","9","8","NP","REJECTED","163.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0305","41","9","8","NP","Times Blank Voted","34.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0305","41","9","8","NP","Times Counted","309.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0305","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0333","41","9","8","NP","APPROVED","60.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0333","41","9","8","NP","Registered Voters","205.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0333","41","9","8","NP","REJECTED","88.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0333","41","9","8","NP","Times Blank Voted","10.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0333","41","9","8","NP","Times Counted","158.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0333","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0408","41","6","8","NP","APPROVED","56.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0408","41","6","8","NP","Registered Voters","208.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0408","41","6","8","NP","REJECTED","90.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0408","41","6","8","NP","Times Blank Voted","14.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0408","41","6","8","NP","Times Counted","160.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0408","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0460","41","9","8","NP","APPROVED","158.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0460","41","9","8","NP","Registered Voters","486.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0460","41","9","8","NP","REJECTED","195.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0460","41","9","8","NP","Times Blank Voted","34.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0460","41","9","8","NP","Times Counted","387.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0460","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0472","41","9","8","NP","APPROVED","157.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0472","41","9","8","NP","Registered Voters","503.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0472","41","9","8","NP","REJECTED","216.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0472","41","9","8","NP","Times Blank Voted","31.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0472","41","9","8","NP","Times Counted","404.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0472","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0475","41","9","8","NP","APPROVED","73.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0475","41","9","8","NP","Registered Voters","255.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0475","41","9","8","NP","REJECTED","96.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0475","41","9","8","NP","Times Blank Voted","17.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0475","41","9","8","NP","Times Counted","186.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0475","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0505","41","9","8","NP","APPROVED","66.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0505","41","9","8","NP","Registered Voters","245.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0505","41","9","8","NP","REJECTED","124.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0505","41","9","8","NP","Times Blank Voted","12.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0505","41","9","8","NP","Times Counted","202.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0505","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0658","41","9","8","NP","APPROVED","125.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0658","41","9","8","NP","Registered Voters","392.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0658","41","9","8","NP","REJECTED","145.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0658","41","9","8","NP","Times Blank Voted","25.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0658","41","9","8","NP","Times Counted","295.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0658","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0815","41","9","8","NP","APPROVED","92.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0815","41","9","8","NP","Registered Voters","381.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0815","41","9","8","NP","REJECTED","145.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0815","41","9","8","NP","Times Blank Voted","21.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0815","41","9","8","NP","Times Counted","258.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-0815","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-1052","41","9","8","NP","APPROVED","117.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-1052","41","9","8","NP","Registered Voters","457.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-1052","41","9","8","NP","REJECTED","197.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-1052","41","9","8","NP","Times Blank Voted","31.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-1052","41","9","8","NP","Times Counted","345.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-1052","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-1235","41","9","8","NP","APPROVED","99.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-1235","41","9","8","NP","Registered Voters","326.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-1235","41","9","8","NP","REJECTED","135.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-1235","41","9","8","NP","Times Blank Voted","19.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-1235","41","9","8","NP","Times Counted","253.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-1235","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2386","41","9","8","NP","APPROVED","83.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2386","41","9","8","NP","Registered Voters","284.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2386","41","9","8","NP","REJECTED","112.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2386","41","9","8","NP","Times Blank Voted","24.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2386","41","9","8","NP","Times Counted","219.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2386","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2428","41","6","8","NP","APPROVED","173.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2428","41","6","8","NP","Registered Voters","659.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2428","41","6","8","NP","REJECTED","227.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2428","41","6","8","NP","Times Blank Voted","47.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2428","41","6","8","NP","Times Counted","447.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2428","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2429","41","6","8","NP","APPROVED","194.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2429","41","6","8","NP","Registered Voters","671.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2429","41","6","8","NP","REJECTED","273.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2429","41","6","8","NP","Times Blank Voted","40.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2429","41","6","8","NP","Times Counted","507.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2429","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2447","41","6","8","NP","APPROVED","160.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2447","41","6","8","NP","Registered Voters","510.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2447","41","6","8","NP","REJECTED","202.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2447","41","6","8","NP","Times Blank Voted","39.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2447","41","6","8","NP","Times Counted","401.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2447","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2554","41","9","8","NP","APPROVED","172.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2554","41","9","8","NP","Registered Voters","635.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2554","41","9","8","NP","REJECTED","267.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2554","41","9","8","NP","Times Blank Voted","44.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2554","41","9","8","NP","Times Counted","483.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2554","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2556","41","9","8","NP","APPROVED","165.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2556","41","9","8","NP","Registered Voters","647.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2556","41","9","8","NP","REJECTED","312.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2556","41","9","8","NP","Times Blank Voted","44.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2556","41","9","8","NP","Times Counted","521.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2556","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2621","41","6","8","NP","APPROVED","128.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2621","41","6","8","NP","Registered Voters","474.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2621","41","6","8","NP","REJECTED","155.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2621","41","6","8","NP","Times Blank Voted","40.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2621","41","6","8","NP","Times Counted","323.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2621","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2714","41","9","8","NP","APPROVED","202.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2714","41","9","8","NP","Registered Voters","696.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2714","41","9","8","NP","REJECTED","283.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2714","41","9","8","NP","Times Blank Voted","39.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2714","41","9","8","NP","Times Counted","524.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2714","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2719","41","9","8","NP","APPROVED","124.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2719","41","9","8","NP","Registered Voters","493.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2719","41","9","8","NP","REJECTED","229.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2719","41","9","8","NP","Times Blank Voted","31.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2719","41","9","8","NP","Times Counted","384.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2719","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2782","41","6","8","NP","APPROVED","59.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2782","41","6","8","NP","Registered Voters","220.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2782","41","6","8","NP","REJECTED","59.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2782","41","6","8","NP","Times Blank Voted","13.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2782","41","6","8","NP","Times Counted","131.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2782","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2812","41","9","8","NP","APPROVED","88.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2812","41","9","8","NP","Registered Voters","320.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2812","41","9","8","NP","REJECTED","128.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2812","41","9","8","NP","Times Blank Voted","20.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2812","41","9","8","NP","Times Counted","236.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2812","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2906","41","9","8","NP","APPROVED","112.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2906","41","9","8","NP","Registered Voters","446.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2906","41","9","8","NP","REJECTED","181.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2906","41","9","8","NP","Times Blank Voted","43.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2906","41","9","8","NP","Times Counted","336.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2906","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2935","41","9","8","NP","APPROVED","207.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2935","41","9","8","NP","Registered Voters","833.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2935","41","9","8","NP","REJECTED","338.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2935","41","9","8","NP","Times Blank Voted","53.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2935","41","9","8","NP","Times Counted","598.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2935","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2936","41","9","8","NP","APPROVED","179.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2936","41","9","8","NP","Registered Voters","648.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2936","41","9","8","NP","REJECTED","262.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2936","41","9","8","NP","Times Blank Voted","41.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2936","41","9","8","NP","Times Counted","482.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2936","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2943","41","9","8","NP","APPROVED","231.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2943","41","9","8","NP","Registered Voters","743.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2943","41","9","8","NP","REJECTED","274.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2943","41","9","8","NP","Times Blank Voted","60.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2943","41","9","8","NP","Times Counted","565.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2943","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2945","41","9","8","NP","APPROVED","156.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2945","41","9","8","NP","Registered Voters","565.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2945","41","9","8","NP","REJECTED","235.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2945","41","9","8","NP","Times Blank Voted","37.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2945","41","9","8","NP","Times Counted","428.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2945","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2970","41","6","8","NP","APPROVED","113.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2970","41","6","8","NP","Registered Voters","525.00"
