"impound_no","animal_id","data_source","record_type","link","current_location","animal_name","animal_type","age","animal_gender","animal_breed","animal_color","date","date_type","obfuscated_address","city","state","zip","jurisdiction","obfuscated_latitude","obfuscated_longitude","image","image_alt_text","memo"
"K22-149279","A669683","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669683","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Sashimi","Cat","4 MONTHS","Female","Domestic Shorthair","Tortie","2022-08-04T00:00:00.000","Received on","1200 block of  CENTRAL AVE N","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669683","Image Copyright HLP Inc. 2022","Received on: 2022-08-04<p/> Found Near: 1200 block of  CENTRAL AVE N<p/> Description: Tortie Female Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-148267","A667781","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2464575","In Public Home",,"Dog","Unknown<p/>","Unknown","Shiba Inu","Unknown","2022-07-09T00:00:00.000","Date Found","ADMIRAL  AND CALIFORNIA",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2464575","Image Copyright HLP Inc. 2022","Description: Golden shiba inu with white tummy/muzzle/feet. A little shy but friendly, responds to whistling and okay with being picked up. Found by Safeway at 12:30am on Friday night. No collar. Dark brown/black eyes. Pointy ears. Curly, bushy tail. Seems to be in good condition, fur is clean, no signs of injury or malnourishment. Wasn't hungry, came inside willingly. <p/>Age: Unknown<p/>Found Near: Admiral and California, Seattle WA  98116<p/>Found Date: 2022-07-09<p/>"
"K22-149103","A669388","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669388","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Ova","Cat","14 WEEKS","Female","Domestic Shorthair","Gray","2022-07-31T00:00:00.000","Received on","15200 block of  30TH AVE S","SEATAC","WA","98188","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669388","Image Copyright HLP Inc. 2022","Received on: 2022-07-31<p/> Found Near: 15200 block of  30TH AVE S<p/> Description: Gray Female Domestic Shorthair Cat<p/> Age: 14 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149442","A669991","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Cat","NO AGE","Unknown","Domestic Shorthair","Black / White","2022-08-08T00:00:00.000","Received on","20000 block of  SE 287TH ST","KENT","WA","98042","KING COUNTY",,,,"Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 20000 block of  SE 287TH ST<p/> Description: Black / White Unknown Domestic Shorthair Cat<p/> Age: NO AGE<p/>"
"K22-148611","A668420","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A668420","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Aqua","Cat","11 WEEKS","Spayed Female","Domestic Mediumhair","Brn Tabby / White","2022-07-18T00:00:00.000","Received on","12600 block of  SE 211TH CT","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A668420","Image Copyright HLP Inc. 2022","Received on: 2022-07-18<p/> Found Near: 12600 block of  SE 211TH CT<p/> Description: Brn Tabby / White Spayed Female Domestic Mediumhair Cat<p/> Age: 11 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149444","A669995","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Felina","Cat","2 YEARS","Female","Domestic Shorthair","Brn Tabby","2022-08-08T00:00:00.000","Received on","11100 block of  SE 208TH ST","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669995","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 11100 block of  SE 208TH ST<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149446","A670001","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Lion","Cat","3 WEEKS","Male","Domestic Shorthair","Apricot","2022-08-08T00:00:00.000","Received on","11100 block of  SE 208TH ST","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670001","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 11100 block of  SE 208TH ST<p/> Description: Apricot Male Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149151","A669474","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Cat","NO AGE","Male","Domestic Shorthair","Black","2022-08-01T00:00:00.000","Received on",,,,,"KENT",,,,"Image Copyright HLP Inc. 2022","Received on: 2022-08-01<p/> Found Near:  <p/> Description: Black Male Domestic Shorthair Cat<p/> Age: NO AGE<p/>"
"K22-149409","A669934","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2479059","In Public Home","Allison Orr","Dog","Unknown<p/>","Male","Alaskan Husky","Unknown","2022-08-07T00:00:00.000","Date Found","4500 block of  34TH AVE SOUTH","4508 34TH AVE",,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2479059","Image Copyright HLP Inc. 2022","Description: Mix - husky, shepherd, golden retriever. blue color. no tags. Intact male. Cream colored longer hair with dark brown eyes<p/>Age: Unknown<p/>Found Near: 4500 block of  34TH AVE SOUTH<p/>Found Date: 2022-08-07<p/>"
"K22-148581","A668356","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2469410","In Public Home",,"Dog","Over 1 year<p/>","Unknown","Siberian Husky","Brown","2022-07-17T00:00:00.000","Date Found","100 block of  ACRES SOCCER FIELDS","SAMMAMISH RIVER",,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2469410","Image Copyright HLP Inc. 2022","Description: Found near 60 Acres Soccer Field in the Valley Estates Neighborhood, Redmond, WA, Sunday afternoon, 7/17/2022. Female: 45ish lbs, blue eyes, aside from a splotch of brown in her right eye, long silky coat. Found roaming with male Siberian Husky. Male: blue eyes, shorter coat than female, 45ish lbs. Very energetic and escape artists. Both are copper coloured and have liver-coloured noses. Took both into vet, but no microchips. Found without collars. Taking them to Regional Animal Services of King County (Kent) later today (7/18/2022). Both are very friendly, but slight menaces to society. Our house is now full of husky pee.<p/>Age: Over 1 year<p/>Found Near: 100 block of  ACRES SOCCER FIELDS<p/>Found Date: 2022-07-17<p/>"
"K22-149734","A670454","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670454","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Squash","Rabbit Sh","NO AGE","Unknown","Rabbit Sh","Brown / White","2022-08-14T00:00:00.000","Received on","17800 block of  140TH AVE SE","RENTON","WA","98058","KING COUNTY","47.442808","-122.153862","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670454","Image Copyright HLP Inc. 2022","Received on: 2022-08-14<p/> Found Near: 17800 block of  140TH AVE SE<p/> Description: Brown / White Unknown Rabbit Sh Rabbit Sh<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149574","A670197","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670197","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Dog","NO AGE","Male","Australian Terrier","Black","2022-08-10T00:00:00.000","Received on","13400 block of  MARTIN LUTHER KING JR WAY S","SEATTLE","WA","98178","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670197","Image Copyright HLP Inc. 2022","Received on: 2022-08-10<p/> Found Near: 13400 block of  MARTIN LUTHER KING JR WAY S<p/> Description: Black Male Australian Terrier Dog<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149622","A670273","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670273","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Onigiri","Cat","9 WEEKS","Spayed Female","Domestic Shorthair","Black","2022-08-11T00:00:00.000","Received on","24500 block of  RUSSELL RD S","KENT","WA","98032","KENT","47.382778","-122.25942","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670273","Image Copyright HLP Inc. 2022","Received on: 2022-08-11<p/> Found Near: 24500 block of  RUSSELL RD S<p/> Description: Black Spayed Female Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149730","A670447","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670447","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","NO AGE","Male","Siamese","Lynx Pt","2022-08-14T00:00:00.000","Received on","14200 block of  SE 179TH PL","RENTON","WA","98058","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670447","Image Copyright HLP Inc. 2022","Received on: 2022-08-14<p/> Found Near: 14200 block of  SE 179TH PL<p/> Description: Lynx Pt Male Siamese Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-148424","A668059","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2467022","In Public Home","April Richte","Dog","Over 1 year<p/>","Male","Rat Terrier","Brown","2022-07-13T00:00:00.000","Date Found","132ND  AND 65TH BRIDLE TRAILS",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2467022","Image Copyright HLP Inc. 2022","Description: Male Tan Terrier Mix no collar<p/>Age: Over 1 year<p/>Found Near: 132nd and  65th bridle trails, Kirkland WA  98033<p/>Found Date: 2022-07-13<p/>"
"K22-149245","A669643","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669643","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Sally","Cat","1 YEAR","Female","Domestic Shorthair","Brn Tabby / White","2022-08-03T00:00:00.000","Received on","1500 block of  145TH PL SE","BELLEVUE","WA","98007","BELLEVUE",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669643","Image Copyright HLP Inc. 2022","Received on: 2022-08-03<p/> Found Near: 1500 block of  145TH PL SE<p/> Description: Brn Tabby / White Female Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149403","A669924","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Ace","Cat","11 WEEKS","Male","Domestic Mediumhair","Brn Tabby","2022-08-07T00:00:00.000","Received on","24500 block of  RUSSELL RD S","KENT","WA","98032","KENT","47.382778","-122.25942","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669924","Image Copyright HLP Inc. 2022","Received on: 2022-08-07<p/> Found Near: 24500 block of  RUSSELL RD S<p/> Description: Brn Tabby Male Domestic Mediumhair Cat<p/> Age: 11 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149662","A670335","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2481174","In Public Home",,"Dog","Over 1 year<p/>","Male","Canaan Dog","Unknown","2022-08-12T00:00:00.000","Date Found","I-90  EXIT 38 (SNOQUALMIE PASS AREA)",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2481174","Image Copyright HLP Inc. 2022","Description: Found on road near hiking areas of Exit 38 along I-90 in Snoqualmie Pass. Tan colored male Canaan dog. No collar/no chip. Dog seemed scared and Lost for a night but otherwise friendly.<p/>Age: Over 1 year<p/>Found Near: I-90 Exit 38 (Snoqualmie Pass area), North Bend WA  98045<p/>Found Date: 2022-08-12<p/>"
"K22-149535","A670108","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670108","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Gaga","Barn Cat","12 WEEKS","Neutered Male","Domestic Shorthair","Brn Tabby / White","2022-08-09T00:00:00.000","Received on","20300 block of  131ST PL SE","KENT","WA","98031","KENT","47.420778","-122.16772","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670108","Image Copyright HLP Inc. 2022","Received on: 2022-08-09<p/> Found Near: 20300 block of  131ST PL SE<p/> Description: Brn Tabby / White Neutered Male Domestic Shorthair Barn Cat<p/> Age: 12 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-148312","A667847","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A667847","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Orca","Cat","7 YEARS 1 MONTH","Spayed Female","Domestic Shorthair","White","2022-07-10T00:00:00.000","Received on","11400 block of  164TH AVE SE","RENTON","WA","98059","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A667847","Image Copyright HLP Inc. 2022","Received on: 2022-07-10<p/> Found Near: 11400 block of  164TH AVE SE<p/> Description: White Spayed Female Domestic Shorthair Cat<p/> Age: 7 YEARS 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149529","A670099","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","6 WEEKS","Male","Domestic Shorthair","Lynx Pt","2022-08-09T00:00:00.000","Received on","18200 block of  42ND AVE S","SEATAC","WA","98188","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670099","Image Copyright HLP Inc. 2022","Received on: 2022-08-09<p/> Found Near: 18200 block of  42ND AVE S<p/> Description: Lynx Pt Male Domestic Shorthair Cat<p/> Age: 6 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149565","A658608","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,"Bellamy","Dead Cat","11 MONTHS","Neutered Male","Domestic Shorthair / Manx","Black","2022-08-10T00:00:00.000","Received on","500 block of  124TH AVE NE","BELLEVUE","WA","98005","BELLEVUE",,,,"Image Copyright HLP Inc. 2022","Received on: 2022-08-10<p/> Found Near: 500 block of  124TH AVE NE<p/> Description: Black Neutered Male Domestic Shorthair / Manx Cat<p/> Age: 11 MONTHS<p/>"
"K22-149641","A670291","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670291","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Dog","NO AGE","Male","Miniature Poodle","Black / White","2022-08-11T00:00:00.000","Received on","20800 block of  110TH LN SE","KENT","WA","98031","KENT","47.414773","-122.194397","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670291","Image Copyright HLP Inc. 2022","Received on: 2022-08-11<p/> Found Near: 20800 block of  110TH LN SE<p/> Description: Black / White Male Miniature Poodle Dog<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-148838","A668795","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A668795","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Hambone","Cat","3 YEARS","Neutered Male","Domestic Shorthair","Agouti / White","2022-07-24T00:00:00.000","Received on","20100 block of  15TH AVE S","SEATAC","WA","98198","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A668795","Image Copyright HLP Inc. 2022","Received on: 2022-07-24<p/> Found Near: 20100 block of  15TH AVE S<p/> Description: Agouti / White Neutered Male Domestic Shorthair Cat<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149727","A670443","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","6 WEEKS","Male","Domestic Shorthair","White / Brn Tabby","2022-08-14T00:00:00.000","Received on","23300 block of  PACIFIC HWY S","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670443","Image Copyright HLP Inc. 2022","Received on: 2022-08-14<p/> Found Near: 23300 block of  PACIFIC HWY S<p/> Description: White / Brn Tabby Male Domestic Shorthair Cat<p/> Age: 6 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149815","A670591","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670591","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","NO AGE","Male","Domestic Shorthair","Orange","2022-08-16T00:00:00.000","Received on","13400 block of  MARTIN LUTHER KING JR WAY S","SEATTLE","WA","98178","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670591","Image Copyright HLP Inc. 2022","Received on: 2022-08-16<p/> Found Near: 13400 block of  MARTIN LUTHER KING JR WAY S<p/> Description: Orange Male Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
