"schoolyear","esd","county","districtcode","district","schoolcode","school","subgroup","readingproficiency","readingtargetproficiency","readingmetproficiency","mathproficiency","mathtargetproficiency","mathmetproficiency","readingmetparticipation","mathmetparticipation","otherindicatormet","title_i"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4062","Ordway Elementary","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4062","Ordway Elementary","Special Education","55.6","41.7","On/Above*","44.4","38.9","On/Above*","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4062","Ordway Elementary","Low Income","61.9",,"N<Required","47.6",,"N<Required","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4542","Sakai Intermediate","All","88.8","90.6","On/Above","84.6","81.3","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4542","Sakai Intermediate","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4542","Sakai Intermediate","Asian","87",,"N<Required","91.3",,"N<Required","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4542","Sakai Intermediate","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4542","Sakai Intermediate","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4542","Sakai Intermediate","Hispanic","70.8","80.1","Below","70.8","68.1","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4542","Sakai Intermediate","White","90.8","92.3","On/Above","86.2","82.9","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4542","Sakai Intermediate","Two or More Races","89.1","87.9","On/Above","87","83.1","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4542","Sakai Intermediate","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4542","Sakai Intermediate","Special Education","51.2","49.6","On/Above","44.2","40.4","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4542","Sakai Intermediate","Low Income","70","74.1","Below","55","54.2","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4505","Woodward Middle School","All","87.8","86","On/Above","83.6","87","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4505","Woodward Middle School","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4505","Woodward Middle School","Asian","82.9","90.5","Below","82.9","93.7","Below","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4505","Woodward Middle School","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4505","Woodward Middle School","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4505","Woodward Middle School","Hispanic","79.2","73.8","On/Above","75","86.9","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4505","Woodward Middle School","White","89.2","86.5","On/Above","84.4","87.5","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4505","Woodward Middle School","Two or More Races","87.5",,"N<Required","87.5",,"N<Required","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4505","Woodward Middle School","Limited English",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4505","Woodward Middle School","Special Education","56.1","55.1","On/Above*","48.5","39.5","On/Above*","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District","4505","Woodward Middle School","Low Income","67.6","73.5","Below","56.8","73.5","Below","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2671","Amboy Middle School","All","75.9","72.2","On/Above","62","67","Below","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2671","Amboy Middle School","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2671","Amboy Middle School","Asian",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2671","Amboy Middle School","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2671","Amboy Middle School","Hispanic",,"65.1","N<Required",,"47.6","N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2671","Amboy Middle School","White","75.5","71.6","On/Above","62.2","67.9","Below","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2671","Amboy Middle School","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2671","Amboy Middle School","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2671","Amboy Middle School","Special Education","34.5","28.7","On/Above","21.1","20.2","On/Above","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2671","Amboy Middle School","Low Income","72.1","67.1","On/Above","54.2","63.3","Below","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2415","Battle Ground High School","All","85.5","83.2","On/Above","78.5","70.8","On/Above","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2415","Battle Ground High School","American Indian",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2415","Battle Ground High School","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2415","Battle Ground High School","Pacific Islander",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2415","Battle Ground High School","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2415","Battle Ground High School","Hispanic","65.4","75.6","Below","66.7","62.5","On/Above","On/Above","Below","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2415","Battle Ground High School","White","87.3","84.1","On/Above","79.7","71.6","On/Above","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2415","Battle Ground High School","Two or More Races","85.3",,"N<Required","77.4",,"N<Required","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2415","Battle Ground High School","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2415","Battle Ground High School","Special Education","47.3","36.9","On/Above","30.6","30.3","On/Above","On/Above","Below","On/Above",
