"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","gradelevel","all_students","female","male","gender_x","american_indian_alaskan_native","asian","black_african_american","hispanic_latino_of_any_race","native_hawaiian_other_pacific","two_or_more_races","white","english_language_learners","highly_capable","homeless","low_income","migrant","military_parent","mobile","section_504","students_with_disabilities","non_english_language_learners","non_highly_capable","non_homeless","non_low_income","non_migrant","non_military_parent","non_mobile","non_section_504","students_without_disabilities","dataasof","fostercare","non_fostercare"
"2014-15","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","12th Grade","193","95","98","0","1","7","4","8","1","2","170","0","0","1","40","0","0","5","11","13","193","193","192","153","193","193","188","182","180","2022-04-22T00:00:00.000","0","192"
"2021-22","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","9th Grade","230","118","111","1","0","3","3","36","0","17","171","5","26","1","63","3","20","14","13","22","225","204","229","167","227","210","216","217","208","2022-04-22T00:00:00.000","0","230"
"2020-21","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","9th Grade","187","89","98","0","2","7","3","20","0","12","143","1","22","5","53","0","20","5","19","15","186","165","182","134","187","167","182","168","172","2022-04-22T00:00:00.000","0","184"
"2019-20","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","9th Grade","224","117","107","0","1","5","3","25","0","7","183","4","34","5","51","0","17","5","13","23","220","190","219","173","224","207","219","211","201","2022-04-22T00:00:00.000","0","224"
"2018-19","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","9th Grade","182","84","98","0","0","7","2","19","0","7","147","2","20","0","49","0","15","5","15","20","180","162","182","133","182","167","177","167","162","2022-04-22T00:00:00.000","0","179"
"2017-18","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","9th Grade","233","115","118","0","1","6","6","22","0","8","190","4","28","2","57","2","29","6","16","25","229","205","231","176","231","204","227","217","208","2022-04-22T00:00:00.000","0","233"
"2016-17","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","9th Grade","221","99","122","0","2","14","1","18","1","4","181","2","0","2","61","0","2","13","11","13","219","221","219","160","221","219","208","210","208","2022-04-22T00:00:00.000","0","220"
"2015-16","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","9th Grade","212","92","120","0","1","10","1","24","0","6","170","4","0","5","66","1","0","10","7","20","208","212","207","146","211","212","202","205","192","2022-04-22T00:00:00.000","0","212"
"2014-15","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","9th Grade","185","104","81","0","3","8","3","12","0","1","156","1","0","4","56","1","0","4","10","17","184","185","181","129","184","185","181","175","168","2022-04-22T00:00:00.000","0","184"
"2021-22","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","AllGrades","778","369","407","2","4","20","10","102","1","52","589","12","98","9","191","4","55","47","55","70","766","680","769","587","774","723","731","723","708","2022-04-22T00:00:00.000","0","777"
"2020-21","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","AllGrades","751","363","386","2","7","24","8","83","0","54","575","13","75","16","160","3","71","19","53","75","738","676","735","591","748","680","732","698","676","2022-04-22T00:00:00.000","0","748"
"2019-20","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","AllGrades","773","380","393","0","6","34","11","70","0","26","626","12","79","13","159","2","70","19","56","73","761","694","760","614","771","703","754","717","700","2022-04-22T00:00:00.000","0","772"
"2018-19","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","AllGrades","777","374","403","0","5","37","12","68","0","24","631","14","61","6","178","2","68","19","51","74","763","716","771","599","775","709","758","726","703","2022-04-22T00:00:00.000","0","773"
"2017-18","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","AllGrades","794","394","400","0","7","39","11","65","1","19","652","10","96","6","186","5","37","26","41","59","784","698","788","608","789","757","768","753","735","2022-04-22T00:00:00.000","0","793"
"2016-17","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","AllGrades","779","375","404","0","9","39","6","70","2","16","637","7","0","6","198","4","4","34","35","52","772","779","773","581","775","775","745","744","727","2022-04-22T00:00:00.000","0","778"
"2015-16","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","AllGrades","791","382","409","0","9","31","10","77","0","11","653","6","0","11","214","4","0","39","34","56","785","791","780","577","787","791","752","757","735","2022-04-22T00:00:00.000","0","791"
"2014-15","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","AllGrades","808","409","399","0","9","28","14","65","1","6","683","3","0","8","229","3","0","26","59","53","805","808","800","579","805","808","782","749","755","2022-04-22T00:00:00.000","0","805"
"2017-18","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2707","Anacortes Middle School","102392","P","12th Grade","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","1","1","0","1","1","1","1","0","2022-04-22T00:00:00.000","0","1"
"2021-22","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2707","Anacortes Middle School","102392","P","5th Grade","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","2022-04-22T00:00:00.000","0","1"
"2021-22","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2707","Anacortes Middle School","102392","P","6th Grade","196","95","100","1","1","4","3","24","0","16","148","6","23","2","66","0","22","11","11","27","190","173","194","130","196","174","185","185","169","2022-04-22T00:00:00.000","0","195"
"2020-21","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2707","Anacortes Middle School","102392","P","6th Grade","201","109","91","1","2","6","0","25","0","21","147","1","20","4","66","0","24","7","17","19","200","181","197","135","201","177","194","184","182","2022-04-22T00:00:00.000","0","200"
"2019-20","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2707","Anacortes Middle School","102392","P","6th Grade","212","108","104","0","3","5","0","18","0","15","171","4","32","5","57","2","19","3","10","25","208","180","207","155","210","193","209","202","187","2022-04-22T00:00:00.000","0","211"
"2018-19","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2707","Anacortes Middle School","102392","P","6th Grade","213","104","109","0","0","4","2","30","0","13","164","3","27","3","66","2","21","2","9","20","210","186","210","147","211","192","211","204","193","2022-04-22T00:00:00.000","0","213"
"2017-18","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2707","Anacortes Middle School","102392","P","6th Grade","209","99","110","0","1","12","1","27","0","5","163","2","26","2","62","0","27","5","14","21","207","183","207","147","209","182","204","195","188","2022-04-22T00:00:00.000","0","208"
"2016-17","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2707","Anacortes Middle School","102392","P","6th Grade","2","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","2","2","2","2","2","2","2","2","2022-04-22T00:00:00.000","0","2"
"2015-16","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2707","Anacortes Middle School","102392","P","6th Grade","1","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","0","1","1","1","1","0","2022-04-22T00:00:00.000","0","1"
"2014-15","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2707","Anacortes Middle School","102392","P","6th Grade","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","1","1","0","1","1","1","1","0","2022-04-22T00:00:00.000","0","1"
"2021-22","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2707","Anacortes Middle School","102392","P","7th Grade","191","95","96","0","2","6","1","23","0","18","141","3","23","2","71","0","19","4","20","20","188","168","189","120","191","172","187","171","171","2022-04-22T00:00:00.000","0","190"
"2020-21","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2707","Anacortes Middle School","102392","P","7th Grade","199","107","92","0","4","5","0","21","0","25","144","3","33","5","56","2","19","3","11","19","196","166","194","143","197","180","196","188","180","2022-04-22T00:00:00.000","0","198"
"2019-20","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2707","Anacortes Middle School","102392","P","7th Grade","223","110","113","0","0","4","2","31","0","15","171","4","25","3","65","2","24","3","13","20","219","198","220","158","221","199","220","210","203","2022-04-22T00:00:00.000","0","223"
"2018-19","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2707","Anacortes Middle School","102392","P","7th Grade","207","92","115","0","1","11","2","26","0","9","158","3","18","2","57","0","28","6","15","20","204","189","205","150","207","179","201","192","187","2022-04-22T00:00:00.000","0","205"
"2017-18","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2707","Anacortes Middle School","102392","P","7th Grade","231","116","115","0","0","6","4","18","0","4","199","3","36","4","59","1","14","8","7","24","228","195","227","172","230","217","223","224","207","2022-04-22T00:00:00.000","0","231"
"2016-17","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2707","Anacortes Middle School","102392","P","7th Grade","185","92","93","0","1","8","3","21","0","3","149","4","12","0","63","0","11","4","13","22","181","173","185","122","185","174","181","172","163","2022-04-22T00:00:00.000","0","184"
