"artwork_city","artwork_site","artist","title","artwork_type","materials","measurements","date_made","location","address","zip_code","see_more_at","id_number","geocoordinates","credit_info"
"Olympia","Office of the Washington State Auditor","Romero, Dorothea","""Yow-De-Tee #8 (Saltwater Snowstorm)""","Painting","Dry pigment, colored pencil, spackling paste, wax pastels, and styrene","24 in x 4 ft x 1 in (overall)","1984","Hallway, South Reception Area","Insurance Building, Capitol Campus 302 Sid Snyder Ave. SW","98504","http://www.arts.wa.gov/artwork/?request=record;id=6068;type=101","WSAC1985.050.000","POINT (-122.903323 47.035585)","Part of Washington's State Art Collection, acquired by ArtsWA and Department of Corrections"
"Lacey","Pleasant Glade Elementary","Birch, Willie","""In Search of Self""","Painting","Gouache paint on paper","38 in x 50 in","1986","Hallway outside of Room 202","1920 Abernethy RD NE","98516","http://www.arts.wa.gov/artwork/?request=record;id=5536;type=101","WSAC1991.143.000","POINT (-122.82537 47.062282)","Part of Washington's State Art Collection, acquired by ArtsWA and North Thurston Public Schools"
"Yakima","Ridgeview Elementary","Allen, James","""Butterfly Habitat""","Sculpture","Book excavation","12 in x 8 1/2 in x 1 1/4 in","2019","Hallway across from Library","609 W. Washington Ave","98902","http://www.arts.wa.gov/artwork/?request=record;id=13427;type=101","WSAC2020.023.001","POINT (-120.513482 46.571946)","Part of Washington's State Art Collection, acquired by ArtsWA and Yakima School District"
"Olympia","Department of Enterprise Services","Wilbur-Peterson, Andy","""Ceremonial Crane Design""","Textile","Wool, mother of pearl buttons, and abalone buttons","4 ft 5 1/2 in x 5 ft 9 in x 1/4 in","1983","Department of Natural Resources Building, first floor, on wall of public hallway to elevators","1500 Jefferson St. SE","98501","http://www.arts.wa.gov/artwork/?request=record;id=5895;type=101","WSAC1984.211.000","POINT (-122.897576 47.03733)","Part of Washington's State Art Collection, acquired by ArtsWA and Department of Corrections"
"Mabton","Artz-Fox Elementary School","Kimura, Sam","""Layered Mountains""","Photograph","Gelatin silver print","8 in x 22 in","1986","Vice Principal's Office","805 Washington Street","98935","http://www.arts.wa.gov/artwork/?request=record;id=5659;type=101","WSAC1991.198.000","POINT (-119.990211 46.215101)","Part of Washington's State Art Collection, acquired by ArtsWA and Mabton School District"
"Pasco","Longfellow Elementary","DeVoe, Mike","""Life Along the River""","Sculpture","Painted wood","9 ft 8 in x 23 in irregular diameter","1990","Main entrance mezzanine","301 North 10th Ave","99301","http://www.arts.wa.gov/artwork/?request=record;id=4903;type=101","WSAC1989.012.001","POINT (-119.101998 46.231143)","Part of Washington's State Art Collection, acquired by ArtsWA and Pasco School District"
"Olympia","Office of the Attorney General - Natural Resources Division (Olympia)","Heyne, Juliana","""OZ #57/Tidbinbilla""","Painting","Oil paint on rag paper","20 1/4 in x 38 in (sheet)","1985","Northeast hall, 7th floor, room 711","1125 Washington St. SE","98504","http://www.arts.wa.gov/artwork/?request=record;id=4961;type=101","WSAC1986.028.000","POINT (-122.898874 47.036807)","Part of Washington's State Art Collection, acquired by ArtsWA and Ephrata School District"
"Tacoma","Reed Elementary","Bernhard, Betz","""Dinosaur""","Sculpture","Fiberglass mosaic with tile, glass, neon, and styrofoam","4 ft x 6 ft 10 in x 8 in","1989","Main hallway","1802 SOUTH 36TH ST","98408","http://www.arts.wa.gov/artwork/?request=record;id=4889;type=101","WSAC1989.003.000","POINT (-122.460889 47.225873)","Part of Washington's State Art Collection, acquired by ArtsWA and Tacoma School District"
"Shelton","Pioneer Elementary School","Bill Tsi’li’xw James and Fran James","""Food Storage Basket""","Sculpture","Cedar bark","15 in x 21 3/4 in x 14 in","1984","Display case across from curved wall","110 East Spencer Lake Road","98584","http://www.arts.wa.gov/artwork/?request=record;id=5891;type=101","WSAC1984.207.000","POINT (-123.00081 47.25838)","Part of Washington's State Art Collection, acquired by ArtsWA and Department of Corrections"
"Spokane","Westwood Middle School","Blomdahl, Sonja","""Synergy""","Sculpture","Blown glass, zinc, lead came","17 ft x 15 ft x 2 in","2014","Hallway between front lobby and gym","6120 S. Abbott Road","99224","http://www.arts.wa.gov/artwork/?request=record;id=12604;type=101","WSAC2014.002.00A-H","POINT (-117.48735 47.596894)","Part of Washington's State Art Collection, acquired by ArtsWA and Cheney School District"
"Medical Lake","Medical Lake High School","Radebaugh, George","""Sheet Music""","Sculpture","Compact discs and jewel cases","15 in x 28 in x 1 in","2000","Main entrance lobby","200  E Barker St","99022","http://www.arts.wa.gov/artwork/?request=record;id=10648;type=101","WSAC2000.051.000","POINT (-117.680722 47.575933)","Part of Washington's State Art Collection, acquired by ArtsWA and Medical Lake School District"
"Seattle","Seattle Central College","Dennis, Michael","""Red Joie""","Sculpture","Cedar wood and enamel paint","6 ft 4 in x 7 ft 4 in x 3 ft 2 in","1995","Broadway Edison Building (BE), 2nd floor stair landing","1701 Broadway","98122","http://www.arts.wa.gov/artwork/?request=record;id=1807;type=101","WSAC1997.045.000","POINT (-122.303641 47.599689)","Part of Washington's State Art Collection, acquired by ArtsWA and Seattle Vocational Institute"
"Okanogan","Virginia Grainger Elementary","Cole, Melissa Singh","""Living with Ravens""","Painting","Textured acrylic paint on wood panel with fused glass accents","3 ft x 4 ft x 2 in","2021",,"1118 5th Ave. South","98840","http://www.arts.wa.gov/artwork/?request=record;id=13532;type=101","WSAC2020.035.006","POINT (-119.592582 48.358788)","Part of Washington's State Art Collection, acquired by ArtsWA and Okanogan School District"
"Olympia","Washington State Arts Commission","Albanese, Gerard","""Kite Piece""","Photograph","Gelatin silver print","21 1/4 in x 40 1/4 in x 1 3/8 in (overall)","1982","Not on display. At ArtsWA pending conservation, framing, re-siting, or return to site.","711 Capitol Way S., Suite 600","98504","http://www.arts.wa.gov/artwork/?request=record;id=5610;type=101","WSAC1984.127.000","POINT (-122.901474 47.041975)","Part of Washington's State Art Collection, acquired by ArtsWA and Central Kitsap School District"
"Spokane","Department of Transportation - Spokane Engineers Office","Taylor, David","""Artifacts of Western Settlement: Eagle Borax Works, Death Valley, CA""","Photograph","Gelatin silver print and collage on Masonite board","15 1/2 in x 43 1/2 in","1996","1st Floor lobby","2714 N. Mayfair St.","99207","http://www.arts.wa.gov/artwork/?request=record;id=3456;type=101","WSAC1998.140.000","POINT (-117.406222 47.683059)","Part of Washington's State Art Collection, acquired by ArtsWA and Department of Transportation"
"Tacoma","Clover Creek Elementary School","Bradbury, Jean","""Clover Creek: A Bug's Eye View""","Painting","Oil paint on canvas","12 ft x 8 ft","2015","Main stairwell, south wall","16715 36th Ave East","98446","http://www.arts.wa.gov/artwork/?request=record;id=12586;type=101","WSAC2013.011.000","POINT (-122.387507 47.097114)","Part of Washington's State Art Collection, acquired by ArtsWA and Bethel School District"
"Buckley","Foothills Elementary","Clarke, Jamila","""The Room Was Too Small, pt. 1""","Photograph","Archival inkjet photograph on paper","12 in x 16 in","2016",,"10621 234th Ave East","98321","http://www.arts.wa.gov/artwork/?request=record;id=13540;type=101","WSAC2020.036.002","POINT (-122.115685 47.160046)","Part of Washington's State Art Collection, acquired by ArtsWA and White River School District"
"Yakima","Martin Luther King Jr. Elementary","Dennis, Lockwood","""Cement Plant""","Print","Woodblock print on paper","15 in x 12 in","1986","Main Library, east wall","2000 South 18th St.","98901","http://www.arts.wa.gov/artwork/?request=record;id=4322;type=101","WSAC1988.031.000","POINT (-120.478692 46.572905)","Part of Washington's State Art Collection, acquired by ArtsWA and Yakima School District"
"Lakewood","Pierce College - Fort Steilacoom","Tessler, Ronnie","""Massada""","Photograph","Hand-colored gelatin silver print","16 in x 20 in","1981","Cascade Building, 3rd Floor by elevator","9401 Farwest Dr. SW","98498","http://www.arts.wa.gov/artwork/?request=record;id=3047;type=101","WSAC1987.024.000","POINT (-122.570832 47.172034)","Part of Washington's State Art Collection, acquired by ArtsWA and Pierce College"
"Ferndale","Vista Middle School","Hoffman, Kim","""The Queen City Kestrel""","Sculpture","Oak, maple, birch, mahogany, and walnut","12 in x 9 in x 3 7/8 in","1983","Main Office","6051 Vista Drive","98248","http://www.arts.wa.gov/artwork/?request=record;id=5458;type=101","WSAC1984.052.000","POINT (-122.601982 48.860189)","Part of Washington's State Art Collection, acquired by ArtsWA and Ferndale School District"
"Bothell","University of Washington - Bothell and Cascadia College","Sato, Norie","""Dialogue: Bothell Codex""","Sculpture","Quartzite, stainless steel, and silicon bronze","2,500 sq.ft. (approximately)","2002","UWB/CC Shared Library (LB1 building), exterior plaza","18345 Campus Way NE","98011","http://www.arts.wa.gov/artwork/?request=record;id=10944;type=101","WSAC1999.084.001","POINT (-122.191138 47.760009)","Part of Washington's State Art Collection, acquired by ArtsWA and University of Washington - Bothell and Cascadia Community College"
"Shelton","Pioneer Elementary School","Camlin, Cynthia","""Open Monad, Section 3""","Sculpture","Watercolor and acrylic paints on wood structure","Multi-sided polygon, dimensions variable, 4 ft on longest side","2005","Library lightwell","110 East Spencer Lake Road","98584","http://www.arts.wa.gov/artwork/?request=record;id=13476;type=101","WSAC2020.028.002","POINT (-123.00081 47.25838)","Part of Washington's State Art Collection, acquired by ArtsWA and Pioneer School District"
"Warden","Warden Elementary/Middle/High School","Graves, Robert","""River Series, Dark Waters""","Print","Monotype print","14 3/4 in x 19 in","1996","Secondary Library","101 W. Beck Way","98857","http://www.arts.wa.gov/artwork/?request=record;id=4019;type=101","WSAC1999.015.000","POINT (-119.041359 46.961299)","Part of Washington's State Art Collection, acquired by ArtsWA and Warden School District"
"Spokane","Spokane Falls Community College","Ralston, Roger","""Caterpillar Boogie Woogie""","Sculpture","Galvanized steel, stainless steel, and powder coated aluminum","19 ft x 50 in x 50 in","2004","Building 2 (Library), northwest side of new addition","3410 W Fort George Wright Drive","99224","http://www.arts.wa.gov/artwork/?request=record;id=11612;type=101","WSAC2003.053.000","POINT (-117.463742 47.676975)","Part of Washington's State Art Collection, acquired by ArtsWA and Spokane Falls Community College"
"Mead","Meadow Ridge Elementary","Slemmons, Kiff","""Measuring Up: To Yourself""","Sculpture","Silver and mixed media","4 1/2 in x 3 in x 1/4 in","1991","Hallway near bus entrance","15601 N Freya St.","99021","http://www.arts.wa.gov/artwork/?request=record;id=5101;type=101","WSAC1990.107.000","POINT (-117.358519 47.799993)","Part of Washington's State Art Collection, acquired by ArtsWA and Who We Are: Autobiographies in Art Collection"
"Seattle","South Seattle College","Hafermehl, Louis","""Rhythm in August Light""","Painting","Acrylic paint, aluminum foil, and ink on canvas","25 5/16 in x 25 1/4 in x 1 in","1976","Not on display. At ArtsWA pending conservation, framing, re-siting, or return to site.","6000 16th Ave. SW","98106","http://www.arts.wa.gov/artwork/?request=record;id=5876;type=101","WSAC1983.184.000","POINT (-122.352307 47.547512)","Part of Washington's State Art Collection, acquired by ArtsWA and South Seattle Community College"
"Redmond","Redmond Middle School","Kaufman, Karen","""Rain""","Textile","Woven wool with feathers","32 1/4 in x 23 3/8 in x 6 in (irregular dimensions)","1982","Library","10055 166th Ave. NE","98052","http://www.arts.wa.gov/artwork/?request=record;id=5533;type=101","WSAC1984.085.000","POINT (-122.119723 47.691743)","Part of Washington's State Art Collection, acquired by ArtsWA and Lake Washington School District"
"Olympia","Washington State Arts Commission","Heidel, Frederick","""Landscape""","Sculpture","Resin-laminated glass","21 in x 5 ft","1975","On display in Arts in Education work area","711 Capitol Way S., Suite 600","98504","http://www.arts.wa.gov/artwork/?request=record;id=3567;type=101","WSAC1975.019.000","POINT (-122.901474 47.041975)","Part of Washington's State Art Collection, acquired by ArtsWA and Evergreen School District"
"Port Orchard","Burley-Glenwood Elementary","Prochaska, Thomas","""Untitled""","Painting","Oil paint on canvas","24 in x 18 in","1982","Hallway to 400's, Right side","100 SW Lakeway Blvd","98366","http://www.arts.wa.gov/artwork/?request=record;id=5588;type=101","WSAC1984.119.000","POINT (-122.648111 47.438788)","Part of Washington's State Art Collection, acquired by ArtsWA and South Kitsap School District"
"Hoquiam","City of Hoquiam","Marcheschi, Cork","""The Dory (Rapture of the Deep)""","Sculpture","Aluminum, stained glass, neon, and plastics","40 in x 42 in x 30 1/2 ft","2003","On concrete pylon in the Hoquiam River","609 8th Street","98550","http://www.arts.wa.gov/artwork/?request=record;id=11195;type=101","WSAC2002.001.002","POINT (-123.881609 46.978567)","Part of Washington's State Art Collection, acquired by ArtsWA and Department of Corrections"
"Des Moines","Highline College","Bartow, Rick","""Siletz Sunday Evening""","Drawing","Pastel on paper","26 1/4 in x 40 in (sheet)","1992","Building 99, 2nd floor across from Room 283","2400 S 240th St.","98198","http://www.arts.wa.gov/artwork/?request=record;id=3226;type=101","WSAC1993.072.000","POINT (-122.296936 47.38796)","Part of Washington's State Art Collection, acquired by ArtsWA and Highline Community College"
"Tacoma","Downing Elementary School","Feddersen, Joe","""Self Portrait #6""","Photograph","Mixed media, glass, paint, and photography","16 in x 24 in","1984","Main hallway","2502 N. Orchard St.","98406","http://www.arts.wa.gov/artwork/?request=record;id=6076;type=101","WSAC1985.058.000","POINT (-122.505675 47.270159)","Part of Washington's State Art Collection, acquired by ArtsWA and Department of Corrections"
