"rowid","schoolyear","organizationlevel","organizationid","organizationname","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","totalteachercount","totalstudentcount","teachertostudentratio","studenttoteacherratio","teachertostudentpercent","averageclasssize","program","programformalname","programteachercount","programteacherpercent","programfte","certificatetype","certificatetypecount","certificatetypepercent","limitedcertificatetype","limitedcertificatetypecount","limitedcertificatetypepercent","iseevalidated","dataasof"
"73","2017-2018","District","100013","Anacortes School District","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","NULL","NULL","NULL","NULL","158","NULL","NULL","NULL","NULL","NULL","Other","Other","56","0.354","18.538","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"74","2017-2018","District","100013","Anacortes School District","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","NULL","NULL","NULL","NULL","158","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","10","0.063","11.738","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"75","2017-2018","District","100013","Anacortes School District","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","NULL","NULL","NULL","NULL","158","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","137","0.867","178.721","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"76","2017-2018","District","100013","Anacortes School District","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","NULL","NULL","NULL","NULL","158","NULL","NULL","NULL","NULL","NULL","ALE","Alternative Learning Experience","2","0.013","2.667","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"77","2017-2018","District","100013","Anacortes School District","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","NULL","NULL","NULL","NULL","158","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","11","0.070","24.646","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"78","2017-2018","District","100013","Anacortes School District","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","NULL","NULL","NULL","NULL","158","2791","0.05661","17.66456","0.05661","17.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"79","2017-2018","District","100013","Anacortes School District","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","NULL","NULL","NULL","NULL","158","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional CTE Certificate","4","0.025","1","2022-03-06T13:16:14.820"
"80","2017-2018","District","100013","Anacortes School District","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","NULL","NULL","NULL","NULL","158","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Emergency Substitute Certificate","2","0.013","1","2022-03-06T13:16:14.820"
"81","2017-2018","District","100013","Anacortes School District","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","NULL","NULL","NULL","NULL","158","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","26","0.165","1","2022-03-06T13:16:14.820"
"82","2017-2018","District","100014","Arlington School District","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","NULL","NULL","NULL","NULL","304","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional Certificate","2","0.007","1","2022-03-06T13:16:14.820"
"1358","2017-2018","District","100122","La Center School District","Clark","Educational Service District 112","100003","06101","La Center School District","100122","NULL","NULL","NULL","NULL","103","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","91","0.883","92.647","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"150","2017-2018","District","100019","Bellevue School District","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","NULL","NULL","NULL","NULL","1161","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","1114","0.960","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"1359","2017-2018","District","100122","La Center School District","Clark","Educational Service District 112","100003","06101","La Center School District","100122","NULL","NULL","NULL","NULL","103","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","6","0.058","8.089","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"1360","2017-2018","District","100122","La Center School District","Clark","Educational Service District 112","100003","06101","La Center School District","100122","NULL","NULL","NULL","NULL","103","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","11","0.107","10.641","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"151","2017-2018","District","100019","Bellevue School District","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","NULL","NULL","NULL","NULL","1161","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","363","0.313","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"152","2017-2018","District","100019","Bellevue School District","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","NULL","NULL","NULL","NULL","1161","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","National Board Certificate","218","0.188","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"153","2017-2018","District","100019","Bellevue School District","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","NULL","NULL","NULL","NULL","1161","NULL","NULL","NULL","NULL","NULL","Other","Other","471","0.406","89.498","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"154","2017-2018","District","100019","Bellevue School District","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","NULL","NULL","NULL","NULL","1161","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","1026","0.884","2137.249","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"1361","2017-2018","District","100122","La Center School District","Clark","Educational Service District 112","100003","06101","La Center School District","100122","NULL","NULL","NULL","NULL","103","1558","0.06611","15.12621","0.06611","18.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"1362","2017-2018","District","100122","La Center School District","Clark","Educational Service District 112","100003","06101","La Center School District","100122","NULL","NULL","NULL","NULL","103","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","100","0.971","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"83","2017-2018","District","100014","Arlington School District","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","NULL","NULL","NULL","NULL","304","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional CTE Certificate","10","0.033","1","2022-03-06T13:16:14.820"
"84","2017-2018","District","100014","Arlington School District","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","NULL","NULL","NULL","NULL","304","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Emergency Substitute Certificate","7","0.023","1","2022-03-06T13:16:14.820"
"1447","2017-2018","District","100129","Lamont School District","Whitman","Educational Service District 101","100001","38264","Lamont School District","100129","NULL","NULL","NULL","NULL","5","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","4","0.800","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"155","2017-2018","District","100019","Bellevue School District","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","NULL","NULL","NULL","NULL","1161","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","126","0.109","312.955","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"1471","2017-2018","District","100131","Lind School District","Adams","Educational Service District 101","100001","01158","Lind School District","100131","NULL","NULL","NULL","NULL","31","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","3","0.097","10.387","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"1472","2017-2018","District","100131","Lind School District","Adams","Educational Service District 101","100001","01158","Lind School District","100131","NULL","NULL","NULL","NULL","31","NULL","NULL","NULL","NULL","NULL","Other","Other","25","0.806","1.152","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"1473","2017-2018","District","100131","Lind School District","Adams","Educational Service District 101","100001","01158","Lind School District","100131","NULL","NULL","NULL","NULL","31","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","1","0.032","1.987","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"156","2017-2018","District","100019","Bellevue School District","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","NULL","NULL","NULL","NULL","1161","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","54","0.047","58.808","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"1474","2017-2018","District","100132","Longview School District","Cowlitz","Educational Service District 112","100003","08122","Longview School District","100132","NULL","NULL","NULL","NULL","380","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","43","0.113","130.479","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"1497","2017-2018","District","100134","Lopez School District","San Juan","Northwest Educational Service District 189","100009","28144","Lopez School District","100134","NULL","NULL","NULL","NULL","23","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","22","0.957","41.187","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"1520","2017-2018","District","100136","Lynden School District","Whatcom","Northwest Educational Service District 189","100009","37504","Lynden School District","100136","NULL","NULL","NULL","NULL","193","NULL","NULL","NULL","NULL","NULL","Other","Other","70","0.363","15.516","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"1565","2017-2018","District","100139","Manson School District","Chelan","North Central Educational Service District 171","100008","04019","Manson School District","100139","NULL","NULL","NULL","NULL","49","617","0.07942","12.59184","0.07942","12.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"1718","2017-2018","District","100152","Morton School District","Lewis","Capital Region ESD 113","100004","21214","Morton School District","100152","NULL","NULL","NULL","NULL","24","309","0.07767","12.87500","0.07767","13.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"1719","2017-2018","District","100152","Morton School District","Lewis","Capital Region ESD 113","100004","21214","Morton School District","100152","NULL","NULL","NULL","NULL","24","NULL","NULL","NULL","NULL","NULL","Other","Other","9","0.375","3.579","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"1720","2017-2018","District","100152","Morton School District","Lewis","Capital Region ESD 113","100004","21214","Morton School District","100152","NULL","NULL","NULL","NULL","24","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","15","0.625","30.795","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"157","2017-2018","District","100019","Bellevue School District","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","NULL","NULL","NULL","NULL","1161","NULL","NULL","NULL","NULL","NULL","TBIP","Transitional Bilingual Instructional Program","36","0.031","59.586","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"158","2017-2018","District","100019","Bellevue School District","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","NULL","NULL","NULL","NULL","1161","20700","0.05609","17.82946","0.05609","24.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"1721","2017-2018","District","100152","Morton School District","Lewis","Capital Region ESD 113","100004","21214","Morton School District","100152","NULL","NULL","NULL","NULL","24","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","4","0.167","14.598","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"159","2017-2018","District","100019","Bellevue School District","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","NULL","NULL","NULL","NULL","1161","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional Certificate","8","0.007","1","2022-03-06T13:16:14.820"
"160","2017-2018","District","100019","Bellevue School District","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","NULL","NULL","NULL","NULL","1161","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional CTE Certificate","22","0.019","1","2022-03-06T13:16:14.820"
