"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","gradelevel","all_students","female","gender_x","male","american_indian_alaskan_native","asian","black_african_american","hispanic_latino_of_any_race","native_hawaiian_other_pacific","two_or_more_races","white","english_language_learners","foster_care","highly_capable","homeless","low_income","migrant","military_parent","mobile","section_504","students_with_disabilities","non_english_language_learners","non_foster_care","non_highly_capable","non_homeless","non_low_income","non_migrant","non_military_parent","non_mobile","non_section_504","students_without_disabilities","dataasof"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","3134","Happy Valley Elementary School","103063","P","Kindergarten","73","35","0","38","0","1","1","11","0","4","56","6","0","0","3","21","0","0","1","3","7","67","73","73","70","52","73","73","72","70","66","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","3134","Happy Valley Elementary School","103063","P","Pre-Kindergarten","19","3","0","16","1","0","1","2","0","3","12","0","0","0","0","8","0","0","0","0","19","19","18","19","19","11","19","19","19","19","0","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","4442","Kulshan Middle School","103072","P","6th Grade","208","100","0","108","1","7","4","29","0","13","154","7","0","13","2","59","0","0","6","6","36","201","206","195","206","149","208","208","202","202","172","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","4442","Kulshan Middle School","103072","P","7th Grade","223","108","1","114","4","6","3","25","0","23","162","11","0","13","10","81","0","1","10","21","39","212","222","210","213","142","223","222","213","202","184","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","4442","Kulshan Middle School","103072","P","8th Grade","216","99","2","115","1","6","2","32","2","14","159","10","0","11","4","73","0","2","5","13","31","206","216","205","212","143","216","214","211","203","185","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","4442","Kulshan Middle School","103072","P","AllGrades","647","307","3","337","6","19","9","86","2","50","475","28","0","37","16","213","0","3","21","40","106","619","644","610","631","434","647","644","626","607","541","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2225","Lowell Elementary School","103054","P","1st Grade","45","29","0","16","2","2","2","6","0","2","31","2","0","0","1","15","0","0","1","1","4","43","45","45","44","30","45","45","44","44","41","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2225","Lowell Elementary School","103054","P","2nd Grade","53","26","0","27","1","0","1","3","0","4","44","0","0","0","2","17","0","1","2","1","9","53","53","53","51","36","53","52","51","52","44","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2225","Lowell Elementary School","103054","P","3rd Grade","32","17","0","15","0","0","0","3","0","0","29","0","0","4","0","5","0","0","0","4","4","32","32","28","32","27","32","32","32","28","28","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2225","Lowell Elementary School","103054","P","4th Grade","54","28","0","26","1","1","1","6","0","7","38","2","0","3","3","19","0","0","3","2","10","52","52","51","51","35","54","54","51","52","44","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2225","Lowell Elementary School","103054","P","5th Grade","49","28","0","21","1","0","4","3","0","2","39","0","0","2","1","15","0","0","1","4","13","49","49","47","48","34","49","49","48","45","36","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2225","Lowell Elementary School","103054","P","AllGrades","276","149","0","127","5","5","8","24","0","19","215","6","0","9","7","80","0","2","8","12","44","270","274","267","269","196","276","274","268","264","232","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2225","Lowell Elementary School","103054","P","Kindergarten","42","21","0","21","0","2","0","3","0","4","33","2","0","0","0","9","0","1","1","0","3","40","42","42","42","33","42","41","41","42","39","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2225","Lowell Elementary School","103054","P","Pre-Kindergarten","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","0","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","4571","Northern Heights Elementary Schl","103074","P","1st Grade","66","33","0","33","1","4","0","4","0","11","46","1","0","0","0","21","0","0","1","2","10","65","66","66","66","45","66","66","65","64","56","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","4571","Northern Heights Elementary Schl","103074","P","2nd Grade","54","30","0","24","1","5","0","6","0","9","33","4","0","0","1","14","0","0","0","1","9","50","54","54","53","40","54","54","54","53","45","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","4571","Northern Heights Elementary Schl","103074","P","3rd Grade","57","24","0","33","3","2","1","7","0","10","34","0","0","3","2","12","0","0","0","1","17","57","57","54","55","45","57","57","57","56","40","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","4571","Northern Heights Elementary Schl","103074","P","4th Grade","65","27","1","37","0","5","1","13","0","8","38","2","0","1","0","18","0","0","0","3","11","63","65","64","65","47","65","65","65","62","54","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","4571","Northern Heights Elementary Schl","103074","P","5th Grade","47","20","0","27","0","1","0","10","1","8","27","6","0","1","2","23","0","0","1","6","10","41","47","46","45","24","47","47","46","41","37","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","4571","Northern Heights Elementary Schl","103074","P","AllGrades","362","163","1","198","6","23","3","56","1","63","210","22","0","5","5","112","0","1","5","13","88","340","362","357","357","250","362","361","357","349","274","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","4571","Northern Heights Elementary Schl","103074","P","Kindergarten","55","23","0","32","0","5","1","12","0","13","24","9","0","0","0","18","0","1","2","0","13","46","55","55","55","37","55","54","53","55","42","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","4571","Northern Heights Elementary Schl","103074","P","Pre-Kindergarten","18","6","0","12","1","1","0","4","0","4","8","0","0","0","0","6","0","0","1","0","18","18","18","18","18","12","18","18","17","18","0","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","1647","Options High School","103042","A","10th Grade","30","20","1","9","3","0","0","8","0","4","15","0","0","1","4","16","1","0","3","3","9","30","30","29","26","14","29","30","27","27","21","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","1647","Options High School","103042","A","11th Grade","72","41","1","30","1","0","0","12","0","4","55","0","0","1","7","38","0","0","12","8","24","72","72","71","65","34","72","72","60","64","48","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","1647","Options High School","103042","A","12th Grade","64","36","2","26","2","2","1","10","0","6","43","2","0","1","7","39","0","0","7","9","20","62","63","63","57","25","64","64","57","55","44","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","1647","Options High School","103042","A","9th Grade","34","17","1","16","1","0","3","5","1","1","23","0","0","0","2","22","0","0","3","5","14","34","34","34","32","12","34","34","31","29","20","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","1647","Options High School","103042","A","AllGrades","200","114","5","81","7","2","4","35","1","15","136","2","0","3","20","115","1","0","25","25","67","198","199","197","180","85","199","200","175","175","133","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","3202","Parkview Elementary School","103066","P","1st Grade","58","37","0","21","1","1","0","6","0","5","45","3","0","0","3","13","0","0","2","1","8","55","58","58","55","45","58","58","56","57","50","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","3202","Parkview Elementary School","103066","P","2nd Grade","57","23","0","34","0","3","1","6","0","6","41","3","0","0","0","17","1","1","0","0","12","54","57","57","57","40","56","56","57","57","45","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","3202","Parkview Elementary School","103066","P","3rd Grade","63","27","0","36","0","2","1","8","1","5","46","1","0","1","3","21","0","0","2","0","12","62","63","62","60","42","63","63","61","63","51","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","3202","Parkview Elementary School","103066","P","4th Grade","57","26","0","31","0","0","0","7","0","5","45","3","0","6","2","16","0","0","1","2","14","54","57","51","55","41","57","57","56","55","43","2022-04-22T00:00:00.000"
"2021-22","School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","3202","Parkview Elementary School","103066","P","5th Grade","55","26","0","29","0","4","2","8","0","5","36","3","0","0","1","20","0","0","0","3","9","52","55","55","54","35","55","55","55","52","46","2022-04-22T00:00:00.000"
