"idnum","pais","estratopri","upm","prov","municipio","parmunicipio","parsegmento","cluster","ur","tamano","idiomaq","horainicio","fecha","q1","ls3","a4","soct1","soct2","soct3","idio1","idio2","idio3","cp2","cp4a","cp4","np1","np2","muni10","sgl1","cp5","cp6","cp7","cp8","cp9","cp13","cp20","ls6","ls6a","it1","l1","prot3","prot4","y4","jc1","jc10","jc13","jc15a","jc16a","vic1ext","vic1exta","vic2","vic2aa","vic1hogar","aoj8","aoj11","aoj11a","aoj12","aoj17","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b14","b18","b20","b20a","b21","b21a","b31","b32","b43","b16","b17","b37","b46","b47","b48","n1","n3","n9","n11","n12","n15","wt1","wt2","m1","m2","pop101","pop102","pop103","pop107","pop113","eff1","eff2","ing4","dem23","ros1","ros2","ros3","ros4","ros5","ros6","pn4","pn5","e5","e8","e11","e15","e14","e3","e16","d1","d2","d3","d4","d5","d6","dem2","dem11","aut1","pp1","pp2","exc2","exc6","exc11","exc13","exc14","exc15","exc16","exc18","exc7","per1","per2","per3","per4","per5","per6","per7","per8","per9","per10","crisis1","crisis2","vb1","vb2","vb3","vb10","vb11","pol1","vb20","clien1","clien2","ed","q2","y1","y2","y3","haicr1","q3c","q5a","q5b","q10","q10a","q10b","q10a3","q10c","q16","q14","q10d","q10e","q10f","q11","q12","q12a","etid","leng1","www1","gi0","gi1","gi3","gi4","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r16","r18","ocup4a","ocup1a","ocup1b1","ocup1b2","pen1","pen3","pen4","sal1","sal2","sal4","colorr","horafin","ti4","intid","sexi","colori","paridioq","fecha2","dig","newnro","year","weight1500"
"11","12","1201","25","1200","1205","0","25","50025","1","1","1",,"2010-01-21T00:00:00.000","1","2.0","13.0","4.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0",,"2.0","4.0","3.0","4.0","4.0","4.0","2.0",,"7.0","6.0","3.0","8.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"1","1.0","3.0","2.0","3.0","1.0","4.0","4.0","3.0","5.0","5.0","2.0","3.0","3.0","2.0","1.0","4.0","7.0","1.0","4.0","2.0","2.0","5.0","7.0","4",,"3.0","98","4.0","5.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0","3.0","4.0","2.0","3.0","2.0","1.0","2.0","4.0","3.0","5.0","2.0","2.0","5.0","7.0","7.0","7.0","7.0","3.0","2.0","9.0","7.0","5.0","1.0","1.0","1.0","1.0","6.0","5.0","5.0","1.0","10.0","10.0","2.0","1.0","2.0","4.0","1.0","0.0","0.0",,"0.0",,,,"0.0","2.0","4.0","2.0","6.0","6.0","4.0","5.0","3.0","3.0","3.0","2.0","1.0","1.0","1.0","1.0","1204.0","1.0","1203.0","2.0","3.0","3.0",,"15.0","27",,,,,"1.0","3.0","2.0","8.0","2.0",,,"4.0",,"1.0","2.0","1.0",,"1.0","0.0",,"2.0","1201.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","1.0","3.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","4","16.03","46","15","2","3","1","2010-01-21T00:00:00.000","11","11","2010","0.99866844"
"12","12","1201","25","1200","1205","0","25","50025","1","1","1",,"2010-01-21T00:00:00.000","2","1.0","3.0","2.0","2.0",,"3.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0",,"4.0","2.0","1.0","4.0","2.0","4.0","4.0","4.0","5.0","2.0","2.0",,"1.0","3.0","1.0","2.0","1.0","2.0","2.0","2.0","2",,,,"2","1.0","2.0","1.0","4.0","3.0","1.0","1.0","2.0","4.0","7.0","1.0","1.0",,"1.0","5.0","4.0","4.0","4.0","1.0","6.0","1.0","1.0","7.0","1",,"1.0","98","2.0","7.0","4.0","6.0","4.0","4.0",,"6.0","2.0","2.0","2.0","4.0","2.0","1.0","1.0","1.0","7.0","2.0","1.0","1.0",,"1.0","7.0","7.0","1.0","1.0","7.0","3.0","3.0","10.0","10.0","10.0","1.0","1.0","1.0","5.0","10.0","10.0","10.0","10.0","1.0","1.0","2.0","2.0","2.0","4.0","2.0","0.0","1.0",,,"1.0",,,"0.0","1.0","7.0","7.0","7.0","2.0","7.0","1.0",,"1.0",,"7.0","2.0","1.0","1.0","1.0","1201.0","2.0",,"3.0","3.0","3.0",,"17.0","38",,,,,"1.0","2.0","1.0",,"2.0",,,"4.0",,"1.0","2.0","3.0","8.0","1.0","0.0",,"2.0","1201.0","3.0","2.0","1.0",,"1.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","5.0",,,"2.0","2.0",,,"2.0",,,"3","11.51","50","15","2","3","1","2010-01-21T00:00:00.000","11","12","2010","0.99866844"
"13","12","1201","25","1200","1205","0","25","50025","1","1","1",,"2010-01-22T00:00:00.000","2","1.0","27.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","1.0","0.0","5.0","2.0","1.0","4.0","2.0","4.0","4.0","4.0","7.0","7.0","1.0","6.0","2.0",,,"2.0","2.0","2.0","1.0","1.0","2",,,,"2","2.0","3.0","1.0","4.0","4.0","2.0","2.0","3.0","2.0","1.0","1.0","3.0","2.0","1.0","4.0","2.0","6.0","6.0","1.0","4.0","2.0","4.0","6.0","2","2.0","5.0","88","7.0","2.0","2.0","4.0","4.0","3.0","3.0","4.0","3.0","1.0","3.0","5.0","7.0",,,"2.0","7.0","6.0","7.0","7.0",,"2.0","7.0","2.0","1.0","4.0","7.0","2.0","3.0","8.0","9.0","9.0","2.0","1.0","1.0","5.0",,"7.0","5.0",,"9.0","1.0","2.0","1.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0",,,,"0.0","1.0","7.0","2.0","7.0","2.0","6.0","1.0","6.0","2.0","6.0","2.0","2.0","1.0","1.0","1.0","1201.0","2.0",,"1.0","4.0","3.0",,"15.0","65",,,,,"1.0","1.0","1.0","9.0","2.0",,,"4.0",,"2.0","2.0","2.0",,"2.0","0.0",,"2.0","1201.0","2.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0","4.0","3.0","2.0","2.0",,,"1.0","3.0","2.0","3","11.13","68","15","2","3","1","2010-01-22T00:00:00.000","11","13","2010","0.99866844"
"14","12","1201","25","1200","1205","0","25","50025","1","1","1",,"2010-01-22T00:00:00.000","1","2.0","27.0","3.0","2.0","2.0","3.0","2.0","1.0","2.0","2.0","2.0","2.0","1.0",,"2.0","4.0","3.0","4.0","4.0","4.0","4.0",,"6.0",,"2.0","5.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"2","1.0","2.0","1.0","4.0","3.0","2.0","4.0","5.0","3.0","3.0","2.0","2.0","3.0","3.0","4.0","5.0","6.0","2.0","1.0","3.0",,"5.0","7.0","3",,"2.0","88","3.0","4.0","3.0","4.0","2.0","3.0","3.0","3.0","2.0","2.0","3.0","4.0","2.0","3.0","3.0","2.0","2.0","3.0","2.0","6.0","5.0","5.0","6.0","6.0","6.0","5.0","7.0","2.0",,"8.0","8.0","6.0","2.0","1.0","3.0","6.0","8.0","7.0","6.0","3.0","6.0","5.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0",,"0.0",,,,"0.0","2.0","6.0","3.0","5.0","3.0","6.0","3.0","5.0","4.0","5.0","3.0","2.0","1.0","1.0","1.0","1201.0","2.0",,"2.0","3.0","3.0",,"12.0","35",,,,,"1.0","4.0","2.0","6.0","2.0",,,"4.0",,"2.0","2.0","2.0",,"2.0","1.0","1.0","2.0","1201.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","2.0","3.0","2.0","2.0",,,"2.0",,,"4","17.05","45","15","2","3","1","2010-01-22T00:00:00.000","11","14","2010","0.99866844"
"15","12","1201","25","1200","1205","0","25","50025","1","1","1",,"2010-01-24T00:00:00.000","2","2.0","15.0","5.0","3.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"2.0","4.0","4.0","4.0","4.0","4.0","4.0",,"2.0","4.0","1.0","10.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"2","2.0","1.0","1.0","1.0","2.0","3.0","4.0","2.0","3.0","3.0","4.0","4.0","2.0","5.0","7.0","5.0","7.0","2.0","4.0","6.0","2.0","7.0","7.0","2","5.0","2.0","98","2.0","4.0","2.0","5.0","2.0","3.0","4.0","2.0","4.0","5.0","3.0","3.0","4.0","6.0","3.0","5.0","4.0","5.0","4.0","3.0","5.0","7.0","7.0","6.0","5.0","6.0","7.0","2.0","2.0","9.0","10.0","6.0","3.0","2.0","4.0","7.0",,"8.0","6.0","2.0","8.0","5.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0",,"0.0",,,"0.0","0.0","1.0","6.0","3.0","6.0","2.0","5.0","2.0","7.0","1.0","7.0","3.0","2.0","1.0","1.0","1.0","1201.0","2.0",,"1.0","3.0","3.0",,"21.0","29",,,,,"1.0","3.0","1.0","9.0","2.0",,,"4.0",,"2.0","2.0","2.0",,"2.0","1.0","1.0","2.0","1201.0","2.0","1.0","2.0",,"1.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","4.0","1.0","2.0","2.0",,,"2.0",,,"3","11.2","45","15","2","3","1","2010-01-24T00:00:00.000","11","15","2010","0.99866844"
"16","12","1201","25","1200","1205","0","25","50025","1","1","1",,"2010-01-24T00:00:00.000","1","1.0","27.0","5.0","3.0","3.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","4.0","2.0","4.0","4.0","4.0",,"8.0","8.0","2.0","5.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"2","1.0","2.0","1.0","3.0","3.0","3.0","5.0","3.0","3.0","2.0","3.0","3.0","5.0","3.0","5.0","5.0","7.0","2.0","3.0","3.0","2.0","5.0","7.0","3","2.0","3.0","4","4.0","3.0","3.0","3.0","2.0","3.0","4.0","3.0","3.0","3.0","3.0","3.0","5.0","3.0","3.0","1.0","3.0","2.0","1.0","6.0","6.0","3.0","2.0","3.0","4.0","4.0","7.0","2.0","2.0","7.0","5.0","6.0","1.0","1.0","1.0","4.0","6.0","6.0","6.0","2.0","9.0","8.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0",,,,,,"0.0","1.0","6.0","5.0","5.0","4.0","5.0","2.0","6.0","3.0","5.0","3.0","2.0","1.0","1.0","1.0","1201.0","2.0",,"3.0","3.0","3.0",,"15.0","28",,,,,"1.0","3.0","2.0","8.0","2.0",,,"4.0",,"2.0","1.0","1.0",,"2.0","1.0","1.0","2.0","1202.0","2.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","3.0","2.0","2.0",,,"1.0","1.0","1.0","3","16.2","45","15","2","3","1","2010-01-24T00:00:00.000","11","16","2010","0.99866844"
"17","12","1201","54","1200","1205","0","54","50054","1","1","1",,"2010-01-22T00:00:00.000","2","1.0","1.0","4.0","2.0","3.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0",,"3.0","3.0","2.0","2.0","4.0","4.0","2.0","4.0","6.0","8.0","3.0","5.0","2.0",,,"2.0","1.0","1.0","1.0","2.0","1","1.0","3.0","2.0","2","2.0","3.0","2.0","3.0","2.0","2.0","4.0","4.0","3.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","7.0","1.0","4.0","1.0","3.0","2.0","7.0","4","4.0","6.0","4","4.0","3.0","3.0","3.0","4.0","2.0","2.0","2.0","5.0","5.0","3.0","4.0","4.0","3.0","2.0","4.0","4.0","4.0","4.0","4.0","2.0","5.0","7.0","7.0","7.0","7.0","7.0","3.0","3.0","5.0","7.0","6.0","2.0","4.0","4.0","6.0","6.0","5.0","4.0","7.0","2.0","1.0","3.0","1.0","2.0","4.0","2.0","0.0","0.0","0.0",,,"0.0",,"1.0","1.0","6.0","2.0","6.0","1.0","7.0","4.0","5.0","2.0","6.0","2.0","1.0","1.0","1.0","1.0","1203.0","2.0",,"2.0","1.0","2.0","2.0","12.0","19","4.0","9.0","2.0","1.0","1.0","5.0","2.0","6.0","1.0","2.0","3.0","4.0",,"1.0","3.0","3.0","9.0","1.0","0.0",,"2.0","1202.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","4.0",,"3.0","1.0","2.0",,,"1.0","3.0","2.0","4","13.2","65","16","2","3","1","2010-01-22T00:00:00.000","11","17","2010","0.99866844"
"18","12","1201","54","1200","1205","0","54","50054","1","1","1",,"2010-01-22T00:00:00.000","2","1.0","27.0","3.0","2.0","1.0","2.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0",,"2.0","3.0","3.0","3.0","4.0","4.0","3.0","4.0","9.0","10.0","1.0","10.0","2.0",,,"2.0","2.0","2.0","1.0","1.0","1","1.0","1.0","4.0","2","1.0","1.0","1.0","4.0","2.0","3.0","7.0","3.0","6.0","5.0","7.0","6.0","7.0","4.0","7.0","4.0","7.0","1.0","3.0","7.0","3.0","4.0","7.0","4","6.0","5.0","5","7.0","7.0","5.0","6.0","6.0","2.0","5.0","5.0","2.0","3.0","2.0","5.0","7.0","5.0","5.0","4.0","3.0","1.0","4.0","5.0","5.0","7.0","7.0","4.0","7.0","5.0","7.0","3.0","2.0","10.0","10.0","3.0","1.0","1.0","1.0","3.0","5.0","5.0","2.0","2.0","5.0","3.0","2.0","1.0","2.0","4.0","2.0","0.0","0.0",,,,"0.0",,"0.0","1.0","7.0",,"6.0","3.0","5.0","1.0",,"5.0","5.0","3.0","2.0","8.0","1.0","1.0","1201.0","2.0",,"3.0","2.0","3.0",,"12.0","38",,,,,"1.0","2.0","1.0","5.0","2.0",,,"4.0",,"2.0","3.0","3.0","6.0","2.0","4.0","1.0","2.0","1202.0","5.0","1.0","1.0","2.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","5.0",,"3.0","2.0","2.0",,,"2.0",,,"4","14.35","52","16","2","3","1","2010-01-22T00:00:00.000","11","18","2010","0.99866844"
"19","12","1201","54","1200","1205","0","54","50054","1","1","1",,"2010-01-21T00:00:00.000","1","1.0","70.0","3.0","3.0","3.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0",,"4.0","2.0","3.0","4.0","2.0","4.0","1.0",,"7.0","4.0","2.0","9.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"1","1.0","1.0","2.0","3.0","3.0","2.0","1.0","1.0","2.0","3.0","2.0","6.0","5.0","4.0","4.0","3.0","1.0","1.0","3.0","1.0","2.0","4.0","7.0","4","3.0","5.0","4","7.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","3.0","5.0","3.0","1.0","1.0","1.0","7.0","5.0","1.0","6.0","5.0","1.0","1.0","7.0","7.0","7.0","7.0","7.0","2.0","2.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","10.0","10.0","5.0","1.0","10.0","10.0","2.0","1.0","2.0","2.0","1.0","0.0","0.0",,"0.0",,"0.0",,"0.0","1.0","7.0","7.0","6.0","7.0","7.0","3.0","6.0","1.0","5.0","1.0","3.0",,"1.0","2.0",,"1.0","1201.0","1.0","3.0","1.0","1.0","15.0","42",,,,,"1.0","3.0","1.0","9.0","1.0","3.0","2.0","3.0","1.0","2.0","1.0","1.0",,"1.0","0.0",,"1.0","1202.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","3.0","2.0","1.0","2.0","1.0","2.0",,,"3","12.55","45","16","2","3","1","2010-01-21T00:00:00.000","11","19","2010","0.99866844"
"20","12","1201","54","1200","1205","0","54","50054","1","1","1",,"2010-01-21T00:00:00.000","2","2.0","1.0","4.0","2.0","2.0","4.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0",,"2.0","4.0","2.0","3.0","3.0","4.0","4.0","4.0","6.0","5.0","2.0",,"2.0",,,"1.0","1.0","1.0","2.0","2.0","2",,,,"2","2.0","3.0","4.0",,"2.0","3.0","4.0",,"3.0",,"5.0","3.0",,"4.0",,"3.0","6.0","2.0","1.0","4.0",,"5.0","6.0","3","5.0","6.0","88","4.0",,"3.0",,"3.0","5.0",,"3.0","2.0","5.0","2.0",,"5.0",,"4.0","6.0","5.0","4.0","4.0","5.0","6.0",,"3.0","6.0","6.0","7.0","7.0","2.0","3.0","10.0","10.0","5.0","5.0","4.0","4.0","7.0","7.0","6.0",,"5.0","6.0","4.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0",,"0.0",,"0.0",,"0.0","1.0","5.0","3.0","5.0","4.0","4.0","4.0","6.0","3.0","7.0","4.0","1.0","1.0","1.0","1.0","1201.0","2.0",,"3.0","3.0","3.0",,"8.0","42",,,,,"1.0","3.0","1.0","4.0","2.0",,,"4.0",,"1.0","3.0","3.0","2.0","2.0","4.0","4.0","1.0","1202.0","5.0","1.0","1.0",,"1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","4.0","3.0","1.0","2.0",,,"1.0","1.0","1.0","4","11.57","64","16","2","3","1","2010-01-21T00:00:00.000","11","20","2010","0.99866844"
"21","12","1201","54","1200","1205","0","54","50054","1","1","1",,"2010-01-21T00:00:00.000","1","1.0","13.0","3.0","2.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0",,"5.0","3.0","2.0","4.0","2.0","4.0","3.0",,"7.0","6.0","2.0","8.0","2.0",,,"2.0",,"1.0","1.0","2.0","2",,,,"2","2.0","2.0","1.0","3.0","3.0","1.0","5.0","3.0","5.0","5.0","3.0","3.0","4.0","4.0","3.0","3.0","6.0","1.0","4.0","4.0","3.0","3.0","7.0","5","5.0","5.0","5","5.0","5.0","4.0","4.0","4.0","4.0","3.0","4.0","1.0","2.0","3.0","3.0","3.0","5.0","4.0","6.0","2.0","2.0","7.0","7.0","6.0","2.0","7.0","7.0","7.0","6.0","7.0","2.0","2.0","10.0","10.0","8.0","1.0","1.0","1.0","8.0","8.0","8.0","8.0","7.0","5.0","1.0","3.0","1.0","2.0","2.0","1.0","0.0","0.0","0.0",,,,,"0.0","1.0","7.0","5.0","7.0","1.0","7.0","4.0","6.0","1.0","6.0","6.0","2.0","5.0","1.0","1.0","1204.0","1.0","1203.0","2.0","3.0","2.0","3.0","16.0","25","1.0","9.0","2.0","2.0","1.0","3.0","2.0","8.0","2.0",,,"4.0",,"2.0","2.0","2.0",,"1.0","0.0",,"2.0","1201.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","1.0","1.0","1.0","0.0","1.0","3.0",,"2.0","2.0","2.0",,,"1.0","3.0","2.0","5","10.45","58","16","2","3","1","2010-01-21T00:00:00.000","11","21","2010","0.99866844"
"22","12","1201","54","1200","1205","0","54","50054","1","1","1",,"2010-01-21T00:00:00.000","1","2.0","15.0","3.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0",,"2.0","3.0","3.0","3.0","4.0","4.0","3.0",,"7.0","7.0","4.0","10.0",,,,"1.0","1.0","1.0","2.0","2.0","1","2.0","1.0","4.0","2","1.0","4.0","1.0","3.0","1.0","3.0","4.0","2.0","1.0","2.0","3.0","5.0","5.0","2.0","2.0","1.0","6.0","2.0","3.0","1.0","3.0","5.0","6.0","1","2.0","4.0","5","6.0","7.0","3.0","3.0","1.0","1.0","1.0","2.0","1.0","3.0","4.0","4.0","1.0","3.0","1.0","1.0","7.0","2.0","6.0","5.0","1.0","5.0","7.0","7.0","7.0","4.0","7.0","3.0","3.0","10.0","10.0","8.0","1.0","1.0","1.0","7.0","2.0","4.0","1.0","1.0","3.0","10.0","2.0","1.0","2.0","2.0","1.0","1.0","1.0","0.0","0.0",,"0.0",,"0.0","3.0","7.0","4.0","7.0","3.0","7.0","6.0","6.0","1.0","3.0","1.0","1.0","7.0","1.0","1.0","1201.0","1.0","1201.0","2.0","3.0","3.0",,"15.0","34",,,,,"1.0","3.0","2.0","8.0","2.0",,,"3.0","3.0","2.0","3.0","2.0",,"1.0","0.0",,"2.0","1201.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","3.0","2.0","2.0",,,"2.0",,,"5","14.05","50","16","2","3","1","2010-01-21T00:00:00.000","11","22","2010","0.99866844"
"23","12","1201","54","1200","1205","0","54","50054","1","1","1",,"2010-01-22T00:00:00.000","2","2.0","27.0","2.0","1.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"2.0","3.0","4.0","4.0","4.0","3.0","3.0","3.0","5.0","8.0","1.0","5.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"1","1.0","2.0","1.0","2.0","3.0","3.0","3.0","2.0","4.0","6.0","2.0","4.0","5.0","2.0","3.0","2.0","7.0","1.0","1.0","6.0","2.0","4.0","6.0","3","2.0","1.0","1","1.0","4.0","1.0","1.0","1.0","2.0","2.0","3.0","2.0","3.0","2.0","2.0","1.0","3.0","4.0","6.0","3.0","5.0","5.0","3.0","4.0","3.0","5.0","7.0","7.0","7.0","7.0","2.0","2.0","9.0","10.0","1.0","1.0","1.0","1.0","1.0","10.0","10.0","10.0","5.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0",,,"0.0","2.0","3.0","4.0","5.0","5.0","4.0","6.0","7.0","7.0","5.0","3.0","2.0","7.0","1.0","1.0",,"2.0",,"2.0","1.0","3.0",,"11.0","27",,,,,"1.0","2.0","1.0","7.0","2.0",,,"4.0",,"2.0","3.0","1.0",,"2.0","7.0","7.0","2.0","1201.0","4.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0","2.0","4.0","2.0","2.0","2.0",,,"2.0",,,"5","16.2","40","16","2","3","1","2010-01-22T00:00:00.000","11","23","2010","0.99866844"
"24","12","1201","54","1200","1205","0","54","50054","1","1","1",,"2010-01-24T00:00:00.000","2","2.0","13.0","2.0","2.0","1.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","1.0","4.0","2.0","4.0","4.0","4.0","10.0","8.0","1.0",,"2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"2","1.0","3.0","2.0","1.0","3.0","2.0","1.0","2.0","3.0","3.0","3.0","3.0","3.0","6.0","6.0","4.0","4.0","4.0","1.0","1.0","1.0","1.0","1.0","2","2.0","3.0","2","3.0","1.0","2.0","2.0","1.0","3.0","3.0","3.0","2.0","5.0","2.0",,"4.0","4.0","3.0","4.0","4.0","3.0","2.0","2.0","2.0","2.0","6.0","6.0","5.0","5.0","7.0","2.0","2.0","10.0","10.0","5.0","1.0","1.0","1.0","1.0","2.0","3.0","3.0","9.0","1.0","1.0","2.0","1.0","2.0","4.0","2.0","0.0","0.0","0.0","1.0",,,,"0.0","1.0","4.0","3.0","2.0","2.0","2.0","6.0","1.0","1.0","5.0","3.0","2.0","8.0","1.0","1.0","1201.0","2.0",,"3.0","1.0","3.0",,"9.0","50",,,,,"1.0","2.0","2.0","6.0","2.0",,,"4.0",,"2.0","2.0","2.0",,"2.0","5.0","1.0","2.0","1202.0","5.0","2.0",,"2.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","2.0","3.0","2.0","2.0",,,"2.0",,,"3","15.25","40","16","2","3","2","2010-01-24T00:00:00.000","11","24","2010","0.99866844"
"25","12","1201","44","1200","1205","0","44","50044","1","1","1",,"2010-01-21T00:00:00.000","1","4.0","70.0","3.0","2.0","1.0","3.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"3.0","2.0","4.0","4.0","4.0","4.0","2.0",,"5.0","6.0","1.0","10.0","2.0",,,"2.0","1.0","1.0","2.0","2.0","2",,,,"2","1.0","1.0","3.0","1.0","3.0","6.0","7.0","6.0","6.0","7.0","5.0","6.0","7.0","6.0","7.0","6.0","7.0","7.0","5.0","7.0","6.0","7.0","7.0","6","6.0","7.0","6","5.0","6.0","7.0","7.0","6.0","6.0","5.0","7.0","3.0","4.0","2.0","1.0","5.0","6.0","5.0","5.0","7.0","6.0","6.0","6.0","1.0","2.0","7.0","7.0","6.0","7.0","7.0","2.0","2.0","7.0","8.0","8.0","3.0","3.0","1.0","6.0","6.0","8.0","6.0","6.0","5.0","1.0","2.0","1.0","2.0","4.0","1.0","0.0","0.0","0.0",,,,,"0.0","3.0","7.0","1.0","7.0","1.0","6.0","6.0","7.0","1.0","7.0","4.0","2.0","7.0","1.0","1.0","1202.0","1.0","1206.0","2.0","2.0","3.0",,"14.0","32",,,,,"1.0","2.0","1.0","9.0","2.0",,,"4.0",,"2.0","3.0","3.0","9.0","6.0","3.0","1.0","1.0","1201.0","4.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","4.0","3.0","2.0","2.0",,,"2.0",,,"4","9.43","43","17","1","4","1","2010-01-21T00:00:00.000","11","25","2010","0.99866844"
"26","12","1201","44","1200","1205","0","44","50044","1","1","1",,"2010-01-21T00:00:00.000","2","1.0","4.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"4.0","4.0","1.0","4.0","4.0","4.0","4.0","4.0","7.0","8.0","4.0","6.0","2.0",,,"2.0","1.0","1.0","2.0","2.0","2",,,,"1","2.0","3.0","1.0","3.0","1.0","1.0","1.0","1.0","2.0","1.0","5.0","1.0","5.0","1.0","1.0","1.0","5.0","1.0","1.0","1.0","1.0","1.0","7.0","5",,"7.0","2","3.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","4.0","4.0","5.0","7.0","1.0","1.0","7.0","6.0","1.0","1.0","1.0","1.0","7.0","6.0","7.0","7.0","7.0","7.0","2.0","2.0","10.0","10.0","1.0","1.0","1.0","1.0","10.0","3.0","10.0","8.0","10.0","10.0","10.0","3.0","2.0","2.0","2.0","1.0","0.0","0.0",,,,,,"1.0","3.0","7.0","7.0","7.0","7.0","5.0","1.0","7.0","7.0","1.0","1.0","1.0","1.0","1.0","2.0",,"1.0","1202.0","2.0","4.0","3.0",,"12.0","18","4.0","5.0","2.0","1.0","1.0","2.0","1.0","10.0","1.0","2.0","3.0","4.0",,"2.0","2.0","1.0",,"1.0","0.0",,"2.0","1201.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","4.0",,,"2.0","1.0","2.0","3.0","1.0","3.0","2.0","6","11.3","40","17","1","4","1","2010-01-21T00:00:00.000","11","26","2010","0.99866844"
