"as_of_date","fiscal_year","project_name","procurement_category","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_contract_amount_usd"
"2022-09-12T00:00:00.000","2017","Rio de Janeiro Strengthening Public Sector Management Technical Assistance Project","Consultant Services","1548163","Desenvolvimento e implanta&#231;&#227;o de um sistema de monitoramento da qualidade da Educa&#231;&#227;o Infantil para as unidades da Secretaria Municipal de Educa&#231;&#227;o","2017-05-05T00:00:00.000","NTCONSULT TECNOLOGIA E CONSULTORIA LTDA.","Federative Republic of Brazil","752481.0"
"2022-09-12T00:00:00.000","2017","BR Federal Integrated Water - Interaguas","Consultant Services","1545219","Contrata&#195;&#167;&#195;&#163;o empresa consultoria Elabora&#195;&#167;&#195;&#163;o Documentos T&#195;&#169;cnicos com Vistas a Subsidiar Processo de Revis&#195;&#163;o do Plano Nacional de Res&#195;&#173;duos S&#195;&#179;lidos","2017-01-24T00:00:00.000","CONSÓRCIO INNCIVE / INCIBRA / GEOKLOCK","Federative Republic of Brazil","1164976.0"
"2022-09-12T00:00:00.000","2017","Recife Swap Education and Public Management","Goods","1543970","Conjunto de recursos ludicos para anos iniciais do ensino fundamental","2016-11-29T00:00:00.000","BRINK MOBIL EQUIPAMENTOS EDUCACIONAIS","Federative Republic of Brazil","1465499.0"
"2022-09-12T00:00:00.000","2017","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","1625720","Prestacao de servico de consultoria para o servi&#231;o de Assist&#234;ncia T&#233;cnica e Extens&#227;o Rural - ATER referente ao lote XI - Litoral Norte e Agreste Baiano.","2017-03-03T00:00:00.000","COOPERATIVA AGROPECUÁRIA MISTA DA REGIÃO DE ALAGOINHAS","Federative Republic of Brazil","180828.0"
"2022-09-12T00:00:00.000","2017","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","1625666","Prestacao de servico de consultoria para o servi&#231;o de Assist&#234;ncia T&#233;cnica e Extens&#227;o Rural - ATER referente ao lote XXIV - Sisal","2017-03-03T00:00:00.000","MOVIMENTO DE ORGANIZAÇÃO COMUNITÁRIA - MOC","Federative Republic of Brazil","181278.0"
"2022-09-12T00:00:00.000","2017","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1601218","Contrata&#231;&#227;o de empresa especializada para presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#227;o do pr&#233;dio da Casa da Agricultura do Munic&#237;pio de Luc&#233;lia (Tup&#227;).","2017-06-23T00:00:00.000","TECNICA CONSTRUCOES, SERVICOS E COMERCIO EIRELI","Federative Republic of Brazil","40707.0"
"2022-09-12T00:00:00.000","2017","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1600678","Contrata&#231;&#227;o de empresa especializada para presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#227;o do pr&#233;dio da Casa da Agricultura do Munic&#237;pio de Rio das Pedras (Piracicaba).","2017-05-29T00:00:00.000","COLINAZ ENGENHARIA EIRELI ME","Federative Republic of Brazil","31401.0"
"2022-09-12T00:00:00.000","2017","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1600651","Contrata&#231;&#227;o de empresa especializada na presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#227;o do pr&#233;dio da Casa da Agricultura do Munic&#237;pio de Ribeir&#227;o Bonito (Araraquara).","2017-06-27T00:00:00.000","TECNICA CONSTRUCOES, SERVICOS E COMERCIO EIRELI","Federative Republic of Brazil","45902.0"
"2022-09-12T00:00:00.000","2017","Recife Swap Education and Public Management","Goods","1543969","Conjunto de recursos ludicos para educacao infantil","2016-11-29T00:00:00.000","BRINK MOBIL EQUIPAMENTOS EDUCACIONAIS","Federative Republic of Brazil","2554874.0"
"2022-09-12T00:00:00.000","2017","Rio de Janeiro Strengthening Public Sector Management Technical Assistance Project","Non-consulting Services","1546884","Servi&#231;os de pesquisa de campo para a avalia&#231;&#227;o de impacto do Programa Territ&#243;rios Sociais","2017-05-08T00:00:00.000","QUALITEST CIENCIA E TECNOLOGIA LTDA EPP","Federative Republic of Brazil","295162.0"
"2022-09-12T00:00:00.000","2017","BR DGM for Indigenous People and Traditional Communities","Goods","1545717","Aquisi&#231;&#227;o de materiais did&#225;ticos-pedag&#243;gicos para realizar 2 oficinas de elabora&#231;&#227;o de projetos.","2017-01-18T00:00:00.000","PAPELARIA E ARMARINHO SANTA MARIA LTDA","Federative Republic of Brazil","438.0"
"2022-09-12T00:00:00.000","2017","Integrated Health and Water Management Project (SWAP)","Consultant Services","1542728","Consulting services to develop water resources plan and framework proposal for the of the Rio Salitre's river basin water bodies.","2016-09-12T00:00:00.000","GEOHIDRO-HYDROS-ENGEPLUS","Federative Republic of Brazil","1149996.0"
"2022-09-12T00:00:00.000","2017","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1594857","Contrata&#231;&#227;o de empresa especializada para presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#245;es no pr&#233;dio da Casa da agricultura do munic&#237;pio de Mirassol","2017-06-28T00:00:00.000","TECNICA CONSTRUCOES, SERVICOS E COMERCIO EIRELI","Federative Republic of Brazil","62438.0"
"2022-09-12T00:00:00.000","2017","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1601016","Contrata&#231;&#227;o de empresa especializada para presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#227;o do pr&#233;dio da Casa da Agricultura do Munic&#237;pio de patroc&#237;nio Paulista (Franca).","2017-04-21T00:00:00.000","ESTRUTURAL ENGENHARIA & CONSTRUÇÃO FRANC LTDA EPP","Federative Republic of Brazil","41645.0"
"2022-09-12T00:00:00.000","2017","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1622554","CONTRATA&#199;&#195;O DE EMPRESA PARA CONSTRU&#199;&#195;O E MONTAGEM ESPECIAL DE ESTANDE DE 30Ml PARA PARTICIPA&#199;&#195;O NO EVENTO WORLD TRAVEL MARKET LATIN AMERICA 2017","2017-03-31T00:00:00.000","REED EXHIBITIONS ALCANT ARA MACHADO LTDA","Federative Republic of Brazil","42191.0"
"2022-09-12T00:00:00.000","2017","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","1625665","Prestacao de servico de consultoria para o servi&#231;o de Assist&#234;ncia T&#233;cnica e Extens&#227;o Rural - ATER referente ao lote XXVI - Vale do Jiquiri&#231;&#225;.","2017-03-03T00:00:00.000","FEDERAÇÃO DE ORGÃOSM ASSISTÊNCIA SOCIAL E EDUCACIONAL","Federative Republic of Brazil","181263.0"
"2022-09-12T00:00:00.000","2017","Recife Swap Education and Public Management","Goods","1560199","Material Esportivo - Lote 02","2017-02-15T00:00:00.000","RCM RAMOS LOMBARDI - EPP","Federative Republic of Brazil","2820.0"
"2022-09-12T00:00:00.000","2017","Strengthening Service Delivery for Growth, Poverty Reduction and Enviromental Sustainability in the State of Cear&#225; PforR","Consultant Services","1544022","Consultant Services","2016-08-23T00:00:00.000","Individual Consultant","World","33126.0"
"2022-09-12T00:00:00.000","2017","Recife Swap Education and Public Management","Goods","1560699","Aquisi&#231;&#227;o de Fardamento 2017","2017-01-23T00:00:00.000","JF COMERCIO E SERVICOS LTDA - ME","Federative Republic of Brazil","362503.0"
"2022-09-12T00:00:00.000","2017","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1600200","Contrata&#231;&#227;o de empresa especializada para presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#227;o do pr&#233;dio da Casa da Agricultura do Munic&#237;pio de Conchal.","2017-05-25T00:00:00.000","COLINAZ ENGENHARIA EIRELI ME","Federative Republic of Brazil","59973.0"
"2022-09-12T00:00:00.000","2017","Sao Paulo Sustainable Rural Development and Access to Markets","Consultant Services","1551440","Consultoria para desenvolvimento de telas de par&#226;metros do simulador de combina&#231;&#245;es de esp&#233;cies para Webportal","2017-04-20T00:00:00.000","Individual Consultant","Federative Republic of Brazil","19036.0"
"2022-09-12T00:00:00.000","2017","BR DGM for Indigenous People and Traditional Communities","Non-consulting Services","1558182","CONTRATA&#199;&#195;O DE EMPRESA PARA A PRESTA&#199;&#195;O DE SERVI&#199;OS T&#201;CNICOS PARA REALIZA&#199;&#195;O DE EVENTO EM BRAS&#205;LIA (DF).","2016-07-11T00:00:00.000","CASA DE CULTURA CAVALEIRO DE JORGE","Federative Republic of Brazil","8015.0"
"2022-09-12T00:00:00.000","2017","Sao Paulo Sustainable Rural Development and Access to Markets","Goods","1558695","Aquisi&#231;&#227;o de arame","2017-05-29T00:00:00.000","COMERCIAL DISCON LTDA","Federative Republic of Brazil","1725.0"
"2022-09-12T00:00:00.000","2017","Recife Swap Education and Public Management","Goods","1560185","Ar condicionado - Lote 01","2016-09-06T00:00:00.000","FUTURA DISTRIBUIDORA  E COMERCIO EM GERAL","Federative Republic of Brazil","609317.0"
"2022-09-12T00:00:00.000","2017","Recife Swap Education and Public Management","Consultant Services","1560306","Plano de Reestrutra&#231;&#227;o Urbana e Dinamiza&#231;&#227;o Econ&#244;mica Territorial de centralidades do Recife.","2017-04-10T00:00:00.000","CONSÓRCIO DIAGONAL - FACCTA","Federative Republic of Brazil","444750.0"
"2022-09-12T00:00:00.000","2017","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1592573","Presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#227;o do pr&#233;dio da Casa da Agricultura do Munic&#237;pio de Palestina com o fornecimento de materiais, pe&#231;as e m&#227;o de obra necess&#225;rios.","2017-06-28T00:00:00.000","TECNICA CONSTRUCOES, SERVICOS E COMERCIO EIRELI","Federative Republic of Brazil","54824.0"
"2022-09-12T00:00:00.000","2017","Brazil Pernambuco Sustainable Water","Consultant Services","1569224","Especialista em Sistemas de esgotamento Sanit&#225;rios - SES para apoiar as a&#231;&#245;es da Compesa no &#226;mbito do Projeto de Sustentabilidade H&#237;drica/PSHPE","2016-10-21T00:00:00.000","Individual Consultant","Federative Republic of Brazil","110534.0"
"2022-09-12T00:00:00.000","2017","Recife Swap Education and Public Management","Goods","1560906","Aquisi&#231;&#227;o de Extintores de Inc&#234;ndio","2017-04-05T00:00:00.000","EXTINORPI INDUSTRIA E COMERCIO - ME","Federative Republic of Brazil","44846.0"
"2022-09-12T00:00:00.000","2017","Recife Swap Education and Public Management","Goods","1560697","Conjunto Escolar - MESA E CADEIRA PARA ALUNO","2016-08-03T00:00:00.000","KV BEZERRA - EPP","Federative Republic of Brazil","88748.0"
"2022-09-12T00:00:00.000","2017","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1578372","Contrata&#231;&#227;o de empresa em presta&#231;&#227;o de servi&#231;os de produ&#231;&#227;o e organiza&#231;&#227;o de eventos, para a realiza&#231;&#227;o do Evento de Difus&#227;o do Artesanato Potiguar, na 1&#186; Feira de Artesanato Talentos do Oeste em Moss","2017-06-14T00:00:00.000","PRÁTICA SERVIÇOS E EVENTOS","Federative Republic of Brazil","34548.0"
"2022-09-12T00:00:00.000","2017","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1577668","Loca&#231;&#227;o de espa&#231;o f&#237;sico e servi&#231;os para a realiza&#231;&#227;o rodadas de neg&#243;cios denominadas MEETING BRASIL - MISS&#195;O RIO GRANDE DO NORTE, Montevid&#233;u/URU, Santiago/CHI e C&#243;rdoba/ARG.","2017-05-24T00:00:00.000","J PASQUINI ORGANIZAÇÃO E PROM. DE EVENTOS EIRELI -ME","Federative Republic of Brazil","64527.0"
"2022-09-12T00:00:00.000","2017","Rio de Janeiro Strengthening Public Sector Management Technical Assistance Project","Consultant Services","1548280","Consultoria para proposi&#231;&#227;o e emiss&#227;o de relat&#243;rios gerenciais e indicadores educacionais e escolares da educa&#231;&#227;o b&#225;sica e infantil do MRJ, incluindo implementa&#231;&#227;o de consulta automatizada","2017-05-05T00:00:00.000","NTCONSULT TECNOLOGIA E CONSULTORIA LTDA.","Federative Republic of Brazil","434487.0"
"2022-09-12T00:00:00.000","2017","Rio de Janeiro Strengthening Public Sector Management Technical Assistance Project","Consultant Services","1547181","Desenvolvimento de Plataforma de Educa&#231;&#227;o &#224; Dist&#226;ncia e adapta&#231;&#227;o dos conte&#250;dos did&#225;tico-pedag&#243;gicos de cursos presenciais para professores de Ensino Fundamental da Cidade do Rio de Janeiro","2017-04-28T00:00:00.000","CONSÓRCIO EDUCATECH","Federative Republic of Brazil","834199.0"
"2022-09-12T00:00:00.000","2017","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","1626143","Presta&#231;&#227;o de servi&#231;o de consultoria para o servi&#231;o de Assist&#234;ncia T&#233;cnica e Extens&#227;o Rural ATER referente ao lote II Bacia do Paramirim","2017-03-28T00:00:00.000","ASSOCIAÇÃO DE SEMIÁRIDO DA MICRORREGIÃO DE LIVRAMENTO - ASAMIL","Federative Republic of Brazil","170350.0"
"2022-09-12T00:00:00.000","2017","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","1625856","Prestacao de servico de consultoria para o servi&#231;o de Assist&#234;ncia T&#233;cnica e Extens&#227;o Rural - ATER referente ao lote XVII - Piemonte do Paragua&#231;u.","2017-03-03T00:00:00.000","COOPERATIVA DE CONSULTORIA, PESQUISA, SERVIÇO DE APOIO AO DESENVOLVIMENTO SUSTEN","Federative Republic of Brazil","179071.0"
"2022-09-12T00:00:00.000","2017","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1622423","Contrata&#231;&#227;o de empresa de presta&#231;&#227;o de servi&#231;os de produ&#231;&#227;o, organiza&#231;&#227;o de evento e servi&#231;os de buffet, para a realiza&#231;&#227;o do evento Dia do Artes&#227;o.","2017-03-22T00:00:00.000","V& J TURISMO E EVENTOS LTDA - ME","Federative Republic of Brazil","7660.0"
"2022-09-12T00:00:00.000","2017","Acre Social and Economic Inclusion and Sustainable Development Project - PROACRE","Consultant Services","1576375","Contrata&#231;&#227;o de Consultor Individual para dar suporte &#224;s a&#231;&#245;es realizadas na execu&#231;&#227;o das metas do Instituto Estadual de Desenvolvimento da Educa&#231;&#227;o Profissional e Tecnol&#243;gica Dom Moacyr Grechi - IDM n","2017-01-02T00:00:00.000","Individual Consultant","Federative Republic of Brazil","33865.0"
"2022-09-12T00:00:00.000","2017","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","1626277","Presta&#231;&#227;o de servi&#231;o de consultoria para o servi&#231;o de Assist&#234;ncia T&#233;cnica e Extens&#227;o Rural - ATER referente ao lote XIX - Portal do Sert&#227;o","2017-03-03T00:00:00.000","UNICAFES","Federative Republic of Brazil","179631.0"
"2022-09-12T00:00:00.000","2017","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","1625888","Prestacao de servico de consultoria para o servi&#231;o de Assist&#234;ncia T&#233;cnica e Extens&#227;o Rural - ATER referente ao lote XXII - Sertao do Sao Francisco.","2017-03-03T00:00:00.000","INSTITUTO REGIONAL DA PEQUENA AGROPECUÁRIA - IRPAA","Federative Republic of Brazil","179288.0"
"2022-09-12T00:00:00.000","2017","Energy and Mineral Sector Strengthening","Goods","1547911","TDR n&#186; 32.3 - Aquisi&#231;&#227;o de Equipamentos para Estudos Geof&#237;sicos: 03 (tr&#234;s) Condutiv&#237;metros Eletromagn&#233;ticos.","2017-06-13T00:00:00.000","HASAGEO COMERCIO IMPORTAÇÃO E EXPORTAÇÃO LTDA  EPP","Federative Republic of Brazil","476288.0"
"2022-09-12T00:00:00.000","2017","Sao Paulo Sustainable Rural Development and Access to Markets","Non-consulting Services","1552112","'Contrata&#231;&#227;o de servi&#231;o comum para adequa&#231;&#227;o de layout, incluindo fornecimento de material, m&#227;o de obra","2017-04-18T00:00:00.000","CONSITEC ENGENHARIA E TECNOLOGIA LTDA","Federative Republic of Brazil","17001.0"
"2022-09-12T00:00:00.000","2017","Sao Paulo Sustainable Rural Development and Access to Markets","Non-consulting Services","1572744","Servi&#231;o de conserva&#231;&#227;o e manuten&#231;&#227;o do telhado, &#225;rea externa e interna do N&#250;cleo Regional de Programas e Projetos (NRPP) III - Registro","2016-07-27T00:00:00.000","ENGETECH CONSTRUÇÕES E COMÉRCIO LTDA-ME","Federative Republic of Brazil","40657.0"
"2022-09-12T00:00:00.000","2017","Sao Paulo Sustainable Rural Development and Access to Markets","Goods","1558750","Fornecimento de equipamentos topogr&#225;ficos, geogr&#225;ficos e de precis&#227;o","2017-05-08T00:00:00.000","VIP LASER PRODUTOS E SERVIÇOS DE INFORMÁTICA LTDA-ME","Federative Republic of Brazil","1566.0"
"2022-09-12T00:00:00.000","2017","Recife Swap Education and Public Management","Goods","1560895","Aquisi&#231;&#227;o de Colchonete","2016-11-29T00:00:00.000","MRG PASCUALINI E CIA LTDA EPP","Federative Republic of Brazil","35490.0"
"2022-09-12T00:00:00.000","2017","Recife Swap Education and Public Management","Goods","1560900","Aquisi&#231;&#227;o de Material de Expediente","2017-05-23T00:00:00.000","MISTER PAPER PAPELARIA E INFORMATICA LTDA ME","Federative Republic of Brazil","37799.0"
"2022-09-12T00:00:00.000","2017","Brazil Pernambuco Sustainable Water","Goods","1568776","Aquisicao e instalacao dos equipamentos das rede de telemetria de pocos da RMR","2016-11-21T00:00:00.000","HEXIS CIENTIFICA S/A","Federative Republic of Brazil","1096994.0"
"2022-09-12T00:00:00.000","2017","Rio Grande do Norte: Regional Development and Governance","Civil Works","1571228","Contrata&#231;&#227;o de Empresa especializada para Execu&#231;&#227;o de Obra Civil para Implanta&#231;&#227;o de Sistema de Esgotamento Sanit&#225;rio do Munic&#237;pio de S&#227;o Miguel do Gostoso/RN","2017-06-20T00:00:00.000","CONSTRUTORA A. GASPAR S/A","Federative Republic of Brazil","6941850.0"
