"fiscal_year","borrower_country","project_name","procurement_category","procurement_method","major_sector","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd","borrower_contract_reference_number"
"2019","Brazil","Brazil Pernambuco Sustainable Water","Civil Works","Direct Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Obras de reabilitacao da Estacao Elevatoria 1 do Sistema Pirangi","2019-05-28T00:00:00.000","ABL ENGENHARIA COMÉRCIO E REPRESENTAÇÃO LTDA","Federative Republic of Brazil","BR","183181.0","BR-SEPLAG-PE-85839-CW-RFP-COMPES"
"2020","Brazil","Rio Grande do Norte: Regional Development and Governance","Civil Works","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Lote 11 - Venha Ver- Escola Estadual Jo&#227;o Soares de Souza","2019-11-27T00:00:00.000","WM EMPREENDIMENTOS E CONSTRUÇÕES EIRELI EPP","Federative Republic of Brazil","BR","183064.0","ID4 6 CW - CT 171/2019"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Prestacao de servico de consultoria para o servi&#231;o de Assist&#234;ncia T&#233;cnica e Extens&#227;o Rural - ATER referente ao lote XXIV - Sisal","2017-03-03T00:00:00.000","MOVIMENTO DE ORGANIZAÇÃO COMUNITÁRIA - MOC","Federative Republic of Brazil","BR","181278.0","BR-CAR-BA-188348-CS-CQS"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Prestacao de servico de consultoria para o servi&#231;o de Assist&#234;ncia T&#233;cnica e Extens&#227;o Rural - ATER referente ao lote X - Itaparica.","2017-03-03T00:00:00.000","ASSESSORIA E GESTAO EM ESTUDOS DA NATUREZA, DESENVOLVIMENTO HUMANO E AGROECOLOGI","Federative Republic of Brazil","BR","181276.0","BR-CAR-BA-188328-CS-CQS"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Prestacao de servico de consultoria para o servi&#231;o de Assist&#234;ncia T&#233;cnica e Extens&#227;o Rural - ATER referente ao lote XXVI - Vale do Jiquiri&#231;&#225;.","2017-03-03T00:00:00.000","FEDERAÇÃO DE ORGÃOSM ASSISTÊNCIA SOCIAL E EDUCACIONAL","Federative Republic of Brazil","BR","181263.0","BR-CAR-BA-188344-CS-CQS"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Prestacao de servico de consultoria para o servi&#231;o de Assist&#234;ncia T&#233;cnica e Extens&#227;o Rural - ATER referente ao lote XXV -Sudoeste Baiano.","2017-03-03T00:00:00.000","COOPERATIVA DE TRABALHO DA REGIÃO SUDOESTE DA BAHIA","Federative Republic of Brazil","BR","181223.0","BR-CAR-BA-188335-CS-CQS"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Prestacao de servico de consultoria para o servi&#231;o de Assist&#234;ncia T&#233;cnica e Extens&#227;o Rural - ATER referente ao lote XI - Litoral Norte e Agreste Baiano.","2017-03-03T00:00:00.000","COOPERATIVA AGROPECUÁRIA MISTA DA REGIÃO DE ALAGOINHAS","Federative Republic of Brazil","BR","180828.0","BR-CAR-BA-188343-CS-CQS"
"2022","Brazil","Salvador Social Multi-Sector Service Delivery Project","Consultant Services","Quality And Cost-Based Selection","Health;Education;Social Protection","Contrata&#231;&#227;o de empresa especializada na realiza&#231;&#227;o de pesquisa de mercado,estudo e projetos t&#233;cnicos, para atua&#231;&#227;o na &#225;rea de Assist&#234;ncia Social- SEMPRE.","2021-07-22T00:00:00.000","INSTITUTO BRASILEIRO DE ADMINISTRAÇÃO MUNICIPAL - IBAM","Federative Republic of Brazil","BR","180758.0","BR-CASA CIVIL-96261-CS-QCBS"
"2019","Brazil","Recife Swap Education and Public Management","Goods","Request for Bids","Education;Transportation;Public Administration","SOFTWARES B&#193;SICOS","2019-01-25T00:00:00.000","INGRAM MICRO INFORMATICA LTDA","Federative Republic of Brazil","BR","180562.0","001/2018 EMPREL"
"2019","Brazil","Recife Swap Education and Public Management","Goods","Request for Bids","Education;Transportation;Public Administration","Plataforma de gerenciamento e performance de sistemas e aplica&#231;&#245;es","2019-01-21T00:00:00.000","TELETEX COMPUTADORES E SISTEMAS LTDA","Federative Republic of Brazil","BR","180076.0","001/2018 EMPREL"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Presta&#231;&#227;o de servi&#231;o de consultoria para o servi&#231;o de Assist&#234;ncia T&#233;cnica e Extens&#227;o Rural - ATER referente ao lote XIX - Portal do Sert&#227;o","2017-03-03T00:00:00.000","UNICAFES","Federative Republic of Brazil","BR","179631.0","BR-CAR-BA-188306-CS-CQS"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Prestacao de servico de consultoria para o servi&#231;o de Assist&#234;ncia T&#233;cnica e Extens&#227;o Rural - ATER referente ao lote XXI - Semi&#225;rido Nordeste II","2017-03-03T00:00:00.000","	 ARCAS - ASSOCIAÇÃO REGIONAL DE CONVIVÊNCIA APROPRIADA AO SEMIÁRIDO","Federative Republic of Brazil","BR","179289.0","BR-CAR-BA-188333-CS-CQS"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Prestacao de servico de consultoria para o servi&#231;o de Assist&#234;ncia T&#233;cnica e Extens&#227;o Rural - ATER referente ao lote XXII - Sertao do Sao Francisco.","2017-03-03T00:00:00.000","INSTITUTO REGIONAL DA PEQUENA AGROPECUÁRIA - IRPAA","Federative Republic of Brazil","BR","179288.0","BR-CAR-BA-188308-CS-CQS"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Prestacao de servico de consultoria para o servi&#231;o de Assist&#234;ncia T&#233;cnica e Extens&#227;o Rural - ATER referente ao lote XXVII - Velho Chico.","2017-03-03T00:00:00.000","FUNDAÇÃO DE DESENVOLVIMENTO INTEGRADO DO SÃO FRANCISCO","Federative Republic of Brazil","BR","179260.0","BR-CAR-BA-188302-CS-CQS"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Prestacao de servico de consultoria para o servi&#231;o de Assist&#234;ncia T&#233;cnica e Extens&#227;o Rural - ATER referente ao lote IX - Irece.","2017-03-30T00:00:00.000","CENTRO DE ASSESSORIA DA ASSURUÁ","Federative Republic of Brazil","BR","179122.0","BR-CAR-BA-188330-CS-CQS"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Prestacao de servico de consultoria para o servi&#231;o de Assist&#234;ncia T&#233;cnica e Extens&#227;o Rural - ATER referente ao lote XVII - Piemonte do Paragua&#231;u.","2017-03-03T00:00:00.000","COOPERATIVA DE CONSULTORIA, PESQUISA, SERVIÇO DE APOIO AO DESENVOLVIMENTO SUSTEN","Federative Republic of Brazil","BR","179071.0","BR-CAR-BA-188327-CS-CQS"
"2022","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Direct Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","servi&#231;o de Assist&#234;ncia T&#233;cnica e Extens&#227;o Rural (ATER) as Organiza&#231;&#245;es Produtivas (OP), apoiadas pela Companhia de Desenvolvimento e A&#231;&#227;o Regional (CAR) no territ&#243;rio Bacia do Jacu&#237;pe - FATRES","2021-07-16T00:00:00.000","FUNDAÇÃO DE APOIO À AGRICULTURA FAMILIAR DO SEMIÁRIDO DA BAHIA","Federative Republic of Brazil","BR","178611.0","BR-CAR-BA-208145-CS-CDS"
"2022","Brazil","Rio Grande do Norte: Regional Development and Governance","Civil Works","Request for Quotations","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Obras Esta&#231;&#227;o Elevat&#243;ria","2022-01-21T00:00:00.000","A & C CONSTRUÇÕES E SERVIÇOS EIRELI","Federative Republic of Brazil","BR","177966.0","002/2022"
"2019","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Goods","E-Auctions","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","SISTEMA DE ARMAZENAMENTO TIPO STORAGE E ATIVOS DE REDE","2018-07-12T00:00:00.000","SERVIX INFORMÁTICA LTDA","Federative Republic of Brazil","BR","176914.0","BR-SMA-SP-46572-GO-EA"
"2021","Brazil","Rio Grande do Norte: Regional Development and Governance","Civil Works","Request for Quotations","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Central do Cidad&#227;o Zona Norte","2021-06-16T00:00:00.000","AR PROJETOS E CONSTRUÇÕES LTDA","Federative Republic of Brazil","BR","175648.0","ID152 CW"
"2021","Brazil","Ceara Rural Sustainable Development and Competitiveness Phase II","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","Consultor individual para atuar como Engenheiro El&#233;trico, para acompanhar projetos de engenharia, analisar medi&#231;&#245;es, elaborar projetos el&#233;tricos e sistemas de energia solar fotovoltaica no PDRS/PSJIII","2020-07-10T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","175588.0","BR-IAC-192069-CS-INDV"
"2020","Brazil","Pernambuco Rural Economic Inclusion","Goods","Direct Selection","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","Aquisi&#231;&#227;o de Equipamentos de Prote&#231;&#227;o Individual (M&#225;scaras N95) para atender as necessidades da Secretaria Estadual de Sa&#250;de de Pernambuco no enfrentamento ao COVID-19.","2020-03-25T00:00:00.000","EQUILIBRIUM DISTRIBUIDORA DE MEDICMANTOS EIRELI","Federative Republic of Brazil","BR","175440.0","COVID-012"
"2019","Brazil","Acre Social and Economic Inclusion and Sustainable Development Project - PROACRE","Civil Works","Request for Bids","Education;Health;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Contrato 477-2018 - reforma da Biblioteca P&#250;blica de Tarauac&#225;, localizado na Rua Floriano Peixoto com Rua Cel. J. de Menezes, Centro, no munic&#237;pio de Tarauac&#225;/AC, para atender a FEM.","2019-01-31T00:00:00.000","RM CONSTRUÇÕES LTDA","Federative Republic of Brazil","BR","174725.0","BR-SEPLAN - AC-21470-CW-RFB"
"2020","Brazil","Tocantins Integrated Sustainable Regional Development","Consultant Services","Quality Based Selection","Education;Transportation;Public Administration","SELE&#199;&#195;O DE SERVI&#199;OS DE CONSULTORIA PARA IMPLEMENTAR A&#199;&#213;ES VOLTADAS PARA A VULNERABILIDADE DE CRIAN&#199;AS E ADOLESCENTES, NAS CIDADES DE AGUIARN&#211;POLIS, ALIAN&#199;A DO TOCANTINS, BARROL&#194;NDIA, COLINAS DO TOCANT","2019-09-25T00:00:00.000","INSTITUTO PROMUNDO","Federative Republic of Brazil","BR","174570.0","276"
"2022","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Direct Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Servi&#231;o de Assist&#234;ncia T&#233;cnica e Extens&#227;o Rural, no Territ&#243;rio do SISAL - Ba","2021-10-28T00:00:00.000","MOVIMENTO DE ORGANIZAÇÃO COMUNITÁRIA - MOC","Federative Republic of Brazil","BR","174103.0","BR-CAR-BA-243153-CS-CDS"
"2022","Brazil","Rio Grande do Norte: Regional Development and Governance","Goods","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Aquisi&#231;&#227;o de 3 ve&#237;culos tipo van adaptadas","2021-08-16T00:00:00.000","USATEC BSB - INDUSTRIA E COMERCIO LTDA EPP","Federative Republic of Brazil","BR","174081.0","062/2021"
"2020","Brazil","Piaui: Pillars of Growth and Social Inclusion Project","Consultant Services","Quality And Cost-Based Selection","Education;Health;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","CONSULTORIA PARA ELABORA&#199;&#195;O DE DIAGN&#211;STICO SOBRE O PERFIL DA MULHER PIAUIENSE NO CONTEXTO ATUAL E DO PLANO ESTADUAL DE POL&#205;TICAS PARA AS MULHERES DO PIAU&#205;","2019-12-30T00:00:00.000","CONSORCIO CON & SEA LTDA/ CEALMA/INDESA-SDP N02/2018/CEPM/BIRD","Federative Republic of Brazil","BR","174074.0","BR-CEPM / PI-49066-CS-QCBS"
"2019","Brazil","Rio de Janeiro Sustainable Rural Development Project","Civil Works","Request for Quotations","Agriculture, Fishing and Forestry","CONTRATA&#199;&#195;O DE EMPRESA DE ENGENHARIA PARA EXECU&#199;&#195;O DE OBRA DE REFORMA NA REGI&#195;O DO EXTREMO NOROESTE - MUNIC&#205;PIOS DE BOM JESUS DE ITABAPOANA , NATIVIDADE, PORCI&#218;NCULA E VARRE-SAI - LOTES 02 E 03","2018-08-15T00:00:00.000","FERNANDES & FERNANDES ATIVIDADES PAISAGÍSTICAS LTDA - ME","Federative Republic of Brazil","BR","173301.0","BR-SEAPEC-RJ-56906-CW-RFQ"
"2017","Brazil","Rio Grande do Norte: Regional Development and Governance","Consultant Services","Consultant Qualification  Selection","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Consultoria Especializada em Engenharia para a elabora&#231;&#227;o de Projetos de Edifica&#231;&#245;es e Servi&#231;os Complementares destinados ao Parque Tecnol&#243;gico do Rio Grande do Norte","2017-06-28T00:00:00.000","ÁREA ENGENHARIA LTDA","Federative Republic of Brazil","BR","173092.0","ID90 CS"
"2022","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Direct Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Presta&#231;&#227;o der servi&#231;os de Assist&#234;ncia T&#233;cnica e Extens&#227;o Rural (ATER) &#224; Organiza&#231;&#245;es Produtivas (OP) apoiadas pela Companhia de Desenvolvimento e A&#231;&#227;o Regional no Sert&#227;o Produtivo - Cootraf.","2021-07-20T00:00:00.000","COOPERATIVA DE ASSESSORIA TÉCNICA EDUCACIONAL PARA O DESENVOLVIMENTO DA AGRICULT","Federative Republic of Brazil","BR","172740.0","BR-CAR-BA-219166-CS-CDS"
"2018","Brazil","Rio Grande do Norte: Regional Development and Governance","Consultant Services","Consultant Qualification  Selection","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Contrata&#231;&#227;o de Servi&#231;os de Consultoria Socioambiental para apoiar a UGP e o DER no planejamento, e acompanhamentos na fiscaliza&#231;&#227;o de A&#231;&#245;es socioambientais voltados para Obras Rodovi&#225;rias.","2018-04-19T00:00:00.000","CONCREMAT ENGENHARIA E TECNOLOGIA S.A,","Federative Republic of Brazil","BR","172316.0","ID92 CS"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Non-consulting Services","Request for Bids","Agriculture, Fishing and Forestry","Presta&#231;&#227;o de servi&#231;os t&#233;cnicos, sob demanda, de an&#225;lise e desenvolvimento para manuten&#231;&#227;o, sustenta&#231;&#227;o e desenvolvimento de novas funcionalidades do painel de monitoramento do Componente 2 do Projeto.","2021-09-29T00:00:00.000","ZENDER TECNOLOGIA E CONSULTORIA LTDA;","Federative Republic of Brazil","BR","172245.0","PAINEL MONITOR BR-SENAR-243157-N"
"2020","Brazil","FIP: Environmental regularization of rural lands in the Cerrado of Brazil","Non-consulting Services","Request for Bids","Agriculture, Fishing and Forestry","Realiza&#231;&#227;o de inscri&#231;&#245;es de at&#233; 15.000 fam&#237;lias de Territ&#243;rios Tradicionais de PCTs, no CAR, em at&#233; 45 munic&#237;pios, inseridos no Bioma Cerrado e pertencentes ao Estado da Bahia.","2019-12-30T00:00:00.000","HOMINUS GESTÃO E TECNOLOGIA LTDA","Federative Republic of Brazil","BR","172145.0","5/2019"
"2020","Brazil","FIP: Environmental regularization of rural lands in the Cerrado of Brazil","Non-consulting Services","Request for Bids","Agriculture, Fishing and Forestry","Realiza&#231;&#227;o de inscri&#231;&#245;es de at&#233; 15.000 fam&#237;lias de Territ&#243;rios Tradicionais de PCTs, no CAR, em at&#233; 120 munic&#237;pios, inseridos no Bioma Cerrado e pertencentes ao Estado do Piau&#237;.","2019-12-30T00:00:00.000","HOMINUS GESTÃO E TECNOLOGIA LTDA","Federative Republic of Brazil","BR","172145.0","6/2019"
"2021","Brazil","Rio Grande do Norte: Regional Development and Governance","Goods","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","LOTE 7 - CONJUNTOS REFEIT&#211;RIOS","2020-11-19T00:00:00.000","WPB COMÉRCIO, SERVIÇOS E ASSESSORIA EIRELI-ME","Federative Republic of Brazil","BR","171133.0","ARP 08/2020"
"2020","Brazil","Rio Grande do Norte: Regional Development and Governance","Goods","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","LOTE 60 &#8211; MONITORES MULTIPAR&#194;METROS","2020-04-22T00:00:00.000","PHILIPS MEDICAL SYSTEMS LTDA","Federative Republic of Brazil","BR","171131.0","025/2020 LOTE 60"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Presta&#231;&#227;o de servi&#231;o de consultoria para o servi&#231;o de Assist&#234;ncia T&#233;cnica e Extens&#227;o Rural ATER referente ao lote II Bacia do Paramirim","2017-03-28T00:00:00.000","ASSOCIAÇÃO DE SEMIÁRIDO DA MICRORREGIÃO DE LIVRAMENTO - ASAMIL","Federative Republic of Brazil","BR","170350.0","BR-CAR-BA-188337-CS-CQS"
"2022","Brazil","Rio Grande do Norte: Regional Development and Governance","Goods","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Lote 09 - Mam&#243;grafo Digital","2021-11-05T00:00:00.000","VMI TECNOLOGIA LTDA","Federative Republic of Brazil","BR","169815.0","114/2021"
"2019","Brazil","Rio Grande do Norte: Regional Development and Governance","Goods","E-Auctions","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","MOVEIS","2019-02-18T00:00:00.000","COMERCIAL TXV COMÉRCIO E SERVIÇOS-EIRELI","Federative Republic of Brazil","BR","169778.0","ID119 GO CONTRATO 6/2019"
"2020","Brazil","Fortaleza Sustainable Urban Development Project","Consultant Services","Individual Consultant Selection","Public Administration;Industry, Trade and Services","Contrata&#231;&#227;o de Consultor Individual na &#225;rea de Licita&#231;&#245;es para apoio &#224; implementa&#231;&#227;o do Programa Fortaleza Cidade Sustent&#225;vel - FCS.","2019-10-17T00:00:00.000","Individual Consultant","World","1W","169741.0","BR-SEUMA-106379-CS-INDV"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Quality And Cost-Based Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de Pessoa Jur&#237;dica Especializada para retificar e inscrever novos cadastros ambientais rurais, nas bacias priorit&#225;rias do projeto Paisagens Rurais (FIP/Paisagem).","2021-09-01T00:00:00.000","HOMINUS GESTÃO E TECNOLOGIA LTDA","Federative Republic of Brazil","BR","169149.0","SFB BR-GIZ-223586-CS-CQS"
"2020","Brazil","Tocantins Integrated Sustainable Regional Development","Civil Works","Request for Quotations","Education;Transportation;Public Administration","Contr de empresa especializada para execu&#231;&#227;o de bueiro triplo celular de concreto BTCC 3,00 X 3,00, na rodovia TO-335, Trecho: Colinas do Tocantins / Entroncamento TO-010 - Palmeirante - TO - PDRIS","2019-07-31T00:00:00.000","ENGICOM – ENGENHARIA IND. E COMÉRCIO EIRELI","Federative Republic of Brazil","BR","168780.0","610"
"2019","Brazil","Rio de Janeiro Sustainable Rural Development Project","Civil Works","Request for Quotations","Agriculture, Fishing and Forestry","CONTRATA&#199;&#195;O DE EMPRESA DE ENGENHARIA PARA REFORMA DAS INSTALA&#199;&#213;ES EL&#201;TRICAS DO PAL&#193;CIO EUCLIDES DA CUNHA","2018-09-14T00:00:00.000","SÃO JORGE E SÃO JERONIMO REFORMAS LTDA.","Federative Republic of Brazil","BR","168381.0","BR-SEAPEC-RJ-56910-CW-RFQ"
"2019","Brazil","Energy and Mineral Sector Strengthening","Goods","Request for Bids","Energy and Extractives","Ferramentas Computacionais para Estudos de Planejamento da Expansao do Sistema El&#233;trico com Representacao Detalhada da Opera&#231;ao Eletroenerg&#233;tica, Considerando Interacoes entre Setores de G&#225;s e Eletric","2018-11-19T00:00:00.000","PSR SOLUÇÕES E CONSULTORIA EM ENERGIA","Federative Republic of Brazil","BR","167571.0","57"
"2018","Brazil","Rio de Janeiro Sustainable Rural Development Project","Civil Works","Request for Quotations","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de Empresa de Engenharia para Execu&#231;&#227;o de Obra para a Reforma do Centro de Treinamento de Italva - CENTERJ","2018-03-28T00:00:00.000","CONPLAN EMPREENDIMENTO E SERVIÇOS LTDA - ME","Federative Republic of Brazil","BR","166986.0","BR-SEAPEC-RJ-30507-CW-RFQ"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Presta&#231;&#227;o de servi&#231;o de consultoria para o servi&#231;o de Assist&#234;ncia T&#233;cnica e Extens&#227;o Rural - ATER referente ao lote VI - Chapada Diamantina.","2017-05-05T00:00:00.000","	CENTRO DE FORMAÇÃO E ORGANIZAÇÃO COMUNITÁRIA – CEFORC","Federative Republic of Brazil","BR","166146.0","BR-CAR-BA-188301-CS-CQS"
"2019","Brazil","Recife Swap Education and Public Management","Goods","Request for Bids","Education;Transportation;Public Administration","Aquisi&#231;&#227;o de Kit Gestor 2019","2018-12-12T00:00:00.000","MACHADO ARMARINHOS LTDA","Federative Republic of Brazil","BR","164906.0","063/2018 SEDUC"
"2019","Brazil","Second Bolsa Fam&#237;lia","Consultant Services","Quality And Cost-Based Selection","Social Protection","Diagn&#243;stico da situa&#231;&#227;o da popula&#231;&#227;o idosa inscrita no Cadastro &#218;nico para Programas Sociais do Governo Federal, em especial a benefici&#225;ria do Programa Bolsa Fam&#237;lia (PBF) e do Benef&#237;cio de Presta&#231;&#227;","2018-09-14T00:00:00.000","VIRTÚ ANÁLISE E ESTRATÉGIA","Federative Republic of Brazil","BR","162460.0","3B4 -CS-SNPDH"
"2018","Brazil","BR Municipal APL: Teresina Enhancing Municipal Governance and Quality of Life Project","Consultant Services","Consultant Qualification  Selection","Transportation;Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Contrata&#231;&#227;o de Empresa de Consultoria Especializada para Elabora&#231;&#227;o de um Plano Municipal de Preven&#231;&#227;o de Viol&#234;ncia e Programa de Assist&#234;ncia T&#233;cnica e Capacita&#231;&#227;o Relacionada &#224; Preven&#231;&#227;o de Viol&#234;ncia","2017-10-16T00:00:00.000","FÓRUM BRASILEIRO DE SEGURANÇA PÚBLICA","Federative Republic of Brazil","BR","161470.0","BR-PREFEITURA TEREZINA-71451-CS-"
"2018","Brazil","Acre Social and Economic Inclusion and Sustainable Development Project - PROACRE","Goods","Request for Bids","Education;Health;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","contrato 372/2017","2018-05-10T00:00:00.000","COMERCIAL CIRURGICA RIOCLARENSE LTDA","Federative Republic of Brazil","BR","160213.0","BR-SEPLAN - AC-69286-GO-EA"
"2021","Brazil","Piaui: Pillars of Growth and Social Inclusion Project","Goods","Request for Bids","Education;Health;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","CONTRATA&#199;&#195;O DE UMA EMPRESA ESPECIALIZADA EM FORNECIMENTO DE EQUIPAMENTOS E MATERIAL DE INFORM&#193;TICA, PELO INTERPI, PARA PROCURADORIA DO PATRIM&#212;NIO E DO MEIO AMBIENTE DA PROCURADORIA GERAL DO ESTADO...","2020-07-15T00:00:00.000","GTI - G. TECNOLOGIA INTEGRADO EIRELI","Federative Republic of Brazil","BR","159139.0","007/2020"
"2018","Brazil","Recife Swap Education and Public Management","Goods","Request for Bids","Education;Transportation;Public Administration","Arm&#225;rio de A&#231;o","2018-01-02T00:00:00.000","MOVEIS JB INDUSTRIA E COMERCIO LTDA","Federative Republic of Brazil","BR","158955.0","003/2018 SEDUC"
"2019","Brazil","Piaui: Pillars of Growth and Social Inclusion Project","Consultant Services","Quality And Cost-Based Selection","Education;Health;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Consultoria para diagn&#243;stico e elabora&#231;&#227;o do Plano de Expans&#227;o dos polos da Media&#231;&#227;o Tecnol&#243;gica.","2018-10-18T00:00:00.000","MACROPLAN PROSPECTIVA ESTRATÉGIA E GESTÃO SS LTDA","Federative Republic of Brazil","BR","158893.0","BR-SEDUC-PI-6-CS-QCBS"
"2022","Brazil","Fortaleza Sustainable Urban Development Project","Goods","Request for Bids","Public Administration;Industry, Trade and Services","AQUISI&#199;&#195;O DE BENS DE TI, FORNECIMENTO E INSTALA&#199;&#195;O DE EQUIPAMENTOS PARA TRANSMISS&#195;O DE SESS&#213;ES P&#218;BLICAS VIRTUAIS E VIDEOCONFER&#202;NCIA PARA A CLFOR (GRUPO 1- itens 1 a 3 / ITEM 9 /GRUPO 3- itens 10 a 13)","2022-04-01T00:00:00.000","DKM SOLUCOES EMPRESARIAIS EIRELI - EPP","Federative Republic of Brazil","BR","158763.0","BR-SEUMA-245309-GO-RFB-ITENS 1A3"
