"request_status","date_received","date_completed","suburb","category","service_desc","days_to_complete"
"CLOSED    ","2015-01-09T00:00:00.000","2015-01-10T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-01-09T00:00:00.000","2015-01-10T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-01-10T00:00:00.000","2015-01-10T00:00:00.000","Docklands","Parking","Parking Compliance Services","1"
"CLOSED    ","2015-01-12T00:00:00.000","2015-01-14T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-03-03T00:00:00.000","2015-03-04T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-03-03T00:00:00.000","2015-03-05T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Public Litter Bin ","2"
"CLOSED    ","2015-03-04T00:00:00.000","2015-03-11T00:00:00.000","East Melbourne","Parks and Trees","Tree Maintenance Services","7"
"CLOSED    ","2014-11-11T00:00:00.000","2014-11-13T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2014-11-13T00:00:00.000","2014-11-17T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2014-11-13T00:00:00.000","2014-11-17T00:00:00.000","Southbank","Waste, Street Cleaning and Litter ","Missing Bin ","4"
"CLOSED    ","2015-01-13T00:00:00.000","2015-01-21T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Damaged Bins ","8"
"CLOSED    ","2015-01-13T00:00:00.000","2015-01-14T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-01-14T00:00:00.000","2015-01-21T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Waste collection services","7"
"CLOSED    ","2015-01-14T00:00:00.000","2015-01-19T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","5"
"CLOSED    ","2015-01-15T00:00:00.000","2015-01-21T00:00:00.000","West Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","6"
"CLOSED    ","2015-03-05T00:00:00.000","2015-03-31T00:00:00.000","Southbank","Graffiti","Graffiti Removal ","26"
"CLOSED    ","2015-03-05T00:00:00.000","2015-03-20T00:00:00.000","Melbourne","Parks and Trees","Condition of Assets in Parks","15"
"CLOSED    ","2014-11-13T00:00:00.000","2014-11-17T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Damaged Bins ","4"
"CLOSED    ","2014-11-14T00:00:00.000","2014-11-17T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2014-11-14T00:00:00.000","2014-11-17T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missing Bin ","3"
"CLOSED    ","2014-11-14T00:00:00.000","2014-11-24T00:00:00.000","Kensington","Graffiti","Graffiti Removal ","10"
"CLOSED    ","2015-01-16T00:00:00.000","2015-01-21T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","5"
"CLOSED    ","2015-01-16T00:00:00.000","2015-01-22T00:00:00.000","North Melbourne","Graffiti","Graffiti Removal ","6"
"CLOSED    ","2015-01-16T00:00:00.000","2015-01-21T00:00:00.000","West Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","5"
"CLOSED    ","2015-01-19T00:00:00.000","2015-01-27T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","8"
"CLOSED    ","2015-03-12T00:00:00.000","2015-03-24T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","12"
"CLOSED    ","2015-03-12T00:00:00.000","2015-03-31T00:00:00.000","Parkville","Graffiti","Graffiti Removal ","19"
"CLOSED    ","2014-11-18T00:00:00.000","2014-11-20T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2014-11-19T00:00:00.000","2014-11-24T00:00:00.000","East Melbourne","Waste, Street Cleaning and Litter ","Public Litter Bin ","5"
"CLOSED    ","2015-01-20T00:00:00.000","2015-02-02T00:00:00.000","Parkville","Graffiti","Graffiti Removal ","13"
"CLOSED    ","2015-01-20T00:00:00.000","2015-01-21T00:00:00.000","Parkville","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-01-20T00:00:00.000","2015-01-21T00:00:00.000","South Yarra","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-01-20T00:00:00.000","2015-02-06T00:00:00.000","Carlton","Parks and Trees","Tree Maintenance Services","17"
"CLOSED    ","2015-03-13T00:00:00.000","2015-03-17T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","4"
"CLOSED    ","2015-03-13T00:00:00.000","2015-03-16T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Damaged Bins ","3"
"CLOSED    ","2015-03-16T00:00:00.000","2015-04-14T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","29"
"CLOSED    ","2015-03-16T00:00:00.000","2015-03-18T00:00:00.000","West Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","2"
"CLOSED    ","2015-03-17T00:00:00.000","2015-03-19T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","2"
"CLOSED    ","2014-11-20T00:00:00.000","2014-11-21T00:00:00.000","South Yarra","Waste, Street Cleaning and Litter ","Waste collection services","1"
"CLOSED    ","2014-11-24T00:00:00.000","2014-12-01T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","7"
"CLOSED    ","2014-11-25T00:00:00.000","2014-11-27T00:00:00.000","Southbank","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-01-22T00:00:00.000","2015-01-23T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-01-22T00:00:00.000","2015-01-27T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","5"
"CLOSED    ","2015-01-23T00:00:00.000","2015-01-28T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","5"
"CLOSED    ","2015-03-18T00:00:00.000","2015-03-20T00:00:00.000","Port Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-03-18T00:00:00.000","2015-04-10T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","23"
"CLOSED    ","2015-03-19T00:00:00.000","2015-04-20T00:00:00.000","Docklands","Parks and Trees","Condition of Assets in Parks","32"
"CLOSED    ","2015-03-19T00:00:00.000","2015-03-23T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2014-11-25T00:00:00.000","2014-12-01T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","6"
"CLOSED    ","2014-11-25T00:00:00.000","2014-11-25T00:00:00.000","North Melbourne","Parking","Parking Compliance Services","1"
"CLOSED    ","2014-11-26T00:00:00.000","2014-12-03T00:00:00.000","Melbourne","Parks and Trees","Tree Maintenance Services","7"
"CLOSED    ","2014-11-27T00:00:00.000","2014-11-28T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2014-11-27T00:00:00.000","2014-11-28T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2014-11-27T00:00:00.000","2014-12-01T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2015-01-27T00:00:00.000","2015-01-28T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-01-27T00:00:00.000","2015-01-28T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missing Bin ","1"
"CLOSED    ","2015-01-28T00:00:00.000","2015-01-28T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Street Cleaning services","1"
"CLOSED    ","2015-01-29T00:00:00.000","2015-02-02T00:00:00.000","East Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2015-01-29T00:00:00.000","2015-02-20T00:00:00.000","Kensington","Roads and Traffic","Road and Footpath Maintenance ","22"
"CLOSED    ","2015-03-20T00:00:00.000","2015-04-01T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","12"
"CLOSED    ","2015-03-21T00:00:00.000","2015-03-25T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Damaged Bins ","4"
"CLOSED    ","2015-03-23T00:00:00.000","2015-03-25T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Damaged Bins ","2"
"CLOSED    ","2014-11-28T00:00:00.000","2014-12-04T00:00:00.000","East Melbourne","Parks and Trees","Lawns and Irrigation ","6"
"CLOSED    ","2014-12-01T00:00:00.000","2014-12-03T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missing Bin ","2"
"CLOSED    ","2014-12-01T00:00:00.000","2014-12-08T00:00:00.000","West Melbourne","Graffiti","Graffiti Removal ","7"
"CLOSED    ","2014-12-02T00:00:00.000","2014-12-03T00:00:00.000","South Yarra","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-01-30T00:00:00.000","2015-02-09T00:00:00.000","Kensington","Parks and Trees","Tree Maintenance Services","10"
"CLOSED    ","2015-02-02T00:00:00.000","2015-02-02T00:00:00.000","South Yarra","Parking","Parking Compliance Services","1"
"CLOSED    ","2015-03-24T00:00:00.000","2015-03-26T00:00:00.000","Southbank","Waste, Street Cleaning and Litter ","Missing Bin ","2"
"CLOSED    ","2015-03-24T00:00:00.000","2015-04-10T00:00:00.000","West Melbourne","Graffiti","Graffiti Removal ","17"
"CLOSED    ","2015-03-24T00:00:00.000","2015-03-26T00:00:00.000","South Yarra","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-03-24T00:00:00.000","2015-03-26T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-07-23T00:00:00.000","2015-07-27T00:00:00.000","West Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2015-07-24T00:00:00.000","2015-07-27T00:00:00.000","Southbank","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2015-07-27T00:00:00.000","2015-07-29T00:00:00.000","Docklands","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-09-17T00:00:00.000","2015-09-21T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","4"
"CLOSED    ","2015-09-18T00:00:00.000","2015-09-21T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2015-11-12T00:00:00.000","2015-11-16T00:00:00.000","Southbank","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2015-11-12T00:00:00.000","2015-11-17T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","5"
"CLOSED    ","2015-11-13T00:00:00.000","2015-11-13T00:00:00.000","South Yarra","Parking","Parking Compliance Services","1"
"CLOSED    ","2015-11-13T00:00:00.000","2015-11-16T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2015-11-13T00:00:00.000","2015-11-16T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2015-05-27T00:00:00.000","2015-06-04T00:00:00.000","West Melbourne","Graffiti","Graffiti Removal ","8"
"CLOSED    ","2015-07-27T00:00:00.000","2015-08-03T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","7"
"CLOSED    ","2015-07-27T00:00:00.000","2015-08-10T00:00:00.000","Melbourne","Parks and Trees","Condition of Assets in Parks","14"
"CLOSED    ","2015-07-27T00:00:00.000","2015-07-28T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-07-28T00:00:00.000","2015-07-30T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missing Bin ","2"
"CLOSED    ","2015-07-28T00:00:00.000","2015-08-12T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","15"
"CLOSED    ","2015-09-21T00:00:00.000","2015-10-05T00:00:00.000","Kensington","Parks and Trees","Tree Maintenance Services","14"
"CLOSED    ","2015-09-22T00:00:00.000","2015-09-23T00:00:00.000","Parkville","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-09-22T00:00:00.000","2015-09-23T00:00:00.000","East Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-09-22T00:00:00.000","2015-09-25T00:00:00.000","Port Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","3"
"CLOSED    ","2015-11-16T00:00:00.000","2015-11-18T00:00:00.000","East Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","2"
"CLOSED    ","2015-11-16T00:00:00.000","2015-11-30T00:00:00.000","Melbourne","Parks and Trees","Condition of Assets in Parks","14"
"CLOSED    ","2015-11-17T00:00:00.000","2015-12-08T00:00:00.000","Carlton","Parks and Trees","Tree Maintenance Services","21"
"CLOSED    ","2015-11-17T00:00:00.000","2015-11-23T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","6"
"CLOSED    ","2015-11-17T00:00:00.000","2015-11-24T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","7"
"CLOSED    ","2015-05-26T00:00:00.000","2015-05-26T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Syringe pick-up services","1"
"CLOSED    ","2015-05-26T00:00:00.000","2015-05-28T00:00:00.000","Parkville","Waste, Street Cleaning and Litter ","Dumped Rubbish ","2"
"CLOSED    ","2015-05-27T00:00:00.000","2015-06-01T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","5"
"CLOSED    ","2015-07-30T00:00:00.000","2015-08-03T00:00:00.000","Melbourne","Parks and Trees","Condition of Assets in Parks","4"
"CLOSED    ","2015-08-01T00:00:00.000","2015-08-02T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-09-23T00:00:00.000","2015-09-30T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Public Litter Bin ","7"
"CLOSED    ","2015-09-23T00:00:00.000","2015-10-13T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","20"
"CLOSED    ","2015-09-24T00:00:00.000","2015-09-24T00:00:00.000","Docklands","Parking","Parking Compliance Services","1"
"CLOSED    ","2015-09-25T00:00:00.000","2015-09-29T00:00:00.000","East Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2015-11-18T00:00:00.000","2015-11-23T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Public Litter Bin ","5"
"CLOSED    ","2015-11-19T00:00:00.000","2015-11-24T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Damaged Bins ","5"
"CLOSED    ","2015-06-03T00:00:00.000","2015-06-05T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-06-04T00:00:00.000","2015-06-16T00:00:00.000","North Melbourne","Graffiti","Graffiti Removal ","12"
"CLOSED    ","2015-08-11T00:00:00.000","2015-09-07T00:00:00.000","North Melbourne","Graffiti","Graffiti Removal ","27"
"CLOSED    ","2015-06-05T00:00:00.000","2015-06-09T00:00:00.000","East Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2015-06-05T00:00:00.000","2015-06-09T00:00:00.000","East Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2015-06-09T00:00:00.000","2015-06-16T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","7"
"CLOSED    ","2015-08-03T00:00:00.000","2015-09-14T00:00:00.000","Docklands","Graffiti","Graffiti Removal ","42"
"CLOSED    ","2015-08-04T00:00:00.000","2015-08-17T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","13"
"CLOSED    ","2015-08-04T00:00:00.000","2015-08-05T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Dumped Rubbish ","1"
"CLOSED    ","2015-09-28T00:00:00.000","2015-10-16T00:00:00.000","East Melbourne","Graffiti","Graffiti Removal ","18"
"CLOSED    ","2015-09-29T00:00:00.000","2015-10-13T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","14"
"CLOSED    ","2015-09-30T00:00:00.000","2015-10-16T00:00:00.000","North Melbourne","Graffiti","Graffiti Removal ","16"
"CLOSED    ","2015-09-30T00:00:00.000","2015-10-13T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","13"
"CLOSED    ","2015-09-30T00:00:00.000","2015-10-20T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Dumped Rubbish ","20"
"CLOSED    ","2015-11-19T00:00:00.000","2015-11-25T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Damaged Bins ","6"
"CLOSED    ","2015-11-20T00:00:00.000","2015-11-24T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Damaged Bins ","4"
"CLOSED    ","2015-11-21T00:00:00.000","2015-11-25T00:00:00.000","Parkville","Parks and Trees","Lawns and Irrigation ","4"
"CLOSED    ","2015-11-23T00:00:00.000","2015-11-23T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Syringe pick-up services","1"
"CLOSED    ","2015-06-09T00:00:00.000","2015-07-07T00:00:00.000","East Melbourne","Roads and Traffic","Road and Footpath Maintenance ","28"
"CLOSED    ","2015-06-10T00:00:00.000","2015-06-16T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","6"
"CLOSED    ","2015-06-12T00:00:00.000","2015-06-15T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Public Litter Bin ","3"
"CLOSED    ","2015-08-05T00:00:00.000","2015-08-10T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","5"
"CLOSED    ","2015-08-06T00:00:00.000","2015-08-12T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","6"
"CLOSED    ","2015-08-06T00:00:00.000","2015-08-17T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","11"
"CLOSED    ","2015-08-06T00:00:00.000","2015-08-21T00:00:00.000","East Melbourne","Graffiti","Graffiti Removal ","15"
"CLOSED    ","2015-10-01T00:00:00.000","2015-10-21T00:00:00.000","East Melbourne","Graffiti","Graffiti Removal ","20"
"CLOSED    ","2015-10-01T00:00:00.000","2015-10-13T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","12"
"CLOSED    ","2015-10-01T00:00:00.000","2015-10-21T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","20"
"CLOSED    ","2015-10-05T00:00:00.000","2015-10-07T00:00:00.000","Parkville","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-11-23T00:00:00.000","2015-12-17T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","24"
"CLOSED    ","2015-11-24T00:00:00.000","2015-11-25T00:00:00.000","Parkville","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-06-12T00:00:00.000","2015-06-22T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","10"
"CLOSED    ","2015-06-15T00:00:00.000","2015-06-15T00:00:00.000","Docklands","Parking","Parking Compliance Services","1"
"CLOSED    ","2015-06-16T00:00:00.000","2015-06-22T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","6"
"CLOSED    ","2015-06-16T00:00:00.000","2015-06-18T00:00:00.000","South Yarra","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-08-07T00:00:00.000","2015-08-10T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2015-08-09T00:00:00.000","2015-08-14T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Damaged Bins ","5"
"CLOSED    ","2015-08-10T00:00:00.000","2015-08-17T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","7"
"CLOSED    ","2015-08-10T00:00:00.000","2015-08-20T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","10"
"CLOSED    ","2015-10-06T00:00:00.000","2015-10-13T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","7"
"CLOSED    ","2015-10-07T00:00:00.000","2015-10-07T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Damaged Bins ","1"
"CLOSED    ","2015-10-07T00:00:00.000","2015-10-13T00:00:00.000","North Melbourne","Parks and Trees","Tree Maintenance Services","6"
"CLOSED    ","2015-10-07T00:00:00.000","2015-10-12T00:00:00.000","North Melbourne","Parks and Trees","Tree Maintenance Services","5"
"CLOSED    ","2015-04-15T00:00:00.000","2015-04-17T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-04-16T00:00:00.000","2015-04-28T00:00:00.000","Kensington","Graffiti","Graffiti Removal ","12"
"CLOSED    ","2015-06-18T00:00:00.000","2015-06-19T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Street Cleaning services","1"
"CLOSED    ","2015-06-18T00:00:00.000","2015-06-22T00:00:00.000","Southbank","Waste, Street Cleaning and Litter ","Waste collection services","4"
"CLOSED    ","2015-06-19T00:00:00.000","2015-09-24T00:00:00.000","West Melbourne","Parks and Trees","Park Cleaning ","97"
"CLOSED    ","2015-06-19T00:00:00.000","2015-09-24T00:00:00.000","West Melbourne","Parks and Trees","Park Cleaning ","97"
"CLOSED    ","2015-08-12T00:00:00.000","2015-08-12T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-08-13T00:00:00.000","2015-09-10T00:00:00.000","Parkville","Graffiti","Graffiti Removal ","28"
"CLOSED    ","2015-08-13T00:00:00.000","2015-08-17T00:00:00.000","Parkville","Parks and Trees","Condition of Assets in Parks","4"
"CLOSED    ","2015-10-09T00:00:00.000","2015-10-23T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","14"
"CLOSED    ","2015-10-09T00:00:00.000","2015-10-13T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Damaged Bins ","4"
"CLOSED    ","2015-10-12T00:00:00.000","2015-10-13T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-04-21T00:00:00.000","2015-04-27T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","6"
"CLOSED    ","2015-04-21T00:00:00.000","2015-04-27T00:00:00.000","South Yarra","Graffiti","Graffiti Removal ","6"
"CLOSED    ","2015-04-21T00:00:00.000","2015-04-28T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","7"
"CLOSED    ","2015-06-19T00:00:00.000","2015-06-22T00:00:00.000","West Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","3"
"CLOSED    ","2015-06-23T00:00:00.000","2015-06-24T00:00:00.000","Kensington","Parks and Trees","Tree Maintenance Services","1"
"CLOSED    ","2015-06-23T00:00:00.000","2015-06-23T00:00:00.000","North Melbourne","Parking","Parking Compliance Services","1"
"CLOSED    ","2015-06-24T00:00:00.000","2015-06-30T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","6"
"CLOSED    ","2015-08-14T00:00:00.000","2015-08-14T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","1"
"CLOSED    ","2015-08-14T00:00:00.000","2015-08-18T00:00:00.000","Parkville","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2015-08-17T00:00:00.000","2015-09-10T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","24"
"CLOSED    ","2015-08-17T00:00:00.000","2015-09-03T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","17"
"CLOSED    ","2015-08-17T00:00:00.000","2015-08-19T00:00:00.000","East Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-08-18T00:00:00.000","2015-09-02T00:00:00.000","Parkville","Graffiti","Graffiti Removal ","15"
"CLOSED    ","2015-10-12T00:00:00.000","2015-10-26T00:00:00.000","North Melbourne","Graffiti","Graffiti Removal ","14"
"CLOSED    ","2015-10-13T00:00:00.000","2015-10-20T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","7"
"CLOSED    ","2015-04-23T00:00:00.000","2015-04-27T00:00:00.000","West Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2015-04-24T00:00:00.000","2015-04-29T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","5"
"CLOSED    ","2015-04-24T00:00:00.000","2015-06-30T00:00:00.000","Carlton","Parks and Trees","Park Cleaning ","67"
"CLOSED    ","2015-06-25T00:00:00.000","2015-06-25T00:00:00.000","Parkville","Roads and Traffic","Road and Footpath Maintenance ","1"
"CLOSED    ","2015-06-25T00:00:00.000","2015-07-03T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Waste collection services","8"
"CLOSED    ","2015-06-25T00:00:00.000","2015-06-29T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Public Litter Bin ","4"
"CLOSED    ","2015-06-29T00:00:00.000","2015-06-30T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missing Bin ","1"
"CLOSED    ","2015-08-18T00:00:00.000","2015-09-02T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","15"
"CLOSED    ","2015-10-14T00:00:00.000","2015-10-23T00:00:00.000","East Melbourne","Graffiti","Graffiti Removal ","9"
"CLOSED    ","2015-10-14T00:00:00.000","2015-10-15T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-10-15T00:00:00.000","2015-10-22T00:00:00.000","Carlton","Parks and Trees","Condition of Assets in Parks","7"
"CLOSED    ","2015-10-15T00:00:00.000","2015-10-15T00:00:00.000","Docklands","Parks and Trees","Park Cleaning ","1"
"CLOSED    ","2015-10-16T00:00:00.000","2015-10-29T00:00:00.000","Melbourne","Parks and Trees","Condition of Assets in Parks","13"
"CLOSED    ","2015-05-01T00:00:00.000","2015-05-21T00:00:00.000","Carlton","Parks and Trees","Park Cleaning ","20"
"CLOSED    ","2015-05-04T00:00:00.000","2015-05-18T00:00:00.000","North Melbourne","Graffiti","Graffiti Removal ","14"
"CLOSED    ","2015-05-04T00:00:00.000","2015-05-21T00:00:00.000","Kensington","Parks and Trees","Park Cleaning ","17"
"CLOSED    ","2015-06-29T00:00:00.000","2015-07-01T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-06-29T00:00:00.000","2015-07-10T00:00:00.000","North Melbourne","Graffiti","Graffiti Removal ","11"
"CLOSED    ","2015-06-30T00:00:00.000","2015-07-01T00:00:00.000","Kensington","Roads and Traffic","Road and Footpath Maintenance ","1"
"CLOSED    ","2015-08-21T00:00:00.000","2015-08-25T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","4"
"CLOSED    ","2015-08-21T00:00:00.000","2015-08-24T00:00:00.000","Port Melbourne","Waste, Street Cleaning and Litter ","Missing Bin ","3"
"CLOSED    ","2015-08-24T00:00:00.000","2015-09-01T00:00:00.000","Melbourne","Parks and Trees","Lawns and Irrigation ","8"
