"the_geom","objectid","asset_id","bmp","emp","b_lat","b_lon","b_ele","e_lat","e_lon","e_ele","beg_frame","end_frame","comments","prefix","route","session_nm","island","lane_id","direction","surveyed","source","type","length","obstructed","damaged","condition","deliveryid","lrm_name","nhs","pfes_id","shape_length","weathered","height","vegetation"
"MULTILINESTRING ((-155.102966488548 19.811909690598, -155.102951560109 19.811874586056, -155.102912409575 19.811786860495))","11800","-Lga0LQgHs9rUFhIk5yS6k","8.62851","8.61937","19.81191315","-155.102981","494.299987792969","19.81179032","-155.10292692","492.200012207031","45411","45415",,"SR","19","Hawaii_SR_19_CTR_-_2019","Hawaii","CTR","-MP","13-MAR-2019","MS2019","Ground-Mounted Delineator","48","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","15.7315434665967","NO","34","NO"
"MULTILINESTRING ((-155.719466560366 19.880001881284, -155.719342891868 19.880207870733, -155.719182227044 19.880462013052, -155.719014508883 19.88072784467, -155.718920585778 19.880876779788, -155.71886014557 19.880960589059))","12813","-LbifFzjIP1XrcfaJ5E0Ck","10.61591","10.53925","19.88000535","-155.71948105","2665.69995117188","19.88096406","-155.71887464","2664.80004882813","14194","14232",,"SR","190","Hawaii_SR_190_CTR_-_2019","Hawaii","CTR","-MP","06-MAR-2019","MS2019","Ground-Mounted Delineator","406","NO","NO","FAIR","MARCH_2020_1","CDS","NO","NA","132.074296464261","NO","40","YES"
"MULTILINESTRING ((-155.948911368964 19.602529863301, -155.94890136909 19.602529863542))","5880","-LbQWUf1FgXsXbw8fnUNPV","2.62845","2.62845","19.60253335","-155.94892586","1157.09997558594","19.60253335","-155.94892586","1157.09997558594","1365","1365",,"CR","180","Hawaii_CR_180_CTR_+_2019","Hawaii","CTR","+MP","05-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11318086124124","NO","44","NO"
"MULTILINESTRING ((-158.014154837032 21.474220014323, -158.014144835907 21.474220014073))","804","-Lau7YO1IvP3TrW8GWO03k","6.42829","6.42829","21.47422343","-158.01416923","815.5","21.47422343","-158.01416923","815.5","3263","3263",,"SR","H-2","Oahu_SR_H-2_CTR_+_2019","Oahu","CTR","+MP","09-FEB-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_H-2_+MP_5.913","1.11332019830992","NO","49","NO"
"MULTILINESTRING ((-159.668405967056 22.082239376209, -159.668395967669 22.08223937643))","9995","-LetcsHdGGe8KR5GwGXu2k","11.30542","11.30542","22.08224277","-159.66842029","3523.30004882813","22.08224277","-159.66842029","3523.30004882813","5710","5710",,"SR","550","Kauai_SR_550_CTR_+_2019","Kauai","CTR","+MP","10-APR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Kauai_550_+MP_8.5","1.11312669174572","NO","34","NO"
"MULTILINESTRING ((-155.863323135793 19.181121349904, -155.863313135782 19.181121350335))","13525","-LdAwTCgGxussGH04f479k","86.54837","86.54837","19.18112485","-155.86333764","1765.59997558594","19.18112485","-155.86333764","1765.59997558594","17747","17747",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11319603514219","NO","27","NO"
"MULTILINESTRING ((-155.099045899001 19.672377701885, -155.099064788191 19.67237532794))","5269","-LbWOblsGVTeCOHMmVpfkV","2.10659","2.10783","19.67238117","-155.09906041","622.799987792969","19.67237879","-155.0990793","623.299987792969","1103","1104",,"CR","2740","Hawaii_CR_2740_CTR_+_2019","Hawaii","CTR","+MP","15-MAR-2019","MS2019","Tubular Marker Yellow","7","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","2.1213810366499","NO","38","NO"
"MULTILINESTRING ((-158.044846101728 21.490563395576, -158.044836102315 21.490563395331))","1873","-M0UVkMoG8HuKqXOp5Vwg-","8.67901","8.67901","21.49056681","-158.04486049","919.599975585938","21.49056681","-158.04486049","919.599975585938","7593","7593",,"SR","99","Oahu_SR_99_CTR_-_2019","Oahu","CTR","-MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11312960499351","NO","51","NO"
"MULTILINESTRING ((-155.084721988544 19.673317892858, -155.084711987601 19.673317892872))","5249","-LbWVxLgHzT2ICJe88cU_F","1.17404","1.17404","19.67332136","-155.0847365","492.200012207031","19.67332136","-155.0847365","492.200012207031","738","738",,"CR","2740","Hawaii_CR_2740_CTR_-_2019","Hawaii","CTR","-MP","15-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11329981684808","NO","39","NO"
"MULTILINESTRING ((-156.689940309375 20.916980917038, -156.689952412486 20.917159034986))","9197","-Lc2UD8OIc50TJtpLexZ6F","24.05123","24.06357","20.91698435","-156.68995476","71.0999984741211","20.91716247","-156.68996686","70.6999969482422","12050","12054",,"SR","30","Maui_SR_30_CTR_+_2019","Maui","CTR","+MP","17-MAR-2019","MS2019","Ground-Mounted Delineator","65","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Maui_30_+MP_23.9","21.2696059361596","NO","27","NO"
"MULTILINESTRING ((-159.316275481385 22.082141342159, -159.316265480654 22.082141342529))","9949","-LhHd_DWFf9orTsPCfxCp-","0.22538","0.22538","22.08214473","-159.31628982","63.2999992370605","22.08214473","-159.31628982","63.2999992370605","166","166",,"SR","5600","Kauai_SR_5600_CTR_+_2019","Kauai","CTR","+MP","09-APR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","FAIR","MARCH_2020_1","CDS","NO","Kauai_5600_+MP_0.07","1.11327632232821","YES","50","NO"
"MULTILINESTRING ((-155.98069051107 19.639159790865, -155.980680510584 19.639159791703))","14625","-LcbEQtIGOuEQF08KeKeSF","121.00389","121.00389","19.63916328","-155.980705","336.5","19.63916328","-155.980705","336.5","60431","60431",,"SR","11","Hawaii_SR_11_CTR_+_2019","Hawaii","CTR","+MP","19-MAR-2019","MS2019","Tubular Marker White","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_11_+MP_118.9","1.11324899338754","NO","54","NO"
"MULTILINESTRING ((-155.999327446717 19.719077759997, -155.999286807862 19.719078205029))","5406","-LbU7FpDF5904U9E2v4Q_-","1.43929","1.43667","19.71908124","-155.99934194","861.599975585938","19.71908169","-155.9993013","862.900024414063","1149","1150",,"CR","198","Hawaii_CR_198_CTR_-_2019","Hawaii","CTR","-MP","12-MAR-2019","MS2019","Tubular Marker Yellow","14","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","4.52420271542318","NO","44","NO"
"MULTILINESTRING ((-155.155384455737 19.926654765921, -155.155460789213 19.926721570288, -155.155671200016 19.926907763056))","12746","-LdoY_S6FAmn031gZFgyiV","17.97128","17.99641","19.92665822","-155.15539896","285.5","19.92691122","-155.1556857","284.600006103516","9025","9028",,"SR","19","Hawaii_SR_19_CTR_+_2019","Hawaii","CTR","+MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","135","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Hawaii_19_+MP_17.49","43.7760047573708","NO","46","NO"
"MULTILINESTRING ((-155.873414581038 19.284674076368, -155.873404581307 19.284674076578))","13434","-LdAVZYlI2qlMBVt9a-WQk","93.96851","93.96851","19.28467758","-155.87342908","1312.5","19.28467758","-155.87342908","1312.5","14043","14043",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.1131649690659","NO","29","NO"
"MULTILINESTRING ((-155.723864795256 19.821711982987, -155.723976034916 19.821796065649, -155.724089616778 19.821882389871, -155.724205742342 19.82196224711, -155.724325756256 19.822046661341, -155.7244378108 19.822125166585, -155.724556141529 19.822207635482, -155.724674037349 19.822290204632, -155.724913179001 19.822447889691, -155.72514821322 19.822612010004, -155.725615268576 19.82293833982, -155.725848919402 19.82310348905, -155.726083690385 19.82326752139, -155.72631697551 19.823429250888, -155.726551144772 19.82359300272, -155.726784459599 19.823757286461, -155.727021280463 19.823921817518, -155.727487397176 19.824248916722, -155.727720525772 19.824412379242, -155.727954659166 19.824575700198, -155.728187992744 19.824738841965, -155.728422219645 19.824902209262))","11091","-Ld5zQ-JHtuY3dcLKDeEKF","40.84395","41.21363","19.82171545","-155.72387929","3301.69995117188","19.82490568","-155.72843671","3189.10009765625","20426","20608","re","SR","200","Hawaii_SR_200_CTR_+_2019","Hawaii","CTR","+MP","28-MAR-2019","MS2019","Tubular Marker White","1951","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_200_+MP_33.03","632.410010307819","NO","28","NO"
"MULTILINESTRING ((-159.589704431287 21.919320830148, -159.589694430619 21.919320829864))","4967","-Lf2HUxGGSu3mfvscAzkfV","0.85552","0.85552","21.91932423","-159.58971875","239.600006103516","21.91932423","-159.58971875","239.600006103516","479","479",,"CR","543","Kauai_CR_543_CTR_+_2019","Kauai","CTR","+MP","08-APR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11326921038121","NO","37","NO"
"MULTILINESTRING ((-156.50535146601 20.92584654236, -156.505341465434 20.925846542429))","8741","-Lc44bfuGNqpfWrfjsHOM-","0.77291","0.77291","20.92584997","-156.50536592","155.899993896484","20.92584997","-156.50536592","155.899993896484","438","438",,"SR","340","Maui_SR_340_CTR_+_2019","Maui","CTR","+MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Maui_340_+MP_0","1.11325898396959","NO","38","NO"
"MULTILINESTRING ((-158.052535677099 21.359423216208, -158.052463321396 21.359347857158, -158.052317746857 21.359195219721, -158.052175490349 21.359040616047, -158.052036346366 21.358880760094, -158.05190194075 21.358722125126, -158.051833711734 21.358640136225, -158.051702083746 21.35847480969))","1144","-LgUtmSWHBHjzEds3-YXFF","0.68962","0.77414","21.35942664","-158.05255007","197.5","21.35847823","-158.05171648","194.399993896484","399","441",,"SR","8930","Oahu_SR_8930_CTR_+_2019","Oahu","CTR","+MP","29-JAN-2019","MS2019","Tubular Marker Yellow","446","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_8930_+MP_0","146.573232656083","NO","44","NO"
"MULTILINESTRING ((-156.177674896128 20.868147405303, -156.177664896577 20.868147405455))","7857","-Lgje98AGmqnwkiV93ropk","10.80394","10.80394","20.86815083","-156.17768936","660.200012207031","20.86815083","-156.17768936","660.200012207031","12013","12013",,"SR","360","Maui_SR_360_CTR_-_2019","Maui","CTR","-MP","21-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11314502373176","NO","41","NO"
"MULTILINESTRING ((-155.55534549557 20.052674149625, -155.555335495197 20.0526741495))","12380","-LfRSOsgGKPYvy3G1NiwKV","48.95749","48.95749","20.05267761","-155.55535999","2692.10009765625","20.05267761","-155.55535999","2692.10009765625","24492","24492",,"SR","19","Hawaii_SR_19_CTR_+_2019","Hawaii","CTR","+MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Hawaii_19_+MP_42.74","1.1132364683839","NO","35","NO"
"MULTILINESTRING ((-156.307708430443 20.812676943753, -156.307698429911 20.812676943736))","7655","-LcHNiGJF1PFjlX2R8WvbF","2.59208","2.59208","20.81268038","-156.30772289","2582.19995117188","20.81268038","-156.30772289","2582.19995117188","1347","1347",,"SR","377","Maui_SR_377_CTR_+_2019","Maui","CTR","+MP","20-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Maui_377_+MP_0","1.1132541969437","NO","42","NO"
"MULTILINESTRING ((-157.933667281125 21.349030962859, -157.933657280991 21.349030962616))","553","-Lb5F_VXFUmbM6ft2RH9yF","0.10285","0.10285","21.34903439","-157.93368168","91.3000030517578","21.34903439","-157.93368168","91.3000030517578","104","104",,"RMP","H-1","Oahu_RMP_H-1_EB_15_CTR_+_2019","Oahu","EB","+MP","14-FEB-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_H-1_+MP_0.096","1.11320984028785","NO","41","NO"
"MULTILINESTRING ((-155.891152207181 19.434988999572, -155.891142206668 19.434988999626))","13174","-LbUeQjxI8an21TLuoOZ1-","1.47289","1.47289","19.43499249","-155.89116671","671.900024414063","19.43499249","-155.89116671","671.900024414063","1226","1226",,"SR","160","Hawaii_SR_160_CTR_-_2019","Hawaii","CTR","-MP","11-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11325201766582","NO","34","NO"
"MULTILINESTRING ((-155.416642506068 19.302033945707, -155.416780646219 19.301790541357, -155.416918220413 19.30154888169, -155.417055456252 19.301306591684))","14490","-Lch8gkzGuPX8lk5p04xSV","43.31374","43.37056","19.30203743","-155.41665702","2431.39990234375","19.30131008","-155.41706997","2426.5","21658","21686",,"SR","11","Hawaii_SR_11_CTR_+_2019","Hawaii","CTR","+MP","19-MAR-2019","MS2019","Tubular Marker White","300","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_11_+MP_39.39","97.3307087859182","NO","47","NO"
"MULTILINESTRING ((-155.985734090318 19.718240134466, -155.985731690283 19.71826857326, -155.985722004198 19.718290369986, -155.985705580345 19.718298098121, -155.985685199529 19.718299575108, -155.985646512869 19.718294871866))","5407","-LbUEqLbGmL7domKSaGkQ-","0.52978","0.52438","19.71824361","-155.98574858","1382","19.71829835","-155.985661","1390.09997558594","1604","1606",,"CR","198","Hawaii_CR_198_CTR_-_2019","Hawaii","CTR","-MP","12-MAR-2019","MS2019","Tubular Marker Yellow","46","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","14.829380528644","NO","30","NO"
"MULTILINESTRING ((-158.050122285371 21.420771786541, -158.050112284915 21.420771786755))","1347","-La_n5XTGiPYpIMZAHFm5F","2.80402","2.80402","21.42077521","-158.05013668","717.599975585938","21.42077521","-158.05013668","717.599975585938","1455","1455",,"SR","750","Oahu_SR_750_CTR_+_2019","Oahu","CTR","+MP","02-FEB-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_750_+MP_1.12","1.11324569239811","NO","41","NO"
"MULTILINESTRING ((-158.059985407825 21.447630175663, -158.059975407444 21.447630176409))","1333","-La_ro29IO15vrPTMiSBU-","4.80542","4.80542","21.44763359","-158.0599998","901.200012207031","21.44763359","-158.0599998","901.200012207031","2456","2456",,"SR","750","Oahu_SR_750_CTR_+_2019","Oahu","CTR","+MP","02-FEB-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_750_+MP_1.12","1.11323735848584","NO","41","NO"
"MULTILINESTRING ((-155.830143073595 20.175257957929, -155.830133074717 20.175257958114))","10635","-LcYR_0vFHXAO4YPtvpL1V","14.25017","14.25017","20.17526141","-155.83015756","2120.5","20.17526141","-155.83015756","2120.5","2561","2561",,"SR","250","Hawaii_SR_250_CTR_-_2019","Hawaii","CTR","-MP","26-MAR-2019","MS2019","Tubular Marker Yellow","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.1130700374326","NO","33","NO"
"MULTILINESTRING ((-155.64230372585 19.062782839239, -155.642445420995 19.062798999554, -155.642591268504 19.062791107974, -155.642731986752 19.06276917236))","14302","-LcjCUEyIf1T5VGQ2eLTJ-","68.01812","68.0457","19.06278634","-155.64231824","1867.5","19.06277268","-155.6427465","1875","33986","34000",,"SR","11","Hawaii_SR_11_CTR_+_2019","Hawaii","CTR","+MP","19-MAR-2019","MS2019","Ground-Mounted Delineator","149","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_11_+MP_60.84","48.0264075954546","NO","43","NO"
"MULTILINESTRING ((-155.770333741448 20.022789902068, -155.770323741296 20.022789901771))","12142","-LfT0T2mIdDWDQirjEo4_F","63.64054","63.64054","20.02279336","-155.77034823","1355.09997558594","20.02279336","-155.77034823","1355.09997558594","31820","31820",,"SR","19","Hawaii_SR_19_CTR_+_2019","Hawaii","CTR","+MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Hawaii_19_+MP_58.08","1.11321178879385","NO","46","NO"
"MULTILINESTRING ((-155.891010732277 20.203684847256, -155.890991902012 20.203728163096))","10532","-Lb_9wXAHD9Jz5dVKEDr--","14.08191","14.08512","20.2036883","-155.89102521","363.5","20.20373162","-155.89100638","362.700012207031","7090","7092",,"SR","270","Hawaii_SR_270_CTR_+_2019","Hawaii","CTR","+MP","03-MAR-2019","MS2019","Ground-Mounted Delineator","17","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Hawaii_270_+MP_13.26","5.54917807346853","NO","22","NO"
"MULTILINESTRING ((-155.848251751369 19.93118404895, -155.848241750721 19.931184048333))","12020","-LfWeHCiFvLE5TPb57XBvk","73.67166","73.67166","19.93118752","-155.84826624","230.300003051758","19.93118752","-155.84826624","230.300003051758","36834","36834",,"SR","19","Hawaii_SR_19_CTR_+_2019","Hawaii","CTR","+MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Hawaii_19_+MP_68.98","1.1132670851202","NO","34","NO"
"MULTILINESTRING ((-155.091440918945 19.693903938049, -155.091438739257 19.693883040193))","11166","-Lbxm76iG1eSI059cbKwXk","2.27427","2.27427","19.6939074","-155.09145543","391.700012207031","19.6939074","-155.09145543","391.700012207031","1186","1186",,"SR","2000","Hawaii_SR_2000_CTR_+_2019","Hawaii","CTR","+MP","20-MAR-2019","MS2019","Tubular Marker Yellow","8","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_2000_+MP_2.18","2.48275374099424","NO","43","NO"
"MULTILINESTRING ((-155.806065407428 20.232144273933, -155.806077561214 20.232125244398, -155.806099411333 20.232123239752, -155.806253272452 20.232151819621, -155.806553130865 20.232258041178, -155.806690628597 20.232332105552))","10330","-LeJ-IeXFnenwIg_MwPpP-","20.98083","20.93829","20.23214773","-155.80607989","565.900024414063","20.23233556","-155.80670511","572","3024","3045",,"SR","270","Hawaii_SR_270_CTR_-_2019","Hawaii","CTR","-MP","26-MAR-2019","MS2019","Ground-Mounted Delineator","233","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","75.8649047863004","NO","37","NO"
"MULTILINESTRING ((-155.755756633938 20.219282070178, -155.755647588186 20.21921213139, -155.755576782521 20.219190678231))","10452","-LbfEwxbHDevqp5cpuZIP-","24.62513","24.63691","20.21928552","-155.75577112","231.5","20.21919413","-155.75559127","230.699996948242","12360","12366",,"SR","270","Hawaii_SR_270_CTR_+_2019","Hawaii","CTR","+MP","03-MAR-2019","MS2019","Ground-Mounted Delineator","71","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Hawaii_270_+MP_23.8","22.9861555441295","NO","39","NO"
"MULTILINESTRING ((-155.986406360202 20.747706846461, -155.986404988994 20.747689710885))","4317","-Ldfc_X2FxaFUtg7z5ZkWk","38.01159","38.01042","20.74771028","-155.98642083","164.100006103516","20.74769314","-155.98641946","164.199996948242","301","302",,"CR","3700","Maui_CR_3700_CTR_-_2019","Maui","CTR","-MP","27-MAR-2019","MS2019","Ground-Mounted Delineator","6","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","2.04550944710492","NO","49","NO"
"MULTILINESTRING ((-156.194308252867 20.879550467364, -156.194283887289 20.879585196641))","7957","-LhHRJ99FM1DfbLZGDdRyF","8.43507","8.43241","20.87955389","-156.19432271","786","20.87958862","-156.19429835","786.700012207031","13199","13200",,"SR","360","Maui_SR_360_CTR_-_2019","Maui","CTR","-MP","21-MAR-2019","MS2019","Tubular Marker Yellow","15","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","4.94752683884056","NO","39","NO"
"MULTILINESTRING ((-157.90002855942 21.361978719733, -157.900018560412 21.361978720173))","1664","-M0L8wvZHriX0EV8fg8YA-","1.91401","1.91401","21.36198214","-157.90004296","235","21.36198214","-157.90004296","235","1291","1291",,"SR","H-201","Oahu_SR_H-201_CTR_-_2019","Oahu","CTR","-MP","24-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.1130843994486","NO","47","NO"
"MULTILINESTRING ((-157.731637220527 21.356892557035, -157.731627220394 21.35689255648))","3369","-M00VhC2HlD7JgFTst9GdV","2.31362","2.31362","21.35689598","-157.73165163","152.199996948242","21.35689598","-157.73165163","152.199996948242","8102","8102",,"SR","72","Oahu_SR_72_CTR_-_2019","Oahu","CTR","-MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11320974130856","NO","28","NO"
