"event_type","organization_name","facility_name","direction","city","county","state","create_time","close_time","event_description","responding_organization_id","latitude","longitude"
"crash","New York State Department of Transportation Traffic Management Center - Albany","NY 22",,"at Granville","Washington","NY","2020-03-31T14:34:16.000","2020-03-31T15:53:10.000","Crash on NY 22 at Crusher Hill Rd (Granville) 1 lane may be closed","New York State Department of Transportation Traffic Management Center - Albany","43.618844","-73.437715"
"roadwork","New Jersey Department of Transportation - Traffic Operations Center South","US 40","Westbound","Franklin Twp","Gloucester","NJ","2020-03-31T14:31:28.000","2020-04-01T14:47:23.000","Roadwork on US 40 westbound West of NJ 55 (Franklin Twp) Not currently scheduled","New Jersey Department of Transportation - Traffic Operations Center South","39.581764","-75.073524"
"pothole repair","New York State Department of Transportation Traffic Management Center - Albany","I-87 Northway","Both directions","between Malta","Saratoga","NY","2020-03-31T14:31:28.000","2020-04-03T14:48:21.000","Pothole repair on I-87 Northway both directions between Exit 12; NY 67 (Malta) and Saratoga-Warren County Line (Queensbury) , Friday April 3rd, 2020, 07:00 AM thru 02:30 PM, right lane closed","New York State Department of Transportation Traffic Management Center - Albany","42.967899","-73.801399"
"pothole repair","New York State Department of Transportation Traffic Management Center - Albany","NY 67","Both directions","between Malta","Saratoga","NY","2020-03-31T14:31:28.000","2020-03-31T14:47:17.000","Pothole repair on NY 67 both directions between Round Lake Ave (Malta) and US 9 (Malta) Not currently scheduled","New York State Department of Transportation Traffic Management Center - Albany","42.970001","-73.7928"
"incident","MTA NYC Transit Subway","M & R Lines",,"at Queens","Queens","NY","2020-03-31T14:29:24.000","2020-03-31T14:53:22.000","Due to Police activity M & R Lines at Jackson Hts-Roosevelt Avenue Station (Queens) trains are delayed.","MTA NYC Transit Subway","40.74687","-73.89145"
"roadwork","New York State Department of Transportation Traffic Management Center - Albany","NY 73","Both directions","at Keene","Essex","NY","2020-03-31T14:27:25.000","2020-04-01T13:49:34.000","Roadwork on NY 73 both directions at Hulls Falls Rd (Keene), Wednesday April 1st, 2020, 08:00 AM thru 01:30 PM alternate lanes closed","New York State Department of Transportation Traffic Management Center - Albany","44.256464","-73.793068"
"guard rail repairs","New York State Department of Transportation Traffic Management Center - Albany","I-87 Northway","Southbound","between Westport","Essex","NY","2020-03-31T14:23:23.000","2020-04-01T13:47:36.000","Guard rail repairs on I-87 Northway southbound between Exit 31; NY 9N (Westport) and Exit 30; US 9; NY 73 (North Hudson), Wednesday April 1st, 2020, 08:30 AM thru 01:30 PM left lane closed","New York State Department of Transportation Traffic Management Center - Albany","44.205898","-73.508102"
"disabled tractor trailer","Port Authority New York/New Jersey","Port Newark Elizabeth Marine Terminal",,,"Essex","NJ","2020-03-31T14:20:22.000","2020-03-31T15:39:17.000","Disabled tractor trailer on Port Newark Elizabeth Marine Terminal (Essex) Disabled tractor trailer on Northboun Corbin Street at Tyler ,right lane is blocked","Port Authority New York/New Jersey","40.693199","-74.156169"
"sign work","New Jersey DOT - Statewide Traffic Management Center","I-80","Westbound","area of Denville Twp","Morris","NJ","2020-03-31T14:17:16.000",,"Sign work on I-80 westbound area of Exit 39 - NJ 53 (Denville Twp) , Monday April 20th, 2020 thru Wednesday April 22nd, 2020 Monday/ Tuesday, 09:00 PM thru 05:00 AM, at least one lane closed","New Jersey DOT - Statewide Traffic Management Center","40.891023","-74.481379"
"construction","New York State Department of Transportation Traffic Management Center - Albany","NY 5","Westbound","at Colonie","Albany","NY","2020-03-31T14:14:15.000","2020-04-03T15:18:29.000","Construction on NY 5 westbound at Locust Park (Colonie) no lane closures, Wednesday April 1st, 2020, 07:00 AM thru 03:00 PM","New York State Department of Transportation Traffic Management Center - Albany","42.719515","-73.835049"
"construction","New York State Department of Transportation (Region 11)","West 63rd Street",,"between New York","New York","NY","2020-03-31T14:10:28.000",,"Crane operations on West 63rd Street between Riverside Boulevard (New York) and Freedom Place Only Saturday and Sub=nday, Saturday April 4th, 2020 thru Sunday April 12th, 2020, Saturday/ Sunday, 08:00 AM thru 08:00 PM all lanes closed","New York State Department of Transportation (Region 11)","40.774799","-73.990246"
"construction","New York State Department of Transportation (Region 11)","Belt System - Southern Parkway","Eastbound","at New York","Queens","NY","2020-03-31T14:01:30.000","2020-03-31T14:16:20.000","Construction on Belt System - Southern Parkway eastbound at I-678- Van Wyck Expressway;Ramp (New York) Subject to change without notice. Not currently scheduled","New York State Department of Transportation (Region 11)","40.666301","-73.801803"
"pothole repair","New York State Department of Transportation (Region 10)","I-495","Westbound","between Brookhaven","Suffolk","NY","2020-03-31T14:01:30.000","2020-03-31T14:19:26.000","Pothole repair on I-495 westbound between Exit 69 - Wading River Road; CR 25 (Brookhaven) and Exit 64 --NY 112; Patchogue-Port Jefferson Road (Brookhaven) Not currently scheduled","New York State Department of Transportation (Region 10)","40.862","-72.8258"
"crane operations","New York State Department of Transportation (Region 11)","West 27th Street",,"between New York","New York","NY","2020-03-31T14:01:30.000","2020-04-05T18:16:13.000","Crane operations on West 27th Street between 10th Avenue (New York) and 11th Avenue, Saturday April 4th, 2020, 08:00 AM thru 06:00 PM all lanes closed, Sunday April 5th, 2020, 09:00 AM thru 06:00 PM all lanes closed","New York State Department of Transportation (Region 11)","40.750913","-74.003877"
"construction","New Jersey DOT - Statewide Traffic Management Center","US 1&9","Both directions","area of Elizabeth","Union","NJ","2020-03-31T14:01:30.000","2020-03-31T14:18:14.000","Construction on US 1&9 both directions area of CR 624/North Ave (Elizabeth) Not currently scheduled","New Jersey DOT - Statewide Traffic Management Center","40.675503","-74.198752"
"construction","New York State Department of Transportation Traffic Management Center - Albany","US 9","Both directions","between Schroon","Essex","NY","2020-03-31T13:57:30.000","2020-03-31T14:01:30.000","Construction, roadwork on US 9 both directions between Town of Schroon; Town of Chester Line; Essex-Warren County Line (Schroon) and Hoffman Road (Schroon) alternate lanes closed until 2:00 P.M.","New York State Department of Transportation Traffic Management Center - Albany","43.770599","-73.7929"
"roadwork","Connecticut Department of Transportation-Newington-Highway Operations Center","S2W","Westbound","at E. HARTFORD",,"CT","2020-03-31T13:56:22.000","2020-03-31T15:23:26.000","Road Work on RT2 Westbound between Exits 5D and 3 (3.3 miles) in effect today until 3:00 pm. The right lane is closed. Reported Tuesday, March 31 at 1:53 pm.","Connecticut Department of Transportation-Newington-Highway Operations Center","41.728186","-72.613685"
"crash road closed","New York State Department of Transportation (Region 8)","US 209","Both directions","north of Deerpark","Orange","NY","2020-03-31T13:50:19.000","2020-03-31T20:23:27.000","Crash Road Closed on US 209 both directions north of CR 80; Neversink Drive (Deerpark) all lanes blocked","New York State Department of Transportation (Region 8)","41.409999","-74.636001"
"construction","New York State Department of Transportation Traffic Management Center - Albany","NY 9R","Westbound","between Colonie","Albany","NY","2020-03-31T13:49:30.000","2020-04-01T15:02:33.000","Construction on NY 9R westbound between Johnson Road (Colonie) and Old Loudon Road (Colonie), Tuesday March 31st, 2020 thru Wednesday April 1st, 2020, 09:00 AM thru 03:00 PM right lane closed","New York State Department of Transportation Traffic Management Center - Albany","42.762798","-73.749801"
"disabled vehicle","New York State Department of Transportation (Region 8)","Taconic State Parkway","Southbound","south of Yorktown","Westchester","NY","2020-03-31T13:42:15.000","2020-03-31T16:39:25.000","Disabled vehicle on Taconic State Parkway southbound south of Exit 17A - US 202; NY 35; Crompond Road (Yorktown) right shoulder of 3 lanes blocked","New York State Department of Transportation (Region 8)","41.2882","-73.819297"
"construction","MTA NYC Transit Subway","Times Square-Grand Central Station Shuttle","Both directions","Manhattan","New York","NY","2020-03-31T13:40:26.000","2020-04-06T00:15:13.000","Due to Construction, both directions Times Square-Grand Central Station Shuttle Grand Central-42nd Street Station (Manhattan) to Times Square-42nd Street Station (Manhattan) 42 Street shuttle trains will not run Take the 7 instead, Continuous Saturday April 4th, 2020 12:00 AM thru Sunday April 5th, 2020 11:59 PM ,","MTA NYC Transit Subway","40.752071","-73.977653"
"construction","MTA NYC Transit Subway","L Line","Manhattan bound","at Brooklyn","Kings","NY","2020-03-31T13:37:17.000","2020-04-06T01:46:16.000","Due to Construction, Manhattan Bound L Line at Lorimer Street Station (Brooklyn) The last stop for some trains headed toward Manhattan will be Lorimer St, Friday April 3rd, 2020 thru Saturday April 4th, 2020, 10:00 PM thru 01:30 AM,, Continuous Saturday April 4th, 2020 6:00 AM thru Monday April 6th, 2020 1:30 AM ,","MTA NYC Transit Subway","40.71407","-73.94932"
"incident","MTA NYC Transit Subway","BM1, BM2, BM3 and BM4 buses","Both directions",,"New York/Kings","NY","2020-03-31T13:35:35.000",,"Due to Operational activity, both directions BM1, BM2, BM3 and BM4 buses (Manhattan/Brooklyn) buses will make all local stops servicing Midtown and Downtown. We are running as many buses as we can with the crews who are healthy and able to work.","MTA NYC Transit Subway","40.74723","-73.981329"
"downed pole, downed wires","New Jersey Department of Transportation - Traffic Operations Center South","US 130","Southbound","between Willingboro Twp","Burlington","NJ","2020-03-31T13:35:35.000","2020-03-31T14:33:22.000","Downed pole and Downed wires on US 130 southbound between CR 626/Mount Holly Rd (Willingboro Twp) and Bridgeboro St (Willingboro Twp) all lanes open to traffic","New Jersey Department of Transportation - Traffic Operations Center South","40.038484","-74.916071"
"bridge work","New Jersey DOT - Statewide Traffic Management Center","I-80","Eastbound","between Hope Twp","Warren","NJ","2020-03-31T13:32:18.000","2020-04-01T06:19:29.000","Bridge work on I-80 eastbound between Exit 12 - CR 521/Hope-Blairstown Rd (Hope Twp) and Exit 19 - CR 517 (Allamuchy Twp) , Tuesday March 31st, 2020 thru Wednesday April 1st, 2020, 08:00 PM thru 06:00 AM, right and center lanes closed","New Jersey DOT - Statewide Traffic Management Center","40.92471","-74.960698"
"roadwork","New York State Department of Transportation (Region 8)","I-84","Westbound","between Newburgh","Orange","NY","2020-03-31T13:32:18.000","2020-04-03T15:18:29.000","Roadwork on I-84 westbound between Exit 6 (I-84) - Newburgh (NY 17K) (Newburgh) and Exit 5 (I-84) - Maybrook (NY 208) (Montgomery) D263712, Thursday April 2nd, 2020 thru Friday April 3rd, 2020, Thursday/Friday, 09:00 AM thru 03:00 PM right shoulder closure","New York State Department of Transportation (Region 8)","41.52","-74.110038"
"crash","New York State Department of Transportation Traffic Management Center - Albany","I-90","Eastbound","ramp to Albany","Albany","NY","2020-03-31T13:30:22.000","2020-03-31T13:51:21.000","Crash on I-90 eastbound ramp to Exit 6; US 9 (Albany) left shoulder closed","New York State Department of Transportation Traffic Management Center - Albany","42.669354","-73.751921"
"drainage improvements","New Jersey DOT - Statewide Traffic Management Center","NJ 18","Southbound","area of Colts Neck Twp","Monmouth","NJ","2020-03-31T13:27:27.000","2020-03-31T16:21:13.000","Drainage improvements on NJ 18 southbound area of Exit 19 - NJ 34 (Colts Neck Twp) , Wednesday April 1st, 2020, 07:00 AM thru 03:00 PM, right shoulder closed for repairs","New Jersey DOT - Statewide Traffic Management Center","40.275246","-74.166963"
"incident","MTA NYC Transit Bus","B15 & B65 Bus",,"area of Brooklyn","Kings","NY","2020-03-31T13:26:22.000","2020-04-01T07:30:13.000","Due to Fire department activity B15 & B65 Bus area of Dean Street: Schenectady Avenue (Brooklyn) buses are delayed","MTA NYC Transit Bus","40.675922","-73.933204"
"roadwork","Connecticut Department of Transportation-Newington-Highway Operations Center","I84W","Westbound","at E. HARTFORD",,"CT","2020-03-31T13:23:11.000","2020-03-31T14:14:15.000","Road Work on I-84 Westbound between Exits 59 and 58 (1.5 miles) in effect today until 3:00 pm. The right lane is closed. Reported Tuesday, March 31 at 1:00 pm.","Connecticut Department of Transportation-Newington-Highway Operations Center","41.772896","-72.592398"
"incident","NJ Transit Rail","Northeast Corridor Line",,"into Manhattan","New York","NY","2020-03-31T13:12:18.000","2020-03-31T14:10:28.000","Due to Earlier equipment problems Northeast Corridor Line into New York Penn Station (Manhattan) train #7232, the 1:42 PM arrival is up to 20 min. late","NJ Transit Rail","40.75032","-73.991172"
"construction","New York State Department of Transportation (Region 8)","NY 134","Both directions","between Ossining","Westchester","NY","2020-03-31T13:03:24.000","2020-03-31T14:01:30.000","Construction, tree trimming on NY 134 both directions between NY 9A (Ossining) and Spring Valley Road (Yorktown) alternate lanes closed until 2:00 P.M. Res 8-9 RW - This is a moving operation. Delays may exist - plan travel accordingly","New York State Department of Transportation (Region 8)","41.182171","-73.846637"
"tree trimming","New York State Department of Transportation (Region 8)","NY 134","Both directions","between Ossining","Westchester","NY","2020-03-31T13:01:18.000","2020-03-31T14:17:16.000","Tree trimming on NY 134 both directions between NY 9A (Ossining) and Spring Valley Road (Yorktown) Res 8-9 RW - This is a moving operation. Delays may exist - plan travel accordingly Not currently scheduled","New York State Department of Transportation (Region 8)","41.182171","-73.846637"
