"sample_id","org_id","capture_event","capture_loc","latitude","longitude","site_id","project_id","org_hg_id","bdate","year","band_number","tissuecollected","analysis_tissue","analysis_tissue_wgt_g","analysis_tissue_moist","chem_value","chem_units","chemical_type","ww_dw_fw","convert_chem_value_fishadj","final_chem_standardized","final_convertedtissue","steps_reasonnotconverted","pcode","rmk","rmk_desc","limit","limit_desc","method","lab_code","lab_abbrev","duplicate1","hg_comments"
"NY001-050684NYT354-43.99511-74.24442-06112015-C1525-BlTHg","NY001-050684NYT354-43.99511-74.24442-06112015-C1525","NY001-050684NYT354-43.99511-74.24442-06112015","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B5BC0020","2015-06-11T00:00:00.000","2015","2700-26245","Blood","Blood","0.0104",,"0.263","ppm","THg","ww",,"0.263","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT354-43.99511-74.24442-06112015-C1525-FlFeTHg","NY001-050684NYT354-43.99511-74.24442-06112015-C1525","NY001-050684NYT354-43.99511-74.24442-06112015","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B5BN0019","2015-06-11T00:00:00.000","2015","2700-26245","Feather","Flank Feather",,,"4.206","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT354-43.99511-74.24442-06112015-C1525-TlFeTHg","NY001-050684NYT354-43.99511-74.24442-06112015-C1525","NY001-050684NYT354-43.99511-74.24442-06112015","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B5BU0016","2015-06-11T00:00:00.000","2015","2700-26245","Feather","Tail Feather",,,"2.989","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT354-43.99511-74.24442-06112015-C4357-BlTHg","NY001-050684NYT354-43.99511-74.24442-06112015-C4357","NY001-050684NYT354-43.99511-74.24442-06112015","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B5BC0021","2015-06-11T00:00:00.000","2015","2511-45924","Blood","Blood","0.0231",,"0.039","ppm","THg","ww",,"0.039","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT354-43.99511-74.24442-06112015-C4357-FlFeTHg","NY001-050684NYT354-43.99511-74.24442-06112015-C4357","NY001-050684NYT354-43.99511-74.24442-06112015","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B5BN0010","2015-06-11T00:00:00.000","2015","2511-45924","Feather","Flank Feather",,,"1.568","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT354-43.99511-74.24442-06112015-C4357-TlFeTHg","NY001-050684NYT354-43.99511-74.24442-06112015-C4357","NY001-050684NYT354-43.99511-74.24442-06112015","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B5BU0008","2015-06-11T00:00:00.000","2015","2511-45924","Feather","Tail Feather",,,"0.98","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT354-43.99511-74.24442-06112015-C7396-BlTHg","NY001-050684NYT354-43.99511-74.24442-06112015-C7396","NY001-050684NYT354-43.99511-74.24442-06112015","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B5BC0022","2015-06-11T00:00:00.000","2015","2511-45925","Blood","Blood","0.0186",,"0.15","ppm","THg","ww",,"0.15","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT354-43.99511-74.24442-06192014-C1004-BlTHg","NY001-050684NYT354-43.99511-74.24442-06192014-C1004","NY001-050684NYT354-43.99511-74.24442-06192014","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B4AS0122","2014-06-19T00:00:00.000","2014","2670-35547","Blood","Blood","0.0181",,"0.121","ppm","THg","ww",,"0.121","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT354-43.99511-74.24442-06192014-C1004-TlFeTHg","NY001-050684NYT354-43.99511-74.24442-06192014-C1004","NY001-050684NYT354-43.99511-74.24442-06192014","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B53N0014","2014-06-19T00:00:00.000","2014","2670-35547","Feather","Tail Feather",,,"0.896","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-050684NYT354-43.99511-74.24442-06192014-C1005-BlTHg","NY001-050684NYT354-43.99511-74.24442-06192014-C1005","NY001-050684NYT354-43.99511-74.24442-06192014","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B4AS0124","2014-06-19T00:00:00.000","2014","2670-35551","Blood","Blood","0.0231",,"0.047","ppm","THg","ww",,"0.047","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT354-43.99511-74.24442-06192014-C1005-TlFeTHg","NY001-050684NYT354-43.99511-74.24442-06192014-C1005","NY001-050684NYT354-43.99511-74.24442-06192014","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B53N0016","2014-06-19T00:00:00.000","2014","2670-35551","Feather","Tail Feather",,,"0.406","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-050684NYT354-43.99511-74.24442-06192014-C1524-BlTHg","NY001-050684NYT354-43.99511-74.24442-06192014-C1524","NY001-050684NYT354-43.99511-74.24442-06192014","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B4AS0128","2014-06-19T00:00:00.000","2014","2700-26129","Blood","Blood","0.0116",,"0.135","ppm","THg","ww",,"0.135","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT354-43.99511-74.24442-06192014-C1524-TlFeTHg","NY001-050684NYT354-43.99511-74.24442-06192014-C1524","NY001-050684NYT354-43.99511-74.24442-06192014","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B53N0020","2014-06-19T00:00:00.000","2014","2700-26129","Feather","Tail Feather",,,"4.488","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-050684NYT354-43.99511-74.24442-06192014-C2647-BlTHg","NY001-050684NYT354-43.99511-74.24442-06192014-C2647","NY001-050684NYT354-43.99511-74.24442-06192014","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B4AS0116","2014-06-19T00:00:00.000","2014","2441-22265","Blood","Blood","0.0361",,"0.141","ppm","THg","ww",,"0.141","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT354-43.99511-74.24442-06192014-C2647-TlFeTHg","NY001-050684NYT354-43.99511-74.24442-06192014-C2647","NY001-050684NYT354-43.99511-74.24442-06192014","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B53N0008","2014-06-19T00:00:00.000","2014","2441-22265","Feather","Tail Feather",,,"1.239","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-050684NYT354-43.99511-74.24442-06192014-C3906-BlTHg","NY001-050684NYT354-43.99511-74.24442-06192014-C3906","NY001-050684NYT354-43.99511-74.24442-06192014","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B4AS0123","2014-06-19T00:00:00.000","2014","2670-35548","Blood","Blood","0.0194",,"0.254","ppm","THg","ww",,"0.254","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT354-43.99511-74.24442-06192014-C3906-TlFeTHg","NY001-050684NYT354-43.99511-74.24442-06192014-C3906","NY001-050684NYT354-43.99511-74.24442-06192014","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B53N0015","2014-06-19T00:00:00.000","2014","2670-35548","Feather","Tail Feather",,,"2.99","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-050684NYT354-43.99511-74.24442-06192014-C4356-BlTHg","NY001-050684NYT354-43.99511-74.24442-06192014-C4356","NY001-050684NYT354-43.99511-74.24442-06192014","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B4AS0107","2014-06-19T00:00:00.000","2014","2311-56101","Blood","Blood","0.0248",,"0.053","ppm","THg","ww",,"0.053","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT354-43.99511-74.24442-06192014-C4356-TlFeTHg","NY001-050684NYT354-43.99511-74.24442-06192014-C4356","NY001-050684NYT354-43.99511-74.24442-06192014","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B53N0001","2014-06-19T00:00:00.000","2014","2311-56101","Feather","Tail Feather",,,"0.899","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-050684NYT354-43.99511-74.24442-06192014-C4832-BlTHg","NY001-050684NYT354-43.99511-74.24442-06192014-C4832","NY001-050684NYT354-43.99511-74.24442-06192014","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B4AS0108","2014-06-19T00:00:00.000","2014","2311-56102","Blood","Blood","0.0259",,"0.248","ppm","THg","ww",,"0.248","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT354-43.99511-74.24442-06192014-C4832-TlFeTHg","NY001-050684NYT354-43.99511-74.24442-06192014-C4832","NY001-050684NYT354-43.99511-74.24442-06192014","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B53N0002","2014-06-19T00:00:00.000","2014","2311-56102","Feather","Tail Feather",,,"0.18","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-050684NYT354-43.99511-74.24442-06192014-C4833-BlTHg","NY001-050684NYT354-43.99511-74.24442-06192014-C4833","NY001-050684NYT354-43.99511-74.24442-06192014","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B4AS0109","2014-06-19T00:00:00.000","2014","2311-56103","Blood","Blood","0.0318",,"0.249","ppm","THg","ww",,"0.249","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT354-43.99511-74.24442-06192014-C4833-TlFeTHg","NY001-050684NYT354-43.99511-74.24442-06192014-C4833","NY001-050684NYT354-43.99511-74.24442-06192014","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B53N0003","2014-06-19T00:00:00.000","2014","2311-56103","Feather","Tail Feather",,,"0.224","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-050684NYT354-43.99511-74.24442-06192014-C4834-BlTHg","NY001-050684NYT354-43.99511-74.24442-06192014-C4834","NY001-050684NYT354-43.99511-74.24442-06192014","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B4AS0110","2014-06-19T00:00:00.000","2014","2311-56104","Blood","Blood","0.0265",,"0.194","ppm","THg","ww",,"0.194","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT354-43.99511-74.24442-06192014-C4834-TlFeTHg","NY001-050684NYT354-43.99511-74.24442-06192014-C4834","NY001-050684NYT354-43.99511-74.24442-06192014","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B53N0004","2014-06-19T00:00:00.000","2014","2311-56104","Feather","Tail Feather",,,"0.3","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-050684NYT354-43.99511-74.24442-06192014-C6627-BlTHg","NY001-050684NYT354-43.99511-74.24442-06192014-C6627","NY001-050684NYT354-43.99511-74.24442-06192014","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B4AS0129","2014-06-19T00:00:00.000","2014","UnNY-14001","Blood","Blood","0.0323",,"1.272","ppm","THg","ww",,"1.272","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT354-43.99511-74.24442-06192014-C6845-BlTHg","NY001-050684NYT354-43.99511-74.24442-06192014-C6845","NY001-050684NYT354-43.99511-74.24442-06192014","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B4AS0117","2014-06-19T00:00:00.000","2014","2441-22266","Blood","Blood","0.0272",,"0.076","ppm","THg","ww",,"0.076","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT354-43.99511-74.24442-06192014-C6845-TlFeTHg","NY001-050684NYT354-43.99511-74.24442-06192014-C6845","NY001-050684NYT354-43.99511-74.24442-06192014","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B53N0009","2014-06-19T00:00:00.000","2014","2441-22266","Feather","Tail Feather",,,"0.724","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-050684NYT354-43.99511-74.24442-07102013-C1002-BlTHg","NY001-050684NYT354-43.99511-74.24442-07102013-C1002","NY001-050684NYT354-43.99511-74.24442-07102013","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B3B60006","2013-07-10T00:00:00.000","2013","2670-35522","Blood","Blood","0.0295",,"0.082","ppm","THg","ww",,"0.082","Blood","Value Maintained",,,,,,,,,,
"NY001-050684NYT354-43.99511-74.24442-07102013-C1002-TlFeTHg","NY001-050684NYT354-43.99511-74.24442-07102013-C1002","NY001-050684NYT354-43.99511-74.24442-07102013","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B82E0296","2013-07-10T00:00:00.000","2013","2670-35522","Feather","Tail Feather",,,"0.306","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT354-43.99511-74.24442-07102013-C1003-BlTHg","NY001-050684NYT354-43.99511-74.24442-07102013-C1003","NY001-050684NYT354-43.99511-74.24442-07102013","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B3B60007","2013-07-10T00:00:00.000","2013","2670-35523","Blood","Blood","0.0241",,"0.16","ppm","THg","ww",,"0.16","Blood","Value Maintained",,,,,,,,,,
"NY001-050684NYT354-43.99511-74.24442-07102013-C1003-TlFeTHg","NY001-050684NYT354-43.99511-74.24442-07102013-C1003","NY001-050684NYT354-43.99511-74.24442-07102013","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B82E0297","2013-07-10T00:00:00.000","2013","2670-35523","Feather","Tail Feather",,,"0.424","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT354-43.99511-74.24442-07102013-C2646-BlTHg","NY001-050684NYT354-43.99511-74.24442-07102013-C2646","NY001-050684NYT354-43.99511-74.24442-07102013","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B3B60003","2013-07-10T00:00:00.000","2013","2441-22236","Blood","Blood","0.0338",,"0.075","ppm","THg","ww",,"0.075","Blood","Value Maintained",,,,,,,,,,
"NY001-050684NYT354-43.99511-74.24442-07102013-C2646-TlFeTHg","NY001-050684NYT354-43.99511-74.24442-07102013-C2646","NY001-050684NYT354-43.99511-74.24442-07102013","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B82E0293","2013-07-10T00:00:00.000","2013","2441-22236","Feather","Tail Feather",,,"1.624","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT354-43.99511-74.24442-07102013-C4355-BlTHg","NY001-050684NYT354-43.99511-74.24442-07102013-C4355","NY001-050684NYT354-43.99511-74.24442-07102013","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B3B60002","2013-07-10T00:00:00.000","2013","2391-76467","Blood","Blood","0.0286",,"0.047","ppm","THg","ww",,"0.047","Blood","Value Maintained",,,,,,,,,,
"NY001-050684NYT354-43.99511-74.24442-07102013-C4355-TlFeTHg","NY001-050684NYT354-43.99511-74.24442-07102013-C4355","NY001-050684NYT354-43.99511-74.24442-07102013","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B82E0292","2013-07-10T00:00:00.000","2013","2391-76467","Feather","Tail Feather",,,"0.839","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT354-43.99511-74.24442-07102013-C4831-BlTHg","NY001-050684NYT354-43.99511-74.24442-07102013-C4831","NY001-050684NYT354-43.99511-74.24442-07102013","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B3B60001","2013-07-10T00:00:00.000","2013","2391-76466","Blood","Blood","0.0336",,"0.16","ppm","THg","ww",,"0.16","Blood","Value Maintained",,,,,,,,,,
"NY001-050684NYT354-43.99511-74.24442-07102013-C4831-TlFeTHg","NY001-050684NYT354-43.99511-74.24442-07102013-C4831","NY001-050684NYT354-43.99511-74.24442-07102013","NY001-050684NYT354-43.99511-74.24442","43.99511","-74.24442","NY001-050684NYT354","NY001","B82E0291","2013-07-10T00:00:00.000","2013","2391-76466","Feather","Tail Feather",,,"0.313","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT355-43.98838-74.23825-06272017-C0580-BlTHg","NY001-050684NYT355-43.98838-74.23825-06272017-C0580","NY001-050684NYT355-43.98838-74.23825-06272017","NY001-050684NYT355-43.98838-74.23825","43.98838","-74.23825","NY001-050684NYT355","NY001","B7BD0009","2017-06-27T00:00:00.000","2017","2750-13067","Blood","Blood","0.0157",,"0.135","ppm","THg","ww",,"0.135","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT355-43.98838-74.23825-06272017-C0580-TlFeTHg","NY001-050684NYT355-43.98838-74.23825-06272017-C0580","NY001-050684NYT355-43.98838-74.23825-06272017","NY001-050684NYT355-43.98838-74.23825","43.98838","-74.23825","NY001-050684NYT355","NY001","B7BR0008","2017-06-27T00:00:00.000","2017","2750-13067","Feather","Tail Feather",,,"0.877","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-050684NYT355-43.98838-74.23825-06272017-C0915-BlTHg","NY001-050684NYT355-43.98838-74.23825-06272017-C0915","NY001-050684NYT355-43.98838-74.23825-06272017","NY001-050684NYT355-43.98838-74.23825","43.98838","-74.23825","NY001-050684NYT355","NY001","B7BD0013","2017-06-27T00:00:00.000","2017","2770-73527","Blood","Blood","0.0052",,"0.146","ppm","THg","ww",,"0.146","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT355-43.98838-74.23825-06272017-C4501-BlTHg","NY001-050684NYT355-43.98838-74.23825-06272017-C4501","NY001-050684NYT355-43.98838-74.23825-06272017","NY001-050684NYT355-43.98838-74.23825","43.98838","-74.23825","NY001-050684NYT355","NY001","B7BD0008","2017-06-27T00:00:00.000","2017","2750-13066","Blood","Blood","0.0207",,"0.32","ppm","THg","ww",,"0.32","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT355-43.98838-74.23825-06282016-C1009-BlTHg","NY001-050684NYT355-43.98838-74.23825-06282016-C1009","NY001-050684NYT355-43.98838-74.23825-06282016","NY001-050684NYT355-43.98838-74.23825","43.98838","-74.23825","NY001-050684NYT355","NY001","B6AR0603","2016-06-28T00:00:00.000","2016","2690-82483","Blood","Blood","0.0178",,"0.13","ppm","THg","ww",,"0.13","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT355-43.98838-74.23825-06282016-C1009-TlFeTHg","NY001-050684NYT355-43.98838-74.23825-06282016-C1009","NY001-050684NYT355-43.98838-74.23825-06282016","NY001-050684NYT355-43.98838-74.23825","43.98838","-74.23825","NY001-050684NYT355","NY001","B7150016","2016-06-28T00:00:00.000","2016","2690-82483","Feather","Tail Feather",,,"0.997","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT355-43.98838-74.23825-06282016-C4837-BlTHg","NY001-050684NYT355-43.98838-74.23825-06282016-C4837","NY001-050684NYT355-43.98838-74.23825-06282016","NY001-050684NYT355-43.98838-74.23825","43.98838","-74.23825","NY001-050684NYT355","NY001","B6AR0600","2016-06-28T00:00:00.000","2016","2511-30864","Blood","Blood","0.019",,"0.267","ppm","THg","ww",,"0.267","Blood","Value Maintained",,,,,,,,"BRI","0.273",
"NY001-050684NYT355-43.98838-74.23825-06282016-C4837-FlFeTHg","NY001-050684NYT355-43.98838-74.23825-06282016-C4837","NY001-050684NYT355-43.98838-74.23825-06282016","NY001-050684NYT355-43.98838-74.23825","43.98838","-74.23825","NY001-050684NYT355","NY001","B8250027","2016-06-28T00:00:00.000","2016","2511-30864","Feather","Flank Feather",,,"0.235","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT355-43.98838-74.23825-06282016-C4837-TlFeTHg","NY001-050684NYT355-43.98838-74.23825-06282016-C4837","NY001-050684NYT355-43.98838-74.23825-06282016","NY001-050684NYT355-43.98838-74.23825","43.98838","-74.23825","NY001-050684NYT355","NY001","B7150009","2016-06-28T00:00:00.000","2016","2511-30864","Feather","Tail Feather",,,"0.245","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT355-43.98838-74.23825-06282017-C3914-BlTHg","NY001-050684NYT355-43.98838-74.23825-06282017-C3914","NY001-050684NYT355-43.98838-74.23825-06282017","NY001-050684NYT355-43.98838-74.23825","43.98838","-74.23825","NY001-050684NYT355","NY001","B7BD0012","2017-06-28T00:00:00.000","2017","2750-13070","Blood","Blood","0.0128",,"0.114","ppm","THg","ww",,"0.114","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT355-43.98838-74.23825-06282017-C3914-TlFeTHg","NY001-050684NYT355-43.98838-74.23825-06282017-C3914","NY001-050684NYT355-43.98838-74.23825-06282017","NY001-050684NYT355-43.98838-74.23825","43.98838","-74.23825","NY001-050684NYT355","NY001","B7BR0011","2017-06-28T00:00:00.000","2017","2750-13070","Feather","Tail Feather",,,"1.533","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-050684NYT355-43.98838-74.23825-06282017-C4359-BlTHg","NY001-050684NYT355-43.98838-74.23825-06282017-C4359","NY001-050684NYT355-43.98838-74.23825-06282017","NY001-050684NYT355-43.98838-74.23825","43.98838","-74.23825","NY001-050684NYT355","NY001","B7BD0005","2017-06-28T00:00:00.000","2017","2631-41344","Blood","Blood","0.0179",,"0.13","ppm","THg","ww",,"0.13","Blood","Value Maintained",,,,,,,,"BRI",,
