"dec_well_number","well_location","street_name","town","county","dec_region","well_depth_feet_bgs","depth_to_bedrock_feet_bgs","depth_to_groundwater_feet","cased_depth_feet_bgs","screened","yield_test_average_discharge","driller_registration_number","latitude","longitude","georeference"
"CB4981","880 Carlson Rd, Craryville","Carlson Rd","Claverack","Columbia","4","105","45","40","65","N","20","NYRD10010","42.20788889","-73.62738889","POINT (-73.62738889 42.20788889)"
"CT3066","N/A","N/A","Leon","Cattaraugus","9","180","120",,"118.3000031","N",,"NYRD10091","42.27227778","-78.95011111","POINT (-78.95011111 42.27227778)"
"DU7081","10 Orchard Place, Hopewell Junction","Orchard Pl","East Fishkill","Dutchess","3","305",,,"50","N","3","NYRD01695","41.58230556","-73.80752778","POINT (-73.80752778 41.58230556)"
"A1119","N/A","N/A","Berne","Albany","4","120",,,"43","N","10","NYRD10133","42.59722222","-74.01480556","POINT (-74.01480556 42.59722222)"
"AG1674","N/A","N/A","Cuba","Allegany","9","38",,"25","38","N","15","NYRD10269","42.2415","-78.308","POINT (-78.308 42.2415)"
"CB3356","Pioneer Dr, Copake, Lot 2","Pioneer Dr","Copake","Columbia","4","340","90","20","98.5","N","4","NYRD10001","42.0995","-73.58883333","POINT (-73.58883333 42.0995)"
"AG2406","N/A","N/A","Bolivar","Allegany","9","125","82","90","86","N","8","NYRD10269","42.04919444","-78.13944444","POINT (-78.13944444 42.04919444)"
"D3663","Rt 10, Stamford","Rt 10","Stamford","Delaware","4","398","15",,"29","N","30","NYRD10178","42.43277778","-74.59322222","POINT (-74.59322222 42.43277778)"
"AG1417","Co Rt 26","Co Rt 26","Belfast","Allegany","9","130",,"30","130","N","5","NYRD10377",,,
"BM2022","4279 St Rt 26, Whitney Point","St Rt 26","Whitney Point","Broome","7","80",,"9","9","N","6","NYRD10169",,,
"CY874","3193 Oak Hill Rd, Moravia","Oak Hill Rd","Moravia","Cayuga","7","120","45","40","45.5","N","12","NYRD10080","42.77113889","-76.42627778","POINT (-76.42627778 42.77113889)"
"D3510","20 Co Rd 18, Delhi","Co Rd 18","Delhi","Delaware","4","500","15",,"119","N","1","NYRD10178","42.28838889","-74.90030556","POINT (-74.90030556 42.28838889)"
"DU6264","470 Sharon Station Rd, Millerton","Sharon Station Rd","Northeast","Dutchess","3","310",,"31","40","N","12","NYRD10061","41.88422222","-73.5135","POINT (-73.5135 41.88422222)"
"CL377","N/A","N/A","Dannemora","Clinton","5","330",,"25","30","N","3","NYRD10179","44.74166667","-73.81444444","POINT (-73.81444444 44.74166667)"
"BM3386","1749-1875 Rt 12, Binghamton","Rt 12","Chenango","Broome","7","125","94",,"94","N","20","NYRD10967","42.19383333","-75.87586111","POINT (-75.87586111 42.19383333)"
"D3568","547 Wilcox Rd, Harpersfield","Wilcox Rd","Harpersfield","Delaware","4","348","348","75","19","N","5","NYRD10178","42.44366667","-74.68605556","POINT (-74.68605556 42.44366667)"
"CU1802","5030 Luce Rd, Ellery","Luce Rd","Ellery","Chautauqua","9","100","68","20","66","N","30","NYRD10203","42.21980556","-79.38772222","POINT (-79.38772222 42.21980556)"
"CY664","5622 Ensenore Rd, Auburn","Ensenore Rd","Scipio","Cayuga","7","33",,"6","33","N","20","NYRD10340",,,
"CT3263","903 Parkside Dr, Limestone","Parkside Dr","Limestone","Cattaraugus","9","101","-999","30","99","N","7","NYRD10408","42.04172222","-78.64269444","POINT (-78.64269444 42.04172222)"
"CT2285","N/A","N/A","Allegany","Cattaraugus","9","40","-999",,"40","N","10","NYRD10269","42.09666667","-78.50883333","POINT (-78.50883333 42.09666667)"
"AG1440","N/A","N/A","Alfred","Allegany","9","135",,"48","107","N","18","NYRD10043","42.25233333","-77.751","POINT (-77.751 42.25233333)"
"D2448","Well 1","N/A","Colchester","Delaware","4","80",,,"78.5","N","50","NYRD10178","42.05880556","-75.01219444","POINT (-75.01219444 42.05880556)"
"A2627","00 Bullock Rd, Slingerlands","Bullock Rd","New Scotland","Albany","4","200","133","60","133","Y","2.900000095","NYRD10002","42.61805556","-73.92138889","POINT (-73.92138889 42.61805556)"
"CU1754","982 Wheelock Rd, Kennedy","Wheelock Rd","Poland","Chautauqua","9","97","-999","5","97","N","25","NYRD10203","42.15211111","-79.11486111","POINT (-79.11486111 42.15211111)"
"CB2040","159 Tunnel Hill Rd, Canaan","Tunnel Hill Rd","Canaan","Columbia","4","602",,"60","40","N","6","NYRD10005","42.38091667","-73.44602778","POINT (-73.44602778 42.38091667)"
"D2285","Ed Wright Rd","Ed Wright Rd","Hamden","Delaware","4","175","23",,"22.5","N","10","NYRD10020",,,
"CM1650","719 Ridge Rd, Horseheads","Ridge Rd","Veteran","Chemung","8","160","15",,"24","N","15","NYRD10024","42.23075","-76.80686111","POINT (-76.80686111 42.23075)"
"BM2119","299 Kattleville Rd, Kattellville","Kattleville Rd","Chenango","Broome","7","118","-999",,"116.5","N","30","NYRD10245","42.19436111","-75.86041667","POINT (-75.86041667 42.19436111)"
"AG1329","Rozuk Rd, Genesee","Rozuk Rd","Genesee","Allegany","9","167",,,"51","N","24","NYRD10535",,,
"DU7440","Pleasant Ridge Subd, Lot 27, 55 Valley View Rd, Pleasant Valley","Valley View Rd","Pleasant Valley","Dutchess","3","403","4","30","18","N","5","NYRD10155","41.75977778","-73.7975","POINT (-73.7975 41.75977778)"
"DU5672","N/A","N/A","East Fishkill","Dutchess","3","300",,"19","50","N","15","NYRD10194","41.53219444","-73.7395","POINT (-73.7395 41.53219444)"
"BM2681","N/A","N/A","Chenango","Broome","7","140","20","30","18","N","12","NYRD10439","42.17344444","-75.92030556","POINT (-75.92030556 42.17344444)"
"DU3462","Germond Rd Clinton","Germond Rd","Clinton","Dutchess","3","325",,"30","32","N","6","NYRD10105",,,
"D3634","1020 Fuller Hill Rd, Colchester","Fuller Hill Rd","Colchester","Delaware","4","448","7","150","19","N","2.5","NYRD10178","42.01680556","-74.99966667","POINT (-74.99966667 42.01680556)"
"CB2369","371 Rt 23b, Claverack","Rt 23b","Claverack","Columbia","4","140","130","35","132","N","10","NYRD10010","42.23180556","-73.75083333","POINT (-73.75083333 42.23180556)"
"CT3301","Breed Run, Salamanca","Breed Run","Salamanca","Cattaraugus","9",,"135","87.59999847","133.5","N","2","NYRD10091","42.13069444","-78.76169444","POINT (-78.76169444 42.13069444)"
"CL551","N/A","N/A","Schuyler Falls","Clinton","5","365",,"5","81","N","2","NYRD10179","44.63277778","-73.52527778","POINT (-73.52527778 44.63277778)"
"D3174","848 Crystal Meadows, Colchester","Crystal Meadows","Colchester","Delaware","4","248","13","75","19","N","8","NYRD10178","42.09380556","-74.97325","POINT (-74.97325 42.09380556)"
"CN2803","N/A","N/A","Georgetown","Chenango","7","60","22","8","22","N","10","NYRD10521","42.70330556","-75.74363889","POINT (-75.74363889 42.70330556)"
"CB4498","161 Angel Hill Rd, Chatham","Angel Hill Rd","Chatham","Columbia","4","505","10",,"20","N","3","NYRD10351","42.33194444","-73.57055556","POINT (-73.57055556 42.33194444)"
"CU3991","12048 Gordon Garrow Rd","Gordon Garrow Rd","Hanover","Chautauqua","9","60","20","15","18","N","4","NYRD10408","42.52613889","-79.06661111","POINT (-79.06661111 42.52613889)"
"CB2163","N/A","N/A","Livingston","Columbia","4","325",,"20","21","N","5.5","NYRD10010","42.05844444","-73.79755556","POINT (-73.79755556 42.05844444)"
"CT3183","N/A","N/A","Great Valley","Cattaraugus","9","28","-999",,"28","N","15","NYRD10091","42.21344444","-78.63611111","POINT (-78.63611111 42.21344444)"
"C1783","Dutch Hill Spur Rd, Cincinnatus","Dutch Hill Spur Rd","Cincinnatus","Cortland","7","247","7","100","19","N","3","NYRD10110","42.52391667","-75.95319444","POINT (-75.95319444 42.52391667)"
"CL1319","5347 Rt 374, Ellenberg","Rt 374","Ellenburg","Clinton","5","105","45","105","78.5","N","15","NYRD10181","44.7985","-73.99922222","POINT (-73.99922222 44.7985)"
"CT2311","N/A","N/A","Freedom","Cattaraugus","9","70",,"40","38","N","8","NYRD10082","42.45277778","-78.40297222","POINT (-78.40297222 42.45277778)"
"CB1739","25 Rt 28a, Valatie","Rt 28a","Kinderhook","Columbia","4","300",,"10","29","N","1","NYRD10001","42.43833333","-73.6605","POINT (-73.6605 42.43833333)"
"C1104","N/A","N/A","Cincinnatus","Cortland","7","398",,"70","88.5","N","2","NYRD10088","42.59788889","-75.95780556","POINT (-75.95780556 42.59788889)"
"A881","N/A","N/A","Guilderland","Albany","4","18",,"11","5","Y","12","NYRD10201","42.74302778","-73.93677778","POINT (-73.93677778 42.74302778)"
"C1470","Rt 11 South, Marathon","Rt 11","Marathon","Cortland","7","120",,"17","10","N","12","NYRD10169","42.42697222","-76.02372222","POINT (-76.02372222 42.42697222)"
"D3176","New Rd, Harpersfield","New Rd","Harpersfield","Delaware","4","273","67","60","79","N","50","NYRD10178","42.45044444","-74.70125","POINT (-74.70125 42.45044444)"
"AG2159","Zimmer Rd, Richburg","Zimmer Rd","Wirt","Allegany","9","152","8",,"38","N","18","NYRD10043","42.11575","-78.08688889","POINT (-78.08688889 42.11575)"
"CM1321","23 Pine Forest Drive","Pine Forest Dr","Big Flats","Chemung","8","180",,,,"N","6","NYRD10024","42.19755556","-76.89708333","POINT (-76.89708333 42.19755556)"
"CN2054","Marvin Rd, Smithville Flats","Marvin Rd","Smithville","Chenango","7","150","15",,"23","N","5","NYRD10454",,,
"CB2515","N/A","N/A","Claverack","Columbia","4","285",,,"40","N","6","NYRD10010","42.25658333","-73.68705556","POINT (-73.68705556 42.25658333)"
"CN2490","938 Co Rd 35, Guilford","Co Rd 35","Guilford","Chenango","7","224","46","41","60","N","10","NYRD10081","42.41063889","-75.51941667","POINT (-75.51941667 42.41063889)"
"CM1834","18 Riverwwod Dr Big Flat","Riverwood Dr","Big Flats","Chemung","8","50","-999","30","48.5","N","7","NYRD10330","42.08716667","-76.88358333","POINT (-76.88358333 42.08716667)"
"CB1870","Rt 66 Ghent","Rt 66","Ghent","Columbia","4","260",,"40","20","N","6","NYRD10055",,,
"CL1300","N/A","N/A","Black Brook","Clinton","5","160",,"11","117","N",,"NYRD10761","44.49305556","-73.7125","POINT (-73.7125 44.49305556)"
"CT1840","9999 Skyline Dr, Machias","Skyline Dr","Machias","Cattaraugus","9","160",,"100","29","N","5","NYRD10408","42.435","-78.47116667","POINT (-78.47116667 42.435)"
"AG1378","N/A","N/A","New Hudson","Allegany","9","165",,"110","32","N","8","NYRD10269","42.28422222","-78.28794444","POINT (-78.28794444 42.28422222)"
"BM2823","N/A","N/A","Colesville","Broome","7","150","20","60","18.5","N","8","NYRD10439","42.15961111","-75.62136111","POINT (-75.62136111 42.15961111)"
"CN1606","N/A","N/A","Oxford","Chenango","7","199",,"122","39","N","8","NYRD10081","42.42172222","-75.60102778","POINT (-75.60102778 42.42172222)"
"BM1353","Preston Dr, Glen Aubrey","Preston Dr","Nanticoke","Broome","7","120","11","72","9.25","N","5","NYRD10169","42.25752778","-76.01633333","POINT (-76.01633333 42.25752778)"
"CY1751","2523 Mosher Rd, Scipio Center","Mohser Rd","Scipio","Cayuga","7","98","29","10","29","N","8","NYRD10372","42.82461111","-76.57319444","POINT (-76.57319444 42.82461111)"
"CU4301","N/A","N/A","Clymer","Chautauqua","9","115","92",,"92.5","N","3","NYRD10084","42.0745","-79.57283333","POINT (-79.57283333 42.0745)"
"D1627","N/A","N/A","Walton","Delaware","4","300",,,"38.5","N","20","NYRD10178","42.21505556","-75.19711111","POINT (-75.19711111 42.21505556)"
"CL1492","N/A","N/A","Chazy","Clinton","5","105",,"10","19","N","8","NYRD10761","44.95133333","-73.438","POINT (-73.438 44.95133333)"
"CT3427","9384 New Albion Rd, Cattaraugus","New Albion Rd","Cattaraugus","Cattaraugus","9","80","50",,"50.29999924","N","10","NYRD10091","42.27172222","-78.84886111","POINT (-78.84886111 42.27172222)"
"CN1822","N/A","N/A","New Berlin","Chenango","7","175",,"10","38","N","2","NYRD10521","42.59386111","-75.34030556","POINT (-75.34030556 42.59386111)"
"BM2898","121 Shaffer Rd, Chenango Forks","Shaffer Rd","Greene","Broome","7","174","26","20","30","N","10","NYRD10081","42.25869444","-75.75513889","POINT (-75.75513889 42.25869444)"
"CB2917","N/A","N/A","Claverack","Columbia","4","365",,,,"N","7","NYRD10010","42.21519444","-73.70025","POINT (-73.70025 42.21519444)"
"CB2308","Well 1","N/A","Claverack","Columbia","4","325",,"30","35","N","5","NYRD10010","42.23513889","-73.72941667","POINT (-73.72941667 42.23513889)"
"CB3954","3 Columbia Dr, Niverville","Columbia Dr","Kinderhook","Columbia","4","138","138","40","112.5","N","10","NYRD10001","42.44297222","-73.66080556","POINT (-73.66080556 42.44297222)"
"C2265","2720 Clute Rd, Virgil","Clute Rd","Virgil","Cortland","7","220","48","45","46.5","N","2","NYRD10080","42.53777778","-76.12833333","POINT (-76.12833333 42.53777778)"
"AG3098","Independence Hill Rd, Andover","Independence Hill Rd","Andover","Allegany","9","223","16","127","28","N","6.5","NYRD10043","42.08477778","-77.47141667","POINT (-77.47141667 42.08477778)"
"CT2167","N/A","N/A","Dayton","Cattaraugus","9","85",,"25","20","N",,"NYRD10091","42.43175","-79.00275","POINT (-79.00275 42.43175)"
"CL2067","Plank Rd, Ellenburg","Plank Rd","Ellenburg","Clinton","5","183","11","30","19","N","12","NYRD10179","44.86611111","-73.78638889","POINT (-73.78638889 44.86611111)"
"CB1604","202 Moore Rd, Germantown","Moore Rd","Clermont","Columbia","4","450","8","20","19","N","3","NYRD10025","42.07619444","-73.87011111","POINT (-73.87011111 42.07619444)"
"CY342","Well 2","N/A","Brutus","Cayuga","7","60",,"14","30","N",,"NYRD10189","43.05361111","-76.57694444","POINT (-76.57694444 43.05361111)"
"DU3545","Barts Way, Lot 7, Barts Farm Subd, Pleasant Valley","Barts Way","Pleasant Valley","Dutchess","3","545","16","5","30","N","5","NYRD10105","41.78911111","-73.80230556","POINT (-73.80230556 41.78911111)"
"CU2065","Well 2","N/A","Perrysburg","Cattaraugus","9","40",,"20","12","N","0.5","NYRD10203","42.50058333","-79.04483333","POINT (-79.04483333 42.50058333)"
"CU4299","3184 Dutch Hollow Rd, Bemus Point","Dutch Hollow Rd","Ellery","Chautauqua","9","85","-999","33","85","N","15","NYRD10270","42.13377778","-79.31341667","POINT (-79.31341667 42.13377778)"
"CT2974","6132 Rt 219/417, Carrolton","Rt 219/417","Carrollton","Cattaraugus","9","107","107","62","105","N","10","NYRD10408","42.12266667","-78.65386111","POINT (-78.65386111 42.12266667)"
"CL1293","17 Arno Rd, Ellenburg Center","Arno Rd","Ellenburg","Clinton","5","148",,"11","20","N","80","NYRD10033","44.87122222","-73.86488889","POINT (-73.86488889 44.87122222)"
"CU1329","24 King Rd, Forestville","King Rd","Hanover","Chautauqua","9","70","5","20","15","N",,"NYRD10203","42.50333333","-79.06166667","POINT (-79.06166667 42.50333333)"
"CY1172","N/A","N/A","Venice","Cayuga","7","200","50","70","48.5","N","2","NYRD10372","42.67427778","-76.61547222","POINT (-76.61547222 42.67427778)"
"BM1110","90 Montrose Dr, Corbettsville","Montrose Dr","Conklin","Broome","7","320",,"290","72","N",,"NYRD10113",,,
"AG1030","Co Rd 49","Co Rd 49","Caneadea","Allegany","9","34","-999","20","34","N","10","NYRD10463","42.37997222","-78.15963889","POINT (-78.15963889 42.37997222)"
"DU3702","N/A","N/A","La Grange","Dutchess","3","165",,"10","21","N","20","NYRD10121","41.64616667","-73.82247222","POINT (-73.82247222 41.64616667)"
"DU7433","8 Trinity Way, Lagrange","Trinity Way","La Grange","Dutchess","3","255","3",,"20","N","15","NYRD01695",,,
"AG2815","5664 Tuckers Corner, Belmont","Tuckers Corner","Amity","Allegany","9","101","-999","30","99","N",,"NYRD10043","42.231","-78.05761111","POINT (-78.05761111 42.231)"
"AG1286","Wolf Creek Rd, Clarksville","Wolf Creek Rd","Clarksville","Allegany","9","110",,"70","71","N","15","NYRD10408",,,
"CT3853","11903 Hurd Rd, Perrysburg","Hurd Rd","Perrysburg","Cattaraugus","9","60","11","10","9","N","2.5","NYRD10408","42.48438889","-78.99869444","POINT (-78.99869444 42.48438889)"
"CU3406","N/A","N/A","Ellington","Chautauqua","9","135","50","60","48.70000076","N","5","NYRD10925","42.22586111","-79.12291667","POINT (-79.12291667 42.22586111)"
"DU7481","21 Romca Rd, La Grange","Romca Rd","East Fishkill","Dutchess","3","185","65","30","51","N","20","NYRD10105","41.6575","-73.87","POINT (-73.87 41.6575)"
"CU3040","N/A","N/A","Ellery","Chautauqua","9","120","20",,"38","N",,"NYRD10091","42.17183333","-79.33372222","POINT (-79.33372222 42.17183333)"
"CB4788","1800 Co Rt 11, Craryville","Co Rt 11","Taghkanic","Columbia","4","430","42","30","50","N","1.5","NYRD10061","42.211","-73.63111111","POINT (-73.63111111 42.211)"
"AG1585","N/A","N/A","Friendship","Allegany","9","95",,"33","40","N","12","NYRD10043","42.12963889","-78.14194444","POINT (-78.14194444 42.12963889)"
"CL2592","Rt 9, Peru","Rt 9","Peru","Clinton","5","500","14","21","19","N","3","NYRD10179","44.6","-73.43944444","POINT (-73.43944444 44.6)"
"DU6548","Lot 36, Blueberry Ridge Subd, Unionvale","N/A","Union Vale","Dutchess","3","403",,"15","19","N","7","NYRD10063","41.64011111","-73.63158333","POINT (-73.63158333 41.64011111)"
"C1798","4854 Eldridge Rd, Willet","Eldridge Rd","Willet","Cortland","7","149","125",,"124","N","10","NYRD10081","42.48091667","-75.95588889","POINT (-75.95588889 42.48091667)"
"DU4581","Phillips Rd, East Fishkill, Site 2","Phillips Rd","East Fishkill","Dutchess","3","405",,,"55","N","150","NYRD10105",,,
"CN1957","197 Twin Bridges Rd, Oxford","Twin Bridges Rd","Oxford","Chenango","7","173",,"15","173","N","10","NYRD10067","42.3765","-75.63858333","POINT (-75.63858333 42.3765)"
"CL2309","Robenson Rd, Plattsburgh","Robenson Rd","Plattsburgh","Clinton","5","205","130","30","39.5","N","20","NYRD10181","44.71155556","-73.54730556","POINT (-73.54730556 44.71155556)"
"D1980","N/A","N/A","Hancock","Delaware","4","120",,"2","120","N","20","NYRD10298","42.00116667","-75.263","POINT (-75.263 42.00116667)"
"CU1474","Ncco Rt Building, North Gale St","North Gale St","Westfield","Chautauqua","9","52",,,"29.5","N","23","NYRD10050","42.32569444","-79.59016667","POINT (-79.59016667 42.32569444)"
"AG970","N/A","N/A","Canaseraga","Allegany","9","135",,"85","21","N","15","NYRD10294","42.44844444","-77.79908333","POINT (-77.79908333 42.44844444)"
"CT1362","N/A","N/A","East Otto","Cattaraugus","9",,,,"110","N",,"NYRD10091","42.37155556","-78.77816667","POINT (-78.77816667 42.37155556)"
"BM1238","N/A","N/A","Binghamton","Broome","7","300",,"60","53","N","7","NYRD10245","42.03711111","-75.88266667","POINT (-75.88266667 42.03711111)"
"A1571","Pleasant Valley Rd","Pleasant Valley Rd","Knox","Albany","4",,,,"40","N","5","NYRD10027",,,
"CU4624","7887 Freeman Rd, Sherman","Freeman Rd","Sherman","Chautauqua","9","133","16",,"17.5","N","3","NYRD10084","42.14936111","-79.57388889","POINT (-79.57388889 42.14936111)"
"BM2107","360 Hardie Rd, Conklin","Hardie Rd","Conklin","Broome","7","80","36","12","43","N","12","NYRD10245","42.07919444","-75.83072222","POINT (-75.83072222 42.07919444)"
"AG826","N/A","N/A","Amity","Allegany","9","93",,"8","93","N","10","NYRD10043","42.24027778","-78.01805556","POINT (-78.01805556 42.24027778)"
"CL333","N/A","N/A","Peru","Clinton","5","120",,"15","120","N","15","NYRD10179","44.58555556","-73.58","POINT (-73.58 44.58555556)"
"A802","Townline Rd, Rensselaerville","Townline Rd","Rensselaerville","Albany","4","275","92","87","100.5","N","5","NYRD10040","42.5035","-74.11216667","POINT (-74.11216667 42.5035)"
"DU6382","Creekside Rd, Lot 8, Crooked Oak Subd","Creekside Rd","East Fishkill","Dutchess","3","165","30","40","62","N","7","NYRD10105","41.575","-73.79666667","POINT (-73.79666667 41.575)"
"C1982","7470 Keith Rd, Truxton","Keith Rd","Cuyler","Cortland","7","200","26","14","24.5","N","2","NYRD10080","42.76763889","-75.94861111","POINT (-75.94861111 42.76763889)"
"CT1640","N/A","N/A","Ellicottville","Cattaraugus","9","132",,"60","40","N","5","NYRD10134","42.29166667","-78.62788889","POINT (-78.62788889 42.29166667)"
"A2260","Wood Rd, Rensselaerville","Wood Rd","Rensselaerville","Albany","4","168","38","42","41","N","10","NYRD10525","42.53322222","-74.17641667","POINT (-74.17641667 42.53322222)"
"D3129","Hunter Ln, Downsville","Hunter Ln","Colchester","Delaware","4","248","17","50","32","N","10","NYRD10178","42.11216667","-74.93561111","POINT (-74.93561111 42.11216667)"
"CN2673","Goodwin Ln, Oxford","Goodwin Ln","Oxford","Chenango","7","195","92","25","95","N","10","NYRD10178","42.43880556","-75.50702778","POINT (-75.50702778 42.43880556)"
"CB4917","Snyderville Rd, Elizaville","Snyderville Rd","Gallatin","Columbia","4","305","4",,"18","N","12","NYRD10010","42.06930556","-73.77088889","POINT (-73.77088889 42.06930556)"
"CU1068","2241 Rt 83, Forestville","Rt 83","Arkwright","Chautauqua","9","125","73","15","73","N","6","NYRD10143","42.39541667","-79.20688889","POINT (-79.20688889 42.39541667)"
"D2827","Rt 28 And Honest Brook Rd, Delhi","Rt 28","Delhi","Delaware","4","427","45",,"58","N","1","NYRD10016",,,
"CT1727","N/A","N/A","Franklinville","Cattaraugus","9","60",,"19","37.58000183","N","30","NYRD10082","42.39583333","-78.40233333","POINT (-78.40233333 42.39583333)"
"CB4593","101 Maple Ln, Copake Falls","Maple Ln","Copake","Columbia","4","530","22","5","38.5","N","5","NYRD10061","42.118","-73.52252778","POINT (-73.52252778 42.118)"
"CM1599","14 Clark Hollow Rd, Pine City","Clark Hollow Rd","Southport","Chemung","8","118","47","114","48","N","6","NYRD10162","42.02438889","-76.92038889","POINT (-76.92038889 42.02438889)"
"D1267","Wheat Hill Rd","Wheat Hill Rd","Sidney","Delaware","4","325",,"320","20","N","4","NYRD10238",,,
"CL383","178 Liberty Pole Rd Churubusco","Liberty Pole Rd","Clinton","Clinton","5","156",,"155","156","N","30","NYRD10033","44.99097222","-73.91997222","POINT (-73.91997222 44.99097222)"
"DU6418","Brush Hill Rd, Union Vale","Brush Hill Rd","Union Vale","Dutchess","3","505",,"60","71","N","10","NYRD10105","41.71383333","-73.66","POINT (-73.66 41.71383333)"
"CU4202","3667 Luce Rd, Cassadaga","Luce Rd","Stockton","Chautauqua","9","21","-999","13","21","N","20","NYRD10050","42.31188889","-79.30069444","POINT (-79.30069444 42.31188889)"
"DU4305","85 Dorn Rd, Lagrangeville","Dorn Rd","Beekman","Dutchess","3","360","15","0","31","N","7","NYRD10105","41.6365","-73.70291667","POINT (-73.70291667 41.6365)"
"CN2838","448 Quarry Rd, Oxford","Quarry Rd","Oxford","Chenango","7","280","30",,"38","N","8","NYRD10067",,,
"CU3697","N/A","N/A","North Harmony","Chautauqua","9","130","20",,"25.5","N","15","NYRD10084","42.16311111","-79.43005556","POINT (-79.43005556 42.16311111)"
"CN2512","6067 Co Rd 32, Norwich","Co Rd 32","Norwich","Chenango","7","262","-999",,"58","N","15","NYRD10067",,,
"A1412","Lot 3, Knox Cave Rd","Knox Cave Rd","Knox","Albany","4","218",,"42.65999985","40","N","5","NYRD10027",,,
"AG3111","9005 Buffalo St, Rushford","Cuffalo St","Rushford","Allegany","9","113","-999","11","113","N","15","NYRD10082","42.39258333","-78.25380556","POINT (-78.25380556 42.39258333)"
"BM1914","79 Ingram Hill Rd, Binghamton","Ingram Hill Rd","Binghamton","Broome","7","260","140",,"138.5","N",,"NYRD10113",,,
"CU3253","12825 Gusensey Rd","Gusensey Rd","South Valley","Cattaraugus","9","120","43",,"41.29999924","N",,"NYRD10091","42.01463889","-79.04969444","POINT (-79.04969444 42.01463889)"
"CT3774","6775 Snyder Rd, Lyndon","Snyder Rd","Lyndon","Cattaraugus","9","80","6","51","27.79999924","N","12","NYRD10082",,,
"BM1064","N/A","N/A","Triangle","Broome","7","156","70",,"68.30000305","N","2","NYRD10230","42.39972222","-75.91616667","POINT (-75.91616667 42.39972222)"
"D3218","N/A","N/A","Masonville","Delaware","4","305","150","65","118","N","6","NYRD10238","42.19336111","-75.33697222","POINT (-75.33697222 42.19336111)"
"CL837","Perrys Mills Rd","Perrys Mills Rd","Champlain","Clinton","5","49","20","7","24","N","100","NYRD10033",,,
"CU1026","5395 Rt 380, Sinclairville","Rt 380","Ellery","Chautauqua","9","65","14","14.5","14.5","N","35","NYRD10050","42.23611111","-79.30813889","POINT (-79.30813889 42.23611111)"
"DU4042","N/A","N/A","Red Hook","Dutchess","3","398","33","75","48.5","N","5","NYRD10178","42.02166667","-73.882","POINT (-73.882 42.02166667)"
"CU3866","9865 Rt 474 Clymer","Rt 474","Clymer","Chautauqua","9","71","35",,"27.70000076","N","7","NYRD10091","42.02347222","-79.702","POINT (-79.702 42.02347222)"
"CB3814","7 Metz Rd, Ghent","Metz Rd","Ghent","Columbia","4","245","14",,"18","N","3","NYRD10010","42.30675","-73.64694444","POINT (-73.64694444 42.30675)"
"CB3467","82 Mercer Mountain Rd, Canaan","Mercer Mountain Rd","Canaan","Columbia","4","430","2","28","22","N","1.5","NYRD10055","42.36955556","-73.47452778","POINT (-73.47452778 42.36955556)"
"CB4734","1830 Rt 9, Germantown","Rt 9","Clermont","Columbia","4","45","-999",,"39","N","12","NYRD10010","42.08794444","-73.82227778","POINT (-73.82227778 42.08794444)"
"DU5687","53 Turkey Run Lot 2, Beekman","N/A","Beekman","Dutchess","3","205",,,"82","N","13","NYRD10105","41.61516667","-73.75694444","POINT (-73.75694444 41.61516667)"
"CN1566","8087 St Rt 12, Sherburne","St Rt 12","Sherburne","Chenango","7","137","119","26","121","N","8","NYRD10611","42.66944444","-75.49472222","POINT (-75.49472222 42.66944444)"
"CL2389","Rand Hill Rd","Rand Hill Rd","Plattsburgh","Clinton","5","82","-999",,"80","N","2","NYRD10182","44.72719444","-73.57716667","POINT (-73.57716667 44.72719444)"
"CU1457","Bellville Bemus Pt","N/A","Bemus Point","Chautauqua","9","75",,"10","25","N","12","NYRD10203","42.14566667","-79.44647222","POINT (-79.44647222 42.14566667)"
"CL1639","208 Barney Downs Rd, Peru","Barney Downs Rd","Peru","Clinton","5","205","178","50","178","N","7","NYRD10030","44.57611111","-73.56633333","POINT (-73.56633333 44.57611111)"
"CL2096","Well 2","N/A","Chazy","Clinton","5","245","22","4","24","N","50","NYRD10761","44.8695","-73.55533333","POINT (-73.55533333 44.8695)"
"CT1577","N/A","N/A","Great Valley","Cattaraugus","9","21",,,"21","N",,"NYRD10091","42.24947222","-78.64247222","POINT (-78.64247222 42.24947222)"
"DU5860","Frances Ct, Hyde Park","Frances Ct","Hyde Park","Dutchess","3","240",,,"60","N","10","NYRD10252",,,
"A988","167 Feura Bush Unionville Rd,","Feura Bush Unionville Rd","New Scotland","Albany","4","250",,"60","30","N",,"NYRD10186","42.58316667","-73.8965","POINT (-73.8965 42.58316667)"
"D732","Fuller Hollow Rd, Hamden","Fuller Hollow Rd","Hamden","Delaware","4",,,,,"N",,"NYRD10016","42.15472222","-74.98261111","POINT (-74.98261111 42.15472222)"
"CN2319","N/A","N/A","Norwich","Chenango","7","224","-999",,"224","N","10","NYRD10081","42.62747222","-75.53577778","POINT (-75.53577778 42.62747222)"
"CN2368","180 Flat Iron Rd, Smryna","Flat Iron Rd","Smyrna","Chenango","7","58","-999",,"58","N","10","NYRD10067",,,
"CN1947","480 County Rd 22, Earlville","Co Rd 22","Smyrna","Chenango","7","173","8","70","99","N","10","NYRD10110","42.72130556","-75.57402778","POINT (-75.57402778 42.72130556)"
