"year","month","month_code","district_code","district","total_temporary_assistance_cases","total_temporary_assistance_recipients","total_temporary_assistance_children","total_temporary_assistance_adults","total_temporary_assistance_expenditures","family_assistance_federally_participating_cases","family_assistance_federally_participating_recipients","family_assistance_federally_participating_children","family_assistance_federally_participating_adults","family_assistance_federally_participating_expenditures","safety_net_assistance_cases","safety_net_assistance_recipients","safety_net_assistance_children","safety_net_assistance_adults","safety_net_assistance_expenditures","federally_participating_temporary_assistance_for_needy_families_cases","federally_participating_temporary_assistance_for_needy_families_recipients","federally_participating_temporary_assistance_for_needy_families_expenditures","federally_non_participating_cases","federally_non_participating_recipients","federally_non_participating_expenditures","safety_net_assistance_federally_participating_cases","safety_net_assistance_federally_participating_recipients","safety_net_assistance_federally_participating_children","safety_net_assistance_federally_participating_adults","safety_net_assistance_federally_participating_expenditures","safety_net_federally_non_participating_cases","safety_net_federally_non_participating_recipients","safety_net_federally_non_participating_children","safety_net_federally_non_participating_adults","safety_net_federally_non_participating_expenditures","maintenance_of_effort_cases","maintenance_of_effort_recipients","maintenance_of_effort_children","maintenance_of_effort_adults","maintenance_of_effort_expenditures","non_maintenance_of_effort_cases","non_maintenance_of_effort_recipients","non_maintenance_of_effort_children","non_maintenance_of_effort_adults","non_maintenance_of_effort_expenditures"
"2022","May","5","56","Wyoming","135","190","95","95","72724","54","99","84","15","30853","81","91","11","80","41871","56","103","31635","79","87","41089","2","4","2","2","782","79","87","9","78","41089","4","11","7","4","2089","75","76","2","74","39000"
"2022","May","5","57","Yates","141","224","124","100","87452","68","142","113","29","40688","73","82","11","71","46764","68","142","40688","73","82","46764","0","0","0","0","0","73","82","11","71","46764","2","6","5","1","1200","71","76","6","70","45564"
"2022","May","5","66","New York City","229247","414235","165967","248268","135294044","51215","121588","80181","41407","30484956","178032","292647","85786","206861","104809088","51242","121639","30499504","178005","292596","104794540","27","51","29","22","14548","178005","292596","85757","206839","104794540","31001","100314","60545","39769","21827687","147004","192282","25212","167070","82966853"
"2022","April","4","01","Albany","1506","2865","1671","1194","1098153","671","1429","1142","287","449135","835","1436","529","907","649018","674","1440","450373","832","1425","647780","3","11","8","3","1238","832","1425","521","904","647780","107","407","297","110","88895","725","1018","224","794","558885"
"2022","April","4","02","Allegany","255","425","240","185","123510","127","260","204","56","63556","128","165","36","129","59954","128","261","63848","127","164","59662","1","1","0","1","292","127","164","36","128","59662","10","32","22","10","6642","117","132","14","118","53020"
"2022","April","4","03","Broome","2171","3409","1816","1593","1385600","848","1628","1307","321","541154","1323","1781","509","1272","844446","859","1658","552280","1312","1751","833320","11","30","17","13","11126","1312","1751","492","1259","833320","147","485","334","151","115834","1165","1266","158","1108","717486"
"2022","April","4","04","Cattaraugus","783","1174","544","630","472430","276","564","441","123","144590","507","610","103","507","327840","295","617","155528","488","557","316902","19","53","30","23","10938","488","557","73","484","316902","21","68","45","23","17711","467","489","28","461","299191"
"2022","April","4","05","Cayuga","670","1074","571","503","530756","255","546","445","101","155024","415","528","126","402","375732","267","581","163151","403","493","367605","12","35","22","13","8127","403","493","104","389","367605","27","89","60","29","21125","376","404","44","360","346480"
"2022","April","4","06","Chautauqua","1607","3137","1829","1308","882994","735","1745","1339","406","419000","872","1392","490","902","463994","748","1784","424177","859","1353","458817","13","39","25","14","5177","859","1353","465","888","458817","127","450","310","140","90967","732","903","155","748","367850"
"2022","April","4","07","Chemung","735","1151","695","456","475159","344","679","583","96","186888","391","472","112","360","288271","345","681","187066","390","470","288093","1","2","1","1","178","390","470","111","359","288093","10","44","33","11","7862","380","426","78","348","280231"
"2022","April","4","08","Chenango","315","482","289","193","180890","169","316","265","51","92427","146","166","24","142","88463","174","329","95083","141","153","85807","5","13","8","5","2656","141","153","16","137","85807","2","8","6","2","1753","139","145","10","135","84054"
"2022","April","4","09","Clinton","655","1022","549","473","394052","291","580","470","110","154094","364","442","79","363","239958","305","613","160718","350","409","233334","14","33","17","16","6624","350","409","62","347","233334","13","40","26","14","10717","337","369","36","333","222617"
"2022","April","4","10","Columbia","320","516","268","248","326501","120","248","201","47","83800","200","268","67","201","242701","127","272","97869","193","244","228632","7","24","16","8","14069","193","244","51","193","228632","14","53","39","14","8683","179","191","12","179","219949"
"2022","April","4","11","Cortland","370","533","249","284","260959","129","243","198","45","78434","241","290","51","239","182525","137","267","84885","233","266","176074","8","24","15","9","6451","233","266","36","230","176074","7","28","19","9","7007","226","238","17","221","169067"
"2022","April","4","12","Delaware","152","254","150","104","72877","79","163","131","32","40939","73","91","19","72","31938","80","165","41462","72","89","31415","1","2","1","1","523","72","89","18","71","31415","4","15","11","4","2489","68","74","7","67","28926"
"2022","April","4","13","Dutchess","889","1391","727","664","970239","349","721","581","140","322189","540","670","146","524","648050","361","760","342525","528","631","627714","12","39","22","17","20336","528","631","124","507","627714","34","108","73","35","42127","494","523","51","472","585587"
"2022","April","4","14","Erie","8292","16287","9143","7144","4314148","3213","7598","5797","1801","1828435","5079","8689","3346","5343","2485713","3250","7691","1854664","5042","8596","2459484","37","93","52","41","26229","5042","8596","3294","5302","2459484","810","3121","2275","846","547265","4232","5475","1019","4456","1912219"
"2022","April","4","15","Essex","88","119","76","43","58813","48","78","72","6","23854","40","41","4","37","34959","48","78","23854","40","41","34959","0","0","0","0","0","40","41","4","37","34959","0","0","0","0","0","40","41","4","37","34959"
"2022","April","4","16","Franklin","383","576","241","335","182453","122","249","184","65","66650","261","327","57","270","115803","123","251","66858","260","325","115595","1","2","1","1","208","260","325","56","269","115595","11","45","34","11","7853","249","280","22","258","107742"
"2022","April","4","17","Fulton","206","307","172","135","155036","92","178","151","27","73969","114","129","21","108","81067","93","180","74771","113","127","80265","1","2","1","1","802","113","127","20","107","80265","4","12","8","4","2306","109","115","12","103","77959"
"2022","April","4","18","Genesee","230","359","178","181","116924","89","180","138","42","42267","141","179","40","139","74657","90","183","42438","140","176","74486","1","3","2","1","171","140","176","38","138","74486","15","50","36","14","9887","125","126","2","124","64599"
"2022","April","4","19","Greene","204","333","184","149","144150","94","199","162","37","66371","110","134","22","112","77779","96","207","68392","108","126","75758","2","8","6","2","2021","108","126","16","110","75758","5","19","14","5","2669","103","107","2","105","73089"
"2022","April","4","20","Hamilton","10","16","7","9","4253","4","10","7","3","2562","6","6","0","6","1691","4","10","2562","6","6","1691","0","0","0","0","0","6","6","0","6","1691","0","0","0","0","0","6","6","0","6","1691"
"2022","April","4","21","Herkimer","343","563","322","241","193860","154","317","264","53","98966","189","246","58","188","94894","159","330","104015","184","233","89845","5","13","8","5","5049","184","233","50","183","89845","10","39","27","12","5779","174","194","23","171","84066"
"2022","April","4","22","Jefferson","764","1227","644","583","496832","292","594","486","108","183151","472","633","158","475","313681","301","614","186686","463","613","310146","9","20","10","10","3535","463","613","148","465","310146","44","150","103","47","28086","419","463","45","418","282060"
"2022","April","4","23","Lewis","76","121","82","39","42837","39","79","70","9","22070","37","42","12","30","20767","40","81","23035","36","40","19802","1","2","1","1","965","36","40","11","29","19802","0","0","0","0","0","36","40","11","29","19802"
"2022","April","4","24","Livingston","353","553","267","286","192581","136","268","204","64","77570","217","285","63","222","115011","138","272","78299","215","281","114282","2","4","2","2","729","215","281","61","220","114282","15","52","36","16","13378","200","229","25","204","100904"
"2022","April","4","25","Madison","205","327","214","113","116552","99","186","167","19","52049","106","141","47","94","64503","103","197","54038","102","130","62514","4","11","7","4","1989","102","130","40","90","62514","11","32","22","10","6279","91","98","18","80","56235"
"2022","April","4","26","Monroe","6851","12368","6930","5438","3982400","2776","6119","4824","1295","1642559","4075","6249","2106","4143","2339841","2853","6344","1698721","3998","6024","2283679","77","225","136","89","56162","3998","6024","1970","4054","2283679","635","2215","1569","646","452968","3363","3809","401","3408","1830711"
"2022","April","4","27","Montgomery","302","572","348","224","172184","147","307","249","58","73011","155","265","99","166","99173","151","319","75519","151","253","96665","4","12","7","5","2508","151","253","92","161","96665","28","90","62","28","13892","123","163","30","133","82773"
"2022","April","4","28","Nassau","2975","4806","2204","2602","4217410","809","1708","1390","318","1145396","2166","3098","814","2284","3072014","812","1716","1151481","2163","3090","3065929","3","8","5","3","6085","2163","3090","809","2281","3065929","249","851","597","254","627654","1914","2239","212","2027","2438275"
"2022","April","4","29","Niagara","1408","2241","1288","953","733350","630","1215","1015","200","326495","778","1026","273","753","406855","640","1241","332697","768","1000","400653","10","26","15","11","6202","768","1000","258","742","400653","70","244","172","72","47578","698","756","86","670","353075"
"2022","April","4","30","Oneida","2371","4376","2329","2047","1699339","858","2043","1561","482","593512","1513","2333","768","1565","1105827","863","2060","598112","1508","2316","1101227","5","17","12","5","4600","1508","2316","756","1560","1101227","180","703","508","195","142107","1328","1613","248","1365","959120"
"2022","April","4","31","Onondaga","4510","8615","4862","3753","2480807","1755","4103","3173","930","1033412","2755","4512","1689","2823","1447395","1757","4108","1034066","2753","4507","1446741","2","5","3","2","654","2753","4507","1686","2821","1446741","415","1540","1110","430","278549","2338","2967","576","2391","1168192"
"2022","April","4","32","Ontario","692","1097","572","525","502064","289","583","462","121","196561","403","514","110","404","305503","291","591","197720","401","506","304344","2","8","6","2","1159","401","506","104","402","304344","20","76","55","21","14524","381","430","49","381","289820"
"2022","April","4","33","Orange","1342","2337","1271","1066","1263234","507","1065","851","214","455628","835","1272","420","852","807606","516","1090","486064","826","1247","777170","9","25","14","11","30436","826","1247","406","841","777170","128","431","300","131","164858","698","816","106","710","612312"
