"nopd_item","type_","typetext","priority","mapx","mapy","timecreate","timedispatch","timearrive","timeclosed","disposition","dispositiontext","block_address","zip","policedistrict","location"
"A0010113","67AR","SIMULTANEOUS STOLEN/","1B","3670725.00000000","530104.00000000","2013-01-01T00:28:24.000","2013-01-01T03:12:12.000","2013-01-01T03:18:31.000","2013-01-01T06:07:55.000","RTF","REPORT TO FOLLOW","017XX S Dupre St","70125","2","(29.951924905729, -90.102142021218)"
"A0010213","62A","BURGLAR ALARM, SILEN","2C","3678901.00000000","521160.00000000","2013-01-01T00:30:00.000","2013-01-01T00:31:11.000","2013-01-01T00:32:50.000","2013-01-01T00:39:48.000","NAT","NECESSARY ACTION TAKEN","023XX Laurel St","70130","6","(29.927087774112, -90.076635809313)"
"A0010313","35","SIMPLE BATTERY","1C","3682409.00000000","532836.00000000","2013-01-01T00:30:52.000","2013-01-01T00:30:56.000","2013-01-01T00:31:20.000","2013-01-01T03:33:09.000","RTF","REPORT TO FOLLOW","007XX Bourbon St","70116","8","(29.959086603945, -90.065154038468)"
"A0010413","94","DISCHARGING FIREARM","2B","3707056.00000000","554375.00000000","2013-01-01T00:31:13.000","2013-01-01T00:38:18.000","2013-01-01T00:52:14.000","2013-01-01T00:56:15.000","NAT","NECESSARY ACTION TAKEN","046XX Gawain Dr","70127","7","(30.017537713713, -89.986526130163)"
"A0010513","94","DISCHARGING FIREARM","2B","3696959.00000000","556381.00000000","2013-01-01T00:31:22.000","2013-01-01T00:48:17.000","2013-01-01T00:55:16.000","2013-01-01T01:00:20.000","UNF","UNFOUNDED","069XX Virgilian St","70126","7","(30.023375911784, -90.018355741348)"
"A0010613","94","DISCHARGING FIREARM","2B","3683451.00000000","545830.00000000","2013-01-01T00:32:39.000","2013-01-01T00:35:07.000","2013-01-01T00:41:46.000","2013-01-01T00:44:15.000","UNF","UNFOUNDED","036XX Touro St","70122","3","(29.99478381522, -90.061408195245)"
"A0010713","21","COMPLAINT OTHER","1H","3681162.00000000","531231.00000000","2013-01-01T00:33:15.000","2013-01-01T00:33:16.000","2013-01-01T00:33:28.000","2013-01-01T00:48:33.000","NAT","NECESSARY ACTION TAKEN","Bourbon St & Iberville St","70112","8","(29.954711288829, -90.069147671288)"
"A0010813","99","RECKLESS DRIVING","2D","3695526.00000000","549832.00000000","2013-01-01T00:32:05.000","2013-01-01T00:39:25.000",,"2013-01-01T00:39:30.000","GOA","GONE ON ARRIVAL","Highrise E & I-10 E","70126","7","(30.00541375875, -90.023120315792)"
"A0010913","62A","BURGLAR ALARM, SILEN","2C","3684002.00000000","549848.00000000","2013-01-01T00:34:16.000","2013-01-01T00:41:40.000",,"2013-01-01T00:49:42.000","NAT","NECESSARY ACTION TAKEN","046XX Elysian Fields Ave","70122","3","(30.005815042781, -90.059526554384)"
"A0011013","94","DISCHARGING FIREARM","2B","3677552.00000000","519871.00000000","2013-01-01T00:35:48.000","2013-01-01T00:37:37.000",,"2013-01-01T00:40:31.000","NAT","NECESSARY ACTION TAKEN","028XX Annunciation St","70115","6","(29.923584055386, -90.080938729759)"
"A0011113","18","TRAFFIC INCIDENT","1H","3672598.00000000","534565.00000000","2013-01-01T00:36:32.000","2013-01-01T00:36:32.000",,"2013-01-01T00:41:03.000","NAT","NECESSARY ACTION TAKEN","032XX Tulane Ave","70119","1","(29.96413570127, -90.096075866455)"
"A0011213","24","MEDICAL","2B","37369000","3513814","2013-01-01T00:36:43.000","2013-01-01T00:36:43.000","2013-01-01T00:36:45.000","2013-01-01T01:08:12.000","NAT","NECESSARY ACTION TAKEN","Barracks St & N Peters St","70116","0","(9.235500543E-7, -0.0000022929847665)"
"A0011313","56","SIMPLE CRIMINAL DAMA","2D","3680971.00000000","535547.00000000","2013-01-01T00:34:57.000","2013-01-01T00:39:10.000","2013-01-01T00:39:18.000","2013-01-01T02:15:47.000","RTF","REPORT TO FOLLOW","N Robertson St & Ursulines Ave","70116","1","(29.966584611565, -90.069600471047)"
"A0011413","94","DISCHARGING FIREARM","1B","3675670.00000000","539191.00000000","2013-01-01T00:36:29.000","2013-01-01T01:11:29.000",,"2013-01-01T01:11:32.000","NAT","NECESSARY ACTION TAKEN","N Rendon St & Saint Philip St","70119","1","(29.976764061922, -90.086215749472)"
"A0011513","103","DISTURBANCE (OTHER)","1C","3670210.00000000","541313.00000000","2013-01-01T00:37:09.000","2013-01-01T00:53:47.000","2013-01-01T00:53:50.000","2013-01-01T01:01:30.000","NAT","NECESSARY ACTION TAKEN","006XX N Saint Patrick St","70119","3","(29.982761112968, -90.10338824614)"
"A0011613","911","SILENT 911 CALL","2D","3673844.00000000","532544.00000000","2013-01-01T00:36:31.000","2013-01-01T00:39:41.000","2013-01-01T00:51:25.000","2013-01-01T01:08:28.000","UNF","UNFOUNDED","026XX Poydras St","70119","1","(29.958541575288, -90.092210228661)"
"A0011713","18","TRAFFIC INCIDENT","1H","3680804.00000000","533635.00000000","2013-01-01T00:37:40.000","2013-01-01T00:37:40.000","2013-01-01T00:46:29.000","2013-01-01T02:39:56.000","NAT","NECESSARY ACTION TAKEN","010XX Basin St","70112","1","(29.961332328362, -90.070194417149)"
"A0011813","94","DISCHARGING FIREARM","2B","3676297.00000000","543961.00000000","2013-01-01T00:37:51.000","2013-01-01T00:44:20.000","2013-01-01T00:50:11.000","2013-01-01T00:52:51.000","UNF","UNFOUNDED","035XX Roger Williams St","70119","3","(29.989861133679, -90.084071236381)"
"A0011913","21","COMPLAINT OTHER","1H","3680501.00000000","530209.00000000","2013-01-01T00:38:35.000","2013-01-01T00:38:36.000","2013-01-01T00:38:38.000","2013-01-01T01:01:54.000","NAT","NECESSARY ACTION TAKEN","008XX Gravier St","70112","8","(29.951921169573, -90.071270398092)"
"A0012013","103F","FIGHT","2B","3703990.00000000","516577.00000000","2013-01-01T00:37:57.000","2013-01-01T00:40:43.000","2013-01-01T00:45:30.000","2013-01-01T01:23:43.000","NAT","NECESSARY ACTION TAKEN","054XX Carlisle Ct","70131","4","(29.913705658258, -89.997605579302)"
"A0012113","94F","FIREWORKS","1H","3688084.00000000","540641.00000000","2013-01-01T00:40:02.000","2013-01-01T00:49:42.000","2013-01-01T00:54:21.000","2013-01-01T00:54:58.000","UNF","UNFOUNDED","022XX Almonaster Ave","70117","5","(29.980373697164, -90.046957145587)"
"A0012213","62A","BURGLAR ALARM, SILEN","2C","3682106.00000000","530592.00000000","2013-01-01T00:40:34.000","2013-01-01T00:45:10.000","2013-01-01T00:45:52.000","2013-01-01T00:49:50.000","NAT","NECESSARY ACTION TAKEN","002XX Decatur St","70130","8","(29.952925583955, -90.066189198465)"
"A0012313","21","COMPLAINT OTHER","1H","3685863.00000000","530910.00000000","2013-01-01T00:41:48.000","2013-01-01T00:49:12.000","2013-01-01T01:06:58.000","2013-01-01T01:08:19.000","NAT","NECESSARY ACTION TAKEN","002XX Morgan St","70114","4","(29.953685199355, -90.054315066886)"
"A0012413","21","COMPLAINT OTHER","1H","3680888.00000000","532792.00000000","2013-01-01T00:43:19.000","2013-01-01T00:43:20.000","2013-01-01T00:48:29.000","2013-01-01T00:50:15.000","NAT","NECESSARY ACTION TAKEN","005XX N Rampart St","70112","1","(29.959011818869, -90.069958511063)"
"A0012513","21","COMPLAINT OTHER","1H","3706993.00000000","561031.00000000","2013-01-01T00:40:39.000","2013-01-01T00:56:21.000","2013-01-01T01:03:49.000","2013-01-01T01:15:08.000","NAT","NECESSARY ACTION TAKEN","070XX Bundy Rd","70127","7","(30.035841150128, -89.986477987425)"
"A0012613","103D","DOMESTIC DISTURBANCE","2B","3692197.00000000","544801.00000000","2013-01-01T00:42:23.000","2013-01-01T01:05:04.000","2013-01-01T01:16:52.000","2013-01-01T02:17:15.000","RTF","REPORT TO FOLLOW","033XX Pleasure St","70126","5","(29.991684593715, -90.033817574396)"
"A0012713","94F","FIREWORKS","1H","3675327.00000000","517897.00000000","2013-01-01T00:42:48.000","2013-01-01T00:44:37.000","2013-01-01T00:46:00.000","2013-01-01T00:47:50.000","NAT","NECESSARY ACTION TAKEN","007XX Delachaise St","70115","6","(29.918222871526, -90.088029961679)"
"A0012813","21","COMPLAINT OTHER","1H","3686624.00000000","534642.00000000","2013-01-01T00:44:26.000","2013-01-01T00:44:27.000","2013-01-01T00:44:44.000","2013-01-01T01:01:00.000","RTF","REPORT TO FOLLOW","006XX Franklin Ave","70117","8","(29.963923534143, -90.051780354107)"
"A0012913","62A","BURGLAR ALARM, SILEN","2C","3697928.00000000","518480.00000000","2013-01-01T00:43:53.000","2013-01-01T00:48:00.000","2013-01-01T00:57:10.000","2013-01-01T01:02:52.000","NAT","NECESSARY ACTION TAKEN","035XX Holiday Dr","70114","4","(29.919131179807, -90.016670050086)"
"A0013013","94F","FIREWORKS","1H","3679332.00000000","549070.00000000","2013-01-01T00:45:00.000","2013-01-01T00:56:05.000","2013-01-01T01:11:24.000","2013-01-01T01:13:57.000","UNF","UNFOUNDED","045XX Paris Ave","70122","3","(30.003817742806, -90.074307178121)"
"A0013113","103D","DOMESTIC DISTURBANCE","1B","3661491.00000000","531149.00000000","2013-01-01T00:43:44.000","2013-01-01T00:54:26.000","2013-01-01T01:03:58.000","2013-01-01T01:49:46.000","UNF","UNFOUNDED","087XX Green St","70118","2","(29.955067905829, -90.131264162414)"
"A0013213","18","TRAFFIC INCIDENT","1H","3684962.00000000","536299.00000000","2013-01-01T00:47:27.000","2013-01-01T00:47:28.000","2013-01-01T00:47:35.000","2013-01-01T00:54:19.000","NAT","NECESSARY ACTION TAKEN","Elysian Fields Ave & Saint Claud","70116","8","(29.968530717794, -90.056970498646)"
"A0013313","94F","FIREWORKS","1H","3711153.00000000","556256.00000000","2013-01-01T00:47:33.000","2013-01-01T01:02:40.000",,"2013-01-01T01:02:55.000","NAT","NECESSARY ACTION TAKEN","Hammond St & Rosalia Dr","70127","7","(30.022576681157, -89.973510831405)"
"A0013413","94","DISCHARGING FIREARM","2B","3697351.00000000","555044.00000000","2013-01-01T00:47:59.000",,,"2013-01-01T00:50:03.000","DUP","DUPLICATE","Dwyer Rd & Virgilian St","70126","7","(30.019687294138, -90.017165637094)"
"A0013513","56","SIMPLE CRIMINAL DAMA","1D","3680689.00000000","540629.00000000","2013-01-01T00:47:35.000","2013-01-01T01:38:46.000","2013-01-01T01:47:33.000","2013-01-01T03:00:54.000","RTF","REPORT TO FOLLOW","024XX Saint Bernard Ave","70119","1","(29.980566904659, -90.070314122644)"
"A0013613","99","RECKLESS DRIVING","2D","3678433.00000000","532717.00000000","2013-01-01T00:47:24.000","2013-01-01T00:59:16.000",,"2013-01-01T01:31:16.000","UNF","UNFOUNDED","Canal St & S Claiborne Ave","70112","8","(29.958879794271, -90.077713387191)"
"A0013713","62A","BURGLAR ALARM, SILEN","2C","3664582.00000000","518909.00000000","2013-01-01T00:48:32.000","2013-01-01T00:50:24.000",,"2013-01-01T00:54:15.000","VOI","VOID","007XX State St","70118","2","(29.921322282355, -90.121912510946)"
"A0013813","35","SIMPLE BATTERY","1C","3682519.00000000","532977.00000000","2013-01-01T00:49:43.000","2013-01-01T00:49:43.000","2013-01-01T00:49:45.000","2013-01-01T01:11:30.000","RTF","REPORT TO FOLLOW","008XX Bourbon St","70116","8","(29.959470957792, -90.064801756755)"
"A0014013","21","COMPLAINT OTHER","1H","3680010.00000000","531513.00000000","2013-01-01T00:50:43.000","2013-01-01T00:50:43.000","2013-01-01T01:12:49.000","2013-01-01T02:15:29.000","NAT","NECESSARY ACTION TAKEN","Canal St & S Rampart St","70112","8","(29.95552159102, -90.072775447016)"
"A0014113","21","COMPLAINT OTHER","1H","3686310.00000000","530779.00000000","2013-01-01T00:50:35.000","2013-01-01T01:23:53.000","2013-01-01T02:28:18.000","2013-01-01T02:56:31.000","NAT","NECESSARY ACTION TAKEN","003XX Delaronde St","70114","4","(29.953311267101, -90.052908252792)"
"A0014213","911","SILENT 911 CALL","2D","3689625.00000000","524858.00000000","2013-01-01T00:51:50.000","2013-01-01T00:53:51.000","2013-01-01T00:57:43.000","2013-01-01T00:58:52.000","NAT","NECESSARY ACTION TAKEN","020XX Le Boeuf Ct","70114","4","(29.936928268351, -90.042651531253)"
"A0014313","21","COMPLAINT OTHER","1H","3682370.00000000","532818.00000000","2013-01-01T00:52:29.000","2013-01-01T00:52:29.000","2013-01-01T00:52:37.000","2013-01-01T00:52:40.000","RTF","REPORT TO FOLLOW","Bourbon St & Orleans Ave","70116","8","(29.959038296891, -90.065277819758)"
"A0014413","103F","FIGHT","2B","3685818.00000000","535984.00000000","2013-01-01T00:51:16.000","2013-01-01T00:54:24.000","2013-01-01T00:58:01.000","2013-01-01T01:24:27.000","NAT","NECESSARY ACTION TAKEN","024XX N Rampart St","70117","8","(29.967638331368, -90.054278315634)"
"A0014513","24","MEDICAL","2B","37369000","3513814","2013-01-01T00:53:03.000","2013-01-01T00:54:44.000",,"2013-01-01T00:59:08.000","NAT","NECESSARY ACTION TAKEN","010XX Saint Peter St","70112","0","(9.235500543E-7, -0.0000022929847665)"
"A0014613","107","SUSPICIOUS PERSON","2B","3680104.00000000","532038.00000000","2013-01-01T00:55:40.000","2013-01-01T00:55:40.000","2013-01-01T01:01:37.000","2013-01-01T02:05:55.000","NAT","NECESSARY ACTION TAKEN","Basin St & Iberville St","70112","1","(29.956962319678, -90.072460387008)"
"A0014713","103","DISTURBANCE (OTHER)","1C","3672302.00000000","520444.00000000","2013-01-01T00:55:37.000","2013-01-01T01:27:22.000","2013-01-01T01:27:24.000","2013-01-01T02:15:46.000","NAT","NECESSARY ACTION TAKEN","040XX Prytania St","70115","6","(29.92531636022, -90.097491566029)"
"A0014813","94F","FIREWORKS","1H","3678434.00000000","525992.00000000","2013-01-01T00:55:17.000","2013-01-01T01:28:20.000",,"2013-01-01T01:28:24.000","NAT","NECESSARY ACTION TAKEN","015XX Baronne St","70113","6","(29.940388262347, -90.077942890832)"
"A0014913","94F","FIREWORKS","1H","3712421.00000000","563647.00000000","2013-01-01T00:55:10.000","2013-01-01T01:18:29.000","2013-01-01T01:18:31.000","2013-01-01T01:18:33.000","UNF","UNFOUNDED","Roger Dr & Wright Rd","70128","7","(30.04285755158, -89.969226270012)"
"A0015013","94F","FIREWORKS","1H","3668771.00000000","523218.00000000","2013-01-01T00:57:27.000","2013-01-01T01:00:35.000","2013-01-01T01:09:17.000","2013-01-01T01:17:36.000","UNF","UNFOUNDED","021XX Robert St","70115","2","(29.933048220742, -90.108544256508)"
"A0015113","34","AGGRAVATED BATTERY","2B","3683068.00000000","531830.00000000","2013-01-01T00:56:35.000","2013-01-01T01:29:52.000","2013-01-01T01:56:36.000","2013-01-01T03:18:52.000","RTF","REPORT TO FOLLOW","006XX Decatur St","70130","8","(29.956300375853, -90.063108296726)"
"A0015213","103","DISTURBANCE (OTHER)","1C","3716267.00000000","557970.00000000","2013-01-01T00:56:49.000","2013-01-01T04:42:53.000","2013-01-01T04:50:58.000","2013-01-01T04:54:41.000","UNF","UNFOUNDED","049XX Nottingham Dr","70128","7","(30.027121632011, -89.957286950162)"
"A0015313","21","COMPLAINT OTHER","1H","3674086.00000000","525345.00000000","2013-01-01T00:56:42.000","2013-01-01T01:00:02.000","2013-01-01T01:56:36.000","2013-01-01T01:59:30.000","NAT","NECESSARY ACTION TAKEN","025XX Washington Ave","70113","6","(29.938739493676, -90.091692386886)"
"A0015413","94","DISCHARGING FIREARM","2B","3709301.00000000","563110.00000000","2013-01-01T00:58:43.000","2013-01-01T01:00:31.000","2013-01-01T01:05:49.000","2013-01-01T01:08:16.000","UNF","UNFOUNDED","073XX Read Blvd","70127","7","(30.041482776525, -89.979106702978)"
"A0015513","18","TRAFFIC INCIDENT","1H","3683770.00000000","551110.00000000","2013-01-01T01:00:00.000","2013-01-01T01:00:03.000",,"2013-01-01T01:05:29.000","NAT","NECESSARY ACTION TAKEN","Elysian Fields Ave & Timoleon St","70122","3","(30.009292175381, -90.060215197261)"
"A0015613","21","COMPLAINT OTHER","1H","3670174.00000000","541260.00000000","2013-01-01T01:01:38.000","2013-01-01T01:01:39.000","2013-01-01T01:04:12.000","2013-01-01T01:22:23.000","NAT","NECESSARY ACTION TAKEN","047XX Toulouse St","70119","3","(29.982616443496, -90.103503749261)"
"A0015713","18","TRAFFIC INCIDENT","1H","3667805.00000000","534615.00000000","2013-01-01T01:02:32.000","2013-01-01T01:02:35.000","2013-01-01T01:02:39.000","2013-01-01T01:51:24.000","NAT","NECESSARY ACTION TAKEN","S Carrollton Ave & Palm St","70125","2","(29.964414620082, -90.111210112361)"
"A0015813","94F","FIREWORKS","1H","3668401.00000000","530042.00000000","2013-01-01T01:02:07.000","2013-01-01T01:49:08.000",,"2013-01-01T01:56:40.000","UNF","UNFOUNDED","040XX Vincennes Pl","70125","2","(29.951822883559, -90.109482228402)"
"A0015913","94F","FIREWORKS","1H","3686730.00000000","535012.00000000","2013-01-01T01:03:22.000","2013-01-01T01:55:22.000",,"2013-01-01T02:45:32.000","GOA","GONE ON ARRIVAL","007XX Franklin Ave","70117","8","(29.964937645503, -90.051432545112)"
"A0016013","20","AUTO ACCIDENT","1C","3700839.00000000","523835.00000000","2013-01-01T01:03:24.000","2013-01-01T01:08:58.000","2013-01-01T01:10:41.000","2013-01-01T01:47:03.000","RTF","REPORT TO FOLLOW","General Meyer Ave & Kabel Dr","70131","4","(29.933763286393, -90.007285957431)"
"A0016113","35D","SIMPLE BATTERY DOMES","2B","3671103.00000000","536290.00000000","2013-01-01T01:02:23.000","2013-01-01T01:05:08.000","2013-01-01T01:26:56.000","2013-01-01T01:38:49.000","UNF","UNFOUNDED","005XX S Cortez St","70119","1","(29.968923176144, -90.100738359861)"
"A0016213","24","MEDICAL","2B","37369000","3513814","2013-01-01T01:04:50.000","2013-01-01T01:04:57.000",,"2013-01-01T01:05:56.000","NAT","NECESSARY ACTION TAKEN","X Poydras St","70130","0","(9.235500543E-7, -0.0000022929847665)"
"A0016313","21","COMPLAINT OTHER","1H","3682267.00000000","530840.00000000","2013-01-01T01:06:05.000","2013-01-01T01:06:08.000","2013-01-01T01:39:24.000","2013-01-01T02:07:02.000","NAT","NECESSARY ACTION TAKEN","Bienville St & Decatur St","70130","8","(29.953602603319, -90.065672168733)"
"A0016413","21","COMPLAINT OTHER","2H","3676469.00000000","537177.00000000","2013-01-01T01:05:00.000","2013-01-01T01:07:48.000","2013-01-01T01:12:52.000","2013-01-01T02:03:54.000","NAT","NECESSARY ACTION TAKEN","027XX Orleans Ave","70119","1","(29.971202315182, -90.083761622105)"
"A0016513","24","MEDICAL","2B","37369000","3513814","2013-01-01T01:06:49.000","2013-01-01T01:06:49.000",,"2013-01-01T03:01:21.000","NAT","NECESSARY ACTION TAKEN","009XX Camp St","70130","0","(9.235500543E-7, -0.0000022929847665)"
"A0016613","18","TRAFFIC INCIDENT","1H","3680398.00000000","535535.00000000","2013-01-01T01:07:07.000","2013-01-01T01:07:08.000","2013-01-01T01:15:22.000","2013-01-01T01:15:45.000","NAT","NECESSARY ACTION TAKEN","N Claiborne Ave & Saint Philip S","70116","1","(29.96656897982, -90.071410416475)"
"A0016813","52F","FIRE","2B","3683676.00000000","547685.00000000","2013-01-01T01:06:54.000","2013-01-01T01:08:54.000","2013-01-01T01:12:30.000","2013-01-01T01:35:33.000","NAT","NECESSARY ACTION TAKEN","Frenchmen St & Senate St","70122","3","(29.99987753234, -90.060632362629)"
"A0016913","94F","FIREWORKS","1H","3670610.00000000","529855.00000000","2013-01-01T01:06:55.000","2013-01-01T01:49:30.000","2013-01-01T01:58:03.000","2013-01-01T02:03:38.000","UNF","UNFOUNDED","018XX S Dupre St","70125","2","(29.951243634705, -90.102513583087)"
"A0017013","94F","FIREWORKS","1H","3686582.00000000","535344.00000000","2013-01-01T01:07:08.000","2013-01-01T02:47:07.000",,"2013-01-01T02:48:01.000","GOA","GONE ON ARRIVAL","Dauphine St & Saint Roch Ave","70117","8","(29.965855082119, -90.051888193864)"
"A0017113","21","COMPLAINT OTHER","1H","3680888.00000000","532792.00000000","2013-01-01T01:08:38.000","2013-01-01T01:08:39.000",,"2013-01-01T01:18:15.000","NAT","NECESSARY ACTION TAKEN","005XX N Rampart St","70112","1","(29.959011818869, -90.069958511063)"
"A0017213","20F","AUTO ACCIDENT FATALI","2B","3713552.00000000","516274.00000000","2013-01-01T01:08:26.000","2013-01-01T01:10:27.000","2013-01-01T01:16:46.000","2013-01-01T05:23:07.000","RTF","REPORT TO FOLLOW","English Turn Pkwy & Woodland Hwy","70131","4","(29.912562557404, -89.967436591695)"
"A0017313","21","COMPLAINT OTHER","1H","3681971.00000000","531086.00000000","2013-01-01T01:09:26.000","2013-01-01T01:09:30.000","2013-01-01T01:23:59.000","2013-01-01T01:24:04.000","NAT","NECESSARY ACTION TAKEN","003XX Chartres St","70130","8","(29.954288020938, -90.06659822444)"
