"nopd_item","type_","typetext","mapx","mapy","timecreate","timedispatch","timeclosed","disposition","dispositiontext","block_address","zip"
"A1030014","107","SUSPICIOUS PERSON","3676150","526912","2014-01-09T02:30:47.000",,"2014-01-09T02:38:26.000","NAT","Necessary Action Taken","Felicity St & Freret St","70113"
"A1030914","107","SUSPICIOUS PERSON","3676762","525447","2014-01-09T02:42:39.000",,"2014-01-09T02:50:23.000","NAT","Necessary Action Taken","021XX Josephine St","70113"
"A1032614","107","SUSPICIOUS PERSON","3673513","523206","2014-01-09T03:05:17.000",,"2014-01-09T03:06:33.000","NAT","Necessary Action Taken","S Saratoga St & Louisiana Ave","70115"
"A1033114","107","SUSPICIOUS PERSON","3708626","562088","2014-01-09T03:11:28.000","2014-01-09T03:11:56.000","2014-01-09T03:57:51.000","GOA","GONE ON ARRIVAL","097XX W Wheaton Cir","70127"
"A1033414","107","SUSPICIOUS PERSON","3685568","538946","2014-01-09T03:16:23.000","2014-01-09T03:16:32.000","2014-01-09T03:47:14.000","NAT","Necessary Action Taken","N Roman St & Mandeville St","70117"
"A1049214","107","SUSPICIOUS PERSON","3669632","522797","2014-01-09T08:17:17.000","2014-01-09T08:21:08.000","2014-01-09T08:41:08.000","GOA","GONE ON ARRIVAL","021XX Valence St","70115"
"A1050814","107","SUSPICIOUS PERSON","3679639","544945","2014-01-09T08:28:28.000","2014-01-09T08:29:00.000","2014-01-09T08:46:38.000","GOA","GONE ON ARRIVAL","034XX Paris Ave","70122"
"A1051014","63","PROWLER","3705480","555635","2014-01-09T08:30:20.000","2014-01-09T08:33:41.000","2014-01-09T10:30:10.000","RTF","REPORT TO FOLLOW","047XX Dodt Ave","70126"
"A1055214","107","SUSPICIOUS PERSON","3717817","559120","2014-01-09T09:13:35.000","2014-01-09T09:17:22.000","2014-01-09T09:49:10.000","NAT","Necessary Action Taken","Midpoint Dr & Beaver Dr","70128"
"A1062014","107","SUSPICIOUS PERSON","3695097","525001","2014-01-09T10:16:54.000","2014-01-09T10:19:52.000","2014-01-09T10:29:55.000","GOA","GONE ON ARRIVAL","016XX Southlawn Blvd","70114"
"A1063614","107","SUSPICIOUS PERSON","3676628","527114","2014-01-09T10:28:49.000","2014-01-09T10:28:49.000","2014-01-09T10:41:06.000","NAT","Necessary Action Taken","Martin Luther King Jr Blvd & La Salle St","70113"
"A1065914","107","SUSPICIOUS PERSON","3673267","528798","2014-01-09T10:47:53.000","2014-01-09T10:47:53.000","2014-01-09T11:01:19.000","NAT","Necessary Action Taken","S Galvez St & 1st St","70125"
"A1073714","107","SUSPICIOUS PERSON","3674023","535018","2014-01-09T11:58:18.000","2014-01-09T11:59:12.000","2014-01-09T12:12:23.000","UNF","UNFOUNDED","029XX Palmyra St","70119"
"A1074814","107","SUSPICIOUS PERSON","3681813","532089","2014-01-09T12:07:58.000",,"2014-01-09T12:21:34.000","NAT","Necessary Action Taken","005XX Bourbon St","70112"
"A1075214","107","SUSPICIOUS PERSON","3680261","531245","2014-01-09T12:12:53.000","2014-01-09T12:16:19.000","2014-01-09T12:28:46.000","GOA","GONE ON ARRIVAL","001XX University Pl","70112"
"A1077114","107","SUSPICIOUS PERSON","3673385","523188","2014-01-09T12:33:23.000",,"2014-01-09T12:49:45.000","NAT","Necessary Action Taken","021XX Louisiana Ave","70115"
"A1078114","21","COMPLAINT OTHER","3702378","555893","2014-01-09T12:46:11.000","2014-01-09T12:48:44.000","2014-01-09T14:13:10.000","RTF","REPORT TO FOLLOW","Dwyer Rd & Rhodes Dr","70126"
"A1078714","107","SUSPICIOUS PERSON","3675248","519435","2014-01-09T12:50:32.000","2014-01-09T12:50:56.000","2014-01-09T13:03:11.000","GOA","GONE ON ARRIVAL","010XX Louisiana Ave","70115"
"A1079814","107","SUSPICIOUS PERSON","3677035","533881","2014-01-09T12:59:34.000","2014-01-09T13:03:05.000","2014-01-09T13:13:02.000","UNF","UNFOUNDED","N Galvez St & Canal St","70119"
"A1080014","107","SUSPICIOUS PERSON","3671399","535622","2014-01-09T13:01:17.000","2014-01-09T13:01:17.000","2014-01-09T13:21:23.000","NAT","Necessary Action Taken","S Genois St & D'Hemecourt St","70119"
"A1080414","107","SUSPICIOUS PERSON","3683855","537464","2014-01-09T13:03:34.000","2014-01-09T13:05:11.000","2014-01-09T13:53:12.000","NAT","Necessary Action Taken","021XX Pauger St","70116"
"A1084614","107","SUSPICIOUS PERSON","3666764","518770","2014-01-09T13:31:26.000","2014-01-09T13:32:41.000","2014-01-09T13:53:12.000","NAT","Necessary Action Taken","Jefferson Ave & Magazine St","70115"
"A1086214","107","SUSPICIOUS PERSON","3678541","541684","2014-01-09T13:46:32.000","2014-01-09T13:49:28.000","2014-01-09T14:07:40.000","NAT","Necessary Action Taken","017XX Gentilly Blvd","70119"
"A1087514","107","SUSPICIOUS PERSON","3691456","548206","2014-01-09T13:59:47.000","2014-01-09T14:00:36.000","2014-01-09T14:18:49.000","GOA","GONE ON ARRIVAL","Hiawatha St & Metropolitan St","70126"
"A1088514","107","SUSPICIOUS PERSON","3680325","538272","2014-01-09T14:09:06.000","2014-01-09T14:09:06.000","2014-01-09T14:26:18.000","NAT","Necessary Action Taken","Columbus St & N Galvez St","70119"
"A1093014","107","SUSPICIOUS PERSON","3682388","540917","2014-01-09T14:53:06.000","2014-01-09T14:53:29.000","2014-01-09T15:25:00.000","UNF","UNFOUNDED","N Rocheblave St & Allen St","70119"
"A1094414","107","SUSPICIOUS PERSON","3681086","530627","2014-01-09T15:08:06.000","2014-01-09T15:08:06.000","2014-01-09T15:26:05.000","NAT","Necessary Action Taken","007XX Canal St","70130"
"A1095814","107","SUSPICIOUS PERSON","3679934","531522","2014-01-09T15:18:50.000","2014-01-09T15:18:50.000","2014-01-09T15:59:59.000","NAT","Necessary Action Taken","011XX Canal St","70112"
"A1100114","107","SUSPICIOUS PERSON","3671665","526960","2014-01-09T15:40:47.000","2014-01-09T15:43:03.000","2014-01-09T16:30:38.000","NAT","Necessary Action Taken","032XX Delachaise St","70125"
"A1100214","107","SUSPICIOUS PERSON","3677497","533689","2014-01-09T15:41:51.000","2014-01-09T15:42:22.000","2014-01-09T15:59:09.000","NAT","Necessary Action Taken","020XX Canal St","70112"
"A1101214","107","SUSPICIOUS PERSON","3676676","534058","2014-01-09T15:46:24.000","2014-01-09T15:54:07.000","2014-01-09T17:10:17.000","NAT","Necessary Action Taken","023XX Canal St","70119"
"A1102514","107","SUSPICIOUS PERSON","3691662","548799","2014-01-09T15:59:11.000",,"2014-01-09T16:11:57.000","NAT","Necessary Action Taken","I-10 E Onramp & Louisa St","70126"
"A1102614","107","SUSPICIOUS PERSON","3679820","531659","2014-01-09T15:59:41.000",,"2014-01-09T16:30:46.000","NAT","Necessary Action Taken","Elk Pl & Canal St","70112"
"A1103114","107","SUSPICIOUS PERSON","3680021","531618","2014-01-09T16:02:17.000","2014-01-09T16:02:17.000","2014-01-09T19:26:59.000","NAT","Necessary Action Taken","Canal St & S Rampart St","70112"
"A1104214","107","SUSPICIOUS PERSON","3697290","532492","2014-01-09T16:07:58.000","2014-01-09T17:29:20.000","2014-01-09T17:41:35.000","GOA","GONE ON ARRIVAL","007XX Flood St","70117"
"A1104614","107","SUSPICIOUS PERSON","3670543","536224","2014-01-09T16:09:56.000","2014-01-09T16:09:56.000","2014-01-09T16:32:26.000","NAT","Necessary Action Taken","039XX D'Hemecourt St","70119"
"A1106514","107","SUSPICIOUS PERSON","3708255","520230","2014-01-09T16:23:07.000","2014-01-09T19:25:51.000","2014-01-09T19:45:29.000","UNF","UNFOUNDED","Isadore St & Gen Meyer Ave","70131"
"A1107014","107","SUSPICIOUS PERSON","3677232","539138","2014-01-09T16:26:07.000","2014-01-09T16:26:33.000","2014-01-09T17:22:56.000","NAT","Necessary Action Taken","028XX Bell St","70119"
"A1107214","107","SUSPICIOUS PERSON","3676948","538978","2014-01-09T16:27:06.000","2014-01-09T16:28:26.000","2014-01-09T16:51:17.000","NAT","Necessary Action Taken","011XX N Dupre St","70119"
"A1109514","21","COMPLAINT OTHER","3687822","528279","2014-01-09T16:49:08.000","2014-01-09T19:42:11.000","2014-01-09T21:42:04.000","NAT","Necessary Action Taken","009XX Belleville St","70114"
"A1110514","107","SUSPICIOUS PERSON","3669956","518680","2014-01-09T16:54:07.000",,"2014-01-09T16:54:16.000","NAT","Necessary Action Taken","Magazine St & Valence St","70115"
"A1110614","107","SUSPICIOUS PERSON","3676508","537544","2014-01-09T16:54:30.000","2014-01-09T16:54:30.000","2014-01-09T17:56:02.000","NAT","Necessary Action Taken","008XX N White St","70119"
"A1112614","107","SUSPICIOUS PERSON","3676247","526345","2014-01-09T17:11:59.000","2014-01-09T17:13:32.000","2014-01-09T17:29:31.000","NAT","Necessary Action Taken","020XX La Salle St","70113"
"A1113414","107","SUSPICIOUS PERSON","3679874","531733","2014-01-09T17:15:07.000",,"2014-01-09T17:50:41.000","NAT","Necessary Action Taken","Canal St & Elk Pl",
"A1115414","107","SUSPICIOUS PERSON","3676230","527041","2014-01-09T17:30:24.000",,"2014-01-09T18:07:35.000","NAT","Necessary Action Taken","024XX Terpsichore St","70113"
"A1117914","107","SUSPICIOUS PERSON","3690184","550407","2014-01-09T17:46:53.000","2014-01-09T17:50:03.000","2014-01-09T17:53:36.000","VOI","VOID","045XX Feliciana Dr","70126"
"A1123114","107","SUSPICIOUS PERSON","3661274","527572","2014-01-09T18:13:39.000","2014-01-09T18:18:17.000","2014-01-09T18:29:55.000","NAT","Necessary Action Taken","Burthe St & S Carrollton Ave","70118"
"A1124014","107","SUSPICIOUS PERSON","3661913","529430","2014-01-09T18:18:09.000",,"2014-01-09T18:59:45.000","NAT","Necessary Action Taken","014XX Dante St","70118"
"A1124314","107","SUSPICIOUS PERSON","3661303","527683","2014-01-09T18:20:07.000","2014-01-09T18:30:12.000","2014-01-09T18:49:04.000","GOA","GONE ON ARRIVAL","009XX S Carrollton Ave","70118"
"A1124814","107","SUSPICIOUS PERSON","3690840","533955","2014-01-09T18:23:24.000","2014-01-09T18:24:52.000","2014-01-09T18:35:52.000","UNF","UNFOUNDED","Royal St & Pauline St","70117"
"A1125114","107","SUSPICIOUS PERSON","3683740","534621","2014-01-09T18:28:22.000","2014-01-09T18:28:22.000","2014-01-09T18:34:40.000","NAT","Necessary Action Taken","Esplanade Ave & Bourbon St","70116"
"A1125914","107","SUSPICIOUS PERSON","3682541","532987","2014-01-09T18:34:50.000","2014-01-09T18:34:50.000","2014-01-09T19:11:23.000","NAT","Necessary Action Taken","008XX Bourbon St","70116"
"A1126914","107","SUSPICIOUS PERSON","3673955","535068","2014-01-09T18:46:51.000","2014-01-09T18:48:21.000","2014-01-09T19:12:07.000","NAT","Necessary Action Taken","029XX Palmyra St","70119"
"A1127114","107","SUSPICIOUS PERSON","3665952","536381","2014-01-09T18:47:49.000","2014-01-09T18:49:37.000","2014-01-09T19:16:53.000","NAT","Necessary Action Taken","036XX Eagle St","70118"
"A1134814","107","SUSPICIOUS PERSON","3716920","562173","2014-01-09T19:53:36.000","2014-01-09T19:56:21.000","2014-01-09T20:06:40.000","UNF","UNFOUNDED","Lake Forest Blvd & Bullard Ave","70128"
"A1136914","107","SUSPICIOUS PERSON","3676036","537534","2014-01-09T20:16:38.000","2014-01-09T20:16:38.000","2014-01-09T20:23:14.000","NAT","Necessary Action Taken","N Dupre St & Orleans Ave","70119"
"A1138314","107","SUSPICIOUS PERSON","3677550","555385","2014-01-09T20:26:14.000","2014-01-09T20:28:04.000","2014-01-09T20:50:45.000","UNF","UNFOUNDED","013XX Robert E Lee Blvd","70122"
"A1139914","107","SUSPICIOUS PERSON","3714290","556365","2014-01-09T20:39:45.000","2014-01-09T20:41:15.000","2014-01-09T20:51:46.000","NAT","Necessary Action Taken","047XX Schindler Dr","70127"
"A1140114","107","SUSPICIOUS PERSON","3667695","551578","2014-01-09T20:40:56.000","2014-01-09T20:41:55.000","2014-01-09T21:14:34.000","NAT","Necessary Action Taken","066XX Colbert St","70124"
"A1141614","107","SUSPICIOUS PERSON","3688669","540193","2014-01-09T20:48:43.000","2014-01-09T20:51:14.000","2014-01-09T21:55:14.000","NAT","Necessary Action Taken","021XX Saint Ferdinand St","70117"
"A1144214","107","SUSPICIOUS PERSON","3682032","536949","2014-01-09T21:15:29.000",,"2014-01-09T21:35:11.000","NAT","Necessary Action Taken","015XX Columbus St","70116"
"A1146514","21","COMPLAINT OTHER","3689967","550868","2014-01-09T21:36:21.000","2014-01-09T21:48:18.000","2014-01-09T23:17:44.000","NAT","Necessary Action Taken","048XX Montegut Dr","70126"
"A1148614","107","SUSPICIOUS PERSON","3684813","538138","2014-01-09T22:04:07.000",,"2014-01-09T23:42:15.000","NAT","Necessary Action Taken","Elysian Fields Ave & N Claiborne Ave","70117"
"A1150714","107","SUSPICIOUS PERSON","3682627","536369","2014-01-09T22:26:32.000","2014-01-09T22:26:32.000","2014-01-09T22:36:42.000","NAT","Necessary Action Taken","013XX Columbus St","70116"
"A1151214","107","SUSPICIOUS PERSON","3675310","536640","2014-01-09T22:35:40.000","2014-01-09T22:36:19.000","2014-01-09T22:42:04.000","UNF","UNFOUNDED","029XX Conti St","70119"
"A1151514","107","SUSPICIOUS PERSON","3685568","538946","2014-01-09T22:38:50.000","2014-01-09T22:38:50.000","2014-01-09T22:48:30.000","NAT","Necessary Action Taken","N Roman St & Mandeville St","70117"
"A1151814","107","SUSPICIOUS PERSON","3687726","526806","2014-01-09T22:43:31.000",,"2014-01-09T22:48:26.000","NAT","Necessary Action Taken","Lamarque St & Belleville St","70114"
"A1152814","107","SUSPICIOUS PERSON","3673543","545486","2014-01-09T23:04:19.000","2014-01-09T23:04:19.000","2014-01-09T23:23:07.000","NAT","Necessary Action Taken","Henry Thomas Dr & Zachary Taylor Dr","70124"
"A1154114","107","SUSPICIOUS PERSON","3676960","534432","2014-01-09T23:19:01.000",,"2014-01-09T23:30:24.000","NAT","Necessary Action Taken","N Miro St & Iberville St","70119"
"A1155714","107","SUSPICIOUS PERSON","3682277","536763","2014-01-09T23:41:42.000",,"2014-01-09T23:48:15.000","NAT","Necessary Action Taken","014XX Columbus St","70116"
"A1157514","107","SUSPICIOUS PERSON","3676680","534645","2014-01-10T00:00:14.000","2014-01-10T00:01:42.000","2014-01-10T02:14:02.000","NAT","Necessary Action Taken","N Tonti St & Iberville St","70119"
"A1158414","107","SUSPICIOUS PERSON","3667654","533732","2014-01-10T00:11:25.000",,"2014-01-10T00:28:42.000","GOA","GONE ON ARRIVAL","079XX Olive St","70125"
"A1158914","107","SUSPICIOUS PERSON","3687568","530786","2014-01-10T00:19:57.000","2014-01-10T00:20:05.000","2014-01-10T00:34:33.000","GOA","GONE ON ARRIVAL","Pelican Ave & Vallette St","70114"
"A1159214","107","SUSPICIOUS PERSON","3682592","526803","2014-01-10T00:23:53.000","2014-01-10T00:26:03.000","2014-01-10T00:36:27.000","NAT","Necessary Action Taken","008XX Convention Center Blvd","70130"
"A1159314","107","SUSPICIOUS PERSON","3705019","552814","2014-01-10T00:24:45.000","2014-01-10T00:24:45.000","2014-01-10T00:28:48.000","NAT","Necessary Action Taken","Chef Menteur Hwy & Werner Dr","70126"
"A1161214","107","SUSPICIOUS PERSON","3695395","524170","2014-01-10T00:44:53.000",,"2014-01-10T01:17:18.000","NAT","Necessary Action Taken","Murl St & Copernicus St","70114"
"A1163914","107","SUSPICIOUS PERSON","3681379","531516","2014-01-10T01:12:39.000","2014-01-10T01:48:15.000","2014-01-10T02:37:37.000","NAT","Necessary Action Taken","003XX Bourbon St","70112"
"A1164714","107","SUSPICIOUS PERSON","3687078","536541","2014-01-10T01:20:35.000","2014-01-10T01:21:28.000","2014-01-10T01:54:29.000","UNF","UNFOUNDED","Franklin Ave & St Claude Ave","70117"
"A1164914","107","SUSPICIOUS PERSON","3730629","561522","2014-01-10T01:26:53.000","2014-01-10T01:26:53.000","2014-01-10T01:54:01.000","NAT","Necessary Action Taken","046XX Alcee Fortier Blvd","70129"
"A1166514","107","SUSPICIOUS PERSON","3681456","533502","2014-01-10T01:46:06.000",,"2014-01-10T01:53:44.000","NAT","Necessary Action Taken","N Rampart St & Orleans Ave","70116"
"A1166614","107","SUSPICIOUS PERSON","3680895","532769","2014-01-10T01:46:38.000",,"2014-01-10T03:01:40.000","NAT","Necessary Action Taken","Saint Louis St & N Rampart St","70112"
"A1166814","107","SUSPICIOUS PERSON","3679969","526676","2014-01-10T01:47:24.000",,"2014-01-10T01:56:02.000","NAT","Necessary Action Taken","Calliope St & Saint Charles Ave",
"A1169114","107","SUSPICIOUS PERSON","3674424","527472","2014-01-10T02:13:43.000",,"2014-01-10T02:39:32.000","NAT","Necessary Action Taken","S Claiborne Ave & Philip St","70113"
"A1169514","107","SUSPICIOUS PERSON","3681527","532302","2014-01-10T02:16:00.000","2014-01-10T02:17:50.000","2014-01-10T02:58:55.000","NAT","Necessary Action Taken","Saint Louis St & Dauphine St","70112"
"A1169614","107","SUSPICIOUS PERSON","3685601","538575","2014-01-10T02:19:18.000",,"2014-01-10T02:41:23.000","NAT","Necessary Action Taken","Mandeville St & N Derbigny St","70117"
"A1172414","107","SUSPICIOUS PERSON","3676288","526473","2014-01-10T02:49:05.000","2014-01-10T02:54:22.000","2014-01-10T03:16:52.000","NAT","Necessary Action Taken","La Salle St & St Andrew St","70113"
"A1172814","107","SUSPICIOUS PERSON","3688534","534154","2014-01-10T02:53:04.000",,"2014-01-10T03:22:37.000","NAT","Necessary Action Taken","006XX Clouet St","70117"
"A1178314","107","SUSPICIOUS PERSON","3682460","536857","2014-01-10T04:04:04.000","2014-01-10T04:10:17.000","2014-01-10T04:28:34.000","GOA","GONE ON ARRIVAL","015XX N Villere St","70116"
"A1179214","107","SUSPICIOUS PERSON","3674784","537436","2014-01-10T04:18:41.000",,"2014-01-10T04:26:45.000","NAT","Necessary Action Taken","N Lopez St & Lafitte St","70119"
"A1180614","107","SUSPICIOUS PERSON","3661330","530901","2014-01-10T04:35:11.000","2014-01-10T04:36:04.000","2014-01-10T04:45:37.000","GOA","GONE ON ARRIVAL","016XX Monroe St","70118"
"A1184714","103","DISTURBANCE (OTHER)","3690130","522229","2014-01-10T06:32:32.000","2014-01-10T07:12:21.000","2014-01-10T07:32:16.000","UNF","UNFOUNDED","016XX Erie St","70114"
"A1190514","107","SUSPICIOUS PERSON","3667013","540678","2014-01-10T07:51:26.000",,"2014-01-10T08:03:14.000","NAT","Necessary Action Taken","I-10 Onramp & City Park Ave","70119"
"A1191914","107","SUSPICIOUS PERSON","3726410","564100","2014-01-10T08:13:19.000","2014-01-10T08:13:45.000","2014-01-10T08:41:54.000","GOA","GONE ON ARRIVAL","Willowbrook Dr & Saint Helena Pl","70129"
"A1193814","107","SUSPICIOUS PERSON","3670877","548081","2014-01-10T08:28:11.000","2014-01-10T08:45:04.000","2014-01-10T09:35:45.000","NAT","Necessary Action Taken","061XX Orleans Ave","70124"
"A1194114","107","SUSPICIOUS PERSON","3728106","563068","2014-01-10T08:30:23.000",,"2014-01-10T08:35:30.000","DUP","DUPLICATE","Willowbrook Dr & Tudo Dr","70129"
"A1196414","107","SUSPICIOUS PERSON","3696095","519431","2014-01-10T08:57:45.000","2014-01-10T08:59:36.000","2014-01-10T09:14:00.000","UNF","UNFOUNDED","033XX Garden Oaks Dr","70114"
"A1200114","107","SUSPICIOUS PERSON","3680021","531618","2014-01-10T09:40:49.000","2014-01-10T11:11:45.000","2014-01-10T11:21:44.000","UNF","UNFOUNDED","Canal St & N Rampart St","70112"
"A1200314","21","COMPLAINT OTHER","3680927","530925","2014-01-10T09:42:31.000","2014-01-10T09:43:51.000","2014-01-10T09:49:32.000","NAT","Necessary Action Taken","Bourbon St & Canal St","70112"
"A1203714","107","SUSPICIOUS PERSON","3684482","538454","2014-01-10T10:08:57.000","2014-01-10T10:14:30.000","2014-01-10T10:32:05.000","UNF","UNFOUNDED","016XX Frenchmen St","70116"
"A1206414","107","SUSPICIOUS PERSON","3672800","521474","2014-01-10T10:26:42.000",,"2014-01-10T10:32:58.000","NAT","Necessary Action Taken","038XX Carondelet St","70115"
"A1208014","107","SUSPICIOUS PERSON","3671322","538411","2014-01-10T10:42:59.000","2014-01-10T10:45:52.000","2014-01-10T10:57:57.000","UNF","UNFOUNDED","040XX Canal St","70119"
"A1210814","107","SUSPICIOUS PERSON","3689930","534971","2014-01-10T11:09:53.000",,"2014-01-10T11:28:36.000","NAT","Necessary Action Taken","009XX Desire St","70117"
"A1214714","966","DRUG VIOLATIONS","3680000","528433","2014-01-10T11:48:38.000","2014-01-10T12:14:21.000","2014-01-10T15:04:19.000","RTF","REPORT TO FOLLOW","007XX Carondelet St","70113"
"A1215014","107","SUSPICIOUS PERSON","3696536","553064","2014-01-10T11:50:49.000","2014-01-10T11:53:29.000","2014-01-10T13:30:25.000","NAT","Necessary Action Taken","060XX Boeing St","70126"
"A1221814","107","SUSPICIOUS PERSON","3681779","548530","2014-01-10T13:08:31.000","2014-01-10T13:17:40.000","2014-01-10T13:25:02.000","NAT","Necessary Action Taken","004XX Wallace Dr","70122"
