"the_geom","objectid","ownername","businessname","address","suite","city","state","zip","businesstype","lat","lon"
"POINT (-90.099621318531 29.926886907056)","661","Nohsc Uptown #1 LLC dba New Olreans Hamburger & Seafood Company","Nohsc Uptown #1 LLC dba New Olreans Hamburger & Seafood Company","4141 St Charles Ave",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9268815","-90.0996157"
"POINT (-90.133599928804 29.943269609468)","422","Gerhart Rob","Bayou Pizza Inc dba Louisiana Pizza Kitchen","615 S Carrollton Ave",,"New Orleans","LA","70118","1105 - Full Service Restaurants (table service available)","29.9432642","-90.1335943"
"POINT (-90.077670513434 29.936547410406)","1242","Viers W. Glenn","Hillstone Restautrant Group Inc dba Houston's","1755 St Charles Ave",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.936542","-90.0776649"
"POINT (-90.064493310649 29.955419714756)","867","Johnny's Po-Boy Restaurant Inc dba Johnny's Po-Boy Restuarant","Johnny's Po-Boy Restaurant Inc dba Johnny's Po-Boy Restuarant","511 St Louis St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9554143","-90.0644877"
"POINT (-90.066222911333 29.953241014338)","203","House Of Blues New Orleans Restaurant Corp","House Of Blues New Orleans Restaurant Corp","225 Decatur St",,"New Orleans","LA","70130","1126 - Drinking Places (Alcoholic Beverages)","29.9532356","-90.0662173"
"POINT (-90.100092219336 29.920792006139)","755","La Petite Grocery","La Petite Grocery","4238 Magazine St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9207866","-90.1000866"
"POINT (-90.097394819753 29.965075115959)","1044","Ottallah 2 Inc dba Tulane Shell","Ottallah 2 Inc dba Tulane Shell","3321 Tulane Ave",,"New Orleans","LA","70119","1131 - Gasoline Stations with Convenience Stores","29.9650697","-90.0973892"
"POINT (-90.103172319565 29.917084304721)","252","Mazzanti Francis B Jr","45 Tchoup LLC dba 45 Tchoup","4529 Tchoupitoulas St",,"New Orleans","LA","70115","1126 - Drinking Places (Alcoholic Beverages)","29.9170789","-90.1031667"
"POINT (-90.104887221385 29.954814413111)","1129","Rendon Inn LLC dba Rendon Inn","Rendon Inn LLC dba Rendon Inn","4501 Eve St",,"New Orleans","LA","70125","1126 - Drinking Places (Alcoholic Beverages)","29.954809","-90.1048816"
"POINT (-90.052872608297 29.968701517613)","181","Depanneur","Depanneur","2352 St Claude Ave",,"New Orleans","LA","70117","1105 - Full Service Restaurants (table service available)","29.9686961","-90.052867"
"POINT (-90.05852160899 29.960944215789)","493","Contreras Restaurant Group LLC dba El Gate Negro Restaurante Mexicano","Contreras Restaurant Group LLC dba El Gate Negro Restaurante Mexicano","81 French Market Pl",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9609388","-90.058516"
"POINT (-90.071358013088 29.957606314475)","202","HOMEWOOD SUITES BY HILTON NEW ORLEANS FRENCH QUARTER HRI LODGING LLC","HOMEWOOD SUITES BY HILTON NEW ORLEANS FRENCH QUARTER HRI LODGING LLC","317 N Rampart St",,"New Orleans","LA","70112","1126 - Drinking Places (Alcoholic Beverages)","29.9576009","-90.0713524"
"POINT (-90.104482220992 29.935059408438)","1258","La Vera Pizzeria dba Ancora Pizzeria","La Vera Pizzeria dba Ancora Pizzeria","4508 Freret St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.935054","-90.1044766"
"POINT (-90.067237011296 29.956051815025)","1036","New Orleans Hotel Collection LLC dba Hotel Le Marais","New Orleans Hotel Collection LLC dba Hotel Le Marais","717 Conti St",,"New Orleans","LA","70130","4701 - Hotels (except Casino Hotels) & Motels","29.9560464","-90.0672314"
"POINT (-90.020313696983 29.925974609212)","1180","Zughayer Adel","Zegar Inc dba Mike's Discount 2","3600 Macarthur Blvd","Ste B","New Orleans","LA","70114","1101 - Convenience Stores","29.9259692","-90.0203081"
"POINT (-90.093988017929 29.926026707427)","561","OLANO GUY","Orleans Jazz  N Blues Venue dba The Library of New Orleans","3629 Prytania St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9260213","-90.0939824"
"POINT (-90.067049412399 29.974737018352)","1046","Hoang Ngoan T","P & N Enterprises Inc dba Danny's Package Liquor and Seafood Market","1812 Onzaga St",,"New Orleans","LA","70116","1101 - Convenience Stores","29.9747316","-90.0670438"
"POINT (-90.048156506648 29.973748918829)","30","Ameer LLC dba Quicky's Discount","Ameer LLC dba Quicky's Discount","1535 Franklin Ave",,"New Orleans","LA","70117","1101 - Convenience Stores","29.9737435","-90.0481509"
"POINT (-90.014875400013 30.010130327853)","1097","Shivas LLC dba Food Plus","Shivas LLC dba Food Plus","6232 Chef Menteur Hwy",,"New Orleans","LA","70126","1106 - Supermarket & Other Grocery (except Convenience) Stores","30.0101249","-90.0148698"
"POINT (-90.051285807853 29.964888217037)","38","2601 Royal Street Bar LLC dba Anna's","2601 Royal Street Bar LLC dba Anna's","2601 Royal St",,"New Orleans","LA","70117","1126 - Drinking Places (Alcoholic Beverages)","29.9648828","-90.0512802"
"POINT (-90.059725209639 29.960318715815)","224","B E A d/b/a Turtle Bay","B E A d/b/a Turtle Bay","1119 Decatur St",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.9603133","-90.0597196"
"POINT (-90.12135282431 29.922202905583)","1283","New Uptown Cafe LLC dba Reginellis Pizzeria","New Uptown Cafe LLC dba Reginellis Pizzeria","5961 Magazine St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9221975","-90.1213472"
"POINT (-90.090699617189 29.940272710884)","1244","Spurlock Lisa","Horace's Bar LLC dba Horace's Bar","2600 Third St",,"New Orleans","LA","70113","1126 - Drinking Places (Alcoholic Beverages)","29.9402673","-90.090694"
"POINT (-90.054970108254 29.966832717312)","1078","Mendez Adrian","Recbar LLC dba The Elysian Bar","2317 Burgundy St",,"New Orleans","LA","70117","1126 - Drinking Places (Alcoholic Beverages)","29.9668273","-90.0549645"
"POINT (-90.068781311662 29.955246414266)","1252","JTMC  Enterprises LLC dba Beach on Bourbon","JTMC  Enterprises LLC dba Beach on Bourbon","227 Bourbon St",,"New Orleans","LA","70112","1126 - Drinking Places (Alcoholic Beverages)","29.955241","-90.0687757"
"POINT (-90.069314711503 29.951134313372)","299","614 Gravier LLC dba Labarre","614 Gravier LLC dba Labarre","614 Gravier St",,"New Orleans","LA","70130","1126 - Drinking Places (Alcoholic Beverages)","29.9511289","-90.0693091"
"POINT (-90.077557414816 29.971907918097)","872","Kaki Inc dba Ideal Supermarket","Kaki Inc dba Ideal Supermarket","2436 Ursulines Ave",,"New Orleans","LA","70119","1106 - Supermarket & Other Grocery (except Convenience) Stores","29.9719025","-90.0775518"
"POINT (-90.059304709816 29.967465517186)","614","Grove William","Iggy's Bar Inc dba Iggy's Bar","1943 N Rampart St",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.9674601","-90.0592991"
"POINT (-90.06882701211 29.955183014495)","555","HDV No1 LLC dba Larry Flynt's Hustler Club","HDV No1 LLC dba Larry Flynt's Hustler Club","225 Bourbon St",,"New Orleans","LA","70112","1126 - Drinking Places (Alcoholic Beverages)","29.9551776","-90.0688214"
"POINT (-90.049790307486 29.97215141849)","68","Brothers Franklin Inc dba Brothers Franklin","Brothers Franklin Inc dba Brothers Franklin","2509 N Villere St",,"New Orleans","LA","70117","1101 - Convenience Stores","29.972146","-90.0497847"
"POINT (-90.063784809983 29.949523413345)","1183","VOBEV LLC dba VOBEV","VOBEV LLC dba VOBEV","100 Convention Center Blvd","Ste 3401","New Orleans","LA","70130","2062 - Limited Service Restaurants (no table service available)","29.949518","-90.0637792"
"POINT (-90.067807810008 29.92933770838)","1185","Vybes International Group LLC dba Vybes Nation","Vybes International Group LLC dba Vybes Nation","1681 Religious St",,"New Orleans","LA","70130","1126 - Drinking Places (Alcoholic Beverages)","29.9293323","-90.0678022"
"POINT (-90.041030604154 29.961536117051)","1003","Peck Restaurant Group LLC dba Elizabeth's Restaurant","Peck Restaurant Group LLC dba Elizabeth's Restaurant","601 Gallier St",,"New Orleans","LA","70117","1105 - Full Service Restaurants (table service available)","29.9615307","-90.041025"
"POINT (-90.090071218145 29.975255418298)","926","Orleans Avenue Market LLC dba Ideal Discount Market","Orleans Avenue Market LLC dba Ideal Discount Market","3340 Orleans Ave",,"New Orleans","LA","70119","1131 - Gasoline Stations with Convenience Stores","29.97525","-90.0900656"
"POINT (-90.072160513489 29.966119316257)","1111","Thong Sinh Inc dba V & T Food Store","Thong Sinh Inc dba V & T Food Store","913 N Claiborne Ave",,"New Orleans","LA","70116","1101 - Convenience Stores","29.9661139","-90.0721549"
"POINT (-90.089377817278 29.962959215462)","697","Hoang An Inc dba Broad & Banks Seafood","Hoang An Inc dba Broad & Banks Seafood","342 S Broad St",,"New Orleans","LA","70119","1106 - Supermarket & Other Grocery (except Convenience) Stores","29.9629538","-90.0893722"
"POINT (-90.052247906469 29.944024612448)","1316","Stuart Tyler","Thali Llama LLC dba Plume Algiers","1113 Teche St",,"New Orleans","LA","70114","1105 - Full Service Restaurants (table service available)","29.9440192","-90.0522423"
"POINT (-90.06820801122 29.954331813867)","508","Mr. B's Bistro Inc dba Mr. B's Bistro","Mr. B's Bistro Inc dba Mr. B's Bistro","201 Royal St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9543264","-90.0682024"
"POINT (-90.060960309972 29.958589615163)","528","914 N Peters, LLC dba MARCHE","914 N Peters, LLC dba MARCHE","914 N Peters St",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9585842","-90.0609547"
"POINT (-90.073706612522 29.944377412314)","531","Keife John","Arete LLC Keife & Co","801 Howard Ave",,"New Orleans","LA","70113","1110 - Beer, Wine & Liquor Stores","29.944372","-90.073701"
"POINT (-90.05286981007 30.026727230757)","764","Louisiana CVS Pharmacy LLC  dba CVS/ Pharmacy #8266","Louisiana CVS Pharmacy LLC  dba CVS/ Pharmacy #8266","2585 Leon C Simon Dr",,"New Orleans","LA","70122","1120 - Pharmacies & Drug Stores","30.0267218","-90.0528642"
"POINT (-90.026274203093 30.031961932475)","804","Charlie Moser Inc dba Southshore Grill","Charlie Moser Inc dba Southshore Grill","7929 Downman Rd",,"New Orleans","LA","70126","1105 - Full Service Restaurants (table service available)","30.0319565","-90.0262686"
"POINT (-89.993373094295 30.028237133044)","433","Jose N Marin","Casa Honduras Restaurant,LLC Dba Casa Honduras Restaurant","5704 Crowder Blvd",,"New Orleans","LA","70127","1105 - Full Service Restaurants (table service available)","30.0282317","-89.9933675"
"POINT (-90.103341123645 30.004675223832)","781","Three B's Restaurant LLC dba Three B's Craft Burger & Wine Bar","Three B's Restaurant LLC dba Three B's Craft Burger & Wine Bar","911 Harrison Ave",,"New Orleans","LA","70124","1105 - Full Service Restaurants (table service available)","30.0046698","-90.1033355"
"POINT (-90.071031813982 29.981389520014)","363","Manchu Kitchen Inc dba Manchu Kitchen","Manchu Kitchen Inc dba Manchu Kitchen","1782 N Dorgenois St",,"New Orleans","LA","70119","2062 - Limited Service Restaurants (no table service available)","29.9813841","-90.0710262"
"POINT (-90.077845415396 29.97594741863)","1277","Monico Inc dba Tastee #21","Monico Inc dba Tastee #21","2549 Esplanade Ave",,"New Orleans","LA","70119","1108 - Baked Goods Stores","29.975942","-90.0778398"
"POINT (-90.123491124975 29.922706205396)","803","Cello, LLC  d.b.a Vodanovich Monkey Hill Bar","Cello, LLC  d.b.a Vodanovich Monkey Hill Bar","6100 Magazine St",,"New Orleans","LA","70118","1126 - Drinking Places (Alcoholic Beverages)","29.9227008","-90.1234855"
"POINT (-90.082619213918 29.925978707477)","940","Ruby Slipper Cafe","Ruby Slipper Cafe","2802 Magazine St",,"New Orleans","LA","70115","1169 - Miscellaneous Store Retailers (except Tobacco), All Other","29.9259733","-90.0826136"
"POINT (-90.114271126815 30.021403427589)","1051","Pavlos Petrou","Pavlos Inc  Russell's Marina Grill","8555 Pontchartrain Blvd",,"New Orleans","LA","70124","1105 - Full Service Restaurants (table service available)","30.021398","-90.1142655"
"POINT (-90.074331813441 29.956431314162)","1224","DOF V New Orleans New Orleans Master Tenant, LLC dba Hotel Vinache","DOF V New Orleans New Orleans Master Tenant, LLC dba Hotel Vinache","1300 Canal St",,"New Orleans","LA","70112","1105 - Full Service Restaurants (table service available)","29.9564259","-90.0743262"
"POINT (-90.062084110403 29.973403018797)","240","Carlin Valencia dba My Riddim Lounge","Carlin Valencia dba My Riddim Lounge","1739 N Claiborne Ave",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.9733976","-90.0620785"
"POINT (-90.011817498482 30.011252228841)","293","Ghazool Maher","Chef Express, LLC dba Chef Express","6601 Chef Menteur Hwy",,"New Orleans","LA","70126","1131 - Gasoline Stations with Convenience Stores","30.0112468","-90.0118119"
"POINT (-90.065311410649 29.958222615447)","564","Pat O'Brien's Bar Inc dba Pat O'Brien's Bar","Pat O'Brien's Bar Inc dba Pat O'Brien's Bar","718 St Peter St",,"New Orleans","LA","70130","1126 - Drinking Places (Alcoholic Beverages)","29.9582172","-90.0653058"
"POINT (-90.054206911145 30.028184030923)","430","Cafe Roma Lakefront LLC dba East of Italy","Cafe Roma Lakefront LLC dba East of Italy","6600 Franklin Ave",,"New Orleans","LA","70122","1105 - Full Service Restaurants (table service available)","30.0281786","-90.0542013"
"POINT (-90.057834109587 29.963188916245)","899","MILA, LLC d/b/a Blue Nile","MILA, LLC d/b/a Blue Nile","532 Frenchmen St",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.9631835","-90.0578285"
"POINT (-90.125999226575 29.944195410595)","806","Clements David","Christmas Club Inc dba Snake & Jakes Christmas Club Lounge","7612 Oak St",,"New Orleans","LA","70118","1126 - Drinking Places (Alcoholic Beverages)","29.94419","-90.1259936"
"POINT (-90.012349695309 29.920726708816)","923","NOLA Wings Algiers, LLC dba Buffalo Wild Wings","NOLA Wings Algiers, LLC dba Buffalo Wild Wings","4150 General De Gaulle Dr",,"New Orleans","LA","70131","1105 - Full Service Restaurants (table service available)","29.9207213","-90.0123441"
"POINT (-90.116927722966 29.921318505248)","585","Punchie's Inc dba St Joe's Bar","Punchie's Inc dba St Joe's Bar","5535 Magazine St",,"New Orleans","LA","70115","1126 - Drinking Places (Alcoholic Beverages)","29.9213131","-90.1169221"
"POINT (-90.068525611789 29.956928514716)","399","Crescent City Deja Vu, L,L,C dba Deja Vu","Crescent City Deja Vu, L,L,C dba Deja Vu","400 Dauphine St",,"New Orleans","LA","70112","1105 - Full Service Restaurants (table service available)","29.9569231","-90.06852"
"POINT (-90.065304310967 29.958845915286)","1043","Orleans House on the Corner LLC, dba Local 718","Orleans House on the Corner LLC, dba Local 718","718 Bourbon St",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.9588405","-90.0652987"
"POINT (-90.064242810227 29.957135415158)","944","Shiny New Quarter, LLC dba Sylvain","Shiny New Quarter, LLC dba Sylvain","625 Chartres St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.95713","-90.0642372"
"POINT (-90.057413509267 29.961888715937)","524","435 Esplanade, LLC  dba Dragon's Den","435 Esplanade, LLC  dba Dragon's Den","435 Esplanade Ave",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.9618833","-90.0574079"
"POINT (-90.044955105833 29.967602518055)","1226","Ross Joel F","Domino Lounge LLC dba The Domino","3044 St Claude Ave",,"New Orleans","LA","70117","1126 - Drinking Places (Alcoholic Beverages)","29.9675971","-90.0449495"
"POINT (-90.014464195439 29.920483508258)","630","Rouse's Enterprises LLC dba Rouses Market #36","Rouse's Enterprises LLC dba Rouses Market #36","4001 General De Gaulle Dr",,"New Orleans","LA","70114","1106 - Supermarket & Other Grocery (except Convenience) Stores","29.9204781","-90.0144586"
"POINT (-90.057841609344 29.963273216435)","1013","Lowry Sophie","Rue Muses LLC DBA Three Muses","536 Frenchmen St",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9632678","-90.057836"
"POINT (-90.067217111213 29.946753512664)","1171","Norman Victor","Vic's Kangaroo Cafe LLC dba Vic's Kangaroo Cafe","636 Tchoupitoulas St",,"New Orleans","LA","70130","1126 - Drinking Places (Alcoholic Beverages)","29.9467481","-90.0672115"
