"nopd_item","type","typetext","priority","mapx","mapy","timecreate","timedispatch","timearrive","timeclosed","disposition","dispositiontext","block_address","zip","policedistrict","location"
"A0085511","21","COMPLAINT OTHER","1H","3680888.00000000","532792.00000000","2011-01-01T12:09:07.000","2011-01-01T12:13:25.000","2011-01-01T12:18:57.000","2011-01-01T14:14:50.000","RTF","REPORT TO FOLLOW","005XX N Rampart St","70112","1","(29.959011818869, -90.069958511063)"
"A0085811","103","DISTURBANCE (OTHER)","2C","3676514.00000000","534388.00000000","2011-01-01T12:09:27.000","2011-01-01T12:12:19.000","2011-01-01T12:17:34.000","2011-01-01T12:41:37.000","NAT","NECESSARY ACTION TAKEN","001XX N Tonti St","70119","1","(29.963532162735, -90.083715563625)"
"A0085911","18","TRAFFIC  INCIDENT","1H","3670005.00000000","537151.00000000","2011-01-01T12:11:26.000","2011-01-01T12:11:26.000","2011-01-01T12:11:26.000","2011-01-01T12:17:25.000","NAT","NECESSARY ACTION TAKEN","Baudin St & S Carrollton Ave","70119","3","(29.971323068892, -90.104176756501)"
"A0086011","62A","BURGLAR ALARM, SILEN","2C","3677819.00000000","518613.00000000","2011-01-01T12:11:22.000","2011-01-01T12:14:12.000","2011-01-01T12:19:51.000","2011-01-01T12:34:56.000","NAT","NECESSARY ACTION TAKEN","029XX Tchoupitoulas St","70115","6","(29.920116935427, -90.080139339933)"
"A0086311","21","COMPLAINT OTHER","1H","3661494.00000000","527822.00000000","2011-01-01T12:15:00.000","2011-01-01T12:15:02.000","2011-01-01T12:15:11.000","2011-01-01T12:50:28.000","NAT","NECESSARY ACTION TAKEN","081XX Freret St","70118","2","(29.945919636781, -90.131364889895)"
"A0086411","911","SILENT E-911 CALL","2D","3692285.00000000","537337.00000000","2011-01-01T12:14:34.000","2011-01-01T12:16:32.000","2011-01-01T12:20:41.000","2011-01-01T12:32:21.000","NAT","NECESSARY ACTION TAKEN","016XX Bartholomew St","70117","5","(29.971158524799, -90.033806996674)"
"A0086711","21","COMPLAINT OTHER","1H","3681752.00000000","531382.00000000","2011-01-01T12:16:00.000","2011-01-01T12:16:06.000","2011-01-01T12:29:50.000","2011-01-01T13:48:10.000","RTF","REPORT TO FOLLOW","003XX Royal St","70130","8","(29.955108575882, -90.067279411608)"
"A0086911","18","TRAFFIC  INCIDENT","1H","3698811.00000000","520385.00000000","2011-01-01T12:19:38.000","2011-01-01T12:19:40.000","2011-01-01T12:19:44.000","2011-01-01T12:31:36.000","NAT","NECESSARY ACTION TAKEN","030XX Holiday Dr","70131","4","(29.924341350684, -90.013813641339)"
"A0087011","58","RETURN FOR ADDITIONA","1G","3682537.00000000","537004.00000000","2011-01-01T12:19:23.000","2011-01-01T13:27:31.000","2011-01-01T13:58:48.000","2011-01-01T14:12:49.000","NAT","NECESSARY ACTION TAKEN","013XX Laharpe St","70116","1","(29.970543276016, -90.064604115891)"
"A0087111","107","SUSPICIOUS PERSON","2B","3672601.00000000","523265.00000000","2011-01-01T12:22:44.000","2011-01-01T12:22:46.000","2011-01-01T12:22:49.000","2011-01-01T12:27:58.000","NAT","NECESSARY ACTION TAKEN","022XX Amelia St","70115","6","(29.933064331365, -90.096451589756)"
"A0087211","103F","FIGHT","2B","3681385.00000000","532145.00000000","2011-01-01T12:23:05.000","2011-01-01T12:25:47.000","2011-01-01T12:27:56.000","2011-01-01T12:44:03.000","NAT","NECESSARY ACTION TAKEN","004XX Dauphine St","70112","8","(29.9572177119, -90.068411663666)"
"A0087311","62A","BURGLAR ALARM, SILEN","2C","3667954.00000000","540796.00000000","2011-01-01T12:24:36.000","2011-01-01T12:26:27.000","2011-01-01T12:37:48.000","2011-01-01T12:40:07.000","NAT","NECESSARY ACTION TAKEN","050XX Canal St","70119","3","(29.981405930433, -90.110531278772)"
"A0087411","62","SIMPLE BURGLARY","2E","3681216.00000000","535357.00000000","2011-01-01T12:24:34.000","2011-01-01T12:27:51.000","2011-01-01T12:34:09.000","2011-01-01T13:31:41.000","NAT","NECESSARY ACTION TAKEN","Ursulines Ave & N Villere St","70116","1","(29.966054744689, -90.068833385311)"
"A0087511","67P","PICKPOCKET","1E","3680964.00000000","530937.00000000","2011-01-01T12:27:23.000","2011-01-01T12:57:28.000","2011-01-01T12:57:32.000","2011-01-01T13:58:40.000","RTF","REPORT TO FOLLOW","001XX Bourbon St","70112","8","(29.953908893405, -90.069783115791)"
"A0087611","103","DISTURBANCE (OTHER)","1A","3669391.00000000","527762.00000000","2011-01-01T12:25:39.000","2011-01-01T12:28:29.000","2011-01-01T12:33:42.000","2011-01-01T13:34:28.000","NAT","NECESSARY ACTION TAKEN","036XX Cadiz St","70125","2","(29.945524515856, -90.106433355225)"
"A0087711","21L","LOST OR STOLEN","0A","3682360.00000000","532838.00000000","2011-01-01T12:27:33.000","2011-01-01T13:09:48.000","2011-01-01T13:10:37.000","2011-01-01T13:13:14.000","UNF","UNFOUNDED","007XX Bourbon St","70116","8","(29.959093594358, -90.065308698353)"
"A0087811","103","DISTURBANCE (OTHER)","1C","3707662.00000000","518030.00000000","2011-01-01T12:26:33.000","2011-01-01T12:30:23.000","2011-01-01T12:34:40.000","2011-01-01T13:02:06.000","NAT","NECESSARY ACTION TAKEN","035XX Sullen Pl","70131","4","(29.917582693194, -89.985961755022)"
"A0087911","21L","LOST OR STOLEN","0A","3681184.00000000","531226.00000000","2011-01-01T12:30:02.000","2011-01-01T13:08:50.000","2011-01-01T13:08:54.000","2011-01-01T13:14:09.000","UNF","UNFOUNDED","002XX Bourbon St","70112","8","(29.9546968731, -90.069078377994)"
"A0088011","21","COMPLAINT OTHER","0A","3681752.00000000","531382.00000000","2011-01-01T12:30:24.000","2011-01-01T13:33:32.000",,"2011-01-01T14:07:40.000","NAT","NECESSARY ACTION TAKEN","003XX Royal St","70130","8","(29.955108575882, -90.067279411608)"
"A0088111","911","SILENT E-911 CALL","2D","3686734.00000000","537689.00000000","2011-01-01T12:30:42.000","2011-01-01T12:32:24.000",,"2011-01-01T12:35:09.000","NAT","NECESSARY ACTION TAKEN","014XX Music St","70117","5","(29.97229833927, -90.051325329248)"
"A0088211","21","COMPLAINT OTHER","1H","3677895.00000000","525996.00000000","2011-01-01T12:31:10.000","2011-01-01T12:31:27.000","2011-01-01T12:31:38.000","2011-01-01T12:54:21.000","NAT","NECESSARY ACTION TAKEN","Oretha Castle Haley Blvd & Terps","70113","6","(29.940415487694, -90.079644463628)"
"A0088311","67","THEFT","1E","3680985.00000000","527110.00000000","2011-01-01T12:30:52.000","2011-01-01T13:42:23.000","2011-01-01T15:32:04.000","2011-01-01T16:33:11.000","RTF","REPORT TO FOLLOW","009XX Magazine St","70130","8","(29.943385292703, -90.06985005405)"
"A0088411","67A","AUTO THEFT","1A","3681652.00000000","539747.00000000","2011-01-01T12:35:13.000","2011-01-01T12:42:34.000","2011-01-01T13:05:29.000","2011-01-01T14:57:48.000","RTF","REPORT TO FOLLOW","021XX A P Tureaud Ave","70119","5","(29.978112489934, -90.067303332938)"
"A0088511","103","DISTURBANCE (OTHER)","1A","3698933.00000000","523227.00000000","2011-01-01T12:34:41.000","2011-01-01T12:36:19.000","2011-01-01T12:41:34.000","2011-01-01T12:44:39.000","GOA","GONE ON ARRIVAL","021XX Holiday Dr","70114","4","(29.932152009837, -90.013325183712)"
"A0088711","21L","LOST OR STOLEN","0A","3681752.00000000","531382.00000000","2011-01-01T12:39:42.000","2011-01-01T13:26:26.000",,"2011-01-01T13:26:29.000","RTF","REPORT TO FOLLOW","003XX Royal St","70130","8","(29.955108575882, -90.067279411608)"
"A0088911","35D","SIMPLE BATTERY DOMES","2B","3681803.00000000","520721.00000000","2011-01-01T12:40:54.000",,,"2011-01-01T12:40:56.000","RTF","REPORT TO FOLLOW","019XX Clarence Henry Truckway","70130","6","(29.925792833846, -90.067490262686)"
"A0089011","67C","THEFT FROM EXTERIOR","1E","3661134.00000000","530659.00000000","2011-01-01T12:39:33.000","2011-01-01T12:42:09.000","2011-01-01T12:59:02.000","2011-01-01T13:35:50.000","RTF","REPORT TO FOLLOW","015XX Monroe St","70118","2","(29.953730856828, -90.13240765727)"
"A0089111","21","COMPLAINT OTHER","1H","3675646.00000000","537596.00000000","2011-01-01T12:44:31.000","2011-01-01T12:44:34.000","2011-01-01T12:55:17.000","2011-01-01T12:55:21.000","NAT","NECESSARY ACTION TAKEN","030XX St Peter St","70119","1","(29.972379075127, -90.086346370927)"
"A0089211","66","EXTORTION (THREATS)","1F","3675510.00000000","527560.00000000","2011-01-01T12:40:41.000","2011-01-01T13:25:47.000","2011-01-01T13:29:05.000","2011-01-01T13:38:10.000","UNF","UNFOUNDED","Clara St & Felicity St","70113","6","(29.94478750934, -90.087120601881)"
"A0089311","18","TRAFFIC  INCIDENT","1H","3670872.00000000","538476.00000000","2011-01-01T12:46:10.000","2011-01-01T12:46:10.000","2011-01-01T12:46:10.000","2011-01-01T13:03:45.000","NAT","NECESSARY ACTION TAKEN","Canal St & David St","70119","3","(29.974940770674, -90.101393651933)"
"A0089411","62A","BURGLAR ALARM, SILEN","2C","3669257.00000000","518684.00000000","2011-01-01T12:45:33.000","2011-01-01T12:47:04.000","2011-01-01T12:54:49.000","2011-01-01T13:24:25.000","NAT","NECESSARY ACTION TAKEN","009XX Lyons St","70115","2","(29.920566871053, -90.107163153955)"
"A0089511","18","TRAFFIC  INCIDENT","1H","3706070.00000000","555760.00000000","2011-01-01T12:47:08.000","2011-01-01T12:47:09.000","2011-01-01T12:47:09.000","2011-01-01T13:15:12.000","NAT","NECESSARY ACTION TAKEN","Flake Ave & Hammond St","70127","7","(30.021377757855, -89.989590155256)"
"A0089611","21","COMPLAINT OTHER","1H","3681856.00000000","530264.00000000","2011-01-01T12:47:56.000","2011-01-01T12:49:07.000","2011-01-01T12:49:26.000","2011-01-01T13:32:06.000","NAT","NECESSARY ACTION TAKEN","001XX Decatur St","70130","8","(29.952031294412, -90.066990033442)"
"A0089711","103","DISTURBANCE (OTHER)","1C","3672087.00000000","536026.00000000","2011-01-01T12:48:23.000","2011-01-01T12:50:29.000","2011-01-01T12:51:21.000","2011-01-01T13:24:05.000","NAT","NECESSARY ACTION TAKEN","035XX Banks St","70119","1","(29.968168123075, -90.097639808521)"
"A0089811","18","TRAFFIC  INCIDENT","1H","3691444.00000000","527803.00000000","2011-01-01T12:50:35.000","2011-01-01T12:50:38.000","2011-01-01T12:50:46.000","2011-01-01T13:03:54.000","NAT","NECESSARY ACTION TAKEN","Behrman Ave & Gen Meyer Ave","70114","4","(29.944969546977, -90.036803672157)"
"A0089911","21","COMPLAINT OTHER","1A","3663734.00000000","535015.00000000","2011-01-01T12:49:41.000","2011-01-01T13:23:11.000","2011-01-01T13:39:17.000","2011-01-01T14:16:10.000","NAT","NECESSARY ACTION TAKEN","029XX Hollygrove St","70118","2","(29.965633251774, -90.124052741323)"
"A0090011","911","SILENT E-911 CALL","2D","3707643.00000000","565544.00000000","2011-01-01T12:50:59.000",,,"2011-01-01T12:52:51.000","VOI","VOID","079XX Means Ave","70127","7","(30.048229079888, -89.984255971204)"
"A0090111","21","COMPLAINT OTHER","1H","3677586.00000000","527267.00000000","2011-01-01T12:52:35.000","2011-01-01T12:52:40.000","2011-01-01T12:52:48.000","2011-01-01T13:41:01.000","NAT","NECESSARY ACTION TAKEN","013XX Simon Bolivar Ave","70113","6","(29.943919609819, -90.080576155624)"
"A0090211","18","TRAFFIC  INCIDENT","1H","3674699.00000000","529500.00000000","2011-01-01T12:56:25.000","2011-01-01T12:56:28.000",,"2011-01-01T12:56:38.000","NAT","NECESSARY ACTION TAKEN","012XX S Prieur St","70125","6","(29.950146096662, -90.089614692732)"
"A0090311","17F","FUGITIVE ATTTACHMENT","1G","3674699.00000000","529500.00000000","2011-01-01T12:56:52.000","2011-01-01T12:56:54.000","2011-01-01T12:56:58.000","2011-01-01T13:58:25.000","RTF","REPORT TO FOLLOW","012XX S Prieur St","70125","6","(29.950146096662, -90.089614692732)"
"A0090511","35D","SIMPLE BATTERY DOMES","2B","3673582.00000000","534882.00000000","2011-01-01T13:03:23.000","2011-01-01T13:03:25.000","2011-01-01T13:03:27.000","2011-01-01T14:57:23.000","RTF","REPORT TO FOLLOW","030XX Banks St","70119","1","(29.964978092774, -90.09295763802)"
"A0090611","37","AGGRAVATED ASSAULT","1C","3675134.00000000","524265.00000000","2011-01-01T13:04:36.000","2011-01-01T13:08:05.000","2011-01-01T13:29:49.000","2011-01-01T14:40:52.000","RTF","REPORT TO FOLLOW","021XX 4th St","70113","6","(29.935738579348, -90.088420776633)"
"A0090711","63","PROWLER","1A","3681552.00000000","526421.00000000","2011-01-01T13:05:38.000","2011-01-01T15:20:10.000","2011-01-01T15:40:17.000","2011-01-01T16:08:12.000","NAT","NECESSARY ACTION TAKEN","009XX Poeyfarre St","70130","8","(29.941473569488, -90.068083911179)"
"A0090911","35D","SIMPLE BATTERY DOMES","2B","3698834.00000000","539235.00000000","2011-01-01T13:09:30.000","2011-01-01T13:11:24.000","2011-01-01T13:23:16.000","2011-01-01T14:38:15.000","RTF","REPORT TO FOLLOW","025XX Choctaw St","70117","5","(29.976171487257, -90.013055426282)"
"A0091011","21","COMPLAINT OTHER","1H","3697159.00000000","524961.00000000","2011-01-01T13:11:07.000","2011-01-01T13:11:11.000","2011-01-01T13:20:07.000","2011-01-01T13:43:44.000","NAT","NECESSARY ACTION TAKEN","019XX E Homestead Dr","70114","4","(29.936975986575, -90.018862699179)"
"A0091111","21","COMPLAINT OTHER","2H","3675202.00000000","526837.00000000","2011-01-01T13:11:34.000","2011-01-01T13:14:31.000","2011-01-01T13:18:16.000","2011-01-01T13:19:39.000","UNF","UNFOUNDED","022XX Magnolia St","70113","6","(29.94280870476, -90.088117858833)"
"A0091211","21","COMPLAINT OTHER","1H","3687146.00000000","546707.00000000","2011-01-01T13:12:44.000","2011-01-01T13:41:09.000","2011-01-01T13:43:36.000","2011-01-01T14:02:37.000","NAT","NECESSARY ACTION TAKEN","037XX Franklin Ave","70122","3","(29.997081952947, -90.049705114289)"
"A0091311","62A","BURGLAR ALARM, SILEN","2C","3706820.00000000","565410.00000000","2011-01-01T13:13:58.000",,,"2011-01-01T13:16:42.000","VOI","VOID","096XX Hayne Blvd","70127","7","(30.047887250899, -89.986862080131)"
"A0091411","103","DISTURBANCE (OTHER)","1C","3708346.00000000","519134.00000000","2011-01-01T13:12:10.000","2011-01-01T13:16:15.000","2011-01-01T13:25:54.000","2011-01-01T13:33:52.000","NAT","NECESSARY ACTION TAKEN","029XX Dickens Dr","70131","4","(29.920596174662, -89.983761726459)"
"A0091511","107","SUSPICIOUS PERSON","2B","3660337.00000000","530795.00000000","2011-01-01T13:17:50.000","2011-01-01T13:18:02.000","2011-01-01T13:18:18.000","2011-01-01T13:31:40.000","NAT","NECESSARY ACTION TAKEN","Gen Ogden St & Willow St","70118","2","(29.954127757467, -90.13491977444)"
"A0091611","58","RETURN FOR ADDITIONA","1G","3704667.00000000","556106.00000000","2011-01-01T13:18:24.000","2011-01-01T13:18:26.000","2011-01-01T13:18:33.000","2011-01-01T14:07:42.000","SUPP","SUPPLEMENTAL","049XX Werner Dr","70126","7","(30.022374289675, -89.99401043669)"
"A0091711","21L","LOST OR STOLEN","0A","3682187.00000000","527604.00000000","2011-01-01T13:19:01.000","2011-01-01T19:47:02.000","2011-01-01T19:53:19.000","2011-01-01T21:06:25.000","RTF","REPORT TO FOLLOW","003XX Julia St","70130","8","(29.944707128002, -90.06603778481)"
"A0091811","67","THEFT","1A","3661131.00000000","524355.00000000","2011-01-01T13:20:31.000","2011-01-01T13:30:39.000","2011-01-01T13:36:08.000","2011-01-01T14:08:49.000","RTF","REPORT TO FOLLOW","075XX Hurst St","70118","2","(29.93639695131, -90.132625716003)"
"A0091911","103D","DOMESTIC DISTURBANCE","1A","3662051.00000000","530689.00000000","2011-01-01T13:19:37.000","2011-01-01T13:24:30.000","2011-01-01T13:33:25.000","2011-01-01T14:26:56.000","RTF","REPORT TO FOLLOW","085XX Green St","70118","2","(29.953786888674, -90.12951114277)"
"A0092011","62A","BURGLAR ALARM, SILEN","2C","3669497.00000000","550416.00000000","2011-01-01T13:21:03.000","2011-01-01T13:23:11.000","2011-01-01T13:28:41.000","2011-01-01T13:44:02.000","NAT","NECESSARY ACTION TAKEN","064XX Memphis St","70124","3","(30.0078122461, -90.105332130253)"
"A0092111","18","TRAFFIC  INCIDENT","1H","3686859.00000000","530751.00000000","2011-01-01T13:22:52.000","2011-01-01T13:22:54.000","2011-01-01T13:22:57.000","2011-01-01T13:44:01.000","NAT","NECESSARY ACTION TAKEN","Pelican Ave & Verret St","70114","4","(29.953217396579, -90.051175739783)"
"A0092211","21","COMPLAINT OTHER","1E","3676229.00000000","536757.00000000","2011-01-01T13:22:16.000","2011-01-01T13:39:23.000","2011-01-01T13:47:32.000","2011-01-01T14:01:24.000","NAT","NECESSARY ACTION TAKEN","027XX Toulouse St","70119","1","(29.970054652641, -90.08453403168)"
"A0092311","18","TRAFFIC  INCIDENT","1H","3665728.00000000","528874.00000000","2011-01-01T13:23:39.000","2011-01-01T13:23:42.000","2011-01-01T13:25:12.000","2011-01-01T13:30:06.000","NAT","NECESSARY ACTION TAKEN","020XX Broadway St","70118","2","(29.948689494007, -90.117961440966)"
"A0092411","21","COMPLAINT OTHER","1H","3679318.00000000","535421.00000000","2011-01-01T13:22:28.000","2011-01-01T14:49:30.000","2011-01-01T14:50:22.000","2011-01-01T15:04:40.000","NAT","NECESSARY ACTION TAKEN","019XX St Ann St","70116","1","(29.96628817933, -90.074824999997)"
"A0092511","100","HIT & RUN","1E","3679125.00000000","547324.00000000","2011-01-01T13:22:56.000","2011-01-01T13:47:12.000","2011-01-01T13:51:34.000","2011-01-01T14:19:13.000","RTF","REPORT TO FOLLOW","Hamburg St & Senate St","70122","3","(29.999023116031, -90.075021699554)"
"A0092611","103","DISTURBANCE (OTHER)","1A","3674313.00000000","533795.00000000","2011-01-01T13:23:15.000","2011-01-01T13:25:19.000","2011-01-01T13:27:15.000","2011-01-01T13:53:22.000","NAT","NECESSARY ACTION TAKEN","027XX Tulane Ave","70119","1","(29.961967429646, -90.090686407432)"
"A0092711","20","AUTO ACCIDENT","1C","3677896.00000000","546107.00000000","2011-01-01T13:25:14.000","2011-01-01T14:19:18.000","2011-01-01T14:40:06.000","2011-01-01T15:26:54.000","RTF","REPORT TO FOLLOW","Milton St & St Bernard Ave","70122","3","(29.995713848369, -90.078946221148)"
"A0092811","21","COMPLAINT OTHER","2H","3681402.00000000","533317.00000000","2011-01-01T13:25:59.000","2011-01-01T13:27:56.000","2011-01-01T13:32:14.000","2011-01-01T13:41:30.000","NAT","NECESSARY ACTION TAKEN","007XX N Rampart St","70116","8","(29.960439797058, -90.068317125609)"
"A0092911","911","SILENT E-911 CALL","2D","3708217.00000000","517545.00000000","2011-01-01T13:26:44.000","2011-01-01T13:27:51.000","2011-01-01T13:28:09.000","2011-01-01T13:33:45.000","UNF","UNFOUNDED","036XX Dickens Dr","70131","4","(29.916231155595, -89.984227970684)"
"A0093011","62A","BURGLAR ALARM, SILEN","2C","3703312.00000000","519917.00000000","2011-01-01T13:27:48.000","2011-01-01T13:30:38.000","2011-01-01T13:40:49.000","2011-01-01T13:44:13.000","NAT","NECESSARY ACTION TAKEN","052XX Mac Arthur Blvd","70131","4","(29.922911223605, -89.999622841566)"
"A0093111","21L","LOST OR STOLEN","0A","3681752.00000000","531382.00000000","2011-01-01T13:28:53.000","2011-01-01T21:06:33.000","2011-01-01T21:07:07.000","2011-01-01T22:30:08.000","UNF","UNFOUNDED","003XX Royal St","70130","8","(29.955108575882, -90.067279411608)"
"A0093211","21","COMPLAINT OTHER","1H","3681420.00000000","530414.00000000","2011-01-01T13:29:45.000","2011-01-01T13:30:42.000","2011-01-01T13:40:42.000","2011-01-01T14:49:21.000","NAT","NECESSARY ACTION TAKEN","006XX Canal St","70130","8","(29.952456985856, -90.068361487002)"
"A0093311","35","SIMPLE BATTERY","1D","3682931.00000000","534124.00000000","2011-01-01T13:28:48.000","2011-01-01T13:30:12.000","2011-01-01T13:37:00.000","2011-01-01T14:57:43.000","RTF","REPORT TO FOLLOW","011XX Dauphine St","70116","8","(29.962612266995, -90.063460618601)"
"A0093411","103","DISTURBANCE (OTHER)","1C","3679815.00000000","539318.00000000","2011-01-01T13:29:11.000","2011-01-01T13:37:41.000","2011-01-01T13:41:53.000","2011-01-01T14:05:15.000","NAT","NECESSARY ACTION TAKEN","015XX N Rocheblave St","70119","1","(29.976988569985, -90.073120133053)"
"A0093511","21L","LOST OR STOLEN","0A","3682943.00000000","531690.00000000","2011-01-01T13:32:23.000","2011-01-01T13:32:25.000","2011-01-01T13:32:27.000","2011-01-01T14:40:18.000","RTF","REPORT TO FOLLOW","Decatur St & Toulouse St","70130","8","(29.955919233117, -90.06350790352)"
"A0093611","63","PROWLER","1A","3681657.00000000","530406.00000000","2011-01-01T13:32:20.000","2011-01-01T13:37:23.000","2011-01-01T13:43:22.000","2011-01-01T14:37:37.000","NAT","NECESSARY ACTION TAKEN","005XX Canal St","70130","8","(29.952427792198, -90.067613428719)"
"A0093711","103","DISTURBANCE (OTHER)","1C","3725441.00000000","559796.00000000","2011-01-01T13:32:59.000","2011-01-01T13:41:33.000","2011-01-01T13:50:46.000","2011-01-01T14:01:29.000","NAT","NECESSARY ACTION TAKEN","046XX Michoud Blvd","70129","7","(30.031836266452, -89.928227629876)"
"A0093811","21","COMPLAINT OTHER","2H","3675109.00000000","528070.00000000","2011-01-01T13:34:37.000","2011-01-01T13:37:55.000","2011-01-01T13:38:14.000","2011-01-01T13:48:44.000","UNF","UNFOUNDED","S Claiborne Ave & Mlk Blvd","70113","6","(29.946201826983, -90.088369185983)"
"A0093911","20","AUTO ACCIDENT","1C","3679566.00000000","537854.00000000","2011-01-01T13:36:13.000","2011-01-01T13:55:53.000","2011-01-01T14:22:41.000","2011-01-01T14:47:45.000","RTF","REPORT TO FOLLOW","Esplanade Ave & N Miro St","70119","1","(29.972970602896, -90.073957373951)"
"A0094011","21","COMPLAINT OTHER","1H","3707902.00000000","520323.00000000","2011-01-01T13:37:39.000","2011-01-01T13:37:41.000","2011-01-01T13:37:45.000","2011-01-01T13:47:07.000","NAT","NECESSARY ACTION TAKEN","Gen Meyer Ave & Sullen Pl","70131","4","(29.923879880716, -89.985119056157)"
"A0094111","62A","BURGLAR ALARM, SILEN","2C","3680497.00000000","528361.00000000","2011-01-01T13:37:48.000","2011-01-01T13:39:10.000","2011-01-01T13:59:46.000","2011-01-01T14:51:19.000","UNF","UNFOUNDED","007XX St Charles Ave","70130","8","(29.946839911488, -90.071347293911)"
"A0094211","103","DISTURBANCE (OTHER)","1A","3684704.00000000","534623.00000000","2011-01-01T13:38:41.000","2011-01-01T14:03:58.000","2011-01-01T14:10:20.000","2011-01-01T14:12:06.000","NAT","NECESSARY ACTION TAKEN","006XX Frenchmen St","70116","8","(29.963930197266, -90.057844192495)"
"A0094311","107","SUSPICIOUS PERSON","2B","3707685.00000000","558506.00000000","2011-01-01T13:40:08.000","2011-01-01T13:40:10.000","2011-01-01T13:40:49.000","2011-01-01T13:48:52.000","NAT","NECESSARY ACTION TAKEN","067XX Tara Ln","70127","7","(30.028876010667, -89.984385098002)"
"A0094411","21","COMPLAINT OTHER","1E","3696203.00000000","552133.00000000","2011-01-01T13:39:14.000","2011-01-01T15:07:05.000","2011-01-01T15:54:26.000","2011-01-01T15:54:36.000","NAT","NECESSARY ACTION TAKEN","059XX Timoleon St","70126","7","(30.011719347365, -90.020898272509)"
"A0094511","94F","FIREWORKS","1A","3680686.00000000","521185.00000000","2011-01-01T13:40:18.000","2011-01-01T13:48:58.000","2011-01-01T14:10:57.000","2011-01-01T14:18:02.000","NAT","NECESSARY ACTION TAKEN","St Andrew St & St Thomas St","70130","6","(29.927102565046, -90.071000159198)"
"A0094611","21","COMPLAINT OTHER","1H","3726139.00000000","561998.00000000","2011-01-01T13:45:30.000","2011-01-01T13:45:32.000",,"2011-01-01T13:54:27.000","NAT","NECESSARY ACTION TAKEN","135XX Dwyer Blvd","70129","7","(30.037867306645, -89.925936475343)"
"A0094711","21","COMPLAINT OTHER","1H","3682132.00000000","526575.00000000","2011-01-01T13:46:16.000","2011-01-02T00:15:05.000",,"2011-01-02T00:38:28.000","NAT","NECESSARY ACTION TAKEN","003XX Andrew Higgins Blvd","70130","8","(29.941879395216, -90.066247362405)"
"A0094811","103","DISTURBANCE (OTHER)","1C","3694705.00000000","522673.00000000","2011-01-01T13:46:30.000","2011-01-01T13:48:54.000","2011-01-01T13:51:35.000","2011-01-01T14:07:43.000","NAT","NECESSARY ACTION TAKEN","029XX Vespasian Blvd","70114","4","(29.930761948637, -90.02669244287)"
"A0094911","21","COMPLAINT OTHER","1H","3687887.00000000","539467.00000000","2011-01-01T13:48:17.000","2011-01-01T13:48:20.000","2011-01-01T13:49:27.000","2011-01-01T14:20:52.000","NAT","NECESSARY ACTION TAKEN","Almonaster Ave & N Prieur St","70117","5","(29.977151692016, -90.047620960329)"
"A0095111","21","COMPLAINT OTHER","1H","3687580.00000000","525794.00000000","2011-01-01T13:51:26.000","2011-01-01T15:10:33.000","2011-01-01T15:20:25.000","2011-01-01T16:24:00.000","RTF","REPORT TO FOLLOW","015XX Hermosa St","70114","4","(29.93956513242, -90.049074567463)"
"A0095211","24","AMBULANCE REQUEST","2B","3684585.00000000","533122.00000000","2011-01-01T13:51:26.000","2011-01-01T13:54:12.000","2011-01-01T14:00:40.000","2011-01-01T14:32:28.000","NAT","NECESSARY ACTION TAKEN","Gov Nicholls Wharf","70116","8","(29.959806605595, -90.058272728414)"
"A0095311","94F","FIREWORKS","1A","3727422.00000000","562574.00000000","2011-01-01T13:53:29.000","2011-01-01T13:55:13.000",,"2011-01-01T13:57:20.000","NAT","NECESSARY ACTION TAKEN","138XX Dwyer Blvd","70129","7","(30.039407675235, -89.921859516676)"
"A0095411","21","COMPLAINT OTHER","1H","3688738.00000000","528669.00000000","2011-01-01T13:53:21.000","2011-01-01T14:05:03.000","2011-01-01T14:10:16.000","2011-01-01T14:38:08.000","NAT","NECESSARY ACTION TAKEN","008XX Atlantic Ave","70114","4","(29.947434664688, -90.045316584731)"
"A0095511","56","SIMPLE CRIMINAL DAMA","1D","3683895.00000000","545164.00000000","2011-01-01T13:55:17.000","2011-01-01T15:38:17.000","2011-01-01T15:56:34.000","2011-01-01T16:49:29.000","RTF","REPORT TO FOLLOW","034XX Frenchmen St","70122","3","(29.992938993314, -90.060029031414)"
"A0095611","21","COMPLAINT OTHER","2H","3664859.00000000","545870.00000000","2011-01-01T13:54:53.000","2011-01-01T13:57:44.000","2011-01-01T14:10:30.000","2011-01-01T14:21:51.000","UNF","UNFOUNDED","I-10 W & I-610 E","70124","3","(29.995448167486, -90.120137072791)"
"A0095711","21","COMPLAINT OTHER","1H","3700303.00000000","559384.00000000","2011-01-01T13:58:49.000","2011-01-01T13:58:50.000","2011-01-01T13:58:53.000","2011-01-01T14:24:23.000","NAT","NECESSARY ACTION TAKEN","073XX Dalewood Rd","70126","7","(30.031527061893, -90.007679696978)"
"A0095811","911","SILENT E-911 CALL","2D","3665752.00000000","529425.00000000","2011-01-01T14:00:52.000","2011-01-01T14:01:53.000","2011-01-01T14:05:44.000","2011-01-01T14:22:37.000","UNF","UNFOUNDED","021XX Pine St","70118","2","(29.950203865571, -90.117867207906)"
"A0095911","21","COMPLAINT OTHER","1H","3704798.00000000","555204.00000000","2011-01-01T14:03:08.000","2011-01-01T14:03:10.000","2011-01-01T14:19:39.000","2011-01-01T14:25:24.000","NAT","NECESSARY ACTION TAKEN","047XX Werner Dr","70126","7","(30.019889927084, -89.993629834745)"
