"company_name","project_industry","location_1","application_number","tax_year","status","actual_jobs_created","actual_jobs_retained","capital_investment_reported"
"General Motors LLC","Automotive - Manufacturing","
Lake Orion,  
(42.784602, -83.242443)","186","2007","Approved","-","2,288","-"
"Nissan North America, Inc.","Automotive - Manufacturing","
Farmington Hills,  
(42.485645, -83.357869)","171","2010","Approved","327","-","-"
"R.L. Polk Company","Automotive - Manufacturing","
Southfield,  
(42.477952, -83.240756)","169","2009","Approved","77","-","$23,675,716"
"Link Engineering Company","Automotive - Manufacturing","
Dearborn,  
(42.322141, -83.17594)","673","2011","Approved","5","-","$6,638,365"
"Farmers Group, Inc.","Financial Services","
Caledonia,  
(42.814847, -87.914135)","577","2012","Approved","730","-","-"
"ASIMCO Camshaft Specialties","Automotive - Manufacturing","
Grand Haven,  
(43.058798, -86.227994)","34","1999","Approved","140","-","-"
"Bosal","Automotive - Manufacturing","
Warren,  
(42.52144, -83.020184)","40","2001","Approved","110","-","-"
"Martinrea Industries, Incorporated","Automotive - Manufacturing","
Clare,  
(43.818758, -84.770451)","13","1998","Approved","221","-","-"
"Hi-Lex Controls, Inc.","Automotive - Manufacturing","
Litchfield,  
(41.746861, -73.189234)","28","2001","Approved","197","-","-"
"General Motors LLC","Automotive - Manufacturing","
Warren,  
(42.52144, -83.020184)","227","2009.1","Approved","-","603","-"
"Cascade Engineering, Inc.","Alt. Energy - Wind","
Grand Rapids,  
(42.965446, -85.670209)","664","2013","Approved","72","-","$1,198,441"
"Ventower Industries, LLC","Alt. Energy - Wind","
Monroe,  
(32.500759, -92.111225)","509","2013","Approved","58","-","-"
"Hemlock Semiconductor Corporation","Alt. Energy - Other","
Hemlock,  
(44.823601, -90.611702)","306","2009","Approved","150","-","-"
"TRW Automotive Inc","Automotive - Manufacturing","
Livonia,  
(42.39709, -83.36961)","190","2008","Approved","165","-","-"
"Kolbenschmidt Pierburg","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","370","2012","Approved","27","-","-"
"Axle Alliance","Automotive - Manufacturing","
Redford Township,  
(42.403049, -83.294395)","173","2008","Approved","78","-","-"
"Advanced Photonix, Inc.","Electronics","
Ann Arbor,  
(42.281419, -83.748478)","308","2016.2","Approved","38","-","-"
"Lear Corporation","Automotive - Manufacturing","
Plymouth,  
(41.95575, -70.664394)","181","2006","Approved","28","-","-"
"A123 Systems, LLC","Alt. Energy - Advanced Energy Storage","
Romulus,  
(42.220519, -83.385307)","566","2012","Approved","511","-","$10,028,300"
"Nissan North America, Inc.","Automotive - Manufacturing","
Farmington Hills,  
(42.485645, -83.357869)","171","2003","Approved","183","-","-"
"Farmers Group, Inc.","Financial Services","
Caledonia,  
(42.814847, -87.914135)","577","2011","Approved","346","-","-"
"Bosal","Automotive - Manufacturing","
Warren,  
(42.52144, -83.020184)","40","1999","Approved","110","-","-"
"R.L. Polk Company","Automotive - Manufacturing","
Southfield,  
(42.477952, -83.240756)","169","2004","Approved","130","-","-"
"Auto Alliance International, Inc","Automotive - Manufacturing","
Flat Rock,  
(42.089873, -83.286219)","180","2009","Approved","88","-","-"
"Flagstar Bank, Fsb","Financial Services","
Troy,  
(42.727684, -73.691059)","81","2004","Approved","464","-","-"
"US Farathane Corporation - HQ","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","607","2014.1","Approved","789","-","-"
"Witzenmann Usa, LLC","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","653","2013","Approved","125","-","$8,332,731"
"Morley Companies, Incorporated","Call Center","
Saginaw,  
(43.419547, -83.946359)","476","2009","Approved","332","-","-"
"Hemlock Semiconductor Corporation","Alt. Energy - Other","
Hemlock,  
(44.823601, -90.611702)","259","2013","Approved","60","-","-"
"BMW Hybrid Technology Corporation","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","357","2007","Approved","59","-","-"
"Raymond James Regional Operations Center","Financial Services","
Southfield,  
(42.477952, -83.240756)","268","2009","Approved","205","-","$1,379,037"
"General Motors LLC","Automotive - Manufacturing","
Detroit,  
(42.332916, -83.047853)","595","2010","Approved","-","19,380","$968,995,489"
"Health Care Services Incorporated","Business Services","
Detroit,  
(42.332916, -83.047853)","471","2009","Approved","57","-","$1,125,178"
"Meridian Incorporated","Furniture","
Spring Lake,  
(40.156143, -74.027162)","9","1998","Approved","295","-","-"
"Auto Alliance International, Inc","Automotive - Manufacturing","
Flat Rock,  
(42.089873, -83.286219)","180","2010","Approved","75","-","-"
"Lg Chem Power Inc.","Alt. Energy - Other","
Troy,  
(42.727684, -73.691059)","290","2006","Approved","7","-","-"
"United Solar Ovonic Corporation","Alt. Energy - Other","
Auburn Hills,  
(42.672504, -83.225448)","288","2007.1","Approved","229","-","-"
"Raymond James Regional Operations Center","Financial Services","
Southfield,  
(42.477952, -83.240756)","268","2011","Approved","200","-","$4,664,793"
"General Motors LLC","Automotive - Manufacturing","
Detroit,  
(42.332916, -83.047853)","595","2011","Approved","-","30,336","$681,903,537"
"Spartan Motors, Inc.","Automotive - Manufacturing","
Charlotte,  
(35.222936, -80.840161)","240","2010","Approved","211","-","$1,920,482"
"Bosal","Automotive - Manufacturing","
Warren,  
(42.52144, -83.020184)","40","2002","Approved","110","-","-"
"Ford Motor Company","Automotive - Manufacturing","
Dearborn,  
(42.322141, -83.17594)","129","2006","Approved","-","2,594","-"
"Hi-Lex Controls, Inc.","Automotive - Manufacturing","
Litchfield,  
(41.746861, -73.189234)","28","1999","Approved","197","-","-"
"ArvinMeritor Automotive, Inc.","Automotive - Manufacturing","
Detroit,  
(42.332916, -83.047853)","92","2004","Approved","166","-","-"
"ZF Group NAO","Automotive - Manufacturing","
Northville,  
(42.440686, -83.493151)","494","2011","Approved","378","-","$33,600,617"
"Witzenmann Usa, LLC","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","653","2014","Approved","183","-","$8,646,974"
"MBtech Autodie LLC","Automotive - Manufacturing","
Grand Rapids,  
(42.965446, -85.670209)","363","2008","Approved","-","203","-"
"Morley Companies, Incorporated","Call Center","
Saginaw,  
(43.419547, -83.946359)","600","2013","Approved","183","-","-"
"General Motors LLC","Automotive - Manufacturing","
Flint,  
(43.00992, -83.685109)","264","2009.2","Approved","-","2,063","-"
"Avon Automotive","Automotive - Manufacturing","
Cadillac,  
(44.250413, -85.399381)","328","2007","Approved","-","414","$283,377"
"Nexteer Automotive Corporation","Automotive - Manufacturing","
Saginaw,  
(43.419547, -83.946359)","594","2014","Approved","-","2,815","$85,185,000"
"Mando America Corporation","Automotive - Manufacturing","
Plymouth,  
(41.95575, -70.664394)","464","2013","Approved","20","-","-"
"Chrysler LLC","Automotive - Manufacturing","
Sterling Heights,  
(42.58968, -83.011059)","273","2008.2","Approved","-","3,420","-"
"General Motors LLC","Automotive - Manufacturing","
Detroit,  
(42.332916, -83.047853)","362","2009.1","Approved","-","725","-"
"General Motors LLC","Automotive - Manufacturing","
Lansing,  
(42.733625, -84.553927)","112","2009.2","Approved","-","2,376","-"
"BorgWarner, Inc. - HQ","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","214","2006","Approved","85","-","-"
"Morley Companies, Incorporated","Call Center","
Saginaw,  
(43.419547, -83.946359)","476","2011","Approved","350","-","-"
"Brose North America, Inc.","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","187","2007","Approved","157","-","-"
"Chrysler Group LLC","Financial Services","
Auburn Hills,  
(42.672504, -83.225448)","91","2004","Approved","352","-","-"
"Flagstar Bank, Fsb","Financial Services","
Troy,  
(42.727684, -73.691059)","81","2012","Approved","1,387","-","-"
"Cobasys LLC","Alt. Energy - Other","
Orion Township,  
(42.76982, -83.283404)","241","2007","Approved","83","-","-"
"Nexient","Call Center","
Ann Arbor,  
(42.281419, -83.748478)","578","2010","Approved","51","-","$546,575"
"General Motors LLC","Automotive - Manufacturing","
Lansing,  
(42.733625, -84.553927)","112","2009.1","Approved","-","1,316","-"
"Federal-Mogul Products, Inc.","Automotive - Manufacturing","
Southfield,  
(42.477952, -83.240756)","265","2009","Approved","-","1,296","-"
"Ford Motor Company","Automotive - Manufacturing","
Dearborn,  
(42.322141, -83.17594)","324","2010","Approved","-","8,757","-"
"ZF Group NAO","Automotive - Manufacturing","
Northville,  
(42.440686, -83.493151)","179","2008","Approved","42","-","-"
"Akebono Brake Corporation","Automotive - Manufacturing","
Farmington Hills,  
(42.485645, -83.357869)","589","2010","Approved","59","-","$1,157,883"
"Gestamp Mason, LLC.","Automotive - Manufacturing","
Mason,  
(30.749797, -99.23192)","33","2013","Approved","284","-","-"
"General Motors LLC","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","355","2006","Approved","-","80","-"
"Gibbs Technologies, Limited","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","434","2009","Approved","59","-","-"
"Engineered Machined Products, Inc.","Automotive - Manufacturing","
Escanaba,  
(45.745727, -87.071273)","53","2006","Approved","175","-","-"
"Hagerty Insurance Agency, Inc.","Financial Services","
Traverse City,  
(44.759092, -85.605469)","479","2014","Approved","165","-","-"
"priceline.com","Call Center","
Wyoming,  
(42.913415, -85.695442)","431","2012.1","Approved","308","-","-"
"Nissan North America, Inc.","Automotive - Manufacturing","
Farmington Hills,  
(42.485645, -83.357869)","171","2009","Approved","339","-","-"
"Ventra Evart, LLC","Automotive - Manufacturing","
Evart,  
(43.900588, -85.259375)","354","2008","Did Not Qualify","-","340","-"
"Shape Corporation","Automotive - Manufacturing","
Grand Haven,  
(43.058798, -86.227994)","21","2012","Approved","420","-","-"
"Axle Alliance","Automotive - Manufacturing","
Redford Township,  
(42.403049, -83.294395)","173","2011","Approved","85","-","-"
"Brose North America, Inc.","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","187","2012","Approved","248","-","$1,274,902"
"Recticel N.A., L.L.C.","Automotive - Manufacturing","
Clarkston,  
(42.73582, -83.422142)","156","2004","Approved","131","-","-"
"Sakti3, Inc.","Alt. Energy - Other","
Ann Arbor,  
(42.281419, -83.748478)","416","2010","Approved","10","-","$191,212"
"Raymond James Regional Operations Center","Financial Services","
Southfield,  
(42.477952, -83.240756)","268","2006","Approved","76","-","-"
"Spartan Motors, Inc.","Automotive - Manufacturing","
Charlotte,  
(35.222936, -80.840161)","240","2013","Approved","95","-","$477,189"
"Adaptive Materials, Inc","Alt. Energy - Other","
Ann Arbor,  
(42.281419, -83.748478)","381","2009","Approved","25","-","-"
"BASF Corporation","Chemicals","
Wyandotte,  
(42.201008, -83.150254)","338","2011","Approved","61","-","-"
"US Farathane Corporation - HQ","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","607","2012","Approved","-","510","$20,892,333"
"Brembo North America Homer, Incorporated","Automotive - Manufacturing","
Homer,  
(59.641779, -151.551418)","433","2011","Approved","110","-","-"
"Acument Global Technologies","Automotive - Manufacturing","
Sterling Heights,  
(42.58968, -83.011059)","714","2012","Approved","93","-","$2,289,722"
"Advanced Photonix, Inc.","Electronics","
Ann Arbor,  
(42.281419, -83.748478)","308","2015","Approved","34","-","$209,157"
"Gemini Group, Inc.","Automotive - Manufacturing","
Bad Axe,  
(43.802035, -83.000495)","735","2012","Approved","80","-","-"
"Spicer Heavy Axle & Brake Inc.","Automotive - Manufacturing","
Kalamazoo,  
(42.289777, -85.584682)","55","2000","Approved","139","-","-"
"Metalloid Corporation","Chemicals","
Sturgis,  
(44.41272, -103.513282)","734","2014","Approved","18","-","$107,994"
"Ventower Industries, LLC","Alt. Energy - Wind","
Monroe,  
(32.500759, -92.111225)","509","2014","Approved","99","-","-"
"Martinrea Jonesville LLC","Automotive - Manufacturing","
Jonesville,  
(36.689005, -83.110991)","572","2011","Approved","-","108","$12,483,366"
"Neapco Holdings, LLC","Automotive - Manufacturing","
Belleville,  
(38.512629, -89.984229)","392","2010","Approved","174","-","$2,212,981"
"ArvinMeritor Automotive, Inc.","Automotive - Manufacturing","
Detroit,  
(42.332916, -83.047853)","92","2003","Approved","166","-","-"
"Auto Alliance International, Inc","Automotive - Manufacturing","
Flat Rock,  
(42.089873, -83.286219)","180","2007","Approved","1,073","-","-"
"EcoMotors International","Automotive - Manufacturing","
Allen Park,  
(42.256799, -83.213957)","421","2012","Approved","32","-","$63,668"
"Hi-Lex Controls, Inc.","Automotive - Manufacturing","
Litchfield,  
(41.746861, -73.189234)","28","2000","Approved","197","-","-"
"Caparo Vehicle Components, Inc.","Automotive - Manufacturing","
Novi,  
(42.466585, -83.474698)","608","2010","Approved","-","131","$8,184,288"
"ZF Group NAO","Automotive - Manufacturing","
Northville,  
(42.440686, -83.493151)","179","2011","Approved","57","-","$2,758,077"
"Advanced Photonix, Inc.","Electronics","
Ann Arbor,  
(42.281419, -83.748478)","308","2012.2","Approved","52","-","$0"
"Asama Coldwater Manufacturing, Inc.","Automotive - Manufacturing","
Coldwater,  
(41.940611, -85.000721)","19","2002","Approved","300","-","-"
"International Automotive Components Group North America, Inc.","Automotive - Manufacturing","
Dearborn,  
(42.322141, -83.17594)","397","2011","Approved","-","2,118","$29,755,825"
"Webasto-Edscha Cabrio USA, Inc.","Automotive - Manufacturing","
Plymouth,  
(41.95575, -70.664394)","222","2010","Did Not Qualify","-","-","-"
"SoundOff Signal","Electronics","
Hudsonville,  
(42.869026, -85.861291)","525","2011","Approved","20","-","$2,168,303"
"Ralco Industries, Inc.","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","558","2012","Approved","-","56","$907,075"
"Brose North America, Inc.","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","187","2013","Approved","277","-","-"
"North American Bancard, LLC","Financial Services","
Troy,  
(42.727684, -73.691059)","411","2010","Approved","118","-","$3,313,991"
"Lear Corporation","Automotive - Manufacturing","
Roscommon,  
(44.304574, -84.753305)","605","2014","Approved","228","-","-"
"Grupo Antolin Michigan","Automotive - Manufacturing","
Marlette,  
(43.327797, -83.079846)","258","2006","Approved","13","-","-"
"Federal-Mogul Products, Inc.","Automotive - Manufacturing","
Southfield,  
(42.477952, -83.240756)","265","2014","Approved","-","1,446","-"
"Flagstar Bank, Fsb","Financial Services","
Troy,  
(42.727684, -73.691059)","81","2014","Approved","699","-","-"
"Ford Motor Company","Automotive - Manufacturing","
Dearborn,  
(42.322141, -83.17594)","324","2008","Approved","-","12,208","-"
"Aeroflex","Electronics","
Ann Arbor,  
(42.281419, -83.748478)","639","2012.2","Approved","29","-","$311,493"
"Johnson Controls Interior Manufacturing, LLC","Automotive - Manufacturing","
Monroe,  
(32.500759, -92.111225)","206","2005","Approved","305","-","-"
"Martinrea Jonesville LLC","Automotive - Manufacturing","
Jonesville,  
(36.689005, -83.110991)","572","2012","Approved","107",,"-"
"Nissan North America, Inc.","Automotive - Manufacturing","
Farmington Hills,  
(42.485645, -83.357869)","171","2004","Approved","313","-","-"
"Wolverine World Wide, Incorporated","Defense/Military","
Big Rapids,  
(43.702205, -85.48398)","571","2011","Approved","96","-","-"
"ZF Group NAO","Automotive - Manufacturing","
Northville,  
(42.440686, -83.493151)","179","2004","Approved","26","-","-"
"Testek Inc.","Defense/Military","
Wixom,  
(42.525703, -83.536093)","454","2011","Approved","9","-","$30,799"
"Alphi Manufacturing, Inc.","Automotive - Manufacturing","
Jonesville,  
(36.689005, -83.110991)","246","2006","Approved","72","-","-"
"General Motors LLC","Automotive - Manufacturing","
Detroit,  
(42.332916, -83.047853)","595","2014","Approved","-","32,890","$1,427,136,359"
"Case Systems, Inc.","Furniture","
Midland,  
(31.997433, -102.078043)","22","1998","Approved","83","-","-"
"American Axle & Manufacturing, Inc.","Automotive - Manufacturing","
Three Rivers,  
(36.457312, -118.885141)","107","2004","Approved","205","-","-"
"Tower Automotive Plymouth, Inc.","Automotive - Manufacturing","
Plymouth,  
(41.95575, -70.664394)","6","2004","Approved","247","-","-"
"Webasto-Edscha Cabrio USA, Inc.","Automotive - Manufacturing","
Plymouth,  
(41.95575, -70.664394)","222","2007","Approved","203","-","-"
"Hyundai-Kia America Technical Center, Inc.","Automotive - Manufacturing","
Superior Township,  
(42.303179, -83.603236)","213","2011","Approved","104","-","$67,090,489"
"Martinrea Jonesville LLC","Automotive - Manufacturing","
Jonesville,  
(36.689005, -83.110991)","572","2013","Approved","103",,"-"
"Energetx Composites, LLC","Alt. Energy - Wind","
Holland,  
(42.751561, -86.096297)","553","2011","Approved","24","-","-"
"Skilled Aerospace Division","Aerospace","
Traverse City,  
(44.759092, -85.605469)","604","2011","Approved","26","-","$1,092,180"
"Brembo North America Homer, Incorporated","Automotive - Manufacturing","
Homer,  
(59.641779, -151.551418)","433","2014","Approved","337","-","-"
"R.L. Polk Company","Automotive - Manufacturing","
Southfield,  
(42.477952, -83.240756)","169","2002","Approved","100","-","-"
"Shape Corporation","Automotive - Manufacturing","
Grand Haven,  
(43.058798, -86.227994)","21","2013","Approved","472","-","-"
"Engineered Plastic Components","Automotive - Advanced Mfg Mats","
St. Clair,  
(40.720476, -76.192119)","483","2011","Approved","79","-","-"
"Molex, LLC","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","7","1998","Approved","200","-","-"
"Yanfeng (USA) Automotive Trim Systems, Inc. - Harrison Twp.","Automotive - Manufacturing","
Harrison Township,  
(40.640704, -79.710807)","694","2014","Approved","205","-","-"
"General Motors LLC","Automotive - Manufacturing","
Lansing,  
(42.733625, -84.553927)","83","2005","Approved","-","1,871","-"
"ASIMCO Camshaft Specialties","Automotive - Manufacturing","
Grand Haven,  
(43.058798, -86.227994)","34","1998","Approved","98","-","-"
"XALT Energy, LLC","Alt. Energy - Advanced Energy Storage","
Midland,  
(31.997433, -102.078043)","568","2015","Approved","237","-","-"
"Kelly Services, Inc.","Business Services","
Troy,  
(42.727684, -73.691059)","450","2009","Did Not Qualify","-","-","-"
"General Motors LLC","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","355","2007","Approved","-","103","-"
"Faurecia Interior Systems Inc.","Automotive - Manufacturing","
Fraser,  
(42.542226, -82.94983)","277","2007","Approved","260","-","-"
