"the_geom","id","ubicacion","longitud_m","estado","barrio","programa"
"MULTILINESTRING ((-74.82217618999597 10.951646731016623, -74.82229624966638 10.951644822245717, -74.82244535616336 10.951639087502578, -74.82255960664527 10.951633351344212, -74.82268354017016 10.951606566696091, -74.8227416340348 10.951593174206062, -74.82282683752803 10.951595090958389, -74.82290042272095 10.951587439608064, -74.82303210168402 10.951568309223429, -74.8231637800566 10.95156448701232, -74.82328771271881 10.951558750935423, -74.82344262855743 10.951551102386315, -74.82355494261157 10.951543452257336, -74.82369242988995 10.951551111195991, -74.82380474373504 10.951549201561477, -74.82396353191189 10.951556861111937, -74.82410101953552 10.95155495222249))","0","Carrera 7h entre calle 76 y 88","196","EJECUTADA","EL BOSQUE","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.8227958298963 10.952228467804487, -74.82283822811293 10.95159390657248))","0","Calle  77 entre carrera 7h y 8","67","EJECUTADA","EL BOSQUE","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.81350679121218 10.95417231165187, -74.81359972844331 10.95435793023276, -74.81375849327098 10.954721511363543, -74.81380167295139 10.954829981473276))","0","Carrera 9k entre calle 61 y 63b","126","EJECUTADA","EL BOSQUE","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.81380167295139 10.954829981473276, -74.81381657717294 10.95486742180806, -74.81403044070846 10.955283172871141))","0","Carrera 9k entre calle 63b y 63a","140","EJECUTADA","EL BOSQUE","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.81284797157176 10.95052333435937, -74.81289315877882 10.950673387395435, -74.81292307110876 10.950775429118508, -74.81294484946012 10.950867280027577, -74.81295210483009 10.950954824477924, -74.81294193110195 10.951058154319002, -74.81291578223744 10.951154307305737, -74.81284896568671 10.951283465800765, -74.8128097447442 10.95139396932197, -74.81276761349913 10.951581970544325, -74.8127443646259 10.951741270164364, -74.81270367781374 10.952036907462215, -74.81267751502085 10.952322499754477, -74.81264845094648 10.95256073200067))","0","Calle 58 entre carrera 8 y 9","219","EJECUTADA","EL BOSQUE","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.80974683194859 10.956577725501178, -74.80949263512194 10.95698815666863))","0","CALLE 61 ENTRE 9M3 Y 10","60,5","EJECUTADA","EL BOSQUE","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.81838581153458 10.955022361716015, -74.81836062371886 10.955278773192452, -74.81833544253769 10.95541080532517, -74.81836448568284 10.955483520920895, -74.81848453623435 10.955682534118758))","0","CALLE 73 ENTRE CARRERA 9 Y DG 64B","80,9","EJECUTADA","EL BOSQUE","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.80974683194859 10.956577725501178, -74.81000131964913 10.956721818617867, -74.8100724856796 10.956716083701135, -74.81015589846544 10.95671073363897, -74.81028965417445 10.956743728100898))","0","CARRREA 9M3 ENTRE CALLE 61 Y 63","68","EJECUTADA","EL BOSQUE","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.81446824455085 10.959220372458823, -74.81459025110614 10.959108439005254, -74.81479068637373 10.95898359422393, -74.81497950103021 10.958881710906322, -74.81513636132294 10.95881283381665, -74.81537600544249 10.958761183552229))","0","CALLE 65C ENTRE CARRERA 9K1 Y 9L","114,56","EJECUTADA","EL BOSQUE","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.81577370726947 10.954956994601751, -74.81590005540522 10.955058897642592, -74.8161483961083 10.95524261125918, -74.81636374476577 10.955386899378752))","0","CARRERA 9B ENTRE CALLE 63B Y 64","76,4","EJECUTADA","EL BOSQUE","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.81514147012729 10.958416853469156, -74.81489092656008 10.958574703652422))","0","CALLE 65 ENTRE CARRERA 9K1 Y 9L","32","EJECUTADA","EL BOSQUE","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.82009952154722 10.94895508340859, -74.81914146469055 10.949138138055428))","0","CRRERA 6G ENTRE CALLE 74 Y 75","100","EJECUTADA","EL BOSQUE","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.81038643694296 10.962990485895162, -74.81024482649929 10.963021569558892, -74.81004874664731 10.963111250594936, -74.80988655764385 10.96317821108755, -74.80978851866251 10.963210493983336, -74.80967232656526 10.96322124819881))","0","TRANSVERSAL 15 ENTRE CALLE 64B Y 64C","85,5","EJECUTADA","EL BOSQUE","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.81120408169171 10.96052130135007, -74.81135657684436 10.960578718703228, -74.8114567869058 10.960630391480121, -74.81159475772792 10.960696418498149, -74.8117588706565 10.960772493409282, -74.81189393696275 10.960837084930953, -74.81202028926978 10.960898805463966, -74.81209145261614 10.960941865031343))","0","CARRERA  12B ENTRE CALLE 64b y 64c","107,4","EJECUTADA","EL BOSQUE","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.8045437042729 10.933428940547763, -74.80434884663859 10.933576024181107))","0","CALLE 47D  CON CRA 1C2","28,6",,"CIUDADELA PARQUE  LA VIRGENCITA","MODULO X"
"MULTILINESTRING ((-74.81137694619065 10.960110862741844, -74.81142777754847 10.960133828894845, -74.81148296614982 10.960155360220101, -74.81157155950059 10.960175458884427, -74.81164708181291 10.960191251113912, -74.81170227065894 10.96020991210802, -74.8118300761204 10.960257281372606, -74.8120885918107 10.960353455098428, -74.81236308074087 10.960491248980745))","0","CARRERA  12 ENTRE CALLE 64b y 64c","118,0","EJECUTADA","EL BOSQUE","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.82007233384086 10.95213975433904, -74.82006070979095 10.952251695224426, -74.82006215058304 10.95249279990472, -74.82006940698383 10.952603306523539, -74.82006503870066 10.952838670340896, -74.82006067666474 10.952943435828299, -74.82005631407569 10.95305968248638, -74.82006211897132 10.953152967276232))","0","CALLE 74A ENTRE CARRERA 8 Y 8C","95","EJECUTADA","EL BOSQUE","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.82678942041895 10.955670454371358, -74.8267930427384 10.956008909775377))","0","CALLE 97 ENTRE CARRERA 9A Y 9B","38","EJECUTADA","EL BOSQUE","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.82682975821002 10.949472775133223, -74.82676440118806 10.949570363502742, -74.82667290048161 10.94973827339535, -74.82657994734672 10.949906183221756, -74.8265203984733 10.95004108549924, -74.82647392139367 10.950141544578825, -74.82637370370232 10.950409914421359, -74.82631705832694 10.950580695397871, -74.82628706452769 10.950680992543848))","0","CALLE 94 ENTRE CARRERA 7 Y 7D","132","EJECUTADA","EL BOSQUE","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.82416981671894 10.950580769683501, -74.82442155393136 10.95057312384448, -74.82460551579966 10.950565475645774, -74.82479335096322 10.950544432754736, -74.82493664754914 10.950538696611964, -74.82507219819998 10.950538700753851, -74.82524647760826 10.950538705990684, -74.8253491071431 10.950594201367059, -74.8255504936187 10.9506994513176, -74.8256356955912 10.950745378450712))","0","CARRERA 7E ENTRE CALLE 88 y 93","170","EJECUTADA","LAS MALVINAS","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.82417561540566 10.950892675088198, -74.82430342064964 10.950886938727148, -74.82441573424072 10.950885028867486, -74.82470232725434 10.950888865100877, -74.82495793729302 10.950890786586413, -74.82506831438195 10.950890789956054, -74.82518450096754 10.95088505287323, -74.82525040473425 10.95087669909825, -74.82530656166996 10.950870960177108, -74.8253772417023 10.950871919023184, -74.8254324298434 10.95088531533942, -74.82552634636971 10.95091306423198))","0","CARRERA 7F ENTRE CALLE 88 Y 93","149","EJECUTADA","LAS MALVINAS","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.83143341729853 10.955053096707294, -74.83129544391099 10.95506266300777, -74.83117683531475 10.955060269894185, -74.83094445937772 10.955048307850989, -74.83074597183547 10.955019602657416, -74.83054990479361 10.955000465006684, -74.83032237038522 10.954966975355179, -74.83010693860422 10.954957404806715, -74.82979952493109 10.954931089380377, -74.82956714926523 10.95491195055664, -74.82936624140405 10.954880852517066, -74.82913628638785 10.954861713404512, -74.82881434936179 10.954837788648401, -74.82839558939018 10.954799510221363, -74.82823099015935 10.954782763601381, -74.82816272998701 10.954771400654069))","0","CARRERA 8G ENTRE CALLE 88 Y 99C","352","EJECUTADA","LAS MALVINAS","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.81096489497932 10.940431617144007, -74.81090195565407 10.94052370095807, -74.81079665519938 10.940652856142739, -74.81073371719444 10.940727000576649))","0","CALLE 52B ENTRE CARRERA 3E y 3D","54","EJECUTADA","CARRIZAL","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.82520028138623 10.959360764116232, -74.82546654114769 10.959640625414078))","0","CALLE 86 ENTRE CARRERA 9H y BOLSILLO","222","EJECUTADA","EVARISTO SOURDIS","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.82267799986006 10.959271818728242, -74.82267218706129 10.959356492112287, -74.82265765760948 10.959502876433914, -74.822651843337 10.959624863608061))","0","CALLE 80 ENTRE CARRERA 9H Y BOLSILLO","34,5","EJECUTADA","EVARISTO SOURDIS","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.81809380977745 10.971899751192629, -74.81820709508271 10.971981560454557, -74.81831747550636 10.972064804665916, -74.81846271317737 10.97217101296872, -74.81880547663773 10.97238056174467))","0","CARRERA  22B ENTRE CALLE  75A y 75C","99","EJECUTADA","NUEVA COLOMBIA","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.82110624162922 10.969949535107816, -74.82096680766207 10.969979667066447, -74.82081720833307 10.969973919889181, -74.82066180070208 10.969938034335964, -74.82050784426454 10.96992941652162, -74.82031321958878 10.969929407630506, -74.82016362002472 10.969929400711788, -74.82000094692603 10.969965271726458, -74.81970609995214 10.970068588146738, -74.81939672384972 10.970265187982656, -74.8190655580098 10.970519192202405, -74.8188302508933 10.97079042268626, -74.81857606010534 10.97109322519136, -74.81846587918304 10.971246211882091, -74.81835258021046 10.971422728761162, -74.81822620906814 10.971602115194589, -74.8181085522086 10.971784372326727, -74.81806207022467 10.97186043251547))","0","CALLE  75A ENTRE 21B Y  22B","155","EJECUTADA","NUEVA COLOMBIA","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.83184120524244 10.9836523773671, -74.83148776881602 10.983358169828593, -74.83142240788284 10.983250533438163, -74.8312723197634 10.98302569279446))","0","CALLE 85 ENTRE CARRERA 37 Y 38","92","EJECUTADA","EL RUBI","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.83187317266835 10.982123590824143, -74.83194289012444 10.98233599265258, -74.8321012088769 10.98259719001016))","0","CALLE 87 ENTRE CARRERA 37 Y 37A","60","EJECUTADA","EL RUBI","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.83241930408971 10.982437891221997, -74.83228567510817 10.982502471820695, -74.8321680232752 10.982584274198908, -74.83209975611182 10.982634503735774, -74.83201696373705 10.982727787457941, -74.83187026136896 10.982888522400033, -74.83173082126505 10.9830506924755, -74.83165093367239 10.983139670689344, -74.831478085948 10.983317626930308))","0","CARRERA 37A ENTRE CALLE 85 Y 100","143","EJECUTADA","EL RUBI","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.8204558472473 10.962785344599995, -74.82089398054259 10.96286908104562, -74.82106826588394 10.962897791587045, -74.82114088393831 10.962928889556778, -74.82124981036519 10.962991083888642, -74.82132484837858 10.963038925282534, -74.82140714940232 10.963062847874017, -74.8215160770665 10.96309873110942, -74.8216177430123 10.963129830184824, -74.8216637349481 10.963139399735766))","0","CARRERA 11B ENTRE CALLES 73F Y BOLSILLO","134","EJECUTADA","LIPAYA","LISTADO Y AVANCE DE OBRA MODULO V DONADO ARCE"
"MULTILINESTRING ((-74.86972114594025 11.02955267908029, -74.8698548110803 11.029680869198701, -74.8700185046709 11.029854980170901, -74.87020931432923 11.03001664997287, -74.87043692918006 11.030201277494081, -74.87055993872549 11.03030554958094, -74.87073622177888 11.03046722078052))","0","CARRERA 17D ENTRE CALLE 17 Y 18A","143,9","TERMINADA","LA PLAYA","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.87025842438636 11.030056485141248, -74.87013001769947 11.03019609955632, -74.87000945769998 11.030325276275741, -74.86987727523922 11.030449431323282, -74.86975235463329 11.030559951644193))","0","CALLE 17A ENTRE CARRERA 17B Y 17D","77,35","TERMINADA","LA PLAYA","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.86865045547536 11.030462249764414, -74.86891676013317 11.030229726985523, -74.86919468588131 11.029995289115329, -74.8694658317354 11.029759895014548, -74.86972114594025 11.02955267908029, -74.86998197538375 11.029306330822912, -74.87025021269663 11.029055628205631))","0","CALLE 17 ENTRE CARRERA 17 Y 18 (INCLUYE BOCACALLES","226,25","TERMINADA","LA PLAYA","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.8646624849717 11.032684270058652, -74.86496078383674 11.032732078017442, -74.86529201155685 11.032781795838421, -74.86559805770875 11.032821948304141, -74.86592347389318 11.032864011960289, -74.86648326912108 11.032951974931756, -74.86681256141402 11.033011258885738, -74.86703725586784 11.03305907267782, -74.8672542037672 11.033118368254316, -74.86774233388502 11.033225471856051, -74.86829439076857 11.03338614602303, -74.86868179925386 11.033497086415185, -74.86911181774994 11.033575491613583, -74.86973553719147 11.0336768358508, -74.86989824856165 11.03371891419737, -74.87005127392034 11.033751426007331))","0","CARRERA 10 ENTRE CALLE 14 Y 20 (PAVIMENTO DE 0,2MT","322,2","TERMINADO","LA PLAYA","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.86652667875899 11.028699175243297, -74.86667559217399 11.028796031284864, -74.86681482317555 11.028913219427604, -74.86692499596093 11.028993336203571, -74.8670630151049 11.029097368918748, -74.86729426061954 11.029295871437618, -74.86748918523394 11.029464479021035, -74.86773980085728 11.029662979074317, -74.86796378069575 11.029835170991179, -74.86816233455654 11.029975074950942, -74.86825919262522 11.03006476031331, -74.86845291100776 11.030262070180088, -74.86865045547536 11.030462249764414))","0","CARRERA 17 ENTRE CALLE 14 Y 17","311","TERMINADO","LA PLAYA","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.86971658502937 11.03003261994262, -74.86947422952353 11.029753079281571))","0","CARRERA 17C ENTRE CALLE 17 Y P.A.S.O","37","TERMINADO","LA PLAYA","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.86740943063471 11.030758504734795, -74.86748629210473 11.030654448763846, -74.86761520372114 11.030500755172973, -74.8676751221251 11.03044513695299, -74.86776953622407 11.030333305307767, -74.86788997309537 11.030177220634057, -74.8681067115705 11.029935882206562))","0","CALLE 16 ENTRE CARRERA 14 Y 17","116,5","TERMINADO","LA PLAYA","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.86945267032424 11.030794839026758, -74.86961753786547 11.030658481682293, -74.86975235463329 11.030559951644195))","0","CALLE 17A ENTRE CARRERA 17A Y17B","70","TERMINADO","LA PLAYA","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.8685031565484 11.029769947384988, -74.86863270631274 11.02990746690908, -74.86891676013317 11.030229726985523))","0","CARRERA 17A ENTRE CALLE 16 Y 17","60","TERMINADO","LA PLAYA","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.86402986491485 11.035632920772107, -74.86407429098047 11.035355360621207, -74.86416141310623 11.034934378076347, -74.86421949838339 11.034693269067764, -74.86426015612344 11.034505740275161, -74.86431436629914 11.034255064033688, -74.86436857521736 11.03399290666937, -74.86446538025429 11.033560441931746))","0","CALLE 14 ENTRE CARRERAS 6 Y 9","370","TERMINADO","LA PLAYA","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.86627112678207 11.033987258584716, -74.86630597926822 11.033865268123373, -74.86635099714347 11.033708833254995, -74.86638439885168 11.033605499738782))","0","CALLE 16 CON CARRERA 9A (BATEA)","10,2","TERMINADO","LA PLAYA","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.86624970696076 11.034061768456448, -74.86619161727795 11.034245472315012, -74.86614079029023 11.034420564566487, -74.86607543754263 11.034611444854152, -74.86602460596326 11.034744918063852, -74.86599556237744 11.034849686216521, -74.86590987718931 11.035097974129815, -74.865784975273 11.03541658787658, -74.86566152324836 11.035710804061567))","0","CALLE 16 ENTRE CARRERA 7 Y 9","240","TERMINADO","LA PLAYA","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.86865045547536 11.030462249764414, -74.86879110801381 11.030592759694436, -74.86895818909606 11.030749170797302, -74.86909475932893 11.030872577111877, -74.86923714123998 11.031001723249915))","0","CARRERA 17 ENTRE CALLE 17 Y 17A","83","TERMINADO","LA PLAYA","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.8685031565484 11.029769947384988, -74.8684636784024 11.029774068909576, -74.86833583995431 11.029874763239915, -74.86823960668731 11.029954902614248, -74.86819108615992 11.030001697398355))","0","CALLE 16 ENTRE CARRERA 17 Y 17A","43","TERMINADO","LA PLAYA","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.87025021269663 11.029055628205631, -74.8700915928163 11.028906639656913, -74.86996083279924 11.028773904687153, -74.8698567052011 11.028635186793553, -74.86977194673027 11.028492878751265, -74.86965450125241 11.028341006899563, -74.8695237402592 11.028196312242137, -74.86941840758548 11.028100648506419, -74.8691920050696 11.027911714631303, -74.86891717498727 11.027685711682395, -74.86854670134751 11.0273939420727))","0","CARRERA 18 ENTRE CALLE 14 Y 17","274","TERMINADO","LA PLAYA","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.8697581060092 11.030554863263964, -74.86983475991809 11.030643874460477, -74.86995441718527 11.030789079784594, -74.87001495550957 11.030857839736175, -74.87012150205929 11.03097084436192, -74.87021836184488 11.031067106809344, -74.87036304834332 11.03122794479205, -74.87051257923984 11.031403731488123, -74.87071901899155 11.031663227711908))","0","CARRERA 17B ENTRE CALLE 17A Y 19","157,6","TERMINADO","LA PLAYA","CONSORCIO MÓDULO 6"
