"numero","ano","lugar_de_nacimiento","edad","sexo","municipio_residencia","caracterizacion","rea","programa","municipio_eps","eps","estado","regimen","tipo_afiliado","grupo_etario","curso_de_vida","sisbenizado","puntaje_sisben","estrato","comuna_o_corregimiento"
"915","2021","Colombia","7","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Pre-Coro Infantil y Juvenil","Bucaramanga","Sanitas","4","Primaria","Estudiante","0 a 7 años","primera infancia","No",,"4","Comuna 10 Provenza"
"916","2021","Colombia","26","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Técnica Vocal","Bucaramanga","Ninguna","4","Profesional","Desempleado","18 a 28 años","jovenes","No",,"4","Comuna 13 Oriental"
"917","2021","Colombia","9","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Iniciación Musical-I","Bucaramanga","coomeva","2","Primaria","Estudiante","8 a 12 años","infancia","Sí","39.82","2","Comuna 14 Morrorico"
"918","2021","Colombia","18","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Violonchelo Básico-B","Bucaramanga","SaludTotal","1","Media","Estudiante","18 a 28 años","jovenes","No",,"1","Comuna 10 Provenza"
"919","2021","Colombia","12","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Violín y Viola Básico-B","Bucaramanga","Nueva eps","3","Básica","Estudiante","8 a 12 años","infancia","No",,"3","Comuna 5 García Rovira"
"920","2021","Colombia","15","Masculino","Floridablanca","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Metales Banda -A","Floridablanca","SURA","2","Básica","Estudiante","13 a 17 años","adolescente","Sí","36.7","2",
"921","2021","Colombia","27","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Adultos","Bucaramanga","En tramite","2","Media","Desempleado","18 a 28 años","jovenes","Sí","57.09","2","Comuna 1 Norte"
"922","2021","Colombia","7","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Iniciación Musical-I","Bucaramanga","Nueva eps","4","Primaria","Estudiante","0 a 7 años","primera infancia","No",,"4","Comuna 13 Oriental"
"923","2021","Colombia","8","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Infantil","Bucaramanga","SaludTotal","3","Media","Ama de casa","8 a 12 años","infancia","Sí","33.71","3","Comuna 5 García Rovira"
"924","2021","Colombia","14","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Violín y Viola Básico-B","Bucaramanga","Coomeva","4","Básica","Estudiante","13 a 17 años","adolescente","No",,"4","Comuna 13 Oriental"
"925","2021","Colombia","10","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Clarinete Iniciación","Bucaramanga","coomeva","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 3 San Francisco"
"926","2021","Colombia","22","Femenino","Floridablanca","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Piano Avanzado","Floridablanca","SURA","2","Tecnológica","Estudiante","18 a 28 años","jovenes","Sí","18","2",
"927","2021","Colombia","9","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Percusión Pre-Banda-B","Bucaramanga","coomeva","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 3 San Francisco"
"928","2021","Colombia","53","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Adultos","Bucaramanga","Nueva eps","3","Técnica","Ama de casa","29 a 59 años","adultez","Sí","23.96","3","Comuna 5 García Rovira"
"929","2021","Colombia","27","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Técnica Vocal","Bucaramanga","Sanitas","3","Media","Estudiante","18 a 28 años","jovenes","Sí","18","3","Comuna 5 García Rovira"
"930","2021","Colombia","8","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Infantil","Bucaramanga","Sanitas","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 12 Cabecera del llano"
"931","2021","Colombia","13","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Bajo Eléctrico","Bucaramanga","Ecopetrol","4","Básica","Estudiante","13 a 17 años","adolescente","No",,"4","Comuna 6 La Concordia"
"932","2021","Colombia","12","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Violín y Viola Iniciación-I","Bucaramanga","coomeva","3","Media","Estudiante","8 a 12 años","infancia","No",,"3","Comuna 13 Oriental"
"933","2021","Colombia","16","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Juvenil","Bucaramanga","Coosalud","2","Media","Estudiante","13 a 17 años","adolescente","Sí","34.31","2","Comuna 15 Centro"
"934","2021","Colombia","13","Masculino","Bucaramanga","Comunidad Indígena","Música","Programa académico en interpretación musical - Violín y Viola Básico-B","Bucaramanga","Nueva eps","4","Básica","Estudiante","13 a 17 años","adolescente","No",,"4","Comuna 3 San Francisco"
"935","2021","Colombia","8","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Piano Iniciación","Bucaramanga","Coosalud","1","Primaria","Estudiante","8 a 12 años","infancia","Sí","34.31","1","Comuna 5 García Rovira"
"936","2021","Colombia","33","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Guitarra Tradicional","Bucaramanga","Nueva eps","1","Media","Independiente","29 a 59 años","adultez","Sí","15.47","1","Comuna 3 San Francisco"
"937","2021","Colombia","14","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Trombón De Varas, Corno, Tuba Banda-M","Bucaramanga","SaludTotal","3","Básica","Estudiante","13 a 17 años","adolescente","Sí","25","3","Comuna 6 La Concordia"
"938","2021","Colombia","11","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Metales-B","Bucaramanga","Sanitas","2","Media","Estudiante","8 a 12 años","infancia","No",,"2","Comuna 2 Nororiental"
"939","2021","Colombia","35","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Batería Intermedio","Bucaramanga","Nueva eps","2","Tecnológica","Desempleado","29 a 59 años","adultez","Sí","46","2","Comuna 11 Sur"
"940","2021","Colombia","10","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Infantil","Bucaramanga","SURA","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 6 La Concordia"
"941","2021","Colombia","42","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Adultos","Bucaramanga","Nueva eps","3","Especialización","Independiente","29 a 59 años","adultez","No",,"3","Comuna 3 San Francisco"
"942","2021","Colombia","8","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Piano Iniciación","Bucaramanga","Sanitas","3","Preescolar","Estudiante","8 a 12 años","infancia","No",,"3","Comuna 9 La Pedregosa"
"943","2021","Colombia","12","Femenino","Floridablanca","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Infantil","Floridablanca","Famisanar","4","Básica","Estudiante","8 a 12 años","infancia","No",,"4",
"944","2021","Colombia","27","Masculino","Floridablanca","En situación de discapacidad","Música","Programa académico en interpretación musical - Música Tradicional","Floridablanca","Nueva eps","2","Profesional","Empleado","18 a 28 años","jovenes","No",,"2",
"945","2021","Colombia","50","Femenino","Bucaramanga","Víctima del conflicto","Música","Programa académico en interpretación musical - Coro Adultos","Bucaramanga","Nueva eps","3","Profesional","Independiente","29 a 59 años","adultez","Sí","20","3","Comuna 15 Centro"
"946","2021","Colombia","11","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Metales-B","Bucaramanga","SANIDAD DE LA POLICIA NACIONAL","2","Primaria","Estudiante","8 a 12 años","infancia","No",,"2","Comuna 5 García Rovira"
"947","2021","Colombia","11","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Clarinete Iniciación","Bucaramanga","SANIDAD DE LA POLICIA NACIONAL","3","Básica","Estudiante","8 a 12 años","infancia","No",,"3","Comuna 5 García Rovira"
"948","2021","Colombia","10","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Percusión Afrocolombiana-IA","Bucaramanga","Coosalud","2","Básica","Estudiante","8 a 12 años","infancia","Sí","43","2","Comuna 1 Norte"
"949","2021","Colombia","10","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Iniciación Musical-I","Bucaramanga","Salud mia","3","Tecnológica","Ama de casa","8 a 12 años","infancia","Sí","44.1","3","Comuna 13 Oriental"
"950","2021","Colombia","18","Femenino","Otro","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Juvenil","Otro","Nueva eps","2","Media","Estudiante","18 a 28 años","jovenes","Sí","31.08","2",
"951","2021","Colombia","11","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Batería Básico","Bucaramanga","SaludTotal","3","Básica","Estudiante","8 a 12 años","infancia","No",,"3","Comuna 3 San Francisco"
"952","2021","Colombia","13","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Flauta Traversa Intermedio-I","Bucaramanga","Nueva eps","3","Media","Estudiante","13 a 17 años","adolescente","Sí","20","3","Comuna 15 Centro"
"953","2021","Colombia","13","Masculino","Bucaramanga","Víctima del conflicto","Música","Programa académico en interpretación musical - Batería Intermedio","Bucaramanga","SaludTotal","1","Media","Estudiante","13 a 17 años","adolescente","Sí","44.5","1","Comuna 1 Norte"
"954","2021","Colombia","11","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Iniciación Musical-I","Bucaramanga","Sanitas","3","Primaria","Estudiante","8 a 12 años","infancia","Sí","12.28","3","Comuna 11 Sur"
"955","2021","Colombia","11","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Bajo Eléctrico","Bucaramanga","Nueva eps","3","Básica","Estudiante","8 a 12 años","infancia","Sí","20","3","Comuna 15 Centro"
"956","2021","Colombia","14","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Juvenil","Bucaramanga","coomeva","4","Básica","Estudiante","13 a 17 años","adolescente","No",,"4","Comuna 3 San Francisco"
"957","2021","Colombia","8","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Iniciación Musical-I","Bucaramanga","SURA","2","Primaria","Estudiante","8 a 12 años","infancia","No",,"2","Comuna 11 Sur"
"958","2021","Colombia","13","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Metales-B","Bucaramanga","Sanitas","4","Básica","Estudiante","13 a 17 años","adolescente","No",,"4","Comuna 13 Oriental"
"959","2021","Colombia","13","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Juvenil","Bucaramanga","Sanitas","1","Básica","Estudiante","13 a 17 años","adolescente","No",,"1","Comuna 14 Morrorico"
"960","2021","Colombia","7","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Iniciación Musical-I","Bucaramanga","Sanitas","4","Primaria","Estudiante","0 a 7 años","primera infancia","No",,"4","Comuna 13 Oriental"
"961","2021","Colombia","19","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Técnica Vocal","Bucaramanga","Sanitas","3","Tecnológica","Estudiante","18 a 28 años","jovenes","No",,"3","Comuna 3 San Francisco"
"962","2021","Colombia","14","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Piano Iniciación","Bucaramanga","SANIDAD DE LA POLICIA NACIONAL","2","Básica","Estudiante","13 a 17 años","adolescente","No",,"2","Comuna 5 García Rovira"
"963","2021","Colombia","18","Masculino","Floridablanca","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Ensamble de Jazz -Latín","Floridablanca","Nueva eps","3","Técnica","Estudiante","18 a 28 años","jovenes","Sí","34","3",
"964","2021","Colombia","11","Femenino","Piedecuesta","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Percusión Pre-Banda-B","Piedecuesta","coomeva","2","Básica","Estudiante","8 a 12 años","infancia","No",,"2",
"965","2021","Colombia","9","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Infantil","Bucaramanga","coomeva","3","Especialización","Desempleado","8 a 12 años","infancia","No",,"3","Comuna 5 García Rovira"
