"census_year","county_fips_code","economic_development_region","workforce_development_area","county_name","county_code","age_range","gender","total_population","no_high_school_diploma","high_school_diploma_or","some_college_no_degree","associate_s_degree","bachelor_s_degree","graduate_or_professional","total_post_secondary","geocoded_column"
"2016-01-01T00:00:00.000","42033","Northwest","North Central WDA","Clearfield","17","25 to 34 Years","Female","3981","384","1370","651","547","793","236","1576","(41.0004290024, -78.4755834299)"
"2013-01-01T00:00:00.000","42085","Northwest","West Central WDA","Mercer","43","45 to 64 Years","Male","16546","1529","7409","2939","1423","2208","1038","4669","(41.302377765, -80.2600941079)"
"2013-01-01T00:00:00.000","42065","Northwest","North Central WDA","Jefferson","33","45 to 64 Years","Male","6596","716","3705","794","552","550","279","1381","(41.1313909115, -79.0010181419)"
"2010-01-01T00:00:00.000","42035","Northeast","Central WDA","Clinton","18","25 to 34 Years","Female","2047","174","736","345","252","455","85","792","(41.2328627374, -77.6428376046)"
"2011-01-01T00:00:00.000","42045","Southeast","Delaware County WDA","Delaware","23","45 to 64 Years","Male","72257","4975","22989","12529","4467","14828","12469","31764","(39.9165786652, -75.4062771212)"
"2014-01-01T00:00:00.000","42079","Northeast","Luzerne-Schuylkill Counties WDA","Luzerne","40","35 to 44 Years","Female","19357","1615","5562","3812","2486","3737","2145","8368","(41.1783643884, -75.991996098)"
"2013-01-01T00:00:00.000","42045","Southeast","Delaware County WDA","Delaware","23","25 to 34 Years","Female","34954","1943","7242","6920","3318","10631","4900","18849","(39.9165786652, -75.4062771212)"
"2013-01-01T00:00:00.000","42051","Southwest","Westmoreland-Fayette Counties WDA","Fayette","26","25 to 34 Years","Female","7248","697","2262","1323","1081","1458","427","2966","(39.919447803, -79.6518963464)"
"2013-01-01T00:00:00.000","42017","Southeast","Bucks County WDA","Bucks","09","45 to 64 Years","Male","95369","4806","30176","17457","6458","21324","15148","42930","(40.335011331, -75.1129124111)"
"2015-01-01T00:00:00.000","42025","Northeast","Pocono Counties WDA","Carbon","13","35 to 44 Years","Male","4039","355","2009","610","429","475","161","1065","(40.9193670081, -75.7110703866)"
"2014-01-01T00:00:00.000","42065","Northwest","North Central WDA","Jefferson","33","35 to 44 Years","Female","2575","122","1128","398","403","384","140","927","(41.1313909115, -79.0010181419)"
"2010-01-01T00:00:00.000","42007","Southwest","Southwest Corner WDA","Beaver","04","35 to 44 Years","Male","10638","684","3847","2044","1316","2001","746","4063","(40.6834924548, -80.3510735648)"
"2010-01-01T00:00:00.000","42073","Northwest","West Central WDA","Lawrence","37","45 to 64 Years","Male","12771","979","6214","2064","934","1785","795","3514","(40.9932503514, -80.3375411446)"
"2013-01-01T00:00:00.000","42059","Southwest","Southwest Corner WDA","Greene","30","35 to 44 Years","Female","2314","250","852","408","196","430","178","804","(39.8548039342, -80.2294381655)"
"2010-01-01T00:00:00.000","42045","Southeast","Delaware County WDA","Delaware","23","35 to 44 Years","Female","38152","1915","9705","6988","3863","9682","5999","19544","(39.9165786652, -75.4062771212)"
"2015-01-01T00:00:00.000","42071","Southeast","Lancaster County WDA","Lancaster","36","45 to 64 Years","Male","67877","9039","28805","9529","3954","10179","6371","20504","(40.0459079619, -76.2513876838)"
"2011-01-01T00:00:00.000","42031","Northwest","Northwest WDA","Clarion","16","25 to 34 Years","Male","1971","217","787","379","198","315","75","588","(41.1927912877, -79.4248360769)"
"2014-01-01T00:00:00.000","42041","Central","South Central WDA","Cumberland","21","45 to 64 Years","Male","32807","2262","11731","4897","2241","6598","5078","13917","(40.167598388, -77.268662705)"
"2015-01-01T00:00:00.000","42009","Southwest","Southern Alleghenies WDA","Bedford","05","45 to 64 Years","Female","7264","676","3880","1185","588","622","313","1523","(40.0073753643, -78.4911647381)"
"2012-01-01T00:00:00.000","42053","Northwest","Northwest WDA","Forest","27","25 to 34 Years","Male","997","245","518","175","10","28","21","59","(41.5135787577, -79.2378099483)"
"2015-01-01T00:00:00.000","42019","Southwest","Tri-County WDA","Butler","10","25 to 34 Years","Female","9726","295","1681","1878","1254","3255","1363","5872","(40.9108318483, -79.9171177889)"
"2013-01-01T00:00:00.000","42057","Central","Southern Alleghenies WDA","Fulton","29","35 to 44 Years","Male","1038","59","602","189","78","90","20","188","(39.9248751086, -78.1148504535)"
"2014-01-01T00:00:00.000","42083","Northwest","North Central WDA","McKean","42","25 to 34 Years","Male","2633","312","1215","543","228","258","77","563","(41.810370736, -78.5712201998)"
"2016-01-01T00:00:00.000","42043","Central","South Central WDA","Dauphin","22","35 to 44 Years","Male","16147","1537","4723","2983","1586","3454","1864","6904","(40.4197463597, -76.7796056802)"
"2010-01-01T00:00:00.000","42009","Southwest","Southern Alleghenies WDA","Bedford","05","25 to 34 Years","Female","2529","113","1154","475","279","364","144","787","(40.0073753643, -78.4911647381)"
"2012-01-01T00:00:00.000","42049","Northwest","Northwest WDA","Erie","25","45 to 64 Years","Female","38558","2711","16561","6265","3804","5354","3863","13021","(41.9941378702, -80.0407591036)"
"2015-01-01T00:00:00.000","42059","Southwest","Southwest Corner WDA","Greene","30","35 to 44 Years","Male","2696","405","1323","491","147","242","88","477","(39.8548039342, -80.2294381655)"
"2012-01-01T00:00:00.000","42055","Central","South Central WDA","Franklin","28","45 to 64 Years","Male","19612","2484","9176","2800","1232","2410","1510","5152","(39.9278619704, -77.7239884483)"
"2013-01-01T00:00:00.000","42085","Northwest","West Central WDA","Mercer","43","35 to 44 Years","Male","6881","673","2725","1092","619","1325","447","2391","(41.302377765, -80.2600941079)"
"2015-01-01T00:00:00.000","42003","Southwest","Three Rivers WDA","Allegheny","02","45 to 64 Years","Male","166710","8340","52713","27786","16029","35686","26156","77871","(40.4673554298, -79.9861984282)"
"2014-01-01T00:00:00.000","42067","Central","South Central WDA","Juniata","34","25 to 34 Years","Female","1313","173","536","172","147","203","82","432","(40.5343300836, -77.405775001)"
"2013-01-01T00:00:00.000","42075","Lehigh Valley","South Central WDA","Lebanon","38","25 to 34 Years","Male","7430","1165","2678","1625","618","1013","331","1962","(40.3675970024, -76.4618257486)"
"2010-01-01T00:00:00.000","42037","Northeast","Central WDA","Columbia","19","35 to 44 Years","Male","4068","358","1910","807","281","504","208","993","(41.0491208559, -76.4100217975)"
"2012-01-01T00:00:00.000","42069","Northeast","Lackawanna County WDA","Lackawanna","35","25 to 34 Years","Female","12247","945","3234","2304","1260","2990","1514","5764","(41.4391006428, -75.6121834524)"
"2012-01-01T00:00:00.000","42033","Northwest","North Central WDA","Clearfield","17","25 to 34 Years","Male","5232","789","2107","896","761","555","124","1440","(41.0004290024, -78.4755834299)"
"2016-01-01T00:00:00.000","42041","Central","South Central WDA","Cumberland","21","35 to 44 Years","Female","14434","692","3707","2218","1342","3808","2667","7817","(40.167598388, -77.268662705)"
"2013-01-01T00:00:00.000","42019","Southwest","Tri-County WDA","Butler","10","25 to 34 Years","Male","9766","477","3133","1887","1058","2452","759","4269","(40.9108318483, -79.9171177889)"
"2011-01-01T00:00:00.000","42001","Central","South Central WDA","Adams","01","35 to 44 Years","Female","6908","581","2657","1362","845","980","483","2308","(39.8720956503, -77.2222427076)"
"2010-01-01T00:00:00.000","42047","Northwest","North Central WDA","Elk","24","35 to 44 Years","Female","2249","71","966","385","361","353","113","827","(41.4281941606, -78.6494771322)"
"2015-01-01T00:00:00.000","42043","Central","South Central WDA","Dauphin","22","25 to 34 Years","Female","18499","1683","4208","3429","1890","4951","2338","9179","(40.4197463597, -76.7796056802)"
"2013-01-01T00:00:00.000","42051","Southwest","Westmoreland-Fayette Counties WDA","Fayette","26","45 to 64 Years","Female","20494","2319","10485","2902","1956","1842","990","4788","(39.919447803, -79.6518963464)"
"2015-01-01T00:00:00.000","42013","Southwest","Southern Alleghenies WDA","Blair","07","25 to 34 Years","Male","7171","607","3046","1170","527","1502","319","2348","(40.4855502384, -78.349076871)"
"2014-01-01T00:00:00.000","42077","Lehigh Valley","Lehigh Valley WDA","Lehigh","39","25 to 34 Years","Female","22393","1977","4938","4716","2246","5794","2722","10762","(40.6146479416, -75.6009948118)"
"2011-01-01T00:00:00.000","42079","Northeast","Luzerne-Schuylkill Counties WDA","Luzerne","40","25 to 34 Years","Female","17118","1271","4751","3577","1689","4136","1694","7519","(41.1783643884, -75.991996098)"
"2012-01-01T00:00:00.000","42079","Northeast","Luzerne-Schuylkill Counties WDA","Luzerne","40","35 to 44 Years","Female","20287","1630","6303","4104","2580","3607","2063","8250","(41.1783643884, -75.991996098)"
"2016-01-01T00:00:00.000","42065","Northwest","North Central WDA","Jefferson","33","35 to 44 Years","Male","2527","123","1380","334","323","256","111","690","(41.1313909115, -79.0010181419)"
"2016-01-01T00:00:00.000","42077","Lehigh Valley","Lehigh Valley WDA","Lehigh","39","25 to 34 Years","Female","22955","1858","5328","4673","2528","5633","2935","11096","(40.6146479416, -75.6009948118)"
"2014-01-01T00:00:00.000","42067","Central","South Central WDA","Juniata","34","45 to 64 Years","Male","3469","402","2050","368","268","277","104","649","(40.5343300836, -77.405775001)"
"2015-01-01T00:00:00.000","42015","Northeast","Northern Tier WDA","Bradford","08","45 to 64 Years","Male","9186","1000","4608","1284","780","952","562","2294","(41.7911781401, -76.5182562384)"
"2014-01-01T00:00:00.000","42083","Northwest","North Central WDA","McKean","42","35 to 44 Years","Female","2531","209","815","629","303","313","262","878","(41.810370736, -78.5712201998)"
"2016-01-01T00:00:00.000","42071","Southeast","Lancaster County WDA","Lancaster","36","25 to 34 Years","Female","33684","4628","9231","5456","3366","7881","3122","14369","(40.0459079619, -76.2513876838)"
"2012-01-01T00:00:00.000","42015","Northeast","Northern Tier WDA","Bradford","08","35 to 44 Years","Female","3917","322","1653","688","406","648","200","1254","(41.7911781401, -76.5182562384)"
"2016-01-01T00:00:00.000","42027","Northwest","Central WDA","Centre","14","25 to 34 Years","Female","9436","460","1798","1185","800","3051","2142","5993","(40.9193135008, -77.8250011212)"
"2012-01-01T00:00:00.000","42065","Northwest","North Central WDA","Jefferson","33","35 to 44 Years","Male","2774","182","1646","305","345","242","54","641","(41.1313909115, -79.0010181419)"
"2016-01-01T00:00:00.000","42073","Northwest","West Central WDA","Lawrence","37","25 to 34 Years","Male","4714","437","1634","677","738","954","274","1966","(40.9932503514, -80.3375411446)"
"2013-01-01T00:00:00.000","42021","Southwest","Southern Alleghenies WDA","Cambria","11","35 to 44 Years","Female","7903","316","2515","1354","1380","1524","814","3718","(40.4912749067, -78.7189417385)"
"2015-01-01T00:00:00.000","42087","Central","Central WDA","Mifflin","44","45 to 64 Years","Male","6500","1010","3458","1034","357","420","221","998","(40.6127492804, -77.6200308901)"
"2010-01-01T00:00:00.000","42001","Central","South Central WDA","Adams","01","25 to 34 Years","Male","5336","807","2193","780","544","753","259","1556","(39.8720956503, -77.2222427076)"
"2013-01-01T00:00:00.000","42073","Northwest","West Central WDA","Lawrence","37","25 to 34 Years","Female","4664","383","1400","891","648","858","484","1990","(40.9932503514, -80.3375411446)"
"2012-01-01T00:00:00.000","42061","Central","Southern Alleghenies WDA","Huntingdon","31","35 to 44 Years","Female","2605","181","1168","447","313","328","168","809","(40.4161050032, -77.9827661036)"
"2015-01-01T00:00:00.000","42081","Northeast","Central WDA","Lycoming","41","25 to 34 Years","Male","7098","869","2637","1244","627","1484","237","2348","(41.3445979226, -77.069424568)"
"2010-01-01T00:00:00.000","42059","Southwest","Southwest Corner WDA","Greene","30","35 to 44 Years","Female","2416","178","1085","368","332","299","154","785","(39.8548039342, -80.2294381655)"
"2011-01-01T00:00:00.000","42077","Lehigh Valley","Lehigh Valley WDA","Lehigh","39","25 to 34 Years","Male","20791","2486","6336","3926","1918","4468","1657","8043","(40.6146479416, -75.6009948118)"
"2010-01-01T00:00:00.000","42071","Southeast","Lancaster County WDA","Lancaster","36","35 to 44 Years","Male","32659","5205","12756","4463","1923","5608","2704","10235","(40.0459079619, -76.2513876838)"
"2010-01-01T00:00:00.000","42001","Central","South Central WDA","Adams","01","35 to 44 Years","Male","6937","968","3268","1188","420","616","477","1513","(39.8720956503, -77.2222427076)"
"2013-01-01T00:00:00.000","42061","Central","Southern Alleghenies WDA","Huntingdon","31","45 to 64 Years","Female","6162","410","3308","1015","508","538","383","1429","(40.4161050032, -77.9827661036)"
"2011-01-01T00:00:00.000","42031","Northwest","Northwest WDA","Clarion","16","35 to 44 Years","Female","2391","200","952","341","296","408","194","898","(41.1927912877, -79.4248360769)"
"2011-01-01T00:00:00.000","42013","Southwest","Southern Alleghenies WDA","Blair","07","45 to 64 Years","Male","17646","1349","8914","2704","1257","2174","1248","4679","(40.4855502384, -78.349076871)"
"2012-01-01T00:00:00.000","42019","Southwest","Tri-County WDA","Butler","10","45 to 64 Years","Male","27109","1440","10617","4642","2255","5555","2600","10410","(40.9108318483, -79.9171177889)"
"2010-01-01T00:00:00.000","42079","Northeast","Luzerne-Schuylkill Counties WDA","Luzerne","40","45 to 64 Years","Female","44909","4097","18756","8411","4099","5465","4081","13645","(41.1783643884, -75.991996098)"
"2013-01-01T00:00:00.000","42003","Southwest","Three Rivers WDA","Allegheny","02","45 to 64 Years","Female","181888","8039","58357","34484","21492","35461","24055","81008","(40.4673554298, -79.9861984282)"
"2010-01-01T00:00:00.000","42051","Southwest","Westmoreland-Fayette Counties WDA","Fayette","26","35 to 44 Years","Male","9269","1101","4705","1455","747","780","481","2008","(39.919447803, -79.6518963464)"
"2013-01-01T00:00:00.000","42067","Central","South Central WDA","Juniata","34","35 to 44 Years","Male","1535","248","899","175","77","92","44","213","(40.5343300836, -77.405775001)"
"2014-01-01T00:00:00.000","42035","Northeast","Central WDA","Clinton","18","45 to 64 Years","Male","4992","552","2331","826","474","507","302","1283","(41.2328627374, -77.6428376046)"
"2015-01-01T00:00:00.000","42061","Central","Southern Alleghenies WDA","Huntingdon","31","25 to 34 Years","Male","3352","398","1734","638","276","238","68","582","(40.4161050032, -77.9827661036)"
"2016-01-01T00:00:00.000","42001","Central","South Central WDA","Adams","01","35 to 44 Years","Female","5812","416","1875","1073","788","887","773","2448","(39.8720956503, -77.2222427076)"
"2016-01-01T00:00:00.000","42083","Northwest","North Central WDA","McKean","42","45 to 64 Years","Female","5872","447","2647","972","662","611","533","1806","(41.810370736, -78.5712201998)"
"2013-01-01T00:00:00.000","42027","Northwest","Central WDA","Centre","14","25 to 34 Years","Female","8475","395","1381","1199","694","2757","2049","5500","(40.9193135008, -77.8250011212)"
"2010-01-01T00:00:00.000","42085","Northwest","West Central WDA","Mercer","43","25 to 34 Years","Male","5735","523","2256","1006","616","1059","275","1950","(41.302377765, -80.2600941079)"
"2013-01-01T00:00:00.000","42069","Northeast","Lackawanna County WDA","Lackawanna","35","35 to 44 Years","Female","12930","1007","3490","2397","1489","2562","1985","6036","(41.4391006428, -75.6121834524)"
