"the_geom","height"
"MULTIPOLYGON (((-111.87177784899995 40.771339975000046, -111.87177874999998 40.771248797000055, -111.87190565899999 40.771248797000055, -111.87190475799997 40.77134070000006, -111.87177784899995 40.771339975000046)))","14.96"
"MULTIPOLYGON (((-111.87036247199995 40.77133883800008, -111.87036138099995 40.77121975400007, -111.87056417499997 40.77121975400007, -111.87056417499997 40.77133772700006, -111.87036247199995 40.77133883800008)))","14.86"
"MULTIPOLYGON (((-111.86672112299999 40.77129108200006, -111.86671994399995 40.771200301000086, -111.86691747699996 40.77119881700003, -111.86691865699999 40.771289599000056, -111.86672112299999 40.77129108200006)))","10.11"
"MULTIPOLYGON (((-111.86381279899996 40.77124606600006, -111.86358740299994 40.77124775300007, -111.86358620199996 40.77115498000006, -111.86381279899996 40.771153293000054, -111.86381279899996 40.77124606600006)))","14.32"
"MULTIPOLYGON (((-111.87326549999995 40.771245744000055, -111.87326424499997 40.771149886000046, -111.87345287099998 40.771148467000046, -111.87345287099998 40.771244326000044, -111.87326549999995 40.771245744000055)))","14.97"
"MULTIPOLYGON (((-111.87177792699998 40.77124030600004, -111.87177771399996 40.771156295000026, -111.87195116299995 40.77115598200004, -111.87195137699996 40.77123999300005, -111.87177792699998 40.77124030600004)))","11.13"
"MULTIPOLYGON (((-111.87265224499998 40.77123603500007, -111.87265408699994 40.77114008800004, -111.87280604899996 40.771141775000046, -111.87280420599996 40.77123772100004, -111.87265224499998 40.77123603500007)))","16.25"
"MULTIPOLYGON (((-111.87067333899996 40.771213611000064, -111.87055934499996 40.771213996000036, -111.87055879199994 40.771125959000074, -111.87061578899994 40.77112576600007, -111.87061551199997 40.77108174700004, -111.87067250899997 40.77108155500008, -111.87067333899996 40.771213611000064)))","10.57"
"MULTIPOLYGON (((-111.872324543 40.77120612600004, -111.87232171799997 40.77114388700005, -111.87241297099996 40.77114149400006, -111.87241579599998 40.77120373200006, -111.872324543 40.77120612600004)))","9.97"
"MULTIPOLYGON (((-111.86339691399996 40.77118894300003, -111.86339757999997 40.77113473600008, -111.86349636899996 40.77113539800007, -111.86349570399994 40.771189605000075, -111.86339691399996 40.77118894300003)))","8.88"
"MULTIPOLYGON (((-111.86844869399994 40.77113002200008, -111.86827716799998 40.771131927000056, -111.86827559299996 40.771048594000035, -111.86844869399994 40.77104668900006, -111.86844869399994 40.77113002200008)))","14.51"
"MULTIPOLYGON (((-111.86363841899998 40.77113391600005, -111.86363841899998 40.77104749500006, -111.86384057999999 40.77104973500008, -111.86383890899998 40.77113615600007, -111.86363841899998 40.77113391600005)))","12.92"
"MULTIPOLYGON (((-111.87326501499996 40.77112663300005, -111.87326406199999 40.771027626000034, -111.87345674399995 40.771027626000034, -111.87345674399995 40.77112566300008, -111.87326501499996 40.77112663300005)))","13.79"
"MULTIPOLYGON (((-111.87224236299994 40.77112606700007, -111.87224286599997 40.77107511500003, -111.87224336899999 40.77102416200006, -111.87224387299995 40.77097321000008, -111.87230529299995 40.77097356100006, -111.87230478899994 40.77102451300004, -111.87230428599997 40.77107546500008, -111.87230378299995 40.77112641800005, -111.87224236299994 40.77112606700007)))","6.39"
"MULTIPOLYGON (((-111.87202218699997 40.77112248900005, -111.87202308099997 40.77103204000008, -111.87202352799994 40.77098681600006, -111.87209286299998 40.77098721200008, -111.87209196899994 40.77107766100005, -111.87209152199995 40.77112288500007, -111.87202218699997 40.77112248900005)))","6.61"
"MULTIPOLYGON (((-111.87179525899995 40.77110090100007, -111.87179613299998 40.77101245200004, -111.87190529299994 40.77101307600004, -111.87190441899997 40.77110152400007, -111.87179525899995 40.77110090100007)))","12.95"
"MULTIPOLYGON (((-111.86668331899996 40.77108768100004, -111.86668204899996 40.770989953000026, -111.86688919399995 40.77098840700006, -111.86688919399995 40.77108613400003, -111.86668331899996 40.77108768100004)))","15.32"
"MULTIPOLYGON (((-111.87349590399998 40.77105076300006, -111.87349384699996 40.77100544500007, -111.87362300699999 40.77100205600004, -111.87362506499994 40.771047374000034, -111.87349590399998 40.77105076300006)))","9.18"
"MULTIPOLYGON (((-111.86825403099999 40.77102378600006, -111.86825132399997 40.77093275100003, -111.86839506899997 40.77093035300004, -111.86839777699998 40.771021388000065, -111.86825403099999 40.77102378600006)))","16.25"
"MULTIPOLYGON (((-111.86315942599998 40.77101902900006, -111.86307921299999 40.77101962100005, -111.86307921299999 40.77094252300003, -111.86315942599998 40.77094193000005, -111.86315942599998 40.77101902900006)))","8.87"
"MULTIPOLYGON (((-111.86346435599995 40.77101613000008, -111.86346366299995 40.77096253900004, -111.86359964399998 40.77096152100006, -111.86360033799997 40.77101511200004, -111.86346435599995 40.77101613000008)))","7.65"
"MULTIPOLYGON (((-111.86522792999995 40.770992498000055, -111.86522856599998 40.77092875200003, -111.86535777399996 40.77092875200003, -111.86535713699999 40.77099324400007, -111.86522792999995 40.770992498000055)))","11.39"
"MULTIPOLYGON (((-111.86290895799999 40.77098525300005, -111.86291055199996 40.77090955800003, -111.86300937899995 40.77090955800003, -111.86300778499998 40.77098648400005, -111.86290895799999 40.77098525300005)))","10.21"
"MULTIPOLYGON (((-111.87229205299997 40.77095257000008, -111.87219535599996 40.77095201800006, -111.87219756399998 40.77072853300007, -111.87229425999999 40.77072908500003, -111.87229205299997 40.77095257000008)))","12.6"
"MULTIPOLYGON (((-111.87202902699994 40.770729422000045, -111.87212932699998 40.770729422000045, -111.87213245799995 40.77095211200003, -111.87203215699998 40.77095294100008, -111.87202902699994 40.770729422000045)))","12.61"
"MULTIPOLYGON (((-111.87084623299995 40.770859302000076, -111.87092074899999 40.77085874800008, -111.87092074899999 40.77093986800003, -111.87084623299995 40.77094042200008, -111.87084623299995 40.770859302000076)))","8.77"
"MULTIPOLYGON (((-111.87174681499995 40.77092499200006, -111.87174681499995 40.77076293700003, -111.87186951899997 40.770762379000075, -111.87187086799997 40.77092443400005, -111.87174681499995 40.77092499200006)))","17.0"
"MULTIPOLYGON (((-111.873268581 40.77073250400008, -111.87339901099996 40.77073250400008, -111.87340127899995 40.77090566000004, -111.87327084799995 40.77090664700007, -111.873268581 40.77073250400008)))","16.47"
"MULTIPOLYGON (((-111.870262837 40.770758361000055, -111.87039456499997 40.770758361000055, -111.87039690099999 40.77090104900003, -111.87026517399994 40.77090226300004, -111.870262837 40.770758361000055)))","16.45"
"MULTIPOLYGON (((-111.87107155499996 40.770886046000044, -111.87093530199996 40.77088668700003, -111.87093420199994 40.77074193200008, -111.87107155499996 40.770741291000036, -111.87107155499996 40.770886046000044)))","16.62"
"MULTIPOLYGON (((-111.86467144099998 40.77070897200008, -111.864670559 40.77079728900003, -111.86467011699995 40.770841447000066, -111.86466967599995 40.770885605000046, -111.86454209999994 40.77088486800005, -111.86454386499997 40.77070823500003, -111.86467144099998 40.77070897200008)))","10.62"
"MULTIPOLYGON (((-111.86429266399995 40.770884901000045, -111.86429354699999 40.770796561000054, -111.86429398899999 40.77075239200008, -111.86429442999997 40.77070822200005, -111.86442319799994 40.77070896600003, -111.86442231399997 40.77079730600008, -111.86442187299997 40.770841475000054, -111.86442143099998 40.77088564500008, -111.86429266399995 40.770884901000045)))","10.45"
"MULTIPOLYGON (((-111.86290165299995 40.770735967000064, -111.86302036499995 40.770735079000076, -111.86302224099995 40.77088008100003, -111.862903529 40.770880969000075, -111.86290165299995 40.770735967000064)))","15.49"
"MULTIPOLYGON (((-111.86374834099996 40.77071646300005, -111.86386279099997 40.77071646300005, -111.86386532199998 40.77088050900005, -111.86375087199997 40.770881544000076, -111.86374834099996 40.77071646300005)))","15.94"
"MULTIPOLYGON (((-111.86346463799998 40.770737574000066, -111.863573627 40.770734556000036, -111.863577772 40.77087702100005, -111.86346872399997 40.77087882100005, -111.86346463799998 40.770737574000066)))","15.4"
"MULTIPOLYGON (((-111.86332065199997 40.77075106600006, -111.86344160499999 40.77075106600006, -111.86344294799994 40.770877374000065, -111.86332199499998 40.77087811800004, -111.86332065199997 40.77075106600006)))","15.46"
"MULTIPOLYGON (((-111.86738907499995 40.77087210700006, -111.86727841799996 40.77087256500005, -111.86727744899997 40.77073149200004, -111.86738907499995 40.77073103300006, -111.86738907499995 40.77087210700006)))","12.35"
"MULTIPOLYGON (((-111.87349540299999 40.77072403100004, -111.87360949699996 40.77072403100004, -111.87360668599996 40.77087180500007, -111.87349259099994 40.77087054000003, -111.87349540299999 40.77072403100004)))","14.91"
"MULTIPOLYGON (((-111.87053075899996 40.77087163100004, -111.87041655999998 40.770871234000026, -111.87041732299997 40.770742476000066, -111.87053150499997 40.77074160500007, -111.87053075899996 40.77087163100004)))","14.07"
"MULTIPOLYGON (((-111.87251335799999 40.77086876300007, -111.87235554199998 40.770871268000064, -111.87235554199998 40.77073484500005, -111.87251335799999 40.77073233900006, -111.87251335799999 40.77086876300007)))","15.77"
"MULTIPOLYGON (((-111.86663802899994 40.77070801200006, -111.86675823399997 40.77070801200006, -111.86675536699994 40.770857971000055, -111.86663516199997 40.77085663100007, -111.86663802899994 40.77070801200006)))","15.16"
"MULTIPOLYGON (((-111.863304746 40.77085744900006, -111.86318658299996 40.77085676200005, -111.86318776299998 40.77073863700008, -111.86330591399997 40.770738003000076, -111.863304746 40.77085744900006)))","15.53"
"MULTIPOLYGON (((-111.87272501199999 40.77085568100006, -111.87255345999995 40.77085377700007, -111.87255426499996 40.77081184600007, -111.87255506999998 40.77076991600006, -111.87255587599998 40.770727985000065, -111.87255668099999 40.770686054000066, -111.87272823199999 40.77068795800005, -111.87278541599994 40.770688593000045, -111.87289978299998 40.77068986200004, -111.87289897799997 40.77073179300004, -111.87289817299995 40.77077372300005, -111.87289736799994 40.770815654000046, -111.87289656299998 40.770857585000044, -111.87278219499996 40.77085631500006, -111.87272501199999 40.77085568100006)))","16.52"
"MULTIPOLYGON (((-111.86815654099996 40.77071797700007, -111.86824799399994 40.77071797700007, -111.86825040199996 40.77084552600007, -111.86815894899996 40.77084649500006, -111.86815654099996 40.77071797700007)))","13.57"
"MULTIPOLYGON (((-111.87113881399995 40.77082765400007, -111.87113873999999 40.770731831000035, -111.871393862 40.77073155900007, -111.87139393499996 40.77082738200005, -111.87113881399995 40.77082765400007)))","13.2"
"MULTIPOLYGON (((-111.86314801299996 40.77045080700003, -111.862941505 40.77045058500005, -111.86294181499994 40.77027067800003, -111.86314832299996 40.77027090000007, -111.86314801299996 40.77045080700003)))","18.85"
"MULTIPOLYGON (((-111.86962519999997 40.77044782000007, -111.86962483299999 40.770368414000075, -111.86985176399997 40.77036776600005, -111.86985213099996 40.77044717200005, -111.86962519999997 40.77044782000007)))","14.87"
"MULTIPOLYGON (((-111.86891827699998 40.77031537000005, -111.86903195199994 40.77031497300004, -111.86903269299995 40.770429141000086, -111.86891901799999 40.77042953800003, -111.86891827699998 40.77031537000005)))","14.99"
"MULTIPOLYGON (((-111.86511847799994 40.77042308600005, -111.86501256599998 40.770421904000045, -111.86501491899999 40.77030004400007, -111.86512083099997 40.77030004400007, -111.86511847799994 40.77042308600005)))","11.59"
"MULTIPOLYGON (((-111.86635147099997 40.77018536700007, -111.86633249499994 40.77018621800005, -111.86632733199997 40.77041881800005, -111.86582016299997 40.770415738000054, -111.86582575799997 40.77017774300003, -111.86588484499998 40.77017809600006, -111.86588476699995 40.770035903000064, -111.86588476699995 40.77000325600005, -111.86646278199999 40.76999730700004, -111.86646144199995 40.77008968200005, -111.86635492299996 40.770090749000076, -111.86635147099997 40.77018536700007)))","18.44"
"MULTIPOLYGON (((-111.86362193599996 40.77024256400006, -111.86372764099998 40.77024256400006, -111.86372484599997 40.77038829900005, -111.86361914099996 40.77038711800003, -111.86362193599996 40.77024256400006)))","14.91"
"MULTIPOLYGON (((-111.86945842099999 40.77034835100005, -111.86933981799996 40.77034923100007, -111.86933981799996 40.770219387000054, -111.86945842099999 40.77021850600005, -111.86945842099999 40.77034835100005)))","11.07"
"MULTIPOLYGON (((-111.87285787899998 40.770289314000024, -111.87267904899994 40.770290689000035, -111.87267765599995 40.770187878000065, -111.87285787899998 40.77018650300005, -111.87285787899998 40.770289314000024)))","16.74"
"MULTIPOLYGON (((-111.86486694399997 40.770218800000066, -111.86486589999998 40.77013828200006, -111.86506578799998 40.77013679200007, -111.86506578799998 40.77021731000008, -111.86486694399997 40.770218800000066)))","12.38"
"MULTIPOLYGON (((-111.87093533599995 40.77020164800007, -111.87082230099998 40.77020039200005, -111.87082552999999 40.77003246100003, -111.87093856499996 40.77003246100003, -111.87093533599995 40.77020164800007)))","10.81"
"MULTIPOLYGON (((-111.86365101899997 40.77020039800004, -111.86365162799996 40.77013961200004, -111.86374542799997 40.770140155000036, -111.86374481999997 40.77020094100004, -111.86365101899997 40.77020039800004)))","8.44"
"MULTIPOLYGON (((-111.86430699299997 40.770176236000054, -111.86430784999999 40.770090466000056, -111.86456796599998 40.77009196900008, -111.86456710799996 40.770177739000076, -111.86430699299997 40.770176236000054)))","12.74"
"MULTIPOLYGON (((-111.86483649799999 40.77008863800006, -111.86483572499998 40.77016663300003, -111.86472037599998 40.770165967000025, -111.86472114799994 40.77008863800006, -111.86483649799999 40.77008863800006)))","10.57"
"MULTIPOLYGON (((-111.86361289599995 40.770105933000025, -111.86361289599995 40.770025256000054, -111.86382341099994 40.770027592000076, -111.86382185099995 40.77010826900005, -111.86361289599995 40.770105933000025)))","14.21"
"MULTIPOLYGON (((-111.86488072999998 40.77008660600006, -111.86487945699997 40.77000188200003, -111.86505194299997 40.77000037100004, -111.86505194299997 40.77008509500007, -111.86488072999998 40.77008660600006)))","13.69"
"MULTIPOLYGON (((-111.86432727699997 40.77008596300004, -111.86432619299995 40.77000230200008, -111.86456261999996 40.77000053900008, -111.86456261999996 40.77008420000004, -111.86432727699997 40.77008596300004)))","13.5"
