"the_geom","objectid","ancillaryrole","enabled","drainage_id","jtx_jobid","rotation","comments","date_built","year_built","year_source","year_abandoned","created_by","created_date","modified_by","modified_date","checked_by","watershed","map_index","mapsco","place_id","ownership","maintenance","dimen_source","elev_source","location_source","gps_x","gps_y","gps_source","gps_quality","top_elevation","surface_elevation","at_grade","endwall","invert","sump","depth_to_creek","dissipator","globalid","edit_status","support_material","outfall","header_type","fme_date","status","observation","modeled","collected_by","last_date_visited","measured_by","photolink","conduit_material","width","height","struc_shape","dryweatherflow","gps_pdop","gps_satqual","gps_date","gps_time","unit","dem_calculated_sump","dem_calculated_invert","dry_weather_screen_outfall","maximo_asset_number","maximo_site_id"
"POINT (-97.696436558325 30.284232305942)","5765146","0","1","408658","1742322","338","Clean-up: No field evidence",,,"NO_SOURCE",,"TBARRINGTON","2012-03-21T10:53:53.000Z","MMCDONALD","2017-07-26T07:07:22.000Z","DDAVIS","TAN","L23","586K","255302","CITY","CITY","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,"553.84997559","N","0",,,,"NODATA","31b18a4b-04ac-48a0-8043-56be2cc7017c","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:42.000Z","REMOVED","0","N",,,,,"NODATA","15","15","CIRCULAR",,,,,,,,,,,
"POINT (-97.688616966097 30.372447815424)","5753543","0","1","1754467","1931410","297",,,,"NO_SOURCE",,"PSTARKEL","2018-04-30T10:13:39.000Z","PSTARKEL","2018-04-30T15:20:18.000Z",,"LWA","L31","496X","437583","CITY","CITY","NO_SOURCE","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,"735.20001221","N","0",,,,"NODATA","3c45607e-1f0e-4350-9187-943f89fec07b","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:45.000Z","ACTIVE","0",,,,,,"CONCRETE","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.772637554137 30.258814573857)","5795062","0","1","626628","439580","326","rip rap","2011-06-24T00:00:00.000Z","2011","APPLANEL",,"CGORE","2014-04-02T11:00:03.000Z","APRUITT","2014-04-09T10:07:12.000Z",,"LBL","G21","614B","250856","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","9f13ae5e-67eb-4fbf-8db1-7d4410dc86c5","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","0",,,,,,"NODATA","12","12","CIRCULAR",,,,,,,,,,,
"POINT (-97.752852696262 30.173348737677)","5767606","0","1","148702","551970","12",,"1979-11-16T00:00:00.000Z","1979","APPLANEL",,"TBARRINGTON","2013-03-27T11:14:14.000Z","TBARRINGTON","2013-03-27T11:39:06.000Z","RODAVILA","ONI","H14","674R","985869","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3111942.3619","10036239.0569","DIG08","SUB-M",,"538.44000244","N","3","538.70001221",,"0","NOTPRESENT","cc66f0ac-3b02-471f-8452-03afe17875a4","ENTERED","CONCRETE","F","DRAINPIPE_DN","2022-02-08T14:52:42.000Z","ACTIVE","2","N","ERIN ATKINSON",,,"02062009_5_028.jpg","RCP","18","18","CIRCULAR","F",,,,,,,,,"1112298","WPD"
"POINT (-97.819321702048 30.165394985353)","5783704","0","1","2116096","2216850","347",,"2018-02-08T00:00:00.000Z","2018","APPLANEL",,"GLOCKWOOD","2021-04-16T15:55:28.000Z","GLOCKWOOD","2021-04-16T16:32:50.000Z",,"SLA","E13","673T","5572827","CITY","CITY","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"651.73999023","N","0","652.5",,,"NODATA","0068c2ad-9ef3-4736-a70e-9d2f2ee7538b","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","0",,,,,,"NODATA",,,"NODATA",,,,,,,,,,,
"POINT (-97.773661263532 30.19410180638)","5797461","0","1","498988","621977","4",,"1983-06-27T00:00:00.000Z","1983","APPLANEL",,"APRUITT","2013-05-23T09:01:30.000Z","APRUITT","2013-05-28T07:03:26.000Z","RODAVILA","WMS","G16","644X","251596","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NONNATURAL","4109f516-b6bf-4539-9dbe-1c4d3ab02ba7","ENTERED","CONCRETE","F","CULVERT_DN","2022-02-08T14:52:46.000Z","ACTIVE","0","N",,,,,"NODATA","30","30","CIRCULAR",,,,,,,,,,,
"POINT (-97.702833571768 30.342001285432)","5797746","0","1","67293","698455","130",,,,"NO_SOURCE","1994","SBURZYNSKI","2011-09-26T14:10:00.000Z","GDELANO","2013-09-05T13:14:37.000Z","SBURZYNSKI","BMK","L28","526S","197492","OTHER","TXDOT","ESM","NO_SOURCE","ESM",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","36b77ab3-cbc7-4d3d-ae0b-6635894d4a10","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:46.000Z","REMOVED","0","N",,,,,"NODATA","36","36","CIRCULAR",,,,,,,,,,,
"POINT (-97.626125584487 30.289739849869)","5776226","0","1","944824","1116056","311",,,,"NO_SOURCE",,"REVANS","2015-04-30T10:29:19.000Z","REVANS","2015-04-30T10:32:11.000Z",,"ELM","P24","587H","5116612","CITY","CITY","NO_SOURCE","SUPP_INFO","GPS_AERIAL",,,"NOGPS","NOGPS",,"565.88000488","N","0","562.72998047",,,"NODATA","bd90ec26-9e11-4805-92cb-dc8762bc4ef2","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:44.000Z","ACTIVE","0",,,,,,"RCP","24","36","ELLIPTIC",,,,,,,,,,,
"POINT (-97.860706912898 30.245378082194)","5802875","0","1","910875","1705170","217",,"1995-08-11T00:00:00.000Z","1995","APPLANEL",,"SBURZYNSKI","2017-08-02T15:52:41.000Z","SBURZYNSKI","2017-08-02T15:53:39.000Z",,"WMS","C20","612K","147821","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NONNATURAL","95e15f7d-f175-4625-abc5-173c800fa487","ENTERED","CONCRETE","F","CULVERT_DN","2022-02-08T14:52:47.000Z","ACTIVE","0","N",,,,,"NODATA","36","36","CIRCULAR",,,,,,,,,,,
"POINT (-97.839547851 30.41712045664)","5807042","0","1","1823767","1945204","109",,,,"NO_SOURCE",,"JAMARTINEZ","2018-07-23T14:33:56.000Z","JAMARTINEZ","2018-07-23T14:36:43.000Z","DWARDEN","BUL","D35","462R","3358608","OTHER","OTHER","SUPP_INFO","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","03a32725-68fd-4e9a-ad99-caf0b8293421","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:47.000Z","ACTIVE","0",,,,,,"NODATA","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.765478061575 30.225816646426)","5783920","0","1","619040","1848242","24",,"1993-04-23T00:00:00.000Z","1993","APPLANEL",,"JAMARTINEZ","2018-02-28T12:03:49.000Z","GDELANO","2018-03-07T16:13:25.000Z",,"EBO","H18","644C","334124","OTHER","OTHER","APPLANEL","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","9a364e10-d859-4c36-bc4c-d102441e4da8","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","0","N",,,,,"NODATA","54","54","CIRCULAR",,,,,,,,,,,
"POINT (-97.631325087377 30.330285182499)","5804917","0","1","1024972","1207572","175",,,,"NO_SOURCE",,"MMCDONALD","2015-11-23T07:43:47.000Z","MMCDONALD","2015-12-01T07:17:40.000Z","SJOHNSON","WLN","P27","557D","5063530","OTHER","TXDOT","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","31465432-2fe6-4a04-94b7-8af7d892758c","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:47.000Z","ACTIVE","0",,,,,,"NODATA",,,"NODATA",,,,,,,,,,,
"POINT (-97.791062859908 30.344455841438)","5798155","0","1","301639","1741971","18",,,,"NO_SOURCE",,"VVINCENT","2017-07-24T15:28:33.000Z","VVINCENT","2017-07-24T15:29:15.000Z",,"LKA","G29","524N","157004","OTHER","OTHER","PHYS_INSP","DEM","GPS","3098444.1597","10098183.4538","DIG10","SUB-M",,"492.08999634","N","1","491.08999634","491.08999634","0","NOTPRESENT","7e7bc5b1-120f-41cc-ab93-5c71b55bb02a","ENTERED","NOTPRES","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","2",,"J.T. STEWART","2010-03-25T00:00:00.000Z","MARCUS ALLEN","03252010_1_019.jpg","HDPE","12","12","CIRCULAR","N","0","2","2010-03-25T00:00:00.000Z","11:51","1",,,,"401192565","WPD"
"POINT (-97.914407017547 30.1931348085)","5792298","0","1","763953","912230","186",,"2007-04-19T00:00:00.000Z","2007","APPLANEL",,"TBARRINGTON","2014-07-22T10:16:39.000Z","TBARRINGTON","2014-07-22T10:23:41.000Z","RODAVILA","SLA","A16","641W","3287221","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","e7b8e082-3c34-45c7-b4c1-bd3f7df4933a","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:46.000Z","ACTIVE","0","N",,,,,"NODATA","8","8","CIRCULAR",,,,,,,,,,,
"POINT (-97.763551913862 30.148776858805)","5751734","0","1","1701303","1791571","200",,,,"NO_SOURCE",,"MMARKOWSKI","2017-09-27T14:59:28.000Z","JAMARTINEZ","2018-01-11T11:32:44.000Z",,"ONI","H12","704G","1048437","OTHER","OTHER","NO_SOURCE","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,"604.65002441","N","0",,,,"NODATA","00dda48e-925b-4878-8b7f-4a469aaf385e","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:45.000Z","ACTIVE","0",,,,,,"CGMP","22","15","ELLIPTIC",,,,,,,,,,,
"POINT (-97.764042899675 30.272340136405)","5773159","0","1","311043","891412","10",,"1972-02-16T00:00:00.000Z","1972","APPLANEL",,"MPACHECO","2014-06-26T11:01:54.000Z","GDELANO","2014-07-18T12:58:19.000Z","GDELANO","LBL","H22","584U","3035711","CITY","CITY","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"439.79000854","N","4","436.79998779",,,"NODATA","e64adf0a-67d8-40c3-ad31-2f42334766f6","ENTERED","CONCRETE","F","CULVERT_UP","2022-02-08T14:52:43.000Z","ACTIVE","0","N",,,,,"RCP","96","60","BOX",,,,,,,,,,,
"POINT (-97.722823722128 30.361339310092)","5757364","0","1","9180","1713490","336",,"1964-08-31T00:00:00.000Z","1964","APPLANEL",,"RODAVILA","2007-07-25T00:00:00.000Z","MMARKOWSKI","2018-02-14T15:10:42.000Z","RODAVILA","LWA","K30","525G","252516","CITY","CITY","NO_SOURCE","APPLANEL","GPS_AERIAL",,,"NOGPS","NOGPS",,"757.65997314","N","0","756.52001953",,,"NODATA","e03558ba-2933-44f0-a3f6-924d4c1fa6e3","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:41.000Z","ACTIVE","0","N",,,,,"RCP","21","21","CIRCULAR",,,,,,,,,,,
"POINT (-97.679387614368 30.330769651884)","5803705","0","1","1741244","1920850","209","Splitter box","2016-04-13T00:00:00.000Z","2016","APPLANEL",,"JAMARTINEZ","2018-04-09T15:47:45.000Z","ACOLEMAN","2018-05-09T13:30:45.000Z",,"LWA","M27","556C","3046833","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","9a0e5642-a97f-4817-87cb-50e6a49e5afd","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:47.000Z","ACTIVE","0",,,,,,"NODATA","12","12","CIRCULAR",,,,,,,,,,,
"POINT (-97.812636518155 30.470304832614)","5801409","0","1","1525334","1835732","336","Splitter box","2016-04-01T00:00:00.000Z","2016","APPLANEL",,"ACOLEMAN","2017-02-07T14:36:02.000Z","GDELANO","2018-02-06T15:13:10.000Z",,"BCP","F39","433C","5125356","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","a386148e-a5a9-4959-8a8e-6f7455022f21","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:47.000Z","ACTIVE","0",,,,,,"NODATA","42","42","CIRCULAR",,,,,,,,,,,
"POINT (-97.81515638283 30.165602549265)","5788481","0","1","531987","1786164","210",,,,"NO_SOURCE",,"CARMIJO","2013-08-26T12:22:12.000Z","MMARKOWSKI","2017-11-28T08:56:03.000Z",,"SLA","E13","673T","502054","OTHER","OTHER","SUPP_INFO","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","d5f9e134-ee9a-47ce-9574-4d7a6f0e26f6","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:46.000Z","ACTIVE","0","N",,,,,"NODATA","36","36","CIRCULAR",,,,,,,,,,,
"POINT (-97.74797892676 30.339261435482)","5764802","0","1","41922","297319","195",,"1960-09-06T00:00:00.000Z","1960","APPLANEL","1983","RMOELLMER","2008-02-29T00:00:00.000Z","JABAKER","2012-02-15T16:36:48.000Z","RODAVILA","SHL","J28","525S","559460","CITY","CITY","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"655.27001953","N","0","646.36999512",,,"NODATA","5b52720f-20d8-4636-86ab-c28c023f4a93","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:41.000Z","REMOVED","0","N",,,,,"RCP","120","96","BOX",,,,,,,,,,,
"POINT (-97.726410711552 30.162103661027)","5788091","0","1","486479","1828114","117","No field evidence",,,"NO_SOURCE",,"APRUITT","2013-04-18T11:30:39.000Z","GDELANO","2017-11-22T09:27:03.000Z","RODAVILA","CTM","K13","675Y","5056904","OTHER","OTHER","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","fd6a710b-a5cb-43c4-989a-0e6557090ecf","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:46.000Z","REMOVED","0","N",,,,,"NODATA",,,"NODATA",,,,,,,,,,,
"POINT (-97.641235493708 30.412269013547)","5783735","0","1","2107214","2220707","120","Splitter box","2020-05-30T00:00:00.000Z","2020","APPLANEL",,"KGALLUSCIO","2021-03-17T11:30:30.000Z","KGALLUSCIO","2021-03-18T11:05:41.000Z",,"HRS","P34","467U","5792885","CITY","CITY","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"706.90997314","N","0","694.10998535",,,"NODATA","c46e6017-0334-420b-baca-8fe8c538cf6d","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","0",,,,,,"NODATA",,,"NODATA",,,,,,,,,,,
"POINT (-97.678643813584 30.31371089831)","5765184","0","1","1867049","1966934","64",,,,"NO_SOURCE",,"SJOHNSON","2018-08-11T09:45:52.000Z","SJOHNSON","2018-08-11T10:08:50.000Z","SJOHNSON","LWA","M26","556Q","3319859","CITY","CITY","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,"583.78997803","N","0",,,,"NODATA","073ee718-e083-49ac-a8da-669f6c66d9e3","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:45.000Z","ACTIVE","0",,,,,,"RCP","24","24","CIRCULAR",,,,,,,,,,,
"POINT (-97.923110182759 30.183311569718)","5796531","0","1","859058","987106","245","Splitter Box","2009-05-28T00:00:00.000Z","2009","APPLANEL",,"KHERBERT","2014-11-24T17:03:44.000Z","SJOHNSON","2014-12-15T12:16:20.000Z","SJOHNSON","SLA","WZ15","670H","3183148","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NONNATURAL","be87e96e-8342-486d-ac1f-9ca441fc5b57","ENTERED","CONCRETE","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","0",,,,,,"NODATA","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.757659353803 30.217938185125)","5768459","0","1","217541","43730","295",,"1973-10-02T00:00:00.000Z","1973","APPLANEL",,"JLOEFFLER","2009-12-17T00:00:00.000Z","JLOEFFLER","2009-12-17T00:00:00.000Z","HCHOU","BLU","H18","644H","745640","CITY","CITY","NO_SOURCE","APPLANEL","GPS_AERIAL",,,"NOGPS","NOGPS",,"666.75","N","0","664.67999268",,,"NODATA","a1c469b1-062d-4fec-b891-72780767bbad","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:41.000Z","ACTIVE","0","N",,,,,"NODATA","30","30","NODATA",,,,,,,,,,,
"POINT (-97.638432860216 30.201826068049)","5790895","0","1","741635","895906","215",,,,"NO_SOURCE",,"AJURADO","2014-06-25T11:53:57.000Z","AJURADO","2014-07-16T17:14:56.000Z","SJOHNSON","COL","P16","647U","328864","OTHER","TXDOT","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","a8ab3e26-d73e-4c67-9d71-b93f1fcb359f","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:46.000Z","ACTIVE","0",,,,,,"NODATA",,,"CIRCULAR",,,,,,,,,,,
"POINT (-97.818913587657 30.327616541007)","5805230","0","1","917713","1281810","99",,"1997-02-03T00:00:00.000Z","1997","APPLANEL",,"DWARDEN","2015-03-18T11:55:25.000Z","MAMARAL","2016-03-15T16:04:47.000Z",,"STP","E27","553B","5136613","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","f627cc94-6219-4119-89a3-3387ad182119","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:47.000Z","ACTIVE","0",,,,,,"NODATA","30","30","CIRCULAR",,,,,,,,,,,
"POINT (-97.775628712882 30.134486278458)","5760336","0","1","558615","761494","22",,,,"NO_SOURCE",,"SBURZYNSKI","2013-11-25T14:51:15.000Z","SBURZYNSKI","2013-11-25T14:59:55.000Z",,"RIN","G11","704P","155679","CITY","CITY","NO_SOURCE","SUPP_INFO","GPS_AERIAL",,,"NOGPS","NOGPS",,"607.42999268","N","0","606.20001221",,,"NODATA","5654b655-616c-4019-b58d-0a48c92421f3","ENTERED","CONCRETE","F","CULVERT_DN","2022-02-08T14:52:43.000Z","ACTIVE","0","N",,,,,"CGMP","15","15","CIRCULAR",,,,,,,,,,,
"POINT (-97.768938418818 30.183148675993)","5777701","0","1","147866","502312","113",,,,"NO_SOURCE",,"TBARRINGTON","2012-12-18T10:28:36.000Z","TBARRINGTON","2012-12-18T10:37:42.000Z","RODAVILA","ONI","H15","674G","3256036","CITY","CITY","PHYS_INSP","DEM","GPS","3106778.4912","10039684.7381","DIG08","SUB-M",,"658.47998047","N","2","655.47998047",,"0","NOTPRESENT","daf270f6-fac5-4664-9b65-a29dbcea9201","ENTERED","CONCRETE","F","DRAINPIPE_DN","2022-02-08T14:52:42.000Z","ACTIVE","3","N","CARRIE STEFANELLI",,,"12082008_3_023.jpg","RCP","36","36","CIRCULAR","F",,,,,,,,,"1112130","WPD"
"POINT (-97.69434024159 30.36825483027)","5803536","0","1","1530429","1931410","23","No field evidence.","1976-11-18T00:00:00.000Z","1976","APPLANEL",,"VVINCENT","2017-02-17T10:45:15.000Z","PSTARKEL","2018-04-26T14:54:12.000Z","SJOHNSON","LWA","L31","496X","819207","OTHER","TXDOT","NO_SOURCE","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","fd2da66f-077d-4585-99a9-4631b9a063be","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:47.000Z","REMOVED","0",,,,,,"NODATA",,,"NODATA",,,,,,,,,,,
"POINT (-97.780867012557 30.31965040907)","5754482","0","1","1612035","1754770","142",,,,"NO_SOURCE",,"VVINCENT","2017-08-09T10:21:36.000Z","VVINCENT","2017-08-09T15:44:22.000Z",,"LKA","G26","554K","686296","OTHER","OTHER","NO_SOURCE","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,"561.09002686","N","0",,,,"NODATA","c8699eb5-386e-47d3-9d3f-373e8d2c0358","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:45.000Z","ACTIVE","0",,,,,,"CGMP","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.703813737014 30.373375010667)","5761734","0","1","54005","717044","74",,"1972-10-31T00:00:00.000Z","1972","ASBLTEL",,"CPHELAN","2007-11-16T00:00:00.000Z","CARMIJO","2013-09-11T13:45:07.000Z","RODAVILA","LWA","L31","496S","971912","CITY","CITY","NO_SOURCE","ASBLTEL","ASBLTEL",,,"NOGPS","NOGPS",,"693.44000244","N","0","692.20001221",,,"NODATA","d19fb4ac-5df1-4e16-b64c-94582c7860d9","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:41.000Z","ACTIVE","0","N",,,,,"RCP","120","36","BOX",,,,,,,,,,,
"POINT (-97.649315787645 30.410559985583)","5809001","0","1","1718864","1826146","164",,,,"NO_SOURCE",,"ACOLEMAN","2018-01-04T10:09:23.000Z","ACOLEMAN","2018-01-04T10:14:17.000Z",,"HRS","N34","467T","933710","OTHER","OTHER","SUPP_INFO","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","7d70980e-13b5-4864-962c-55c904ef6d17","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:47.000Z","ACTIVE","0",,,,,,"NODATA","24","24","CIRCULAR",,,,,,,,,,,
"POINT (-97.888776100588 30.237953764977)","5768755","0","1","693311","875741","67",,"1970-01-26T00:00:00.000Z","1970","APPLANEL",,"TBARRINGTON","2014-05-21T12:42:30.000Z","GDELANO","2014-06-16T13:52:54.000Z","GDELANO","WMS","B19","611U","914450","CITY","CITY","NO_SOURCE","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,"901.88000488","N","0",,,,"NODATA","2c918389-dea1-440d-8999-801855644883","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:43.000Z","ACTIVE","0","N",,,,,"NODATA","84","36","BOX",,,,,,,,,,,
"POINT (-97.868734291885 30.15672610147)","5786724","0","1","516503","654616","203","RIP RAP","1984-03-14T00:00:00.000Z","1984","APPLANEL",,"CARMIJO","2013-07-02T12:12:25.000Z","CARMIJO","2013-07-02T14:16:19.000Z","SBURZYNSKI","BER","C13","672W","88929","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","cb4ec57d-f6e2-49c7-aa33-1ae75ea60640","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:46.000Z","ACTIVE","0","N",,,,,"NODATA","30","30","CIRCULAR",,,,,,,,,,,
"POINT (-97.81149918674 30.314930076123)","5768711","0","1","147558","1257175","184",,"1991-06-21T00:00:00.000Z","1991","APPLANEL",,"MAMARAL","2016-02-23T15:38:34.000Z","MAMARAL","2016-02-23T15:48:18.000Z",,"BEE","F26","553L","236155","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3092247.7794","10087292.6338","DIG08","SUB-M",,"696.52001953","N","4","694.70001221",,"168","NOTPRESENT","598b79fe-fef2-4093-8ad9-f127826ddefb","ENTERED","CONCRETE","F","DRAINPIPE_DN","2022-02-08T14:52:44.000Z","ACTIVE","3",,"DANIEL WHEAT",,,"12012008_5_042.jpg","RCP","24","24","CIRCULAR","F",,,,,,,,,"1112440","WPD"
"POINT (-97.875236471066 30.224174028954)","5759304","0","1","935261","1106132","140",,"1996-10-24T00:00:00.000Z","1996","APPLANEL",,"BRASMITH","2015-04-20T12:41:16.000Z","BRASMITH","2015-04-23T17:36:08.000Z","DDAVIS","WMS","C18","642A","197327","CITY","CITY","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"870.80999756","N","0","864",,,"NODATA","92a84bdd-8d50-43bc-87b9-216224654f1f","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:44.000Z","ACTIVE","0",,,,,,"NODATA","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.733995124213 30.385330111959)","5767640","0","1","87486","1745810","204","Rip rap,","2006-08-03T00:00:00.000Z","2006","APPLANEL",,"ABODIN","2017-08-01T09:43:21.000Z","ABODIN","2017-08-01T09:46:01.000Z",,"SHL","J32","495K","3528589","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3116098.4148","10113452.127","DIG07","SUB-M",,"743.28997803","N","2","737.63000488",,"0","NOTPRESENT","8be515df-5d06-442b-a948-1056a4a5ef7e","ENTERED","CONCRETE","F","DRAINPIPE_DN","2022-02-08T14:52:45.000Z","ACTIVE","3",,"DERRICK STEENKEN","2007-09-20T00:00:00.000Z",,"09202007_2_012.jpg","CONCRETE",,"72","CIRCULAR",,,,,,,,,,"1110897","WPD"
"POINT (-97.666701850999 30.447367782595)","5784228","0","1","840677","952851","180",,,,"NO_SOURCE",,"MHERRERA","2014-10-10T12:46:44.000Z","MHERRERA","2014-10-10T13:00:08.000Z","TBARRINGTON","WLN","N37","437S","1163248","OTHER","TXDOT","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","6c81a768-ff31-4016-b8bb-8af1b3f48e42","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:46.000Z","ACTIVE","0",,,,,,"NODATA",,,"NODATA",,,,,,,,,,,
"POINT (-97.754948309814 30.205982817872)","5791620","0","1","853188","970450","351",,"2004-03-19T00:00:00.000Z","2004","APPLANEL",,"SJOHNSON","2014-11-15T13:37:10.000Z","SJOHNSON","2014-11-15T13:54:09.000Z","SJOHNSON","WMS","H17","644R","3054187","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","61ca8717-ba2a-4477-88bb-7f036e6e440a","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","0",,,,,,"NODATA","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.579957577813 30.331105595851)","5781945","0","1","2091412","2198309","274","Splitter box","2019-09-17T00:00:00.000Z","2019","APPLANEL",,"GLOCKWOOD","2020-10-29T11:37:09.000Z","GLOCKWOOD","2021-03-30T17:14:04.000Z",,"GIL","S27","559A","5763425","CITY","CITY","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"567.23999023","N","0","557.25",,,"NODATA","8e33bf29-758f-49e6-be14-fc127b8ab75a","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","0",,,,,,"NODATA",,,"NODATA",,,,,,,,,,,
