"licnum","tradename","add1","citycounty","st","postalcode","ctycnty","estabdesc","privdesc","statusdesc","wine_beereffectdate","wine_beerexpirdate","mixbevstatusdesc","mixbeveffdate","mixbevexpirdate","origdate"
"86090","UNIVERSITY DINING SERVICES & MODLIN CENTER FOR T","28 WESTHAMPTON WAY CRENSHAW WAY MODL","RICHMOND","VA","23173-0001","Richmond City","Performing Arts Facility","Fairground","Active","2018-03-01T00:00:00.000","2019-04-30T00:00:00.000",,,,"2015-03-04T00:00:00.000"
"86209","VARIEDADES LATINAS","4626 JEFFERSON DAVIS HWY","RICHMOND","VA","23234-3151","Richmond City","Grocery Store","Beer Off Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000",,,,"2015-09-17T00:00:00.000"
"86225","COURTYARD RICHMOND DOWNTOWN/RESIDENCE INN","1320 E CARY ST","RICHMOND","VA","23219","Richmond City","Hotel","Wine & Beer On & Off Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","2014-12-04T00:00:00.000"
"86277","AFTER 7 LOUNGE","5735 HULL STREET RD","RICHMOND","VA","23224-2841","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","2014-12-12T00:00:00.000"
"86355","TORTILLERIA AZTECA","5300 HULL ST RD","RICHMOND","VA","23224-2426","Richmond City","Grocery Store","Beer Off Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000",,,,"2014-12-04T00:00:00.000"
"86437","THAI TOP TEN","911 1/2 W GRACE ST","RICHMOND","VA","23220-4124","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000",,,,"2014-12-31T00:00:00.000"
"86460","JACK BROWNS BEER & BURGER JOINT","5810 GROVE AVE","RICHMOND","VA","23226-2630","Richmond City","Restaurant","Wine & Beer On & Off Premises & Keg Permit","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000",,,,"2015-03-03T00:00:00.000"
"86489","7 ELEVEN STORE 23934 A","2922 JEFFERSON DAVIS HWY","RICHMOND","VA","23234-1742","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000",,,,"2014-12-11T00:00:00.000"
"86519","ESCAPE NAILS & SPA","7009 THREE CHOPT RD STE A","RICHMOND","VA","23226-3652","Richmond City","Day Spa","Day Spa","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000",,,,"2016-01-20T00:00:00.000"
"86521","BUDDYS PLACE","600 N SHEPPARD ST","RICHMOND","VA","23221-1712","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2015-02-06T00:00:00.000"
"86562","EL TIO TIENDA Y RESTAURANTE INC","4800 JEFFERSON DAVIS HWY","RICHMOND","VA","23234-3155","Richmond City","Restaurant","Beer On & Off Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000",,,,"2015-01-09T00:00:00.000"
"86612","ASADO","727 W BROAD ST","RICHMOND","VA","23220-3804","Richmond City","Restaurant","Wine and Beer On & Off Premises & Delivery Permit","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000","2015-03-26T00:00:00.000"
"86634","LALOS COCINA BAR & GRILL","2617 W BROAD ST","RICHMOND","VA","23220-1926","Richmond City","Restaurant","Wine & Beer On Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","2015-01-15T00:00:00.000"
"86639","BOKA GRILL","2557 SHEILA LN","RICHMOND","VA","23225-2041","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-01-01T00:00:00.000","2018-12-31T00:00:00.000","Active","2018-01-01T00:00:00.000","2018-12-31T00:00:00.000","2015-01-29T00:00:00.000"
"86745","NORTH AVENUE MARKET & DELI","2301 NORTH AVE","RICHMOND","VA","23222-4326","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000",,,,"2015-02-12T00:00:00.000"
"86747","THE FANCY BISCUIT & SHYNDIGZ EVENTS TO GO","1831 W CARY ST","RICHMOND","VA","23220-5328","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000","2015-04-23T00:00:00.000"
"86799","JULEPS NEW SOUTHERN CUISINE","420 E GRACE ST","RICHMOND","VA","23219-1912","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","2015-05-29T00:00:00.000"
"86868","NATIVE SELECTIONS LLC","3811 CASTLEWOOD RD UNIT 1","RICHMOND","VA","23234-2611","Richmond City","Wine Wholesaler","Wholesale Wine (30,000 gallons or less annually)","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2015-04-08T00:00:00.000"
"86871","ALAMO BBQ","2202 JEFFERSON AVE","RICHMOND","VA","23223-7220","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000",,,,"2015-03-13T00:00:00.000"
"86877","GRANDSTAFF & STEIN BOOK SELLERS","2113 E MAIN ST","RICHMOND","VA","23223-7050","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000","2015-04-22T00:00:00.000"
"86906","THE YELLOW UMBRELLA FRESH SEAFOOD","5603 PATTERSON AVE","RICHMOND","VA","23226-2007","Richmond City","Gourmet Shop","Wine & Beer Off Premises","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000",,,,"2015-03-02T00:00:00.000"
"86910","DOLLAR GENERAL STORE 15034","2128 HULL ST","RICHMOND","VA","23224","Richmond City","Grocery Store","Wine & Beer Off Premises","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000",,,,"2015-03-02T00:00:00.000"
"86926","STELLAS GROCERY","1007 LAFAYETTE ST","RICHMOND","VA","23221-1156","Richmond City","Grocery Store","Wine & Beer Off Premises & Keg Permit","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2015-04-17T00:00:00.000"
"86927","STELLAS GROCERY","1007 LAFAYETTE ST","RICHMOND","VA","23221-1156","Richmond City","Caterers Establishment","Mixed Beverage Caterer Limited","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2015-04-22T00:00:00.000"
"86930","AKIDA JAPANESE RESTAURANT","606 N SHEPPARD ST","RICHMOND","VA","23221-1712","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000",,,,"2015-03-27T00:00:00.000"
"86968","704 NEIGHBORS","704 N SHEPPARD ST","RICHMOND","VA","23221-1714","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises & Keg Permit","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000",,,,"2015-03-09T00:00:00.000"
"87020","BLACK HEATH MEADERY","1313 ALTAMONT AVE","RICHMOND","VA","23230-4713","Richmond City","Winery","Wine Shipper - In State","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000",,,,"2015-03-05T00:00:00.000"
"87026","SABAI","2727 W BROAD ST","RICHMOND","VA","23220-1905","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","2015-05-08T00:00:00.000"
"87102","BELLOS LOUNGE","1712 E FRANKLIN ST","RICHMOND","VA","23223-9648","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-03-14T00:00:00.000","2019-02-28T00:00:00.000","Temporary","2018-03-14T00:00:00.000","2018-08-31T00:00:00.000","2018-03-14T00:00:00.000"
"87125","R S EXPRESS","4007 JEFFERSON DAVIS HWY","RICHMOND","VA","23234-2635","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000",,,,"2015-03-30T00:00:00.000"
"87133","VIRGINIA WINERY DISTRIBUTION CO","1313 ALTAMONT AVE","RICHMOND","VA","23230-4713","Richmond City","Wine Wholesaler","Wholesale Wine (30,000 gallons or less annually)","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2015-05-05T00:00:00.000"
"87149","LOLAS LUNCHES","10 E FRANKLIN ST","RICHMOND","VA","23219-2131","Richmond City","Caterers Establishment","Annual Caterers License","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000",,,,"2015-04-06T00:00:00.000"
"87150","NATIVE SELECTIONS LLC","3811 CASTLEWOOD RD UNIT 1","RICHMOND","VA","23234","Richmond City","Wine Importer","Wine Importer - In-State","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2015-04-08T00:00:00.000"
"87239","KOHLMANNS GROCERY","109 E GRACE ST","RICHMOND","VA","23219-1741","Richmond City","Gourmet Shop","Wine & Beer Off Premises & Keg Permit","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000",,,,"2015-06-11T00:00:00.000"
"87264","CARYTOWN SUSHI","2923 W CARY ST","RICHMOND","VA","23221-3515","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2015-07-14T00:00:00.000"
"87322","WALLYS CONVENIENCE STORE","18 W BAKER ST","RICHMOND","VA","23220-2501","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000",,,,"2015-05-05T00:00:00.000"
"87386","VINEA INC","2207 EVERETT ST","RICHMOND","VA","23224-3719","Richmond City","Wine Wholesaler","Wholesale Wine (30,000 gallons or less annually)","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2015-08-01T00:00:00.000"
"87396","DISTRICT 5","1911 W MAIN ST","RICHMOND","VA","23220-4521","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2015-07-16T00:00:00.000"
"87410","6335 RESTAURANT","6335A JAHNKE RD","RICHMOND","VA","23225-4142","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","2015-09-23T00:00:00.000"
"87498","COOL LANE EXPRESS","2001 MECHANICSVILLE TPKE","RICHMOND","VA","23223-3601","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000",,,,"2015-05-27T00:00:00.000"
"87508","GOLDEN EAGLE MARKET","1005 N 2ND ST","RICHMOND","VA","23219-1021","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000",,,,"2015-06-11T00:00:00.000"
"87527","BROADWAY MARKET PLACE","312 E BROAD ST","RICHMOND","VA","23219-1765","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2015-07-01T00:00:00.000"
"87537","BOMBOLINI","1606 W MAIN ST","RICHMOND","VA","23220-4633","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000",,,,"2015-07-10T00:00:00.000"
"87633","VINNYS ITALIAN GRILL EXPRESS","4001 W BROAD ST","RICHMOND","VA","23230-3915","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000",,,,"2015-07-28T00:00:00.000"
"87675","GOODRICH GOURMET CATERING","112 S 2ND ST","RICHMOND","VA","23219-3725","Richmond City","Caterers Establishment","Annual Caterers License","Active","2019-02-01T00:00:00.000","2020-01-31T00:00:00.000",,,,"2015-06-18T00:00:00.000"
"87716","ZZAAM FRESH KOREAN GRILL","3300 W CARY ST","RICHMOND","VA","23221-3404","Richmond City","Restaurant","Wine and Beer On & Off Premises & Keg Permit & Delivery Permit","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","Voluntary  Surrendered","2018-01-23T00:00:00.000","2018-08-31T00:00:00.000","2015-11-10T00:00:00.000"
"87728","RANCHO TIPICO RESTAURANT","5711 HULL STREET RD","RICHMOND","VA","23224-2841","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","2015-08-05T00:00:00.000"
"87774","TERRIS","3817 HULL STREET RD","RICHMOND","VA","23224-1711","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2015-10-08T00:00:00.000"
"87821","MAYA","525 E GRACE ST","RICHMOND","VA","23219-1858","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","2015-12-09T00:00:00.000"
"87822","NUEVO RINCON LATINO","3336 BROAD ROCK BLVD","RICHMOND","VA","23224-6018","Richmond City","Grocery Store","Wine & Beer Off Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000",,,,"2015-08-19T00:00:00.000"
"87826","NOTA BENE RESTAURANT & BAR","2110 E MAIN ST","RICHMOND","VA","23223-7051","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","2015-12-10T00:00:00.000"
"87849","BREWERS CAFE","101 W 12TH ST","RICHMOND","VA","23224","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2015-10-20T00:00:00.000"
"87881","LIQUID CAFE","4 N 18TH ST","RICHMOND","VA","23223-6902","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2015-10-07T00:00:00.000"
"87986","804 TOBACCO SHOP","422 W BROAD ST","RICHMOND","VA","23220-4221","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000",,,,"2015-08-24T00:00:00.000"
"88034","BELMONT PIZZERIA","602 N BELMONT AVE","RICHMOND","VA","23221-1601","Richmond City","Delicatessen","Wine and Beer Off Premises & Keg Permit & Delivery Permit","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000",,,,"2015-09-02T00:00:00.000"
"88036","BEST FOOD MART","4209 NORTH AVE","RICHMOND","VA","23222-1141","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000",,,,"2015-08-27T00:00:00.000"
"88050","WHISK","2100 E MAIN ST","RICHMOND","VA","23223-7051","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000",,,,"2015-12-04T00:00:00.000"
"88067","NINOS ITALIAN RESTAURANT DELIGHT PIZZA EXPRESS","9200 STONY POINT PKWY","RICHMOND","VA","23235-1971","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000",,,,"2015-09-11T00:00:00.000"
"88192","POPS MARKET ON GRACE","415 E GRACE ST","RICHMOND","VA","23219-1866","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000",,,,"2015-11-04T00:00:00.000"
"88235","VINEA INC","2207 EVERETT ST","RICHMOND","VA","23224-3719","Richmond City","Wine Importer","Wine Importer - In-State","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2015-08-14T00:00:00.000"
"88271","SEFTON COFFEE CO LLC","24 N 8TH ST","RICHMOND","VA","23219-3302","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000",,,,"2015-09-18T00:00:00.000"
"88283","7 ELEVEN STORE 25518 B","2001 W BROAD ST","RICHMOND","VA","23220-2005","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000",,,,"2015-09-28T00:00:00.000"
"88303","CITIZEN RESTAURANT","1203 E MAIN ST","RICHMOND","VA","23219-3627","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","2015-11-09T00:00:00.000"
"88319","7 ELEVEN STORE 35882 A","1001 E MAIN ST","RICHMOND","VA","23219-3547","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000",,,,"2015-10-05T00:00:00.000"
"88417","VIRGINIA HISTORICAL SOCIETY","428 N BOULEVARD","RICHMOND","VA","23220-3307","Richmond City","Gift Shop","Wine & Beer Off Premises","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000",,,,"2015-10-06T00:00:00.000"
"88457","FREE RUN WINE MERCHANTS","1715 RHOADMILLER ST","RICHMOND","VA","23220-1108","Richmond City","Out of Bond Permit","Out of Bond Certificate of Approval","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2015-09-15T00:00:00.000"
"88516","CASTLEBURG BREWERY LLC","1626 OWNBY LN","RICHMOND","VA","23220","Richmond City","Brewery",,"Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2015-12-02T00:00:00.000"
"88529","THE VEIL BREWING COMPANY","1301 ROSENEATH RD","RICHMOND","VA","23230-4623","Richmond City","Brewery",,"Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2016-02-16T00:00:00.000"
"88553","STONE BREWING CO","4300 WILLIAMSBURG AVE","RICHMOND","VA","23231-1225","Richmond City","Brewery",,"Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2016-02-09T00:00:00.000"
"88555","MANCHESTER MARKET","500 HULL ST","RICHMOND","VA","23224-4344","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises & Keg Permit","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000",,,,"2016-05-04T00:00:00.000"
"88578","STUDIO TWO THREE","3300 W CLAY ST","RICHMOND","VA","23230-4604","Richmond City","Performing Arts Facility","Annual Mixed Beverage Special Event","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000",,,,"2015-12-08T00:00:00.000"
"88578","STUDIO TWO THREE","3300 W CLAY ST","RICHMOND","VA","23230-4604","Richmond City","Performing Arts Facility","Fairground","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000",,,,"2015-12-08T00:00:00.000"
"88647","HOME SWEET HOME","3433 W CARY ST","RICHMOND","VA","23221-2726","Richmond City","Restaurant","Wine & Beer On Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","2016-01-05T00:00:00.000"
"88686","TENKA RAMEN","110 N 5TH ST","RICHMOND","VA","23219-2204","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","Withdrawn","2016-03-11T00:00:00.000",,"2016-05-13T00:00:00.000"
"88712","SEA AND SEA FISHMARKET","111 E BELT BLVD","RICHMOND","VA","23224-1203","Richmond City","Grocery Store","Wine & Beer Off Premises","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000",,,,"2015-11-30T00:00:00.000"
"88796","POSTBELLUM","1323 W MAIN ST","RICHMOND","VA","23220-4826","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","2016-01-04T00:00:00.000"
"88797","STATION 2","2016 E MAIN ST","RICHMOND","VA","23223-7380","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","2015-12-23T00:00:00.000"
"88807","BOULEVARD BURGER & BREW","1300 N BLVD","RICHMOND","VA","23230-4522","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","2016-01-05T00:00:00.000"
"88856","AJM FOOD MART","4400 COMMERCE RD","RICHMOND","VA","23234-2238","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000",,,,"2015-12-08T00:00:00.000"
