"address_no_complete","st_prefix_dir","st_prefix_type","st_name","st_suffix_type","st_suffix_dir","st_ext","full_address","city","zip","district_num","council_person","lot_location"
"2025","N",,"17TH","ST",,,"2025 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"200","N",,"17TH","ST",,,"200 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"304","S",,"17TH","ST",,,"304 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1578","S",,"17TH","ST",,,"1578 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1252","S",,"17TH","ST",,,"1252 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1806","N",,"17TH","ST",,,"1806 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"837","S",,"17TH","ST",,,"837 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1715","N",,"17TH","ST",,,"1715 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1248","S",,"17TH","ST",,,"1248 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"538","S",,"17TH","ST",,,"538 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1150","S",,"17TH","ST",,,"1150 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"841","S",,"17TH","ST",,,"841 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1625","N",,"17TH","ST",,,"1625 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1260","S",,"17TH","ST",,,"1260 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1259","S",,"17TH","ST",,,"1259 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2112","N",,"17TH","ST",,,"2112 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1836","N",,"17TH","ST",,,"1836 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1915","N",,"17TH","ST",,,"1915 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1440","S",,"17TH","ST",,,"1440 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"720","S",,"17TH","ST",,,"720 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"153","N",,"17TH","ST",,,"153 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1636","N",,"17TH","ST",,,"1636 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"347","S",,"17TH","ST",,,"347 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1375","N",,"17TH","ST",,,"1375 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1329","S",,"17TH","ST",,,"1329 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"T 121","N",,"17TH","ST",,,"T 121 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1615","N",,"17TH","ST",,,"1615 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2269","N",,"17TH","ST",,,"2269 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1944","N",,"17TH","ST",,,"1944 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"286","S",,"17TH","ST",,,"286 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1834","N",,"18TH","ST",,,"1834 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1824","N",,"18TH","ST",,,"1824 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1844","N",,"18TH","ST",,,"1844 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"965","N",,"18TH","ST",,,"965 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1635","N",,"18TH","ST",,,"1635 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2145","N",,"18TH","ST",,,"2145 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"744","N",,"18TH","ST",,,"744 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"312","S",,"18TH","ST",,,"312 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"636","S",,"18TH","ST",,,"636 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2125","N",,"18TH","ST",,,"2125 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1229","S",,"18TH","ST",,,"1229 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"301","S",,"18TH","ST",,,"301 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1745","N",,"18TH","ST",,,"1745 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1725","N",,"18TH","ST",,,"1725 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1815","N",,"18TH","ST",,,"1815 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1736","N",,"18TH","ST",,,"1736 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"119","S",,"18TH","ST",,,"119 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"121","S",,"18TH","ST",,,"121 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"316","S",,"18TH","ST",,,"316 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"125","N",,"18TH","ST",,,"125 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1756","N",,"18TH","ST",,,"1756 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"410","S",,"18TH","ST",,,"410 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1646","N",,"18TH","ST",,,"1646 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"668","S",,"18TH","ST",,,"668 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2116","N",,"18TH","ST",,,"2116 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1222","S",,"18TH","ST",,,"1222 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"253","S",,"18TH","ST",,,"253 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2136","N",,"18TH","ST",,,"2136 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"658","S",,"18TH","ST",,,"658 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"602","S",,"18TH","ST",,,"602 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"408","S",,"18TH","ST",,,"408 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1925","N",,"18TH","ST",,,"1925 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"900-1000","N",,"18TH","ST",,,"900-1000 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"404","S",,"18TH","ST",,,"404 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"900","S",,"18TH","ST",,,"900 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"411","S",,"18TH","ST",,,"411 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2026","N",,"18TH","ST",,,"2026 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1330","S",,"18TH","ST",,,"1330 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1238","S",,"18TH","ST",,,"1238 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1626","N",,"18TH","ST",,,"1626 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"612","S",,"18TH","ST",,,"612 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"310","S",,"18TH","ST",,,"310 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2016","N",,"18TH","ST",,,"2016 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1329","S",,"18TH","ST",,,"1329 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"820","S",,"18TH","ST",,,"820 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"710","S",,"18TH","ST",,,"710 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1339","S",,"18TH","ST",,,"1339 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"626","S",,"18TH","ST",,,"626 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1744","N",,"18TH","ST",,,"1744 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"117","S",,"18TH","ST",,,"117 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"252","S",,"18TH","ST",,,"252 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1014","S",,"18TH","ST",,,"1014 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2126","N",,"18TH","ST",,,"2126 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1350","S",,"18TH","ST",,,"1350 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1638","N",,"18TH","ST",,,"1638 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"T 155","N",,"18TH","ST",,,"T 155 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"260","S",,"18TH","ST",,,"260 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1320","S",,"18TH","ST",,,"1320 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2106","N",,"18TH","ST",,,"2106 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"115","S",,"18TH","ST",,,"115 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1706","N",,"18TH","ST",,,"1706 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2115","N",,"18TH","ST",,,"2115 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"325","N",,"18TH","ST",,,"325 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1901","N",,"18TH","ST",,,"1901 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1239","S",,"18TH","ST",,,"1239 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1735","N",,"18TH","ST",,,"1735 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1242","S",,"18TH","ST",,,"1242 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"742","N",,"18TH","ST",,,"742 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"315","S",,"18TH","ST",,,"315 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"BILLBD 155","N",,"18TH","ST",,,"BILLBD 155 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"708","S",,"18TH","ST",,,"708 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"920","S",,"18TH","ST",,,"920 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1955","N",,"18TH","ST",,,"1955 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-200","N",,"18TH","ST",,,"100-200 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"247","S",,"18TH","ST",,,"247 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1319","S",,"18TH","ST",,,"1319 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1228","S",,"18TH","ST",,,"1228 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2005","N",,"18TH","ST",,,"2005 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1203","S",,"18TH","ST",,,"1203 S 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"817","N",,"18TH","ST",,,"817 N 18TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
