"levyauthority","levyauthorityname","fiscal_year","ur_number","countoftd_number","starting_balance","sumofrevenue","sumofrevenue_interest","sumofproperty_tax_replacement","sumofsales_repayments","rebates_amount_sum_sumofamount","expenditure_amount_sum","sumofreturned","ending_balance","primary_lat_dec","primary_long_dec","geocoded_column"
"06G034","BLAIRSTOWN","2020","6004","6","-5724","122920","0","0","0","0","121530","0","-4334","41.9062103","-92.0823291","POINT (-92.0823291 41.9062103)"
"70G653","MUSCATINE","2020","70013","1","64920","0","1226","0","0","0","0","0","66146","41.4194742","-91.0680884","POINT (-91.0680884 41.4194742)"
"44G412","MOUNT PLEASANT","2019","44005","5","306443","483329","0","0","0","25000","349850","0","414922","40.9621765","-91.5452743","POINT (-91.5452743 40.9621765)"
"42","HARDIN COUNTY","2020","42012","2","5807","13141","0","0","0","17692","0","0","1256","42.3838803","-93.2404025","POINT (-93.2404025 42.3838803)"
"05G027","AUDUBON","2019","5001","6","0","96","0","40000","0","0","0","19737","20359","41.7183297","-94.9285729","POINT (-94.9285729 41.7183297)"
"34G329","RUDD","2020","34008","2","34116","0","0","0","0","0","34116","0","0","43.1275228","-92.9045921","POINT (-92.9045921 43.1275228)"
"25G239","VAN METER","2020","25004","8","788225","359132","0","0","0","100000","81298","0","966059","41.5203654","-93.942715","POINT (-93.942715 41.5203654)"
"33G322","WEST UNION","2019","33002","8","183263","0","0","0","0","36000","0","0","147263","42.9588918","-91.8132","POINT (-91.8132 42.9588918)"
"77G717","DES MOINES","2020","77108","2","0","0","0","0","0","0","0","0","0","41.5725032","-93.6104316","POINT (-93.6104316 41.5725032)"
"85G823","STORY CITY","2020","85018","17","158018","748822","6291","0","0","20172","807913","0","85046","42.186602","-93.5865496","POINT (-93.5865496 42.186602)"
"29G269","MEDIAPOLIS","2020","29024","1","10651","10740","0","0","0","21391","0","0","0","41.0078886","-91.1637445","POINT (-91.1637445 41.0078886)"
"23G205","CLINTON","2020","23022","1","11057","61255","0","0","0","36092","0","0","36220","41.8434359","-90.2407895","POINT (-90.2407895 41.8434359)"
"77G727","WEST DES MOINES","2020","25023","13","974703","4010955","13422","0","0","874544","3439192","0","685344","41.5527354","-93.7802969","POINT (-93.7802969 41.5527354)"
"50G469","NEWTON","2020","50009","3","95471","833485","1736","4950","0","14322","853902","0","67418","41.6965281","-93.0404672","POINT (-93.0404672 41.6965281)"
"60G571","INWOOD","2019","60119","2","0","31913","0","0","0","22842","0","0","9071","43.3092965","-96.4350789","POINT (-96.4350789 43.3092965)"
"77G720","JOHNSTON","2020","77064","2","305164","140763","3844","0","0","186251","17942","0","245578","41.6856012","-93.7172578","POINT (-93.7172578 41.6856012)"
"18G155","CLEGHORN","2019","18017","2","-482","0","0","0","0","0","0","0","-482","42.812537","-95.7126506","POINT (-95.7126506 42.812537)"
"31G292","FARLEY","2020","31052","2","0","8952","0","0","0","0","0","0","8952","42.4437548","-91.0091147","POINT (-91.0091147 42.4437548)"
"79G748","MALCOM","2020","79019","2","0","24280","0","0","0","0","24280","0","0","41.7075959","-92.5574629","POINT (-92.5574629 41.7075959)"
"57G539","CEDAR RAPIDS","2020","57064","4","-384977","682242","0","0","0","0","884464","0","-587199","41.966733","-91.6781641","POINT (-91.6781641 41.966733)"
"37G349","JEFFERSON","2019","37002","2","8811","19032","0","0","0","29584","1738","0","-3479","42.017241","-94.3797781","POINT (-94.3797781 42.017241)"
"39G368","PANORA","2020","39013","3","208248","0","0","0","0","0","2400","0","205848","41.6910202","-94.3637004","POINT (-94.3637004 41.6910202)"
"31G288","DUBUQUE","2020","31048","2","367502","393227","9753","0","0","129687","330961","0","309834","42.5006649","-90.7066112","POINT (-90.7066112 42.5006649)"
"17G145","MASON CITY","2019","17006","2","4439","0","0","0","0","0","0","0","4439","43.1487201","-93.1998074","POINT (-93.1998074 43.1487201)"
"27G250","LAMONI","2020","27001","1","21019","48976","0","0","0","48976","0","21019","0","40.6204912","-93.934323","POINT (-93.934323 40.6204912)"
"77G717","DES MOINES","2019","77081","3","16230","414636","628","0","0","406248","0","0","25246","41.5725032","-93.6104316","POINT (-93.6104316 41.5725032)"
"57G539","CEDAR RAPIDS","2019","57001","7","1142524","4852567","17674","0","0","786873","2190787","0","3035105","41.966733","-91.6781641","POINT (-91.6781641 41.966733)"
"63G597","KNOXVILLE","2019","63026","1","0","48068","0","0","0","48068","0","0","0","41.3188166","-93.1023566","POINT (-93.1023566 41.3188166)"
"42G388","ACKLEY","2019","35001","18","-409931","162660","0","1559","0","44767","-340185","0","49706","42.5518776","-93.0527656","POINT (-93.0527656 42.5518776)"
"70G653","MUSCATINE","2019","70001","1","51226","203441","3063","3692","0","0","207100","0","54322","41.4194742","-91.0680884","POINT (-91.0680884 41.4194742)"
"57G545","HIAWATHA","2019","57036","16","303365","2247153","12255","0","0","621387","1102233","0","839153","42.0517806","-91.6898564","POINT (-91.6898564 42.0517806)"
"28G183","EDGEWOOD","2019","22035","2","43775","124396","1047","0","0","4587","112500","0","52131","42.644231","-91.401691","POINT (-91.401691 42.644231)"
"35","FRANKLIN COUNTY","2020","35015","14","1959619","2619727","0","0","0","0","2029747","0","2549599","42.7325458","-93.262473","POINT (-93.262473 42.7325458)"
"72","OSCEOLA COUNTY","2019","72005","2","162484","0","0","0","0","0","0","0","162484","43.3785704","-95.6236852","POINT (-95.6236852 43.3785704)"
"31G282","ASBURY","2020","31028","24","367577","1589704","6966","0","0","0","1550298","0","413949","42.5118375","-90.7797272","POINT (-90.7797272 42.5118375)"
"11G091","STORM LAKE","2020","11001","5","9666","471102","0","36825","0","0","1018099","0","-500506","42.6431467","-95.1970008","POINT (-95.1970008 42.6431467)"
"11G091","STORM LAKE","2019","11010","1","-109606","31478","0","2896","0","26773","0","0","-102005","42.6431467","-95.1970008","POINT (-95.1970008 42.6431467)"
"30G274","MILFORD","2019","30005","10","87151","326223","0","0","0","84560","245414","363","83037","43.338269","-95.1286238","POINT (-95.1286238 43.338269)"
"09G071","WAVERLY","2019","9001","19","318281","1319322","2789","0","0","150552","1261780","0","228060","42.7249871","-92.470638","POINT (-92.470638 42.7249871)"
"77G717","DES MOINES","2020","77109","0","0","0","0","0","0","0","0","0","0","41.5725032","-93.6104316","POINT (-93.6104316 41.5725032)"
"77G716","CLIVE","2020","77060","10","950126","1510432","38841","0","63799","847287","2039357","0","-323446","41.6144592","-93.7972549","POINT (-93.7972549 41.6144592)"
"70G653","MUSCATINE","2020","70020","1","0","0","0","0","0","0","0","0","0","41.4194742","-91.0680884","POINT (-91.0680884 41.4194742)"
"77G727","WEST DES MOINES","2019","77091","5","468716","5351390","52432","474602","0","1520099","3504762","0","1322279","41.5527354","-93.7802969","POINT (-93.7802969 41.5527354)"
"88G848","CRESTON","2019","88005","3","502906","0","0","0","0","0","26000","0","476906","41.0597298","-94.3650388","POINT (-94.3650388 41.0597298)"
"82G777","LE CLAIRE","2020","82004","8","138586","1957028","19685","0","0","230714","1740915","0","143670","41.5963271","-90.3686825","POINT (-90.3686825 41.5963271)"
"9","BREMER COUNTY","2019","9013","1","0","9743","0","0","0","9743","0","0","0","42.7745873","-92.3180548","POINT (-92.3180548 42.7745873)"
"19G166","NASHUA","2019","19006","1","0","0","0","0","0","0","0","0","0","42.950168","-92.5417304","POINT (-92.5417304 42.950168)"
"31G288","DUBUQUE","2019","31901","0","0","0","0","0","0","0","0","0","0","42.5006649","-90.7066112","POINT (-90.7066112 42.5006649)"
"53G495","MONTICELLO","2020","53006","11","270765","237048","11918","0","0","112566","406342","0","823","42.2303515","-91.1836421","POINT (-91.1836421 42.2303515)"
"74G686","EMMETSBURG","2020","74003","2","349","54645","274","0","0","0","56519","0","-1251","43.1145862","-94.6799659","POINT (-94.6799659 43.1145862)"
"42","HARDIN COUNTY","2020","42014","4","314215","275550","0","0","0","0","263928","0","325837","42.3838803","-93.2404025","POINT (-93.2404025 42.3838803)"
"16G138","LOWDEN","2019","16008","1","55410","0","0","0","0","0","0","0","55410","41.8591084","-90.9236914","POINT (-90.9236914 41.8591084)"
"30G279","TERRIL","2019","30010","3","27301","61607","0","0","0","0","58610","0","30298","43.3058467","-94.9689637","POINT (-94.9689637 43.3058467)"
"75G700","REMSEN","2020","75022","2","159177","90022","1849","0","0","0","73098","0","177950","42.8148253","-95.9724007","POINT (-95.9724007 42.8148253)"
"39G363","BAYARD","2019","39018","1","72384","25218","0","0","0","0","0","0","97602","41.8519564","-94.5577535","POINT (-94.5577535 41.8519564)"
"60G570","GEORGE","2020","60010","1","18820","19782","0","0","0","0","18084","0","20518","43.341995","-96.0027092","POINT (-96.0027092 43.341995)"
"38","GRUNDY COUNTY","2019","38016","1","426","0","0","0","0","0","0","426","0","42.4018651","-92.7914177","POINT (-92.7914177 42.4018651)"
"72","OSCEOLA COUNTY","2020","72002","9","1110561","195926","16285","0","0","65281","1245057","0","12434","43.3785704","-95.6236852","POINT (-95.6236852 43.3785704)"
"15","CASS COUNTY","2019","15005","1","61517","0","0","0","81233","0","142750","0","0","41.3314876","-94.9278266","POINT (-94.9278266 41.3314876)"
"57G539","CEDAR RAPIDS","2020","57944","1","-1395","0","0","0","0","0","0","0","-1395","41.966733","-91.6781641","POINT (-91.6781641 41.966733)"
"57G547","MARION","2020","57939","6","0","635874","0","0","0","0","0","0","635874","42.0443653","-91.585326","POINT (-91.585326 42.0443653)"
"67G637","SOLDIER","2020","67005","0","0","0","0","0","0","0","0","0","0","41.9842069","-95.7801688","POINT (-95.7801688 41.9842069)"
"84G809","ROCK VALLEY","2019","84042","1","0","0","0","0","0","16958","0","0","-16958","43.2044873","-96.2915964","POINT (-96.2915964 43.2044873)"
"43G409","WOODBINE","2019","43007","2","0","0","0","0","0","0","50000","0","-50000","41.7346202","-95.7067259","POINT (-95.7067259 41.7346202)"
"52G491","UNIVERSITY HEIGHTS","2019","52032","1","0","452846","0","0","0","452846","0","0","0","41.6550607","-91.5588548","POINT (-91.5588548 41.6550607)"
"60G573","LESTER","2020","60120","1","32480","0","0","0","0","32480","32480","0","-32480","43.4402995","-96.3314371","POINT (-96.3314371 43.4402995)"
"25G238","REDFIELD","2019","25029","0","-2963","0","0","0","2963","0","0","0","0","41.5906044","-94.1961117","POINT (-94.1961117 41.5906044)"
"60G575","ROCK RAPIDS","2019","60008","1","0","32353","0","2047","0","34400","0","0","0","43.4258915","-96.1657284","POINT (-96.1657284 43.4258915)"
